,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
101,101,2.25,0.02,1210,500000.0,17.15,2.43,0.81,,1.2100000000000002,736.6,0.1473199999999999,1210.0,0.0717344133017376,0.0145352937935753,0.0058113041424392,0.000198469757809,-6.175697867882729e-05,865842232058.5544,1637012513904.7085,1495177644495.7913,1381444467024.3718,1294593825247.1482,17.07828817599205,2.5202347851122715,14812148463570.594,28004723603086.7,25578324121507.758,23632666301219.81,22146893775315.094,4.581108594092816e-05,8.661314750444265e-05,7.91087672012735e-05,7.309122708303439e-05,6.84960224751214e-05,2.9159318775440916e-05,5.513033202231831e-05,5.035370180328325e-05,4.652346362080495e-05,4.359855945736098e-05
102,102,2.25,0.02,1220,500000.0,17.15,2.43,0.81,,1.2200000000000002,736.1,0.14722,1220.0,0.0754651283895554,0.0138822522577309,0.0063841986315467,0.0001331923581604,1.3747834929749152e-05,821775440018.2981,1627467535744.517,1489062456682.0276,1376931232574.871,1290890250910.9028,16.3390621335586,2.4046077645914776,13422412741601.535,26582129283194.03,24321499424665.566,22490011772572.0,21084667304549.645,4.383887893577587e-05,8.681976705195853e-05,7.943633453542839e-05,7.345452135487811e-05,6.886453241751337e-05,2.789092550607008e-05,5.523598490846484e-05,5.053853891311157e-05,4.673282330495527e-05,4.38126063050344e-05
103,103,2.25,0.02,1230,500000.0,17.15,2.43,0.81,,1.2300000000000002,741.6,0.1483199999999999,1230.0,0.0784337276168798,0.0146907700479724,0.0055741954970833,8.809352427671015e-05,-4.084363046347982e-05,784111660237.8772,1631067449942.2856,1495062182488.4795,1383539657543.8596,1297667880789.3162,15.796055819810778,2.346086797989364,12402872264250.309,25799796459949.93,23648500866433.293,21884466862583.43,20526169655438.586,4.216942197192671e-05,8.771859296216105e-05,8.040424756405236e-05,7.440658083845145e-05,6.978840797727646e-05,2.6816954528406097e-05,5.578320519375519e-05,5.113176681082648e-05,4.7317648704961785e-05,4.43807971705752e-05
104,104,2.25,0.02,1240,500000.0,17.15,2.43,0.81,,1.24,734.6,0.14692,1240.0,0.0735598196221644,0.0145567434778772,0.0059928560667289,0.00011812366836,-0.0001083031771733,733319927575.48,1607192306425.5483,1475872334562.2122,1366835345050.505,1282578537875.224,17.024630813766105,2.5012126544137323,12484270913323.936,27361351313013.71,25125718482889.625,23269438208142.414,21835023612938.84,3.975993907798079e-05,8.714050414715052e-05,8.00204547871514e-05,7.410856845049423e-05,6.954024104765065e-05,2.5268770246701675e-05,5.538070302767491e-05,5.0855673674130695e-05,4.709847230436463e-05,4.419514754504439e-05
105,105,2.25,0.02,1250,500000.0,17.15,2.43,0.81,,1.25,737.6,0.1475199999999999,1250.0,0.0753085559553028,0.0142509838124198,0.0063611564163462,-6.527560508226965e-05,-9.909338157215011e-06,692747036633.1194,1605241803155.059,1476800965898.6177,1368757405408.4705,1284964212302.1726,16.737219395665754,2.468847489357283,11593592612197.496,26864812876428.46,24715268146279.902,22907085709611.523,21504749657376.477,3.7867180143860734e-05,8.774628734604153e-05,8.072540950027486e-05,7.481949471159671e-05,7.023916196328655e-05,2.404762114579011e-05,5.572343826582357e-05,5.126481710880983e-05,4.75142552550385e-05,4.460550667025972e-05
106,106,2.25,0.02,1260,500000.0,17.15,2.43,0.81,,1.26,740.6,0.1481199999999999,1260.0,0.0741869041791914,0.0136222909079131,0.0059746475511375,0.0001675640384747,-2.181741575604317e-05,649893941997.5336,1603222042477.8762,1477688122580.645,1370649694368.2437,1287326685612.9165,17.468520994025177,2.594419195419302,11383319727957.87,28081488263056.586,25882679111979.05,24007830659361.133,22548373372465.97,3.580761520194458e-05,8.833373304553944e-05,8.141711172013427e-05,7.551954813080452e-05,7.092864792052013e-05,2.272404113364384e-05,5.605789081162108e-05,5.166850082801196e-05,4.792581992518178e-05,4.501236688926747e-05
107,107,2.25,0.02,1270,500000.0,17.15,2.43,0.81,,1.2699999999999998,745.0,0.1489999999999999,1270.0,0.0727790202501864,0.0147641106542057,0.0060677579284652,0.0001348439367487,1.9003589647343556e-05,607793475544.5948,1604147529819.1611,1481317488479.2627,1375096285486.443,1292048096580.233,17.59509927700504,2.6164622231889085,10672944082302.85,28169069880494.22,26012156034597.742,24146895867266.24,22688557283525.6,3.3751283504091706e-05,8.907966314182903e-05,8.225880751423823e-05,7.636025466593067e-05,7.174851880324582e-05,2.1403967261389506e-05,5.649142775006466e-05,5.216586275251574e-05,4.8425192207662375e-05,4.550057918039438e-05
108,108,2.25,0.02,1280,500000.0,17.15,2.43,0.81,,1.2799999999999998,731.7,0.1463399999999999,1280.0,0.083571625684749,0.0149687984869079,0.0061712401945146,2.6061823346493704e-06,-5.194462563527578e-05,551801886214.5498,1567063787533.6667,1449814657603.6863,1346871569397.31,1266067301803.8333,15.467969482271096,2.26135678750959,8526861697088.061,24215459425992.508,22403636849822.26,20812882092116.32,19564233199248.67,3.0883299174330616e-05,8.77055714826692e-05,8.114336129814362e-05,7.538183298439139e-05,7.085937223716275e-05,1.956890003207862e-05,5.55737763285091e-05,5.1415696119345294e-05,4.776496013523385e-05,4.489934717847192e-05
109,109,2.25,0.02,1290,500000.0,17.15,2.43,0.81,,1.2899999999999998,738.2,0.14764,1290.0,0.0851598574650324,0.0136777851572444,0.005836136939334,-1.000696293730494e-06,-4.3833840598433896e-05,511161720246.609,1572463707118.1226,1457496113682.7075,1355085954853.063,1274373718376.5503,15.239296322576404,2.252220525478883,7797676227164.099,23987639100122.258,22233830012475.6,20671582235899.617,19440332197632.84,2.883119595208455e-05,8.86921055934932e-05,8.220755660794536e-05,7.643128808127028e-05,7.187885347317276e-05,1.825271187502844e-05,5.614999293397616e-05,5.204469655746026e-05,4.838780472038847e-05,4.550570862664304e-05
110,110,2.25,0.02,1300,500000.0,17.15,2.43,0.81,,1.3000000000000005,738.9,0.1477799999999999,1300.0,0.0790288838918058,0.014105161372972,0.0061473586814927,9.90770338728724e-05,-1.960089693491406e-05,465859404053.1234,1565173197371.848,1453623694236.7554,1352616918837.7886,1272638764261.5557,16.495676931404937,2.437312835228343,7683347576874.437,25814161072606.508,23974392255753.72,22308503027678.68,20989435612016.69,2.6481627388995576e-05,8.897176498194639e-05,8.263076949757863e-05,7.688907196693397e-05,7.234273959643671e-05,1.674795365431726e-05,5.626901151398473e-05,5.225873310720688e-05,4.862747273457945e-05,4.575220518701735e-05
111,111,2.25,0.02,1310,500000.0,17.15,2.43,0.81,,1.3100000000000005,728.6,0.1457199999999999,1310.0,0.0872303130780892,0.0137529705581227,0.0058668244399476,0.0001824314815374,-1.893337827148168e-05,412811069631.0871,1534557187972.061,1428179455199.2002,1330060255659.9702,1251996285531.7551,15.30895456718142,2.2272839185682107,6309686088363.041,23455219234788.82,21829269375478.223,20329548573690.46,19136365583804.64,2.364402121107045e-05,8.789275620548838e-05,8.179990270639292e-05,7.618006204370903e-05,7.170889762657905e-05,1.513553307073278e-05,5.626385234349043e-05,5.236356039198808e-05,4.876606386451605e-05,4.590388334555809e-05
112,112,2.25,0.02,1320,500000.0,17.15,2.43,0.81,,1.32,745.3,0.14906,1320.0,0.0739537157280437,0.0149808880279486,0.0058459045176103,-0.0001714035422558,-4.030384872983576e-06,374651495268.0768,1560730550657.0376,1455614279163.2158,1356759612538.602,1277710529327.4338,17.999655434757653,2.6818749157484154,6740698022991.3545,28080532094789.484,26189289026519.785,24410704223586.586,22988459802702.77,2.162221152284005e-05,9.007423304775088e-05,8.400767176229439e-05,7.830248563926075e-05,7.374033649674775e-05,1.3821718264150992e-05,5.7578785164061016e-05,5.3700814548927024e-05,5.005384831913975e-05,4.7137553653339984e-05
113,113,2.25,0.02,1330,500000.0,17.15,2.43,0.81,,1.33,725.8,0.14516,1330.0,0.081427814850258,0.0141545522299785,0.0057997339273619,8.489256542217573e-05,-3.578023630070215e-05,318473614205.6077,1511131410015.39,1412368307622.4473,1317573962397.4766,1241325977026.5488,16.709914894022912,2.425323765396675,5321036271594.327,25247884550480.246,23597757109188.51,22013939402524.555,20739993060669.164,1.85179103478353e-05,8.786597924058169e-05,8.212331738663652e-05,7.66114221838381e-05,7.217792033526633e-05,1.205335001913586e-05,5.719216599861441e-05,5.345425431922063e-05,4.986654917861919e-05,4.6980772728277525e-05
114,114,2.25,0.02,1340,500000.0,17.15,2.43,0.81,,1.34,715.4,0.1430799999999999,1340.0,0.0858601636115508,0.0146068055706562,0.0055265417891396,0.000192596800479,3.398697070716926e-05,268124398770.6306,1480839718858.7664,1387043079485.9343,1295009699241.7651,1220626749132.7434,15.90191025767316,2.276994088811766,4266967228591.941,23566279608045.08,22073587453988.98,20608956039470.24,19425215910125.664,1.5708109833576163e-05,8.675522651578809e-05,8.126013572940583e-05,7.586834575482986e-05,7.151060899004757e-05,1.0222362815893378e-05,5.6457677659202975e-05,5.288163876465674e-05,4.937282491428504e-05,4.653694161974989e-05
115,115,2.25,0.02,1350,500000.0,17.15,2.43,0.81,,1.35,716.9,0.14338,1350.0,0.0852521627026817,0.0140321004879489,0.005785730534736,0.0001036581998452,-7.725700508448268e-05,221587324391.1634,1475287861039.422,1384853286525.7742,1293982311298.9436,1220267718778.7612,16.346623474533562,2.342926044321532,3620886549083.417,24107200115083.46,22629438084569.016,21144544971639.46,19939998740211.9,1.3076210218186666e-05,8.705901502396476e-05,8.172233112030785e-05,7.635989453661551e-05,7.200988259170702e-05,8.509367152238958e-06,5.665380950520816e-05,5.3180952924139976e-05,4.969133774054712e-05,4.686055969872817e-05
116,116,2.25,0.02,1360,500000.0,17.15,2.43,0.81,,1.36,721.2,0.14424,1360.0,0.081046502409822,0.0139728779276412,0.0061000893443143,7.924865921033406e-05,-9.136335350556655e-06,175534653426.90082,1475428005871.907,1387946760763.723,1297978557016.7805,1224651083681.416,17.1066925062329,2.4592992165182626,2992874623159.8867,25156121317733.523,23664561711836.41,22130599336722.64,20880362247684.05,1.043530113910153e-05,8.771222804019777e-05,8.251158464070162e-05,7.716309486552252e-05,7.280387432937566e-05,6.829265247143396e-06,5.740227931323632e-05,5.3998776840472734e-05,5.049851797305329e-05,4.7645675212187386e-05
117,117,2.25,0.02,1370,500000.0,17.15,2.43,0.81,,1.3700000000000003,714.6,0.14292,1370.0,0.0832653067840965,0.0136092334552096,0.0059533766718659,0.0001432820913518,1.9680720714925505e-05,126980111040.93588,1453296748526.104,1370033867732.697,1282369552467.3708,1210534803079.646,16.98937545024521,2.4239642521325164,2153619156836.3145,24648330297842.82,23236167923278.098,21749355955808.01,20531017972483.477,7.603468034349415e-06,8.702225318010501e-05,8.203653811519677e-05,7.678726865552405e-05,7.248586100792019e-05,4.974657049093683e-06,5.693531731240663e-05,5.3673355470734905e-05,5.023896011296086e-05,4.742471432689188e-05
118,118,2.25,0.02,1380,500000.0,17.15,2.43,0.81,,1.3799999999999997,717.8,0.14356,1380.0,0.0854733882453274,0.0145482007045325,0.0063114222816015,0.000137763832795,6.730141027242737e-05,79583401315.43619,1451101844432.3022,1370934366868.2048,1284364670329.397,1212983616223.776,16.371959837635664,2.3485405048088466,1301928402756.7534,23739004306576.258,22427520827698.867,21011301554848.496,19843557776337.75,4.799294837617272e-06,8.750902167698687e-05,8.267450399040056e-05,7.745389905488109e-05,7.314924860252175e-05,3.139161768215124e-06,5.72386120288225e-05,5.407641141331995e-05,5.066167571254889e-05,4.784605496350461e-05
119,119,2.25,0.02,1390,500000.0,17.15,2.43,0.81,,1.39,723.3,0.14466,1390.0,0.0832960559472439,0.0128223806970106,0.0057975392868582,0.0001095014674044,1.3140664927199824e-05,33922770000.0,1453304851098.2407,1376164217398.568,1290429775114.978,1219243037202.7974,16.805940959245998,2.4287866032342995,569550458458.4432,24400437942505.355,23105275923324.043,21665827113327.176,20470628749100.324,2.060317659984971e-06,8.8267250877789e-05,8.358207304844703e-05,7.837494563798372e-05,7.405138086785475e-05,1.3470824861808246e-06,5.771113361308852e-05,5.464785792452539e-05,5.1243319743748734e-05,4.84164748873339e-05
120,120,2.25,0.02,1400,500000.0,17.15,2.43,0.81,,1.4,705.6,0.1411199999999999,1400.0,0.0885147050321847,0.0145626629126423,0.0059821546247896,0.0001486530095932,1.9921754123966803e-05,33092640000.0,1409043181816.1948,1337342278949.8804,1255160803439.8606,1186446169510.4895,15.934136410639072,2.2500944298770387,527647143806.1657,22466554810521.82,21323316416554.64,20012970042658.863,18917346353206.5,2.0242847469636742e-06,8.619151028034287e-05,8.180554880927849e-05,7.677848818921608e-05,7.257519750716659e-05,1.3228008042498932e-06,5.63232022023414e-05,5.345712648348053e-05,5.017211441133707e-05,4.7425407801483365e-05
121,121,2.25,0.02,1410,500000.0,17.15,2.43,0.81,,1.41,702.7,0.14054,1410.0,0.0918294975674825,0.0148974642975818,0.0059825954450672,0.0001561451208888,-2.591271597297317e-05,32956630000.0,1394590199497.3228,1326721396019.6235,1246225261615.3398,1178621511048.951,15.43394702729714,2.170783142915188,509048647013.6115,21540863073456.074,20492560422828.4,19249215811794.86,18205007172778.49,2.029992475320629e-06,8.590100417231556e-05,8.172056580926863e-05,7.676233594374252e-05,7.259822374679697e-05,1.3259344045961843e-06,5.610813744688569e-05,5.337759183194089e-05,5.013901452462402e-05,4.741913270552681e-05
122,122,2.25,0.02,1420,500000.0,17.15,2.43,0.81,,1.42,688.7,0.13774,1420.0,0.0898060470056861,0.0152398686967655,0.0059650655255747,3.59740579037418e-05,9.717932311243076e-06,32300030000.0,1358316289323.5713,1295266580373.906,1217694911934.9214,1152250003356.6433,16.36324242900234,2.257710572311829,529433129207.1239,22264302649551.32,21230848355396.816,19959363122736.992,18886648863980.21,2.003144498118489e-06,8.423842955140396e-05,8.032828836607087e-05,7.551754172455309e-05,7.145885792306914e-05,1.3078205979528374e-06,5.4997906246905415e-05,5.244503839943581e-05,4.930417983670161e-05,4.66543309210872e-05
123,123,2.25,0.02,1430,500000.0,17.15,2.43,0.81,,1.43,703.1,0.14062,1430.0,0.0910323091163945,0.0132151223263987,0.0059791054588387,4.259610844208827e-05,4.436567915246794e-06,32975390000.0,1378050491399.8467,1317210149218.8462,1239376635514.2358,1173392281398.601,16.045847620032482,2.2558200986159544,528989813125.4413,22106627758550.477,21130629559869.11,19882027621590.34,18823509400795.0,2.059127569098198e-06,8.605149957136958e-05,8.225236252103394e-05,7.739209752131914e-05,7.32717458685065e-05,1.3435433269772977e-06,5.614704001857295e-05,5.366817211895754e-05,5.049693751178457e-05,4.780848292013402e-05
124,124,2.25,0.02,1440,500000.0,17.15,2.43,0.81,,1.4399999999999995,678.4,0.13568,1440.0,0.0906971113687176,0.0149546790790457,0.0057526300482364,3.743027003194067e-05,-3.425592685604043e-05,31816960000.0,1321277075204.896,1265879044408.9065,1192190911144.683,1129289720306.777,16.380547900046523,2.2191076926391027,520380753923.86975,21610083444095.508,20704023624693.703,19498820916978.1,18470043525582.48,2.0003901463392905e-06,8.307109295871984e-05,7.958811800036752e-05,7.495521103238917e-05,7.10004987548757e-05,1.304321233115379e-06,5.416512903867405e-05,5.189411295668546e-05,4.887330277101208e-05,4.629469819036946e-05
125,125,2.25,0.02,1450,500000.0,17.15,2.43,0.81,,1.4499999999999995,681.3,0.1362599999999999,1450.0,0.089504552980179,0.0137282866129684,0.005936099600555,0.0001505884353667,7.789019899464441e-05,31952970000.0,1318527163850.9448,1266211429327.1006,1193625407065.6597,1131195329985.913,16.274186014807984,2.216797829555323,519839091030.7233,21450962535113.1,20599844035597.09,19418950621497.457,18403283078789.742,2.022372700973229e-06,8.345244093628251e-05,8.014126475039473e-05,7.554713813575537e-05,7.15958032956534e-05,1.3178112756217262e-06,5.437898147609788e-05,5.222136467716009e-05,4.9227756302456366e-05,4.665300160786544e-05
126,126,2.25,0.02,1460,500000.0,17.15,2.43,0.81,,1.4600000000000002,671.0,0.1341999999999999,1460.0,0.0939092987448702,0.0143288277896602,0.0059266065698168,-3.139471551479938e-05,-1.0532210726023836e-05,31469900000.0,1290322367828.6526,1242066481732.0703,1171973512608.9485,1111216077257.7866,15.747496310478407,2.117505409016164,496555018414.2904,20359646745541.844,19598230204361.664,18492252251662.6,17533577154836.713,2.0048721687339925e-06,8.220335634859378e-05,7.912908909599255e-05,7.466363343776426e-05,7.079292233988347e-05,1.3055937006044667e-06,5.353168440910609e-05,5.1529689458223376e-05,4.8621738084249786e-05,4.610109058110043e-05
127,127,2.25,0.02,1470,500000.0,17.15,2.43,0.81,,1.4700000000000002,669.8,0.13396,1470.0,0.0947533733302179,0.0136932200132167,0.0056965929487883,7.637140113015353e-05,-3.0258425065894108e-05,31413620000.0,1279752998264.3794,1234851981055.4805,1166258304004.3408,1106356287193.6145,15.917136506665733,2.1271619337013927,498819473452.97656,20321303840312.125,19608316869639.977,18519112191259.93,17567923105624.523,2.0144762492721314e-06,8.206733321210325e-05,7.918794418481237e-05,7.47892046167599e-05,7.094783930614913e-05,1.310856193822452e-06,5.340270062277812e-05,5.152903001374886e-05,4.866669048014708e-05,4.616704447440825e-05
128,128,2.25,0.02,1480,500000.0,17.15,2.43,0.81,,1.4800000000000002,666.9,0.13338,1480.0,0.1013073127207462,0.0137301356865324,0.0059351678568555,0.0002030038644019,-4.014781776347431e-05,31277610000.0,1265867452916.2458,1224533902940.091,1157517885154.6392,1098706069594.616,14.711959666506004,1.9642222066980903,460610107470.70215,18641812578755.74,18033113547830.348,17046201339563.297,16180108416042.305,2.018805527703408e-06,8.170509867240979e-05,7.903723500982602e-05,7.471170287517952e-05,7.091570892465555e-05,1.31263550178151e-06,5.312498490925614e-05,5.139032918865085e-05,4.857785073734957e-05,4.610968015052043e-05
129,129,2.25,0.02,1490,500000.0,17.15,2.43,0.81,,1.49,659.1,0.13182,1490.0,0.0981965735046969,0.0139873047020449,0.0053498563414722,0.0001526384248114,3.315974274298348e-05,30911790000.0,1242814922058.5266,1205298415918.3171,1140331905187.1948,1083029076061.9812,15.617170220697464,2.050256296441753,480785101515.5911,19330064627994.69,18746553378302.24,17736099746953.93,16844842834361.8,2.008158247565908e-06,8.073841844583609e-05,7.830119041001808e-05,7.40806960827636e-05,7.035806633803974e-05,1.3047904267443334e-06,5.245936946766818e-05,5.0875793166954415e-05,4.813354882390759e-05,4.571478941631765e-05
130,130,2.25,0.02,1500,500000.0,17.15,2.43,0.81,,1.5,653.4,0.13068,1500.0,0.0919747978232635,0.0134173776141904,0.0060325355017316,9.097856797042112e-05,-3.973940614384047e-05,30644460000.0,1223891122341.0696,1190003845737.483,1126853923624.5251,1070851105269.6548,17.324143326921895,2.2708499016870505,532514301945.6134,21267776513956.777,20678911203705.047,19581543630841.91,18608372567516.566,2.003194987217617e-06,8.000443020284171e-05,7.778925582474005e-05,7.366121416827556e-05,7.000037090334167e-05,1.3013891071238984e-06,5.197541659798575e-05,5.053631365272249e-05,4.785450360439644e-05,4.547621213588087e-05
131,131,2.25,0.02,1510,500000.0,17.15,2.43,0.81,,1.51,649.6,0.1299199999999999,1510.0,0.1021910932017134,0.0131753783666477,0.0059767181947078,0.0001059928924506,-2.951207075331357e-05,30466240000.0,1208645104500.5046,1178240468446.3037,1116705260206.1855,1061778636273.3284,14.8813017265613,1.935191078467016,453802307900.51526,18003072839148.79,17550188137516.04,16633605732975.666,15815459853933.344,2.0040848392362203e-06,7.950529274195103e-05,7.750526024175673e-05,7.345744279158027e-05,6.98443413949436e-05,1.3016145087902932e-06,5.1637156537735445e-05,5.033817394511368e-05,4.770919446334076e-05,4.53625546866609e-05
132,132,2.25,0.02,1520,500000.0,17.15,2.43,0.81,,1.5199999999999998,643.9,0.1287799999999999,1520.0,0.0975178442173046,0.0136357706755831,0.0062846665512446,2.1437921960079886e-05,-4.452010338262744e-05,30198910000.0,1189982818405.651,1162987386950.8718,1103342948746.609,1049642197290.228,15.853350394148794,2.0410566623987827,478627787332.5145,18860245066368.49,18432389768767.117,17487074673474.02,16635962105250.168,1.998772837229665e-06,7.876129748388984e-05,7.69745530245333e-05,7.302687137064232e-05,6.947258403544261e-05,1.2978507331832014e-06,5.114158336652503e-05,4.99814077010397e-05,4.741808412897358e-05,4.511020084278368e-05
133,133,2.25,0.02,1530,500000.0,17.15,2.43,0.81,,1.5299999999999998,640.5,0.1280999999999999,1530.0,0.1044472259174426,0.0129216556135225,0.0059826422526766,0.0002015231329943,2.1656194408142437e-05,30039450000.0,1175684995761.857,1151954895634.3328,1093972123331.5248,1041294912740.632,14.97307946542432,1.9209130418046252,450454108303.1846,17629887911108.246,17274045141254.297,16404569235583.324,15614652445341.834,2.000489052942101e-06,7.829520726011544e-05,7.671489185719256e-05,7.28535062042927e-05,6.934544653187505e-05,1.3067107174860584e-06,5.114208763308148e-05,5.010983250978018e-05,4.758759225579307e-05,4.529614299003124e-05
134,134,2.25,0.02,1540,500000.0,17.15,2.43,0.81,,1.5399999999999998,636.3,0.1272599999999999,1540.0,0.1090065348235611,0.0145763775792689,0.0059301665516607,0.0001065258085325,-4.76323587032122e-05,29842470000.0,1160013809969.7278,1139541626494.9275,1083276962116.115,1031680307056.576,14.438243529983964,1.841281455782216,431780501380.9296,16783843444511.506,16487638417075.39,15673564213582.402,14927029841890.428,1.999182333539316e-06,7.771069605006263e-05,7.633924028477927e-05,7.257000392369251e-05,6.911348302362114e-05,1.3054106191438545e-06,5.074292931811622e-05,4.9847406738883824e-05,4.738619992984064e-05,4.512918764409403e-05
135,135,2.25,0.02,1550,500000.0,17.15,2.43,0.81,,1.5500000000000005,625.7,0.1251399999999999,1550.0,0.101102391924769,0.0148898724679893,0.0058511139778235,0.0002208358692491,9.513295270135569e-06,29345330000.0,1132860219495.4597,1115779706868.802,1061726011295.5464,1011753718630.4188,15.673543673941952,1.9632294551040528,460377307221.90027,17772611087015.562,17504647482277.428,16656638793555.656,15872660234347.9,1.9776235236046683e-06,7.634506134468985e-05,7.519398130688813e-05,7.15512258870842e-05,6.818352201382688e-05,1.2907443083852354e-06,4.982846948764293e-05,4.907718897871152e-05,4.669965565711085e-05,4.450164144720164e-05
136,136,2.25,0.02,1560,500000.0,17.15,2.43,0.81,,1.5600000000000005,617.2,0.12344,1560.0,0.1045346956060484,0.01424956234663,0.0054397170446796,-1.8578848646710445e-05,-3.078412209079419e-05,28946680000.0,1109747771866.8013,1095908480857.1752,1043835626882.5912,995306460966.9362,15.035347251422705,1.855888902448444,435205947624.16,16684774581371.385,16476704372342.55,15693802299997.691,14964178673394.13,1.9621858790943884e-06,7.522560125421975e-05,7.428748809596581e-05,7.075766641164578e-05,6.746805792860293e-05,1.2801071963984838e-06,4.907630543308855e-05,4.846429134323523e-05,4.616147681977787e-05,4.401537458892287e-05
137,137,2.25,0.02,1570,500000.0,17.15,2.43,0.81,,1.57,618.3,0.1236599999999999,1570.0,0.1041109575764266,0.0144792109366022,0.0058679954870322,-6.218556011895487e-05,6.872613174058988e-06,28998270000.0,1103977936989.3677,1093139656085.7174,1042222751052.6316,994347622929.9893,15.30062854085072,1.8944345082340888,444244892180.8939,16912614427961.645,16746575180397.275,15966543303095.354,15233110545520.855,1.9771164159183803e-06,7.526976271458215e-05,7.453080335269809e-05,7.105926354054134e-05,6.779511358520012e-05,1.2892302836031244e-06,4.908161034421691e-05,4.859975263466447e-05,4.633604463015253e-05,4.420757058645645e-05
138,138,2.25,0.02,1580,500000.0,17.15,2.43,0.81,,1.58,617.5,0.1235,1580.0,0.1102020730507319,0.0137885523579184,0.0057769953185555,0.0001069597924462,-3.4301988307900656e-05,28960750000.0,1094740075545.6072,1087009385500.969,1037405500000.0,990286741386.4388,14.656657942559209,1.8129132947355795,425128167615.49335,16070193014060.432,15956710659733.27,15228552412808.188,14536874486314.568,1.985595525757764e-06,7.505713753514925e-05,7.452710901159049e-05,7.112618696672204e-05,6.789564921192124e-05,1.29431205699116e-06,4.892605609489025e-05,4.858055657109901e-05,4.636366277250909e-05,4.425783411185672e-05
139,139,2.25,0.02,1590,500000.0,17.15,2.43,0.81,,1.59,593.4,0.1186799999999999,1590.0,0.1060222316292765,0.0124267164508399,0.0060610988318953,0.0001143957016809,-1.208324375345008e-06,27830460000.0,1044509520537.2133,1040053377216.4596,993583914898.7854,948971446256.8907,15.204857266804073,1.803454116755545,422909990379.1753,15872303629956.162,15804588345016.275,15098441200423.877,14420512819644.87,1.918972366050096e-06,7.202126396714775e-05,7.171400293403207e-05,6.850982973485307e-05,6.543370039652838e-05,1.250200352188601e-06,4.692147274748496e-05,4.672129380868879e-05,4.463379190769358e-05,4.262970990516472e-05
140,140,2.25,0.02,1600,500000.0,17.15,2.43,0.81,,1.6,604.5,0.1208999999999999,1600.0,0.1141682120976156,0.0136483591155384,0.0057195632668441,-6.403846735458111e-05,1.5606547247641908e-06,28351050000.0,1056402820928.9312,1054878540196.2856,1008773936842.1056,964006763740.3528,14.097367469577298,1.7049461467365037,399809871409.7101,14897517939986.385,14876022352214.104,14225849764658.072,13594537777229.46,1.9656367493642293e-06,7.324258561675657e-05,7.313690409087179e-05,6.994037688401922e-05,6.683657647401836e-05,1.2800437952908774e-06,4.769635961482408e-05,4.7627538668365145e-05,4.554592576662552e-05,4.352469755244612e-05
141,141,2.25,0.02,1610,500000.0,17.15,2.43,0.81,,1.61,578.5,0.1156999999999999,1610.0,0.1120432288290885,0.0132250473600652,0.0058008927264848,0.0002587088358731,-6.0127156112252434e-05,27131650000.0,1003649912143.2572,1005026426097.5096,962136139473.684,919945003045.7552,14.498392582957774,1.680605943937726,394102093853.39685,14578565323945.85,14598559943940.918,13975555011899.488,13362705619831.512,1.891170394241402e-06,6.995789050899269e-05,7.00538383204064e-05,6.7064236130215e-05,6.412336714097552e-05,1.2311023890010665e-06,4.554075423206012e-05,4.560321374401659e-05,4.365706102836782e-05,4.174263235001272e-05
142,142,2.25,0.02,1620,500000.0,17.15,2.43,0.81,,1.6200000000000006,571.5,0.1142999999999999,1620.0,0.0986528183613699,0.013938045627607,0.0051646470612462,4.996752501059993e-05,-4.750891706515271e-05,26803350000.0,984277787912.7028,988438572847.193,947283693522.2672,906245775620.1764,17.254037555198117,1.9625233544992584,460211726630.07605,16899983780345.994,16971424179357.244,16264797654188.688,15560179348826.691,1.878290922722792e-06,6.897496150571101e-05,6.926653567736694e-05,6.638253661524374e-05,6.350673382630354e-05,1.2221672518353016e-06,4.488066152536149e-05,4.50703831492952e-05,4.319382123579714e-05,4.132259247732325e-05
143,143,2.25,0.02,1630,500000.0,17.15,2.43,0.81,,1.6299999999999994,572.1,0.11442,1630.0,0.1117979844711498,0.0143808512972582,0.0057518257967055,0.0001753889173801,7.882566851660756e-06,26831490000.0,978075862227.1964,985044883201.7728,945018575906.6256,904626864699.559,14.754591154204942,1.6900407155454922,396314547795.41785,14446670425242.312,14549606355975.793,13958397747150.984,13361791939508.104,1.890327862349733e-06,6.890724495209948e-05,6.939822530844725e-05,6.657829827841688e-05,6.373262787015026e-05,1.22934174535758e-06,4.481262455281096e-05,4.513192506159072e-05,4.329803471593959e-05,4.144740261338864e-05
