,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
115,115,2,25,3000,0.0012,100000.0,725,17.15,2.43,0.81,,180.6,0.1806,725.0,0.000784383751852,0.0094409918319723,0.0028690512794422,-0.0001637278190517,3.351593366949128e-05,3275963539261.954,2599142953062.3,2221774929799.1104,3.797531941914206,0.680491760272632,12343666641314.111,9793440549997.629,8371536727068.659,0.0001034012392343,8.203833744572973e-05,7.012723990597409e-05,5.869871490781106e-05,4.657144360062749e-05,3.9809763335455606e-05
116,116,2,25,3000,0.0012,100000.0,730,17.15,2.43,0.81,,190.8,0.1908,730.0,0.0007174510244794,0.0090472974656786,0.0033796691083872,-1.444543187705947e-05,2.429418459193069e-05,3444104129224.661,2740311526392.1123,2343881111646.234,4.115059604402105,0.7829259513028559,14132486906495.35,11244554552760.615,9617847741490.69,0.0001094822454379,8.710986888088642e-05,7.450801645778804e-05,6.210102343187326e-05,4.941086097458357e-05,4.22627802106076e-05
117,117,2,25,3000,0.0012,100000.0,735,17.15,2.43,0.81,,188.2,0.1882,735.0,0.0007282014542169,0.0080103980639525,0.0031928834875566,-0.0001855934554338,-5.550246946754453e-05,3380521235443.5024,2697419555726.892,2308611314640.7705,4.14962991688711,0.7775412713446751,13966497232807.717,11144288154675.22,9537941427345.836,0.0001082130110174,8.634641576633525e-05,7.39003734119219e-05,6.132631700533353e-05,4.893411259674896e-05,4.188070994477437e-05
118,118,2,25,3000,0.0012,100000.0,740,17.15,2.43,0.81,,192.6,0.1925999999999999,740.0,0.0006379631063509,0.0065965678242762,0.0032517368145199,-0.0002022057977509,1.5169303377646748e-05,3442515851464.9854,2754803602762.383,2359177250851.931,4.8878100416357855,0.940985385774599,16819091934194.973,13459137751187.0,11526226975615.588,0.0001109308219353,8.877014401982794e-05,7.602157341322879e-05,6.283419426518529e-05,5.0281791633506e-05,4.306065914640676e-05
119,119,2,25,3000,0.0012,100000.0,745,17.15,2.43,0.81,,189.0,0.189,745.0,0.0006562785537198,0.0082757077767271,0.002999427226728,-0.0002135573626767,-1.765289366020347e-05,3361448474084.7803,2697738154523.92,2311736206868.302,5.440915961277087,1.0361418047177955,18428239621185.637,14789625820552.75,12673473679449.7,0.000109074481569,8.75379744424038e-05,7.501273044422986e-05,6.171838202427609e-05,4.953222853362514e-05,4.244498151758678e-05
120,120,2,25,3000,0.0012,100000.0,750,17.15,2.43,0.81,,205.2,0.2051999999999999,750.0,0.0006263510116468,0.0080103606227486,0.0034200457493787,-0.0003090865864156,2.078619132645331e-05,3631417925561.836,2922921307761.443,2506254099693.9443,4.96930298824999,1.0236735272653477,18115918113228.54,14581467665863.545,12502855626008.47,0.0001186385544729,9.549194444139277e-05,8.18794117407499e-05,6.707297249164382e-05,5.398690662694548e-05,4.6290984880192096e-05
121,121,2,25,3000,0.0012,100000.0,755,17.15,2.43,0.81,,199.4,0.1994,755.0,0.0007438982459916,0.0089613679399881,0.0029031228868124,-7.742999831294398e-06,0.0001069772669871,3511133952771.9443,2834424125490.892,2431886260726.7344,4.134453606406185,0.8215126544990425,14465601674239.7,11677609264333.75,10019184240167.352,0.0001154735985662,9.321807656329946e-05,7.997947717386408e-05,6.5225190206971e-05,5.265417246938596e-05,4.5176357852252926e-05
122,122,2,25,3000,0.0012,100000.0,760,17.15,2.43,0.81,,207.0,0.207,760.0,0.0005876039987014,0.0084547625492425,0.0027967988933608,-0.0001828946498778,-6.538343108675518e-05,3626644740333.0337,2939400000000.0,2520913224844.413,5.19067822977488,1.0766618609151588,18863140458962.01,15288598424995.254,13111937796457.102,0.00012007563055,9.732144549852425e-05,8.346564571622173e-05,6.776166074993617e-05,5.492090895841975e-05,4.710173699182022e-05
123,123,2,25,3000,0.0012,100000.0,765,17.15,2.43,0.81,,207.0,0.207,765.0,0.0007268012788016,0.0087639969939653,0.0027407801232849,-5.117798115888023e-05,7.288160490290181e-05,3608330829730.113,2939400000000.0,2517250441813.0293,4.415102010299985,0.9052001120239352,15779040924111.682,12853841590739.88,11007803777398.328,0.0001202640972464,9.796892361796372e-05,8.389886244175037e-05,6.779855884396231e-05,5.522971514251329e-05,4.729775629165793e-05
124,124,2,25,3000,0.0012,100000.0,770,17.15,2.43,0.81,,204.2,0.2042,770.0,0.0007343015797914,0.0088179421970012,0.0034449160959484,-0.0004633056933303,-1.7128710961159285e-05,3541456259663.9287,2899640000000.0,2479587439242.569,4.30074159452241,0.882556196370335,15306239795009.355,12532297988458.756,10716823011486.684,0.0001188066687859,9.727539854217648e-05,8.31837250046623e-05,6.691828668295342e-05,5.479072070080364e-05,4.68535345204096e-05
125,125,2,25,3000,0.0012,100000.0,775,17.15,2.43,0.81,,218.4,0.2183999999999999,775.0,0.0006353903784883,0.0082009670689335,0.0028993732256929,-0.0002890574826462,-0.0001288888174047,3768405507418.3975,3100581353209.457,2648152622530.7085,5.123080690166564,1.1218967422461814,19357883984593.72,15927344868291.88,13603268315878.59,0.0001272551753293,0.0001047034410041,8.942538843439418e-05,7.161042472153037e-05,5.891986601492213e-05,5.0322433096318e-05
126,126,2,25,3000,0.0012,100000.0,780,17.15,2.43,0.81,,204.2,0.2042,780.0,0.0008626152189207,0.0080827499790739,0.0035172591895396,-0.0002627299320777,1.3109093487965385e-05,3498407896708.885,2892964722933.266,2472360962962.292,3.88050634330312,0.7901002732279442,13536204872930.889,11193595582900.965,9566175672647.451,0.0001189085561149,9.832994557873228e-05,8.40339037015933e-05,6.685882157787695e-05,5.528806758744365e-05,4.724981916897355e-05
127,127,2,25,3000,0.0012,100000.0,785,17.15,2.43,0.81,,212.2,0.2122,785.0,0.0008518875501749,0.0076359978149432,0.0036417045594761,-0.0002810720050395,-1.0850132003845085e-05,3602658879934.12,3000045220917.706,2567620000000.0,3.9773559175887376,0.8437424335791629,14324769890250.688,11928677924338.562,10209283446307.871,0.0001232641128424,0.0001026458304735,8.785050485335858e-05,6.92526689202177e-05,5.766883442311767e-05,4.9356473565485335e-05
128,128,2,25,3000,0.0012,100000.0,790,17.15,2.43,0.81,,211.2,0.2111999999999999,790.0,0.0008410226293562,0.0088247658740085,0.0034425143518431,-0.0001890846223523,-7.117833888627922e-05,3566995856820.6123,2979678909910.1143,2555520000000.0,3.803270229244109,0.7990922321702281,13496016483753.496,11273855451091.973,9669016009259.76,0.000122830290426,0.0001026059015966,8.79998958197412e-05,6.896930421203615e-05,5.7613294054945695e-05,4.941201037924461e-05
129,129,2,25,3000,0.0012,100000.0,795,17.15,2.43,0.81,,225.4,0.2254,795.0,0.0009232990035343,0.008998903169295,0.0028925154301018,-0.0002797426279773,-2.956856768562e-05,3786880420318.5454,3173369906655.202,2727340000000.0,3.603982916958805,0.8209791970726737,13793034813147.064,11558432466638.744,9933848284579.35,0.0001312273934703,0.0001099673121794,9.45109640608604e-05,7.363524842848912e-05,6.170564039420898e-05,5.3032664398751256e-05
130,130,2,25,3000,0.0012,100000.0,800,17.15,2.43,0.81,,217.2,0.2172,800.0,0.000828530393005,0.0075282534377011,0.0035012668177759,-5.795178317850596e-05,1.1901521565988197e-05,3629898407885.0728,3051518004266.281,2628120000000.0,4.087483556838154,0.8939681231420862,14940209331922.031,12559667693407.973,10817014290019.242,0.0001265878911909,0.0001064176419517,9.165219827483772e-05,7.098449068444406e-05,5.967397073061866e-05,5.139420961544103e-05
131,131,2,25,3000,0.0012,100000.0,805,17.15,2.43,0.81,,228.8,0.2287999999999999,805.0,0.0009423688456308,0.0086734388237187,0.0030209761991471,-0.0001515641940199,-2.243648956280845e-05,3803517935638.213,3207742888238.803,2768480000000.0,3.49980311920987,0.8043139808642963,13370728374571.332,11276365612012.62,9732199168457.984,0.0001334863752025,0.0001125773502263,9.71611982050004e-05,7.478708708546476e-05,6.307259510536314e-05,5.443554055953887e-05
132,132,2,25,3000,0.0012,100000.0,810,17.15,2.43,0.81,,232.2,0.2322,810.0,0.0008126874153048,0.010328286976661,0.0032617296683732,-0.0001022569583078,6.208922354304303e-05,3839495324328.648,3248562602505.65,2809620000000.0,4.024540941670773,0.9339026758426294,15442355543823.377,13065638704230.498,11300222377695.814,0.000135580987426,0.0001147138590252,9.92138345574462e-05,7.591025841209363e-05,6.422698969354419e-05,5.554870164533387e-05
133,133,2,25,3000,0.0012,100000.0,815,17.15,2.43,0.81,,229.4,0.2293999999999999,815.0,0.0008303077897152,0.0093325578379515,0.0032157071343425,-0.0002955915985254,1.8286908919795264e-05,3772900876770.7056,3202624379621.1807,2771997193375.8345,5.08320742620646,1.1635795911297646,19137185961490.8,16244587472457.844,14060328512995.24,0.0001340665750007,0.0001138023223014,9.850037988430698e-05,7.498903610362207e-05,6.3654393018486e-05,5.509537737739844e-05
134,134,2,25,3000,0.0012,100000.0,820,17.15,2.43,0.81,,232.2,0.2321999999999999,820.0,0.0007447432487651,0.009436078082322,0.0027374241625323,-0.0002133050396303,2.856608077018196e-05,3798408509891.501,3234867048305.493,2801722831560.7627,4.944552028232045,1.1563124854055364,18915362552360.816,16109031682095.588,13952054654519.648,0.0001358110009686,0.0001156617385114,0.0001001747919424,7.589834372160613e-05,6.46378741219177e-05,5.598295231508538e-05
135,135,2,25,3000,0.0012,100000.0,825,17.15,2.43,0.81,,232.0,0.2319999999999999,825.0,0.0008562570146068,0.008399678776016,0.0028253537782211,-5.441812640422349e-05,-3.17156683668308e-05,3767621819260.2256,3225238892849.511,2795204494476.1816,4.059625300859317,0.9418193860156656,15294910640322.809,13093071180247.293,11347318020585.287,0.0001355565357466,0.0001160419575644,0.0001005696049527,7.567032743074106e-05,6.477690563757367e-05,5.613993375121248e-05
136,136,2,25,3000,0.0012,100000.0,830,17.15,2.43,0.81,,233.4,0.2334,830.0,0.0007723758087649,0.0073506738536729,0.0033770729641457,-0.000116468965924,6.774164999305522e-05,3753399135629.565,3237818351655.579,2807942196289.0674,4.470477143821663,1.0354947924914408,16652207622477.684,14364798809651.123,12457624343934.486,0.0001358732490349,0.0001172091971377,0.0001016476573702,7.577435121461395e-05,6.536570614580274e-05,5.668728277581752e-05
137,137,2,25,3000,0.0012,100000.0,835,17.15,2.43,0.81,,241.6,0.2415999999999999,835.0,0.0007677717187561,0.0082111194950913,0.003467805475097,-0.0002210425212681,-2.9292584978100733e-05,3863891712551.2334,3344447021173.628,2902318114829.518,4.631583881579635,1.115305138069361,17836996191854.367,15439068488061.744,13398055901412.018,0.0001407105259796,0.0001217940186914,0.0001056931039685,7.83932924087082e-05,6.78544412682789e-05,5.888422594759874e-05
138,138,2,25,3000,0.0012,100000.0,840,17.15,2.43,0.81,,245.2,0.2452,840.0,0.0009915172963928,0.0090168128359069,0.0029140357537811,-0.0001024056477905,-5.488792050978035e-05,3899772625814.2183,3387050311964.278,2941225869378.786,3.531978688637493,0.8685346889062584,13813571795949.004,11997433478840.7,10418257322446.748,0.000142883341253,0.000124097764665,0.0001077632518405,7.951709158077407e-05,6.906258792175628e-05,5.997214434169847e-05
139,139,2,25,3000,0.0012,100000.0,845,17.15,2.43,0.81,,246.0,0.246,845.0,0.0008744572372278,0.0083547934685222,0.0028165990852939,-0.0002379103359212,-7.59834111878352e-06,3890732003052.647,3394800000000.0,2946469175418.723,3.883945762030197,0.9563861776184036,15126188246085.838,13198129251133.973,11455131675403.098,0.0001434111621579,0.0001251312639657,0.0001086059302922,7.971570007647675e-05,6.955474147468836e-05,6.036906496977362e-05
140,140,2,25,3000,0.0012,100000.0,850,17.15,2.43,0.81,,253.2,0.2532,850.0,0.0007943385068528,0.0080591685467913,0.0029678635695549,-5.7866962884916194e-05,-4.7483089062159085e-06,3982205715163.3687,3494160000000.0,3028227033560.8936,4.381987266623468,1.1051875314748512,17381848752632.094,15251587934352.943,13217846603343.5,0.0001476459689402,0.000129550976452,0.0001122758457301,8.198562371661386e-05,7.193774190891874e-05,6.23451172189923e-05
141,141,2,25,3000,0.0012,100000.0,855,17.15,2.43,0.81,,247.0,0.247,855.0,0.000826023911577,0.0095690735600904,0.0033494499946987,-0.0001511185051972,-1.774096754854194e-06,3847784856999.633,3408600000000.0,2949705576877.704,4.611099346211868,1.110906007220608,17305778591633.12,15330502899644.39,13266581558241.176,0.0001435118543261,0.0001271314600051,0.0001100159527588,7.958683800441874e-05,7.050282333960741e-05,6.101113982000339e-05
142,142,2,25,3000,0.0012,100000.0,860,17.15,2.43,0.81,,242.2,0.2421999999999999,860.0,0.0010087602389148,0.0094551296716519,0.0034165070758598,-0.0002620075521924,-3.195077521103255e-05,3742126805613.58,3341259209607.968,2888097739396.7705,3.680588672707542,0.8859970668378567,13689155134223.574,12222732697182.637,10565012906055.254,0.000140397615516,0.0001253578112709,0.0001083560384379,7.776332666168446e-05,6.943309109363632e-05,6.0016161826124654e-05
143,143,2,25,3000,0.0012,100000.0,865,17.15,2.43,0.81,,244.2,0.2441999999999999,865.0,0.0009126549236724,0.0088911871220071,0.0034985210982055,-0.0003786450145867,-3.570112327546042e-05,3751422743036.393,3361648426378.7,2907625592975.5127,3.8608189138098936,0.939518594209482,14432970605335.916,12933379212849.44,11186602414413.86,0.0001415906698631,0.000126879342889,0.0001097430717945,7.830823882754178e-05,7.017198163436616e-05,6.069458308276573e-05
144,144,2,25,3000,0.0012,100000.0,870,17.15,2.43,0.81,,252.0,0.2519999999999999,870.0,0.0009708122542405,0.0089640856228708,0.0035113185650218,-0.0001067556291367,-1.3097936387594806e-05,3848951975606.8735,3461591223324.096,2996039118367.063,3.675734319564088,0.9269814187250158,14158360964097.27,12733455330329.498,11020922986109.309,0.0001460899952944,0.000131387413699,0.0001137170178994,8.070824466513467e-05,7.258572025666121e-05,6.282361009540976e-05
145,145,2,25,3000,0.0012,100000.0,875,17.15,2.43,0.81,,261.4,0.2613999999999999,875.0,0.0009650383416327,0.0094187581639871,0.0028182299090455,-4.758107699062663e-05,-2.0310462227152214e-05,3965514276298.8174,3583005132669.818,3103170763609.9287,4.140524341160867,1.088435844523925,16511889366086.4,14919170686729.271,12921202336617.162,0.0001513903517204,0.0001367874049761,0.000118468899774,8.351510398122295e-05,7.545932894723157e-05,6.53538509603503e-05
146,146,2,25,3000,0.0012,100000.0,880,17.15,2.43,0.81,,256.6,0.2566,880.0,0.0008236257150428,0.0092009647377859,0.0031655219385357,-7.325350115459804e-05,-3.856789431626463e-05,3848146450758.9937,3509644237125.9854,3041647850540.192,4.410643498478899,1.1263634658347463,16891705274031.877,15405826370912.584,13351523830020.486,0.0001477762438737,0.0001347771061554,0.0001168051424993,8.139832367207103e-05,7.423811989563273e-05,6.433877696777806e-05
147,147,2,25,3000,0.0012,100000.0,885,17.15,2.43,0.81,,254.2,0.2542,885.0,0.0009025337105412,0.0089251906144884,0.0025261892616191,-0.0001929841483093,-2.715478199304869e-05,3789664543021.693,3469321655354.916,3008701110409.304,3.9361289925814074,0.9972907731161312,14867810707950.02,13611024688660.271,11803894006591.098,0.0001463626767425,0.0001339905414302,0.000116200667114,8.049919319544647e-05,7.369454235885461e-05,6.391014539800823e-05
148,148,2,25,3000,0.0012,100000.0,890,17.15,2.43,0.81,,274.6,0.2745999999999999,890.0,0.0008664993480124,0.0081721064529546,0.0031629064292677,-0.0001274613934876,-3.318789982948677e-05,4069497324591.802,3739642641204.7983,3245295762438.901,4.307251205255673,1.191576407906544,17658838324917.664,16227494338168.082,14082366595780.312,0.0001580524140683,0.0001452414143691,0.0001260418151695,8.680927597223045e-05,7.977291645238549e-05,6.922765958110738e-05
149,149,2,25,3000,0.0012,100000.0,895,17.15,2.43,0.81,,264.6,0.2646,895.0,0.0008777600964549,0.0083603324157127,0.0032857813238887,-6.040977793699885e-05,6.072207484518468e-05,3897890087882.213,3595654239534.468,3122431113171.786,4.284095635266206,1.133010041413786,16690659901352.275,15396494175527.6,13370165551195.99,0.0001522547379544,0.0001404491613853,0.0001219646835078,8.348805020309744e-05,7.701452706336678e-05,6.687866503537923e-05
150,150,2,25,3000,0.0012,100000.0,900,17.15,2.43,0.81,,260.0,0.2599999999999999,900.0,0.0008226538965572,0.0087918677517383,0.003314358403806,-8.563708580533417e-05,6.850180648189434e-06,3792246563125.892,3525477104423.6743,3063547908287.423,4.931664950296903,1.3048088165375389,19031372115580.176,17692590801358.633,15374401233148.332,0.0001489612166817,0.0001384823877131,0.0001203375930823,8.155824977581312e-05,7.582095137413434e-05,6.588643468855083e-05
151,151,2,25,3000,0.0012,100000.0,905,17.15,2.43,0.81,,272.8,0.2728,905.0,0.000972274831065,0.0087306006282229,0.0033063392121143,-0.0002165014403553,-5.432396916781614e-05,3943135398501.051,3690993918847.352,3209541661252.849,3.837788252827809,1.0506208990628043,15185998744499.793,14214938964276.934,12360746135355.553,0.0001557429731951,0.0001457840801472,0.0001267680438027,8.513760486109857e-05,7.969353066775237e-05,6.929832788517828e-05
152,152,2,25,3000,0.0012,100000.0,910,17.15,2.43,0.81,,271.6,0.2715999999999999,910.0,0.000906601120846,0.0093212976838119,0.0034809091058347,-7.418730015020965e-05,-0.0001023998010144,3901761003303.731,3666748129041.847,3190617609099.857,4.046401355363598,1.1052319413743494,15877580590795.703,14921233995551.12,12983698432579.604,0.0001549716059242,0.0001456372765005,0.0001267261460539,8.457763873259583e-05,7.948331492342344e-05,6.916233548077719e-05
153,153,2,25,3000,0.0012,100000.0,915,17.15,2.43,0.81,,262.6,0.2626,915.0,0.0009656233487248,0.008852148061622,0.0028286309242409,-0.0001168741919503,8.653731096500967e-05,3749235601660.323,3537498893456.5806,3080243638510.8506,4.0651307073428224,1.06161056868293,15156999768487.828,14301013754751.244,12452472203966.035,0.0001497427438586,0.0001412860772122,0.0001230235128407,8.158156015006067e-05,7.697427140334923e-05,6.702461738086883e-05
154,154,2,25,3000,0.0012,100000.0,920,17.15,2.43,0.81,,276.4,0.2764,920.0,0.0009441778067411,0.0093571838825109,0.0031458192540248,-0.0001588819957881,-2.8446840985342304e-05,3918738504868.628,3715248142271.015,3237224014303.69,4.07446613160186,1.1243818823222214,15941239422694.48,15113450432347.396,13168871312234.012,0.0001573909769091,0.0001492180541889,0.0001300188439346,8.559655111494003e-05,8.115173470224903e-05,7.071030906160108e-05
155,155,2,25,3000,0.0012,100000.0,925,17.15,2.43,0.81,,284.6,0.2846,925.0,0.0010819852376016,0.0085468720491175,0.0036030848769186,-0.000105092734766,3.932351251248053e-05,3984637903158.282,3817075834472.177,3328227352237.493,3.5049619235942004,0.9971987871002184,13961616598956.422,13374502432906.564,11661645392990.162,0.0001609193204661,0.0001541523381494,0.0001344102266994,8.735635650679365e-05,8.368284534595332e-05,7.296568024092579e-05
156,156,2,25,3000,0.0012,100000.0,930,17.15,2.43,0.81,,281.0,0.281,930.0,0.0009143868687487,0.0077359408159736,0.0035021408773137,-6.781898258557864e-05,-2.2786088786612997e-06,3909256475018.349,3760505395090.3857,3281155314439.837,4.294066078086079,1.2135845350079175,16883321001643.535,16240893919201.178,14170673831185.863,0.0001587226005464,0.0001526830484242,0.0001332206028519,8.602038201674415e-05,8.274722130125372e-05,7.219946693394177e-05
157,157,2,25,3000,0.0012,100000.0,935,17.15,2.43,0.81,,276.0,0.2759999999999999,935.0,0.0010546399727217,0.0088213978923482,0.0033586826448334,-0.0003430434664967,-3.179951988097411e-05,3815278372124.585,3685452952477.7954,3217888057211.042,3.643835304424381,1.0088222080486895,13945425911909.906,13470894149196.418,11761872953366.49,0.0001557511901925,0.0001504513243229,0.0001313639126514,8.425149438050599e-05,8.138460380346864e-05,7.105952728116179e-05
158,158,2,25,3000,0.0012,100000.0,940,17.15,2.43,0.81,,284.6,0.2845999999999999,940.0,0.0010306782940915,0.0087131995529681,0.0028241434279257,-0.0003256018756983,9.11266322259328e-05,3890481260218.9873,3791896371556.807,3313119699328.3345,3.762739825147098,1.0631362638338673,14533069963123.3,14164801620878.787,12376309552980.717,0.0001596763697733,0.0001556301667246,0.0001359798160763,8.62192814815247e-05,8.403448281604782e-05,7.342402670313728e-05
159,159,2,25,3000,0.0012,100000.0,945,17.15,2.43,0.81,,289.6,0.2895999999999999,945.0,0.0010973320787342,0.0083162864876479,0.0033388777804014,-0.0001057447273503,6.998043106483003e-05,3923073841270.178,3849973760510.3584,3366201942485.3174,3.503073718591144,1.008676304037501,13664059470575.297,13409452014478.412,11724475600794.018,0.0001618645796182,0.0001588484972499,0.0001388882504832,8.72410690503551e-05,8.561547405745303e-05,7.485738683081194e-05
160,160,2,25,3000,0.0012,100000.0,950,17.15,2.43,0.81,,282.6,0.2826,950.0,0.0009980544989957,0.0085817805472122,0.0031465941248856,-0.0003384565419692,-4.648031883759241e-05,3803245775315.549,3748580855694.514,3279836068946.247,3.872202678219324,1.0998825432485495,14802277551144.26,14589521037275.676,12765160781850.396,0.0001577623627214,0.0001554948082726,0.0001360508150522,8.486868352287266e-05,8.364884656328621e-05,7.318889858471138e-05
161,161,2,25,3000,0.0012,100000.0,955,17.15,2.43,0.81,,289.6,0.2896,955.0,0.0010761927698467,0.0077379762622415,0.0033446303707317,-0.000214492084816,3.9036246929519546e-05,3863020797018.2734,3832892593411.3057,3359360000000.0,3.65593941083628,1.0581273682818255,14114530488836.004,14004449422559.412,12274277472069.176,0.0001610911783129,0.0001598348071789,0.0001400881044168,8.64883801487125e-05,8.581384597877778e-05,7.521202188728585e-05
162,162,2,25,3000,0.0012,100000.0,960,17.15,2.43,0.81,,279.4,0.2794,960.0,0.0009672983977452,0.0083679590837875,0.0030903433896718,-0.0001053344702115,3.6053290382268295e-05,3682801475223.608,3689654528851.454,3241040000000.0,4.067057981263901,1.1403185929150153,15030662119585.994,15058631570087.34,13227695677814.18,0.000154408267441,0.000154695594397,0.0001358866000445,8.272779393140178e-05,8.288173598126232e-05,7.280438303483381e-05
163,163,2,25,3000,0.0012,100000.0,965,17.15,2.43,0.81,,282.6,0.2826,965.0,0.0009502229185727,0.0087759507239102,0.0035835278729999,-6.56890278028e-05,-4.725358803057767e-05,3697897023623.332,3723578439970.2095,3278160000000.0,4.092485549327969,1.153506886131895,15093947915626.863,15198773430848.885,13380679879129.98,0.000155825813053,0.0001569080031618,0.0001381384998161,8.333307846605474e-05,8.391181591328003e-05,7.387419464607244e-05
164,164,2,25,3000,0.0012,100000.0,970,17.15,2.43,0.81,,284.6,0.2845999999999999,970.0,0.0009731528491328,0.0092859035693485,0.0029620307188599,-4.142462549690844e-05,-1.8873273026125824e-05,3673709151683.742,3741537630969.9297,3301360000000.0,4.101903596715614,1.1681668859627492,15079077229990.338,15357485464099.035,13550735877167.89,0.0001556200847146,0.0001584933316856,0.0001398471957525,8.30541466309708e-05,8.45875931374284e-05,7.463618544651354e-05
165,165,2,25,3000,0.0012,100000.0,975,17.15,2.43,0.81,,278.8,0.2787999999999999,975.0,0.0010798636784556,0.0080556615217663,0.0026706364002663,8.119698174012789e-05,4.59109451305382e-05,3573014119366.977,3657064988698.2183,3234080000000.0,3.677931874588238,1.019500635746932,13065603178720.94,13372955814008.9,11826207374664.412,0.0001521570990645,0.0001557364122226,0.0001377235618173,8.102752655816878e-05,8.293360188265727e-05,7.334130074405336e-05
166,166,2,25,3000,0.0012,100000.0,980,17.15,2.43,0.81,,309.2,0.3092,980.0,0.0010101339341872,0.0086880264350501,0.0030532238816157,-0.0002239487673827,5.632914047591344e-05,3935254907932.895,4050520000000.0,3586646801358.8726,3.984802237262048,1.2257153231896976,15599942565688.266,16056870733785.04,14218007578573.363,0.0001684487323966,0.0001733826589408,0.0001535265494556,8.951919608399687e-05,9.214124690911292e-05,8.158905733086e-05
167,167,2,25,3000,0.0012,100000.0,985,17.15,2.43,0.81,,310.8,0.3107999999999999,985.0,0.0010269997617797,0.009545740497372,0.0026568566091726,-0.0001422441525858,-7.342770611840177e-05,3909082182631.8696,4071480000000.0,3599706951914.844,3.936380542777458,1.238074869611657,15571867482507.088,16218780791912.707,14339468195405.871,0.0001681759551812,0.0001751626100478,0.0001548660597877,8.918807662463909e-05,9.289328114642482e-05,8.212949343457782e-05
168,168,2,25,3000,0.0012,100000.0,990,17.15,2.43,0.81,,296.8,0.2968,990.0,0.0011224174101243,0.007919634494569,0.0031525431506475,8.786721143950121e-06,-8.21593473311568e-06,3695239973953.487,3888080000000.0,3432306243353.7,3.677026355255772,1.0852460304188374,13511605502621.393,14216722998486.771,12550191124600.389,0.0001597947749024,0.000168133835091,0.0001484246239537,8.45604281512672e-05,8.897330398129037e-05,7.85435553658334e-05
169,169,2,25,3000,0.0012,100000.0,995,17.15,2.43,0.81,,279.8,0.2797999999999999,995.0,0.0008019745902401,0.0083277085721556,0.0030200145514343,6.076995716389913e-05,-2.5806308125664737e-05,3448141410339.574,3665155882324.665,3230760943888.236,5.222496317396296,1.4421395506214076,17772341329471.695,18890872970311.297,16651923287291.545,0.0001498679652099,0.0001593001530083,0.000140419870046,7.913200274792451e-05,8.411230597503967e-05,7.414330024953178e-05
170,170,2,25,3000,0.0012,100000.0,1000,17.15,2.43,0.81,,305.2,0.3051999999999999,1000.0,0.0009632696344851,0.0094675671305911,0.0032077257042947,-0.0001059695990778,3.654460760095039e-05,3715298608677.9272,3988874893447.655,3518646223879.0625,4.225786957425439,1.2827683553669318,15615555327492.9,16765407886082.213,14789017135397.805,0.0001622790763704,0.0001742285080273,0.0001536895736864,8.550803822990554e-05,9.180442887862642e-05,8.098206026460627e-05
171,171,2,25,3000,0.0012,100000.0,1005,17.15,2.43,0.81,,309.8,0.3097999999999999,1005.0,0.0010783669325519,0.0093378545056173,0.0030548512990743,-0.0001228636577562,-1.392414647266341e-05,3739194284030.767,4039859248299.978,3566197778804.849,3.88822800996484,1.2046183161206387,14539386449570.885,15708484328765.36,13866711308124.787,0.0001641514618966,0.0001773507207948,0.0001565568767858,8.629553783699476e-05,9.32344778410384e-05,8.23030128895352e-05
172,172,2,25,3000,0.0012,100000.0,1010,17.15,2.43,0.81,,295.0,0.295,1010.0,0.0010548341583898,0.0093768674920895,0.0034773193985877,-9.13344651408823e-05,6.069902435380763e-05,3509431755165.452,3838164199874.923,3390610783388.056,3.895784516570754,1.1517419204167691,13701558200901.184,14984998665894.355,13237656186593.783,0.0001548370063904,0.0001693407640336,0.0001495945954105,8.121710591558651e-05,8.882480415350258e-05,7.846728881609924e-05
173,173,2,25,3000,0.0012,100000.0,1015,17.15,2.43,0.81,,312.6,0.3126,1015.0,0.0009406537030371,0.0089680371404889,0.0031499676712633,-0.0003150423113676,-2.0515325186556525e-05,3691151599241.9697,4057934084081.374,3587366748941.6885,4.594260645049904,1.4438039912510463,17048302659303.389,18742359010973.6,16568952111974.73,0.0001636847522704,0.0001799497846197,0.0001590823952406,8.566343148464734e-05,9.41756384246835e-05,8.32548155896328e-05
174,174,2,25,3000,0.0012,100000.0,1020,17.15,2.43,0.81,,308.0,0.308,1020.0,0.0011393997426921,0.0088228984127488,0.0036396920944631,-9.497483951471572e-05,4.557966422614471e-05,3609585514462.711,3989137155964.6553,3529127676073.3345,3.620125885558836,1.1143770165408982,13059867326481.166,14433125852066.027,12768762242384.793,0.0001608620998737,0.0001777769156657,0.0001572764757673,8.400734309565861e-05,9.284080190758406e-05,8.213481529233338e-05
