,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
224,224,0.02,948,100000.0,0.01715,0.00243,0.81,1.36375557594781,8197360000000.0,775.0,0.0237026502673466,948.0,0.0592774453928086,0.0301283481650029,0.0018082795988865,0.0121467986463179,-2.639037174421762e-05,1942991571.9553635,15.992592017384885,0.3790668154564329,31073471503.49945,8.042456548645277e-08,4.329761146688317e-08
225,225,0.02,950,100000.0,0.01715,0.00243,0.81,1.36458533419973,8199270000000.0,850.0,0.0261540143628035,950.0,0.0874983990016744,0.0299145325150369,0.0018656302624477,0.013605310274453,-2.3953296348529896e-05,2144438253.4450464,10.85734151526384,0.2839630659320741,23282898476.04878,8.895340074246335e-08,4.785271902415236e-08
226,226,0.02,952,100000.0,0.01715,0.00243,0.81,1.36558889687475,8201170000000.0,883.0,0.0273575144382935,952.0,0.0663155508224235,0.0358631717583706,0.0020994736936048,0.0121983298457276,-2.7134308861706726e-06,2243636266.8589973,14.355607217215423,0.3927337317154417,32208760985.327293,9.326758685378784e-08,5.013257494088798e-08
227,227,0.02,954,100000.0,0.01715,0.00243,0.81,1.36641963307448,8203060000000.0,750.0,0.0234515333390192,954.0,0.0737841387049229,0.0312147763558958,0.0015810987395024,0.0124734268627731,-2.665234129568428e-06,1923743350.7197487,12.92960813455085,0.3032191362278731,24873247676.254173,8.013475462944342e-08,4.3041751834323283e-08
228,228,0.02,956,100000.0,0.01715,0.00243,0.81,1.36742666329226,8204940000000.0,829.0,0.0261590615746045,956.0,0.0886619486699373,0.0404316869683711,0.0020032885164562,0.0131471180717112,3.573938279223747e-05,2146335306.7593584,10.782528630843766,0.2820608303841785,23142921896.523624,8.95976878312495e-08,4.808574923322064e-08
229,229,0.02,958,100000.0,0.01715,0.00243,0.81,1.36825915849898,8206800000000.0,839.0,0.026739540727471,958.0,0.0794576585062714,0.0411825025520148,0.0018759729736187,0.0123189077504078,-1.4929051947021373e-06,2194460628.422093,12.056735851640877,0.3223915793453114,26458032133.711018,9.180840565213257e-08,4.9229268899647064e-08
230,230,0.02,960,100000.0,0.01715,0.00243,0.81,1.36926953155921,8208660000000.0,821.0,0.026447348755593,960.0,0.0997437494871746,0.035806822879601,0.0018963563148264,0.0138129554346109,-2.32210336731733e-05,2170972938.360861,9.6246632489331,0.2545468255996725,20894883454.27008,9.102205816117285e-08,4.876716898362339e-08
231,231,0.02,962,100000.0,0.01715,0.00243,0.81,1.37010270270469,8210510000000.0,780.0,0.0253940162135661,962.0,0.0686379515802855,0.0312472223076631,0.0016180681923839,0.0133053310194013,1.5023519238013637e-06,2084978240.6164715,14.015569781023444,0.3559116062616774,29222158023.275646,8.759226202981666e-08,4.68953649040979e-08
232,232,0.02,964,100000.0,0.01715,0.00243,0.81,1.37100225690137,8212350000000.0,844.0,0.0278046715522581,964.0,0.0649489808857879,0.0332830501000574,0.0021219702072448,0.0126527802744219,3.5318112164868705e-05,2283416944.221873,14.842419185840397,0.4126885905032272,33891431462.191776,9.613185646770989e-08,5.1424441139379896e-08
233,233,0.02,966,100000.0,0.01715,0.00243,0.81,1.37195092545958,8214180000000.0,842.0,0.0280763581631278,966.0,0.092636585175569,0.0275344274656462,0.0017747728953598,0.013444832166737,7.735957545146059e-06,2306242596.964014,10.427845523118032,0.292775925776831,24049141539.9753,9.729068447444774e-08,5.200511150076047e-08
234,234,0.02,968,100000.0,0.01715,0.00243,0.81,1.37278537649863,8216000000000.0,804.0,0.0271285412668604,968.0,0.088359555273314,0.0338409673525826,0.0021535036351907,0.0132042076475832,-1.806864470705761e-05,2228880950.4852505,10.95523847993326,0.2971996391911665,24417922355.94624,9.422525160078265e-08,5.032517694873717e-08
235,235,0.02,970,100000.0,0.01715,0.00243,0.81,1.3738045156753,8217810000000.0,801.0,0.0271585819780664,970.0,0.0781478782433851,0.028919401284994,0.0021987427660965,0.0134248549017394,-3.0330985542312136e-06,2231840665.651739,12.412365144182358,0.3371022363099706,27702421285.7044,9.45418428944522e-08,5.0456803804690644e-08
236,236,0.02,972,100000.0,0.01715,0.00243,0.81,1.37464021604122,8219610000000.0,792.0,0.02698322107728,972.0,0.0779321576811753,0.0332808039727863,0.0018085491758099,0.0129352302495514,-5.18029974173891e-05,2217915537.990222,12.472386610627469,0.3365451652758691,27662700059.531864,9.414913719403161e-08,5.0203913926440135e-08
237,237,0.02,974,100000.0,0.01715,0.00243,0.81,1.37566321948265,8221400000000.0,804.0,0.0275534886063683,974.0,0.0667184520258388,0.0363746382428517,0.0019883860943626,0.0126738430067328,-3.3627151808342974e-06,2265282512.283971,14.598660047190364,0.4022440132785051,33070089307.67902,9.635769558097504e-08,5.133949947588049e-08
238,238,0.02,976,100000.0,0.01715,0.00243,0.81,1.37649904869742,8223180000000.0,837.0,0.0289389185476681,976.0,0.0811217588541239,0.0361474901621831,0.0017612240229433,0.0136072706461332,3.349551876820569e-05,2379699362.228141,12.031297321290554,0.3481727332036057,28630870562.25227,1.0143246689173196e-07,5.39993710372534e-08
239,239,0.02,978,100000.0,0.01715,0.00243,0.81,1.37752579557062,8224950000000.0,826.0,0.0288097566773141,978.0,0.0678341439241876,0.0372102643742735,0.0023929985133369,0.0122133752369938,-5.837324928769351e-05,2369588081.830749,14.417518132063792,0.4153651892755226,34163579135.317093,1.0120845324284569e-07,5.383658192854688e-08
240,240,0.02,980,100000.0,0.01715,0.00243,0.81,1.37836355581004,8226710000000.0,799.0,0.0281445952670388,980.0,0.0934228196517779,0.0374038996873105,0.0015552512540043,0.0128666410423151,4.874479776014382e-05,2315374233.293015,10.489942432189798,0.2952351841285194,24288142416.21932,9.910967999454737e-08,5.267014331909344e-08
241,241,0.02,982,100000.0,0.01715,0.00243,0.81,1.37934440695512,8228460000000.0,866.0,0.0308393398124229,982.0,0.0762003583078012,0.0414291814435523,0.002076255045416,0.01326328215653,-5.516847487442661e-05,2537602740.729301,12.887078509963708,0.3974289933581446,32702285746.877583,1.0884784993286905e-07,5.77938940399952e-08
242,242,0.02,984,100000.0,0.01715,0.00243,0.81,1.38023250093147,8230200000000.0,869.0,0.0312820175855034,984.0,0.0898979502793508,0.0312386996362692,0.001357029694767,0.0123858434415522,-7.5170335831025695e-06,2574572611.322108,10.94574455749321,0.3424049737339316,28180614148.25004,1.1065449119144615e-07,5.8705541385090366e-08
243,243,0.02,986,100000.0,0.01715,0.00243,0.81,1.38107949769723,8231940000000.0,853.0,0.0310380127064285,986.0,0.0721933645693297,0.0349162994291036,0.0022709920482605,0.013793232200799,4.430078484364611e-05,2555030583.1855764,13.657764891302582,0.4239098802376635,34896006995.23633,1.1004181634869676e-07,5.832923739568384e-08
244,244,0.02,988,100000.0,0.01715,0.00243,0.81,1.38210761710983,8233660000000.0,824.0,0.030304175552453,988.0,0.091251204609307,0.0368156364279402,0.0015624860703767,0.0137887921942965,1.7188353445034056e-05,2495142780.7921047,10.827254327547042,0.3281110158930424,27015545471.17908,1.076726045821534e-07,5.70298796793734e-08
245,245,0.02,990,100000.0,0.01715,0.00243,0.81,1.38294720866426,8235370000000.0,873.0,0.0324456832833167,990.0,0.0731097605946615,0.0372866989447829,0.0018996890982684,0.012301147532898,-3.062079258061214e-05,2672022067.4092813,13.54128357072324,0.4393561979852666,36182608522.01924,1.155473440982828e-07,6.114550926120912e-08
246,246,0.02,992,100000.0,0.01715,0.00243,0.81,1.38358167460871,8237080000000.0,813.0,0.0303365664010895,992.0,0.0872365361951779,0.0382057618472492,0.0019149966979821,0.0127487753468771,5.458061457045164e-07,2498847243.710871,11.371382258696716,0.3449686929631251,28415347214.32699,1.0826903151265897e-07,5.7248067758704724e-08
247,247,0.02,994,100000.0,0.01715,0.00243,0.81,1.38442202842275,8238770000000.0,854.0,0.0319933750954617,994.0,0.0929245030856691,0.0355307533658788,0.001885698447792,0.0134251312604415,-1.1545386507440716e-05,2635860589.3523774,10.696855694601991,0.3422285165794279,28195420355.390938,1.1443994050899368e-07,6.045618367707667e-08
248,248,0.02,996,100000.0,0.01715,0.00243,0.81,1.38546266886296,8240460000000.0,853.0,0.0321448257687825,996.0,0.0947861319540379,0.0423172403558077,0.0017866670916956,0.0129099159681145,-3.927695819109919e-05,2648881509.546222,10.507866282411053,0.3377735308497685,27834092700.26284,1.1524088970879409e-07,6.082450185618833e-08
249,249,0.02,998,100000.0,0.01715,0.00243,0.81,1.38630433603133,8242140000000.0,908.0,0.0346146480311443,998.0,0.0996910291456742,0.0429103069283937,0.0021747753311694,0.0125617429909052,6.130732873970392e-05,2852987751.234161,10.010930858599773,0.3465248481345528,28561063118.037235,1.2438355567880332e-07,6.558646810029142e-08
250,250,0.02,1000,100000.0,0.01715,0.00243,0.81,1.38719560853008,8243800000000.0,831.0,0.032042761637467,1000.0,0.1036763396391506,0.0352080202719767,0.0018130334948753,0.0134983813258131,-1.682972671451009e-05,2641541183.8695097,9.645402253595536,0.3090653253094493,25478727287.860386,1.1537884532666229e-07,6.079538371656213e-08
251,251,0.02,1002,100000.0,0.01715,0.00243,0.81,1.38819192301866,8245460000000.0,840.0,0.0326795276995637,1002.0,0.0693237588450301,0.0251664402641492,0.0020235229464492,0.0138800671480877,2.1422383558162783e-05,2694577384.656445,14.453919070371262,0.4723472486274496,38947203446.67691,1.1794808692626405e-07,6.208437575386043e-08
252,252,0.02,1004,100000.0,0.01715,0.00243,0.81,1.38903383961997,8247110000000.0,875.0,0.0342618786760005,1004.0,0.0694582849383778,0.0350068707396323,0.0020162144843563,0.0136682527484384,6.359510148559298e-06,2825614822.476312,14.454719129485152,0.4952458331100851,40843468627.00514,1.2393532782301697e-07,6.517538217854566e-08
253,253,0.02,1006,100000.0,0.01715,0.00243,0.81,1.39008454437937,8248750000000.0,898.0,0.0353889819807202,1006.0,0.0760247778760003,0.0350272644019372,0.0014490291790725,0.0132006309442548,3.104228607913983e-05,2919148651.134658,13.232527974508898,0.4682856940492714,38627716187.88928,1.28288199794326e-07,6.740720726544476e-08
254,254,0.02,1008,100000.0,0.01715,0.00243,0.81,1.39092846385091,8250380000000.0,863.0,0.034315269454688,1008.0,0.0856312913440433,0.0338156162809527,0.0016782980169012,0.0126622649618566,2.0649074726182366e-05,2831140128.035696,11.771397863780065,0.4039386895539526,33326476855.2214,1.2467240705018065e-07,6.544726700182429e-08
255,255,0.02,1010,100000.0,0.01715,0.00243,0.81,1.39198300301531,8252000000000.0,847.0,0.0340082527142144,1010.0,0.1118749380133294,0.0422552929506131,0.0021357570745858,0.0120134448346374,-7.727507033924667e-07,2806361013.976977,9.027937963010643,0.3070243957343165,25335653135.9958,1.2381734952265588e-07,6.494627495578567e-08
256,256,0.02,1012,100000.0,0.01715,0.00243,0.81,1.39282774789582,8253620000000.0,893.0,0.0362022835476252,1012.0,0.0752509004533976,0.0291726754812877,0.0019375823329662,0.0128494594622616,1.0898886272483513e-05,2987998915.3435087,13.448344058377405,0.4868607648474003,40183637459.59801,1.3210200065329025e-07,6.922769654124378e-08
257,257,0.02,1014,100000.0,0.01715,0.00243,0.81,1.39387537759758,8255220000000.0,886.0,0.0362687294027104,1014.0,0.0907393787939554,0.0371720429088456,0.0017958802485293,0.0118443357325918,-2.679269925301443e-05,2994063403.398436,11.174861603389632,0.4052980316060778,33458244164.75126,1.3263171790498932e-07,6.944639829005055e-08
258,258,0.02,1016,100000.0,0.01715,0.00243,0.81,1.39473250024411,8256820000000.0,861.0,0.035585724044394,1016.0,0.1077735854440788,0.0412826472409966,0.0021266335952818,0.0132113349680285,-1.7253154038205716e-05,2938249180.0423403,9.427170821250796,0.3354726993643948,27699376935.659225,1.304111878692857e-07,6.822871586339485e-08
259,259,0.02,1018,100000.0,0.01715,0.00243,0.81,1.39557884296765,8258400000000.0,879.0,0.0366320760429119,1018.0,0.0969048504620104,0.0422302265354767,0.0019957237566576,0.0128632737802669,3.109944877937345e-06,3025223367.927841,10.505150104938098,0.3848254574862969,31780425581.048347,1.3454069640744542e-07,7.032769981304305e-08
260,260,0.02,1020,100000.0,0.01715,0.00243,0.81,1.39664356222928,8259980000000.0,906.0,0.0379227909399039,1020.0,0.0935549536343387,0.0363388295673251,0.0015659328711343,0.0131906942271169,-6.887292532090502e-06,3132414947.077882,10.90268297269099,0.4134601670574114,34151727106.908768,1.3959687173057437e-07,7.290195955263587e-08
261,261,0.02,1022,100000.0,0.01715,0.00243,0.81,1.39749037919015,8261550000000.0,823.0,0.0345989640423472,1022.0,0.0678667494432829,0.043320372530873,0.0021864156335409,0.0112192556853004,2.0219354846916594e-05,2858410713.84054,15.0589207289808,0.5210230568185645,43044580350.59411,1.2761685745851742e-07,6.659773418136259e-08
262,262,0.02,1024,100000.0,0.01715,0.00243,0.81,1.39855963496376,8263110000000.0,873.0,0.0369680847249505,1024.0,0.0764479986185051,0.0391002266306313,0.0019395656765946,0.0133083981523449,6.314332335700814e-06,3054713505.7158594,13.39472606876236,0.4951773681775105,40917050627.612686,1.3666794632670572e-07,7.124932197674792e-08
263,263,0.02,1026,100000.0,0.01715,0.00243,0.81,1.39940786910615,8264660000000.0,857.0,0.0366634267991285,1026.0,0.0691447305257497,0.0297530341595897,0.0021724512819746,0.0131551520908498,1.552080863031032e-05,3030107569.296857,14.838440936839197,0.5440280931009962,44962072199.28079,1.3583683666034984e-07,7.075290016575805e-08
264,264,0.02,1028,100000.0,0.01715,0.00243,0.81,1.4002952084712,8266200000000.0,861.0,0.0372091702656225,1028.0,0.1166555607323971,0.0374211899974767,0.0016102325453589,0.0128320381835064,4.471919738910491e-05,3075784432.496889,8.812267443968556,0.3278971597488282,27104635019.15764,1.3814313573300729e-07,7.189829074136845e-08
265,265,0.02,1030,100000.0,0.01715,0.00243,0.81,1.40133109277338,8267730000000.0,958.0,0.0416100154725989,1030.0,0.0979993144176205,0.0303311162449463,0.0018483744707603,0.0131543909281524,1.777203373463168e-06,3440203732.232709,10.510277608787058,0.4373328139229402,36157496256.55111,1.5482230878126993e-07,8.050518062824743e-08
266,266,0.02,1032,100000.0,0.01715,0.00243,0.81,1.40218130528617,8269260000000.0,882.0,0.0384325458554608,1032.0,0.1102009951093805,0.0347763912626678,0.0021242389308023,0.0129495994267996,5.103534685353695e-06,3178087141.407284,9.364706724977244,0.3599095206306306,29761854025.70049,1.4329327186284545e-07,7.445013456896437e-08
267,267,0.02,1034,100000.0,0.01715,0.00243,0.81,1.40326093603049,8270770000000.0,861.0,0.0376380776593463,1034.0,0.092605109609849,0.037027962298225,0.0016774683125617,0.0133321889486061,5.471988198870714e-06,3112958835.625919,11.165690579670011,0.4202551291578516,34758335145.84885,1.4063393973772893e-07,7.300180046033998e-08
268,268,0.02,1036,100000.0,0.01715,0.00243,0.81,1.40411224770544,8272280000000.0,889.0,0.0392658503525871,1036.0,0.1025551153702508,0.0447611286861871,0.0015654087235926,0.0136456518123611,1.417899133854331e-06,3248181085.546999,10.101885179103627,0.3966591117217014,32812752367.13197,1.4703209341618046e-07,7.625378807481187e-08
269,269,0.02,1038,100000.0,0.01715,0.00243,0.81,1.40500559311992,8273780000000.0,834.0,0.0372199048140796,1038.0,0.0753063608301545,0.0372485130574262,0.0013723502185605,0.0119888122497809,6.557732486519098e-05,3079493040.526356,13.78369620517314,0.5130278607427345,42446796536.56023,1.3966024745784758e-07,7.237055501200082e-08
270,270,0.02,1040,100000.0,0.01715,0.00243,0.81,1.40604835471862,8275270000000.0,889.0,0.0400527432397472,1040.0,0.0948518761201739,0.0381400841404275,0.0020479513808781,0.0125613215235532,1.3558182948693798e-05,3314472645.495834,10.964464199762972,0.4391568693545074,36341416662.63274,1.5060660030977138e-07,7.797566596863617e-08
271,271,0.02,1042,100000.0,0.01715,0.00243,0.81,1.40690115714451,8276750000000.0,880.0,0.0399213831881403,1042.0,0.0969375796041731,0.021704421683079,0.0016918290010056,0.0130782821561514,1.5519654724112164e-05,3304193083.0244045,10.74918524121209,0.4291223429747304,35517383522.161,1.5045030124364734e-07,7.781412279180959e-08
272,272,0.02,1044,100000.0,0.01715,0.00243,0.81,1.40799052369918,8278220000000.0,860.0,0.0392819722383179,1044.0,0.101760756368094,0.032067477718078,0.002173340544178,0.0139768548439944,-3.548826897935469e-05,3251848082.2268825,10.25935770586838,0.4030078045848947,33361872680.70768,1.483565054863788e-07,7.66605753920052e-08
273,273,0.02,1046,100000.0,0.01715,0.00243,0.81,1.40884523113251,8279690000000.0,927.0,0.0426686742663203,1046.0,0.0995166968109515,0.037886730051255,0.0020132873228879,0.0127996808340212,-4.036858524124351e-05,3532833956.3610983,10.51079902689144,0.4484818599571876,37132907710.68927,1.6147262736130217e-07,8.33708702308134e-08
274,274,0.02,1048,100000.0,0.01715,0.00243,0.81,1.40993166845321,8281140000000.0,893.0,0.0414577243873971,1048.0,0.0706629971650727,0.0329408412136974,0.0022403060172076,0.0126106596863889,1.4921888813676504e-05,3433172197.334497,14.8309588050987,0.6148578025426225,50917235429.47812,1.57229023644794e-07,8.110291113273557e-08
275,275,0.02,1050,100000.0,0.01715,0.00243,0.81,1.41079503857806,8282590000000.0,902.0,0.0422331478982013,1050.0,0.0956876185625787,0.0413474609159187,0.001816382359552,0.0119779049548427,1.3355181415973811e-05,3497998484.501639,10.973206521106071,0.4634330539233807,38384259780.95255,1.6049182565820117e-07,8.272003075402578e-08
276,276,0.02,1052,100000.0,0.01715,0.00243,0.81,1.41165075360548,8284030000000.0,967.0,0.0456487517603938,1052.0,0.095575931175972,0.0354249344018356,0.0015319970267088,0.0143636422364553,7.161949270306015e-05,3781556290.4565554,11.006955276879106,0.5024537690720116,41623420966.05616,1.7383860741199418e-07,8.951441821007335e-08
277,277,0.02,1054,100000.0,0.01715,0.00243,0.81,1.4127503589355,8285460000000.0,858.0,0.0408297125819765,1054.0,0.0697711027996774,0.0416613134802886,0.0015633116327196,0.012604132712927,-5.022796892704934e-06,3382929504.094638,15.106540640846406,0.6167957124737072,51104362038.72403,1.5579791296180845e-07,8.015805194327825e-08
278,278,0.02,1056,100000.0,0.01715,0.00243,0.81,1.41360767287236,8286880000000.0,936.0,0.044897661133543,1056.0,0.0921902918760224,0.037351291455707,0.0018549979584777,0.0135655405682138,-3.99817127470481e-05,3720615300.9433537,11.45456835541978,0.5142833284526429,42618042288.87637,1.716874739754593e-07,8.824725117188987e-08
