,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
848,848,0.02,2488,100000.0,0.01715,0.00243,0.81,2.33118445554318,8133770000000.0,547.0,0.2118636727202605,2488.0,0.1746249368497956,0.021910011253216,0.0018243459098577,0.0131283107490894,3.913841311920442e-05,17232503852.618732,14.247678738690476,3.018565545317333,245523178755.3576,1.844665852533564e-06,9.828409302391972e-07
849,849,0.02,2492,100000.0,0.01715,0.00243,0.81,2.33400590282143,8131570000000.0,588.0,0.2280252703905805,2492.0,0.144932090079692,0.0243432374241445,0.0016214688937449,0.0123074465314022,-1.5557609978449597e-05,18542034479.49933,17.194259729710343,3.9207257240330713,318816556757.756,1.988110401055599e-06,1.058004373032826e-06
850,850,0.02,2496,100000.0,0.01715,0.00243,0.81,2.33683453482457,8129360000000.0,594.0,0.2306552763635936,2496.0,0.1408096371478677,0.0364714201175412,0.0019537825093991,0.0109850886731616,-4.65257519910398e-05,18750797774.591434,17.726059455567572,4.088609142561431,332377756191.73193,2.0138687517033064e-06,1.070419642283341e-06
851,851,0.02,2500,100000.0,0.01715,0.00243,0.81,2.33964985814201,8127150000000.0,562.0,0.2185290080006776,2500.0,0.1186380527406072,0.0375352604720814,0.0023907966353639,0.0118639191958226,-1.5337538064144396e-05,17760180273.72707,21.07249691181339,4.604951846235922,374251343971.3628,1.9106815344675646e-06,1.0143457806686315e-06
852,852,0.02,2504,100000.0,0.01715,0.00243,0.81,2.34246189244856,8124930000000.0,565.0,0.2200081737458843,2504.0,0.1432244688448918,0.0259625398231206,0.0018960839475325,0.0121309608895699,6.364701945728921e-05,17875510111.131485,17.48304615960394,3.84641305708946,312518368399.3787,1.9263016302432165e-06,1.0214740642211125e-06
853,853,0.02,2508,100000.0,0.01715,0.00243,0.81,2.34528082079453,8122710000000.0,559.0,0.2180493648502155,2508.0,0.1769565301528928,0.0410277059451801,0.0010324847428407,0.0108985833128251,-1.853610479891655e-06,17711517563.624943,14.172972299089809,3.0904076078562315,251024847804.0989,1.911823280321588e-06,1.0126399086372294e-06
854,854,0.02,2512,100000.0,0.01715,0.00243,0.81,2.34810662711039,8120480000000.0,621.0,0.2426993037217746,2512.0,0.1672473216444814,0.0385897337641007,0.0019460593844486,0.0118878596883953,-7.230088433628867e-05,19708348418.865967,15.01967251433642,3.645264061358525,296012939049.8068,2.130917558291648e-06,1.1273818534581645e-06
855,855,0.02,2516,100000.0,0.01715,0.00243,0.81,2.3550902614439,8118250000000.0,569.0,0.2228677250026503,2516.0,0.1743421704663887,0.0357296190826226,0.0024101821296775,0.0106151224737679,-3.92193215744418e-05,18092959085.027664,14.431390829134232,3.216291242713259,261106563811.56912,1.9595158168048044e-06,1.035483345983031e-06
856,856,0.02,2520,100000.0,0.01715,0.00243,0.81,2.3579254608724,8116010000000.0,570.0,0.2238706242598517,2520.0,0.1337545587575732,0.03006117275331,0.0018854064323158,0.0106013709967593,8.091913332176054e-06,18169362251.992,18.840479333249764,4.21782986968946,342319494006.9835,1.9710734888920888e-06,1.0403656725677374e-06
857,857,0.02,2524,100000.0,0.01715,0.00243,0.81,2.36076738777995,8113760000000.0,558.0,0.2198049098913432,2524.0,0.1568629470284577,0.0238847096957079,0.0017949798191842,0.0122746553583978,4.376934862863852e-05,17834442856.799847,16.09047928662275,3.5367663497046373,286964733375.795,1.93780402893821e-06,1.0216166080925244e-06
858,858,0.02,2528,100000.0,0.01715,0.00243,0.81,2.36360544399552,8111520000000.0,521.0,0.2058391410722636,2528.0,0.163173324163381,0.0347748470711928,0.0024391493036178,0.0098817118779235,-1.5667050629541925e-05,16696683095.904882,15.492728440518755,3.189009915062212,258677177062.2544,1.817057941755237e-06,9.56843136862907e-07
859,859,0.02,2532,100000.0,0.01715,0.00243,0.81,2.36643948438459,8109260000000.0,515.0,0.2040640354963795,2532.0,0.1135688772401408,0.0327803257868047,0.0019828608003933,0.0121576102178487,-1.1899106690832908e-05,16548083204.893703,22.29484046624937,4.549575116290831,368936875075.3258,1.803802638395732e-06,9.487198082901748e-07
860,860,0.02,2536,100000.0,0.01715,0.00243,0.81,2.36926936284905,8107000000000.0,548.0,0.2177374637199622,2536.0,0.1587511842099047,0.0379701999068031,0.0013923743354697,0.011908870570686,-6.959548369294354e-06,17651976183.77734,15.974683985014172,3.4782871746248856,281984741246.8394,1.927311707609124e-06,1.01242047417139e-06
861,861,0.02,2540,100000.0,0.01715,0.00243,0.81,2.37639841623405,8104740000000.0,543.0,0.2163767755497837,2540.0,0.1769497086092997,0.0281841022376961,0.0016999197057354,0.011468192421208,-5.543254043855545e-05,17536775078.693542,14.354361021346769,3.1059503528765138,251729200629.724,1.917903934742027e-06,1.0062240768573838e-06
862,862,0.02,2544,100000.0,0.01715,0.00243,0.81,2.37924730232522,8102470000000.0,486.0,0.1942577965901446,2544.0,0.1382563201786979,0.0377407501960162,0.0018530796759966,0.0111909229993517,-2.72291580163568e-05,15739679691.377497,18.4006054602918,3.574461072640869,289619636072.40466,1.7241975722436503e-06,9.034691678487868e-07
863,863,0.02,2548,100000.0,0.01715,0.00243,0.81,2.38210252419051,8100200000000.0,485.0,0.1944927574134112,2548.0,0.1156877481785159,0.0388754792021757,0.0019063798746215,0.0131491370012191,1.371810950186424e-06,15754302336.00114,22.024804182965184,4.283664897035334,346985423989.65607,1.728643795029283e-06,9.046678642921536e-07
864,864,0.02,2552,100000.0,0.01715,0.00243,0.81,2.38494228792784,8097930000000.0,446.0,0.1793451500327356,2552.0,0.1468446825060709,0.0376798674041155,0.0020669467419789,0.0102796642860984,2.5231368791135498e-05,14523244708.045906,17.378906450320347,3.116822584737579,252398111136.23984,1.5961388850997008e-06,8.343345432720613e-07
865,865,0.02,2556,100000.0,0.01715,0.00243,0.81,2.3877990993975,8095640000000.0,431.0,0.1737507998372311,2556.0,0.112262349390221,0.0349563346005749,0.0019227268922644,0.0118960130337494,-1.7587611103053014e-05,14066239251.942816,22.76809646229128,3.955974971094343,320261492149.902,1.5483570930292474e-06,8.084538053434759e-07
866,866,0.02,2560,100000.0,0.01715,0.00243,0.81,2.39065112043496,8093360000000.0,460.0,0.18587144481132,2560.0,0.1367497749092763,0.0371447482977855,0.0025594130592401,0.0114146191777788,-7.650261776152688e-05,15043245165.781448,18.72032331825319,3.479573542498765,281614413259.178,1.6585243494062669e-06,8.650067084384045e-07
867,867,0.02,2564,100000.0,0.01715,0.00243,0.81,2.39349819773246,8091070000000.0,480.0,0.1943603123155965,2564.0,0.1761310976562526,0.0297239989251525,0.0017031404293588,0.011098547247801,-2.726136534035677e-05,15725828921.673536,14.5573384491366,2.8293688474580314,228926214006.0225,1.7365853137621825e-06,9.047535415378524e-07
868,868,0.02,2568,100000.0,0.01715,0.00243,0.81,2.40078518439629,8088770000000.0,506.0,0.2053722506961922,2568.0,0.1534214462053569,0.0338108988697011,0.0013854199194776,0.0115344490281976,8.314286422638474e-05,16612089002.638386,16.73820748999259,3.43756334483964,278056592568.3853,1.8374275442212731e-06,9.562686726770882e-07
869,869,0.02,2572,100000.0,0.01715,0.00243,0.81,2.40365041126699,8086470000000.0,516.0,0.2099090629896697,2572.0,0.117720988212568,0.0301638294830687,0.0015853001389087,0.0132913731953996,2.67832394428228e-05,16974233405.940744,21.848270551006213,4.586149999306509,370857643848.9211,1.8805338839874109e-06,9.776297501958657e-07
870,870,0.02,2576,100000.0,0.01715,0.00243,0.81,2.40651032556174,8084160000000.0,523.0,0.2132084254239894,2576.0,0.1233166914166759,0.026152891939861,0.0017485006119138,0.0113462947494903,4.392078716972692e-05,17236110244.755985,20.889305173587005,4.453775864261681,360050366908.2972,1.9126561755394616e-06,9.932113461832246e-07
871,871,0.02,2580,100000.0,0.01715,0.00243,0.81,2.4093760120274,8081850000000.0,515.0,0.2103428041535878,2580.0,0.1604905447329656,0.0415143021624321,0.0018355092348906,0.0103434122153255,-1.2803589154301246e-05,16999589917.486738,16.07571339665379,3.3814106346215564,273280535374.16223,1.8894869245538885e-06,9.800745980148249e-07
872,872,0.02,2584,100000.0,0.01715,0.00243,0.81,2.41223615654181,8079540000000.0,479.0,0.1959833133690537,2584.0,0.1489909072224691,0.0282330869429423,0.0022281595248429,0.0115293378896911,-1.3016542614691176e-05,15834550196.978048,17.343340262648667,3.3990052895608014,274623991972.1808,1.7628209361282889e-06,9.13266894733876e-07
873,873,0.02,2588,100000.0,0.01715,0.00243,0.81,2.41509059938073,8077220000000.0,485.0,0.1987953644841642,2588.0,0.1392552960242028,0.022711456666792,0.001677471054667,0.0108787919335539,2.893900882243212e-05,16057138939.187807,18.58457145895694,3.694526656965341,298415046041.7359,1.7904771259154524e-06,9.26470323386974e-07
874,874,0.02,2592,100000.0,0.01715,0.00243,0.81,2.42252290574127,8074890000000.0,469.0,0.1926139106150618,2592.0,0.1396923440097452,0.035595688438879,0.0016290500461102,0.0131450838110008,9.546555045026968e-06,15553361406.864569,18.55506125531959,3.5739629100891244,288593573630.4957,1.7370478794189251e-06,8.977502454204182e-07
875,875,0.02,2596,100000.0,0.01715,0.00243,0.81,2.42539461924651,8072560000000.0,501.0,0.2061907742011414,2596.0,0.1253472127550594,0.0427790873806471,0.0023735838726246,0.0117928678496421,6.461830855107754e-06,16644873961.851664,20.71047247833771,4.270308354379885,344723204092.32886,1.8618456143727328e-06,9.61116992229685e-07
876,876,0.02,2600,100000.0,0.01715,0.00243,0.81,2.42827175984377,8070230000000.0,526.0,0.2169178771422485,2600.0,0.1275749195629032,0.0348536902342634,0.001598547444916,0.0112324830433287,-5.076693621904023e-05,17505771596.496883,20.38018137819025,4.420825680331014,356770800301.7777,1.9611964349139248e-06,1.0112104297380897e-06
877,877,0.02,2604,100000.0,0.01715,0.00243,0.81,2.43115429658245,8067890000000.0,506.0,0.2090825941634983,2604.0,0.1676055894035926,0.0414953486164426,0.0021211353088935,0.0108695172492697,6.574943536510162e-06,16868553706.257463,15.536474703893044,3.248406435245527,262077857948.5304,1.8928210466766536e-06,9.747577751114083e-07
878,878,0.02,2608,100000.0,0.01715,0.00243,0.81,2.43403058945363,8065550000000.0,487.0,0.2016396782048313,2608.0,0.1182759723083108,0.0316546441678793,0.0017807714460178,0.0113064994689248,6.109581131972839e-06,16263349065.449774,22.050125220714367,4.44618015388108,358608883401.35547,1.827825224499492e-06,9.401290628190072e-07
879,879,0.02,2612,100000.0,0.01715,0.00243,0.81,2.43691212562298,8063210000000.0,525.0,0.2178008780471732,2612.0,0.1943351138261277,0.0356006734436159,0.0016584852494078,0.0112050691833033,1.966226365154441e-05,17561742178.787476,13.440700183174124,2.927396301464126,236042111319.2856,1.976910124058816e-06,1.0155698816705206e-06
880,880,0.02,2616,100000.0,0.01715,0.00243,0.81,2.44447815484697,8060850000000.0,533.0,0.221574399443882,2616.0,0.1594325033215682,0.0392991555096042,0.0015847741334442,0.0101864184534929,-3.832437438206013e-05,17860779977.572163,16.408197484823063,3.635636503656285,293063205104.97766,2.0137987712467894e-06,1.033269117106751e-06
881,881,0.02,2620,100000.0,0.01715,0.00243,0.81,2.44737634034406,8058500000000.0,561.0,0.2337178398408129,2620.0,0.1507513003471103,0.0389376738385513,0.0021763122447358,0.0115167431153578,2.086392298184702e-05,18834152123.571915,17.379617913526147,4.061926756008028,327330367632.90704,2.1269592315882976e-06,1.0900087461338347e-06
882,882,0.02,2624,100000.0,0.01715,0.00243,0.81,2.45025594734036,8056140000000.0,522.0,0.2179207180379924,2624.0,0.1595405419175222,0.0296953945405806,0.0013659996001538,0.010182532410512,-1.6008205035510905e-05,17555998134.145924,16.44723007996633,3.584192188762331,288747540595.7576,1.98575384066187e-06,1.0165191992302526e-06
883,883,0.02,2628,100000.0,0.01715,0.00243,0.81,2.45315234707937,8053770000000.0,484.0,0.202440685908525,2628.0,0.1236822563359965,0.0393404469869983,0.0021095658635118,0.010100362089082,5.995279008158457e-05,16304107229.495012,21.247995289322247,4.301458740551503,346429593608.9148,1.8470761021983749e-06,9.444812298042004e-07
884,884,0.02,2632,100000.0,0.01715,0.00243,0.81,2.45604176396992,8051400000000.0,464.0,0.1944164916357771,2632.0,0.2143507269156543,0.0257608703407248,0.0019350871593146,0.0104849341573593,5.003854129655895e-05,15653249407.56296,12.278941330745637,2.387228694525107,192205331110.99448,1.7760932212819289e-06,9.072180677752884e-07
885,885,0.02,2636,100000.0,0.01715,0.00243,0.81,2.45892402542891,8049030000000.0,497.0,0.2085796554100873,2636.0,0.1470997543860903,0.0369687139517213,0.0019110561344287,0.0101037022312934,-1.9086892340420505e-05,16788639037.854555,17.91981238174833,3.737708291598484,300849261703.24945,1.9078128252125625e-06,9.735050087010545e-07
886,886,0.02,2640,100000.0,0.01715,0.00243,0.81,2.4618109871724,8046650000000.0,493.0,0.2072447042902416,2640.0,0.1304272328261504,0.0393639358508765,0.0019703162795062,0.0114772978241475,6.764802731810055e-05,16676255997.770733,20.241171592737224,4.194875621224866,337546959175.29065,1.8979241316818008e-06,9.674685848912648e-07
887,887,0.02,2644,100000.0,0.01715,0.00243,0.81,2.46954492233459,8044270000000.0,504.0,0.2122607035404688,2644.0,0.1777616101326202,0.0273891149155105,0.0020538254058852,0.0125076235463768,3.207492299513465e-05,17074824096.694872,14.873852672843286,3.1571344326949986,253968418028.954,1.9463671672097128e-06,9.909041373325962e-07
888,888,0.02,2648,100000.0,0.01715,0.00243,0.81,2.47244743039646,8041890000000.0,493.0,0.2080324171575167,2648.0,0.1600351064157621,0.0401717616607343,0.0025249588205409,0.012839648564632,7.17078628185069e-05,16729738152.14862,16.54636947671123,3.442181237421592,276816428714.08325,1.9100599785007045e-06,9.71184349821586e-07
889,889,0.02,2652,100000.0,0.01715,0.00243,0.81,2.47535449343437,8039490000000.0,535.0,0.2261691655218832,2652.0,0.1182126726425849,0.0361197881505979,0.0014854231088729,0.010453599745336,-5.62865463423603e-06,18182847445.21525,22.434142979055217,5.073911396771534,407916599352.3078,2.07923875487498e-06,1.0557832792681545e-06
890,890,0.02,2656,100000.0,0.01715,0.00243,0.81,2.47825379676539,8037100000000.0,483.0,0.2045225060240792,2656.0,0.185425077070704,0.0297846130352245,0.0018377521146859,0.0115125161335256,5.147288200567996e-05,16437678331.661274,14.32384465984203,2.9295486057305173,235450750991.1674,1.882620572886115e-06,9.545900740934628e-07
891,891,0.02,2660,100000.0,0.01715,0.00243,0.81,2.48115748291476,8034700000000.0,470.0,0.1993199051632276,2660.0,0.1263892042798033,0.0320401875642827,0.0010994483560616,0.0113763133969149,-1.5903567432293247e-05,16014756420.149849,21.04610132769908,4.194906920692659,337048186356.89307,1.8370610221789008e-06,9.301657317521444e-07
892,892,0.02,2664,100000.0,0.01715,0.00243,0.81,2.48405314299738,8032300000000.0,485.0,0.2059774308769343,2664.0,0.1421617534651886,0.0452078564225269,0.0017764944958971,0.0110646847975004,-2.021607260313036e-06,16544725180.327991,18.739217370812305,3.8598558506843386,310035201494.5181,1.900814227985364e-06,9.61110269575896e-07
893,893,0.02,2668,100000.0,0.01715,0.00243,0.81,2.49193168849033,8029890000000.0,482.0,0.2050628682895334,2668.0,0.1330178684720522,0.0353791107830235,0.0017667609053243,0.0109511049124243,-1.5185474355667518e-05,16466322754.494411,20.05745566852593,4.113039389978088,330272538671.9115,1.894762008512162e-06,9.567180296209814e-07
894,894,0.02,2672,100000.0,0.01715,0.00243,0.81,2.49484195475181,8027480000000.0,480.0,0.2046139791360997,2672.0,0.1714828728900101,0.0368470418120381,0.0016620880761395,0.0107488732484582,1.637217364576129e-05,16425346252.354576,15.581731020530729,3.1882399859391923,255935327223.27145,1.892937001369964e-06,9.54533561236153e-07
895,895,0.02,2676,100000.0,0.01715,0.00243,0.81,2.49775630929178,8025060000000.0,476.0,0.2033126388184838,2676.0,0.1687759308297245,0.0306968281470257,0.0018466474139383,0.012212304668009,-1.285379029450475e-05,16315961252.76662,15.855341379807149,3.223591295296492,258695135602.32068,1.88314370191179e-06,9.48406100409835e-07
896,896,0.02,2680,100000.0,0.01715,0.00243,0.81,2.50067470859125,8022640000000.0,474.0,0.2028345929453351,2680.0,0.1312770411122983,0.0331469440856028,0.0013898067970866,0.0107111406512306,-7.404252633611923e-05,16272689187.46964,20.41484159981521,4.140836085942015,332204372165.21844,1.88096306518051e-06,9.461195848384036e-07
897,897,0.02,2684,100000.0,0.01715,0.00243,0.81,2.5035844413757,8020220000000.0,476.0,0.2040199695980029,2684.0,0.1613350371530941,0.0334352633723539,0.0019815873816978,0.0098214964022805,-1.4412615299618877e-05,16362850405.692951,16.63618794380725,3.3941145585222188,272215454645.51068,1.894341871214084e-06,9.516206373638508e-07
898,898,0.02,2688,100000.0,0.01715,0.00243,0.81,2.50649803561623,8017790000000.0,522.0,0.2240981151307488,2688.0,0.1485792052917531,0.028990445250734,0.0018725864789374,0.0108953855219377,1.2208602615687964e-06,17967716265.141666,18.09136073060688,4.054239839879448,325060436457.8703,2.083395882737305e-06,1.0452399334231722e-06
899,899,0.02,2692,100000.0,0.01715,0.00243,0.81,2.51452078647705,8015360000000.0,486.0,0.2089929542225612,2692.0,0.1610434956464814,0.0356115208671376,0.0018290149399539,0.0113082077829283,5.185658136833388e-05,16751537655.573486,16.71598091679163,3.4935222345282404,280018383777.4828,1.945397893919991e-06,9.747506121787538e-07
900,900,0.02,2696,100000.0,0.01715,0.00243,0.81,2.51744817183723,8012920000000.0,465.0,0.2003381036314366,2696.0,0.1614989035188045,0.0341345430118983,0.0017001020304138,0.0110270061008171,6.875275755275087e-05,16052931973.504116,16.69361179090658,3.344366528949616,267981414471.50952,1.8671459581603672e-06,9.343432082165346e-07
901,901,0.02,2700,100000.0,0.01715,0.00243,0.81,2.52037924302545,8010480000000.0,445.0,0.1920474762191016,2700.0,0.1424799959968368,0.0295980072060042,0.001584172082125,0.0104577557390133,-7.281396235359759e-05,15383924673.035896,18.95002860654167,3.639305168166108,291525812634.9125,1.7920999347325704e-06,8.956379165159314e-07
902,902,0.02,2704,100000.0,0.01715,0.00243,0.81,2.52330098007409,8008040000000.0,517.0,0.2234638967159266,2704.0,0.1686786133191162,0.0348310985222325,0.0017895632569266,0.0120797935656686,-1.7932515877006048e-06,17895078234.570095,16.03048511481661,3.5822346700035785,286866785267.75464,2.0878337939454576e-06,1.0420800650908546e-06
903,903,0.02,2708,100000.0,0.01715,0.00243,0.81,2.5262262113622,8005590000000.0,486.0,0.2103553753224325,2708.0,0.1203988841721184,0.0363804456683718,0.0022627578338513,0.0136153077018036,-1.4357217460770951e-05,16840188891.275126,22.49190279976955,4.7312926551611945,378767891672.3192,1.9677845612014844e-06,9.80881693905154e-07
904,904,0.02,2712,100000.0,0.01715,0.00243,0.81,2.52914181933611,8003130000000.0,467.0,0.2023967989473987,2712.0,0.1362286483308707,0.0266287116201015,0.0018708043730444,0.0114680313148262,1.3298102443615116e-05,16198078935.59895,19.907706882719125,4.029256147445449,322466607513.0509,1.895605994606284e-06,9.437130152060072e-07
905,905,0.02,2716,100000.0,0.01715,0.00243,0.81,2.5373214113413,8000680000000.0,512.0,0.2222358937704613,2716.0,0.1728584975262492,0.0293679886776339,0.0019426870785689,0.0115617476057773,4.556279297360026e-05,17780382705.71455,15.712273558247054,3.491831157383021,279370237042.512,2.0838443461980266e-06,1.0361649148425129e-06
906,906,0.02,2720,100000.0,0.01715,0.00243,0.81,2.5402497527681,7998220000000.0,517.0,0.2247661921027372,2720.0,0.1701218718935706,0.0341383671303238,0.0019515820678051,0.0115817190975352,-7.424372271610676e-06,17977294529.999554,15.988537921224204,3.593682785843779,287430655313.9143,2.110032077504448e-06,1.0479087943154665e-06
907,907,0.02,2724,100000.0,0.01715,0.00243,0.81,2.54319453521232,7995750000000.0,476.0,0.2072740040868961,2724.0,0.1685736613435438,0.0343688478527952,0.0018336577302023,0.0107157723479694,-3.927958836332764e-05,16573111181.777998,16.159108002338748,3.3493630181173573,267806693521.11865,1.9481899716832595e-06,9.662697667265637e-07
908,908,0.02,2728,100000.0,0.01715,0.00243,0.81,2.54612918787302,7993280000000.0,476.0,0.2075655451703514,2728.0,0.140072326770678,0.0351533072696233,0.0016289850168865,0.0094249611198332,-6.365356923638425e-06,16591295208.992666,19.47565277805512,4.04247448642548,323126304628.5506,1.9533096623560902e-06,9.675420640331435e-07
909,909,0.02,2732,100000.0,0.01715,0.00243,0.81,2.5490535119752,7990810000000.0,489.0,0.2135260599829329,2732.0,0.1457394769968232,0.0415990653112123,0.0021790089497071,0.0105561410392285,-1.936670731497063e-05,17062461753.7222,18.74577881228125,4.00271229109796,319849134028.28485,2.011845522119416e-06,9.95169618327738e-07
910,910,0.02,2736,100000.0,0.01715,0.00243,0.81,2.55199416924148,7988340000000.0,495.0,0.21644524425004,2736.0,0.1284398494399283,0.0274265303269524,0.0018625406940579,0.0113590448971197,6.54589516291957e-05,17290382024.523643,21.301800118347494,4.610673329581254,368316261856.2711,2.04182368496723e-06,1.008547794690317e-06
911,911,0.02,2740,100000.0,0.01715,0.00243,0.81,2.56033075568009,7985860000000.0,475.0,0.2080197052130856,2740.0,0.1631814374004534,0.0392479695202776,0.0015367502389788,0.0123264090985339,-7.427274233460378e-06,16612162430.72972,16.791125532715686,3.492884983511433,278936904744.2461,1.96472391924858e-06,9.69068650289908e-07
912,912,0.02,2744,100000.0,0.01715,0.00243,0.81,2.56326983892197,7983370000000.0,469.0,0.2056818201353585,2744.0,0.1443991820797237,0.0312460265357264,0.0022317727069049,0.0121531301516232,-5.342037217568637e-05,16420340724.140177,19.002877720491664,3.908546477360379,312033726909.64526,1.9448660219904632e-06,9.574587359089825e-07
913,913,0.02,2748,100000.0,0.01715,0.00243,0.81,2.56621161692806,7980880000000.0,461.0,0.2024010213889497,2748.0,0.1575046980306069,0.0283621278130516,0.0021132503364134,0.0108474885284357,-3.25388009195989e-05,16153382635.826414,17.447098622201082,3.5313105814072374,281829659929.41394,1.9160378654494704e-06,9.414797683003066e-07
914,914,0.02,2752,100000.0,0.01715,0.00243,0.81,2.56915603392383,7978390000000.0,472.0,0.2073865363857863,2752.0,0.1726875639833451,0.0374559669456787,0.0017042685804957,0.0110954803717136,-9.81487026344994e-05,16546106680.34994,15.936295217329118,3.304973067943258,263683640755.4781,1.9655359515563843e-06,9.637378459118546e-07
915,915,0.02,2756,100000.0,0.01715,0.00243,0.81,2.57208928266999,7975900000000.0,437.0,0.1920166668323539,2756.0,0.1651031605933894,0.0379308829353629,0.0019910501607033,0.0105757240633438,-7.9332594759762e-05,15315057329.88172,16.69259383100112,3.205256228215149,255648031506.21207,1.8220483440252548e-06,8.912580413626984e-07
916,916,0.02,2760,100000.0,0.01715,0.00243,0.81,2.57502495755952,7973400000000.0,410.0,0.1800932488708523,2760.0,0.1615075135832739,0.0274277379310252,0.0016456534811864,0.0119414782849329,-6.600916015988817e-05,14359555105.468544,17.08898823816597,3.077611411727093,245390268302.64807,1.710957978898796e-06,8.34925814046989e-07
917,917,0.02,2764,100000.0,0.01715,0.00243,0.81,2.58351832424746,7970890000000.0,469.0,0.2058824220937615,2764.0,0.1548898963114879,0.0377122124173162,0.0019912133450512,0.0104898060902876,-8.91946909241714e-05,16410661394.429428,17.844934148845436,3.673958264667975,292847171922.59314,1.958293427233553e-06,9.543701175223333e-07
918,918,0.02,2768,100000.0,0.01715,0.00243,0.81,2.58647877671788,7968390000000.0,438.0,0.1921077302629761,2768.0,0.1890237146271829,0.0433070975183719,0.0019236906322278,0.0113536722340026,2.385040144342417e-05,15307893167.50196,14.6436652430591,2.8131612925749154,224163663121.4103,1.8294536518054768e-06,8.904100037169677e-07
919,919,0.02,2772,100000.0,0.01715,0.00243,0.81,2.58942750532753,7965880000000.0,443.0,0.193998488710779,2772.0,0.1983597393873424,0.0381729918746114,0.0015440735352035,0.009896643834346,3.684007205579269e-06,15453686812.514206,13.97461001189884,2.7110532226308965,215959246450.9101,1.849656260606352e-06,8.99101625590194e-07
920,920,0.02,2776,100000.0,0.01715,0.00243,0.81,2.59237837643355,7963360000000.0,434.0,0.1896907500060778,2776.0,0.1481892677534233,0.0384673360628058,0.0015708705877405,0.0115708712386442,-1.961673189134001e-05,15105757309.683996,18.732800573784274,3.553438990555424,282973139198.2944,1.8107269759227264e-06,8.791024066402219e-07
921,921,0.02,2780,100000.0,0.01715,0.00243,0.81,2.59533132960116,7960850000000.0,431.0,0.1879543379484697,2780.0,0.1255038104441155,0.0412529060146369,0.0018399211060661,0.0116289913399268,-3.30905907115412e-05,14962762912.57075,22.15072187977816,4.163324265994385,331435999829.414,1.7962831273843797e-06,8.710219177904083e-07
922,922,0.02,2784,100000.0,0.01715,0.00243,0.81,2.59828630386561,7958320000000.0,473.0,0.2057382028258899,2784.0,0.1493007352869426,0.0263236826838483,0.0015045502207888,0.0105939259310202,5.962888372759273e-05,16373304543.133368,18.64692758980324,3.8363853705506217,305311824221.60425,1.9684411121925053e-06,9.533885653223728e-07
923,923,0.02,2788,100000.0,0.01715,0.00243,0.81,2.60122900795226,7955800000000.0,427.0,0.1852186103273504,2788.0,0.2077675078398897,0.0468424074543008,0.0014710644709991,0.01194664884318,3.28972471285041e-05,14735622200.423346,13.418845078261684,2.485419837593635,197735031439.2744,1.774101863106453e-06,8.582591035355955e-07
924,924,0.02,2792,100000.0,0.01715,0.00243,0.81,2.6041735077513,7953270000000.0,442.0,0.1912167538599206,2792.0,0.1267511165178803,0.0352100492758547,0.0016515369161352,0.0103411517005292,8.182642779519514e-06,15207984719.714909,22.02741937666595,4.212011629117179,334992657295.0878,1.8336398182769608e-06,8.860024934700309e-07
925,925,0.02,2796,100000.0,0.01715,0.00243,0.81,2.61285381996018,7950740000000.0,431.0,0.1860109358354434,2796.0,0.1251423835442437,0.0330351038879175,0.0023219383098773,0.0109573859773742,1.1558584090464433e-05,14789245879.842932,22.34255030799762,4.155958691741112,330429470087.73724,1.785784388596914e-06,8.618260852244901e-07
926,926,0.02,2800,100000.0,0.01715,0.00243,0.81,2.61580772474224,7948200000000.0,448.0,0.1931001150196406,2800.0,0.1623336695465695,0.0286303534181829,0.0018397118215112,0.0117630763297555,1.3632330581130615e-06,15347983341.991076,17.248424235224647,3.330672703729436,264728527837.82303,1.8559910901402184e-06,8.946131581948635e-07
927,927,0.02,2804,100000.0,0.01715,0.00243,0.81,2.61876318045282,7945660000000.0,414.0,0.1783088920214708,2804.0,0.1884934453119058,0.0344741692320893,0.0019052568417672,0.0126924864577499,3.8113552566223245e-05,14167818309.793196,14.875848841110292,2.6524961247372567,210758323584.79825,1.7158207659519496e-06,8.26021305524129e-07
928,928,0.02,2808,100000.0,0.01715,0.00243,0.81,2.62170555682303,7943120000000.0,402.0,0.173099733073312,2808.0,0.1157909211992773,0.0354958681338624,0.0018772865279699,0.010513681446753,2.501534858412568e-05,13749519517.692863,24.250605927621937,4.197773412937437,333434179517.7161,1.6676380403362516e-06,8.018259829676218e-07
929,929,0.02,2812,100000.0,0.01715,0.00243,0.81,2.62466386660509,7940570000000.0,444.0,0.1912650157824955,2812.0,0.1888146625678928,0.0280477452465388,0.0019142874993049,0.0131466944590152,6.030764428653519e-06,15187532463.720102,14.892911184738518,2.848492892796316,226186572097.51645,1.844783833797913e-06,8.858958371716784e-07
