,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
49,49,2.25,0.02,100000.0,345,226.5,18.76,5.23,,399.3,0.3993,345.0,0.0219977246296764,0.0350395765795908,0.0071646486704968,0.0005025488608449,-4.12885801448215e-05,3952002444112.0337,3089364135000.0,2121576732000.0,1537800132000.0,16.57309038292959,6.607840941814926,65399958808805.79,51124534974774.98,35109044805688.75,25448381348755.32,5.847843743193616e-05,4.571383490468906e-05,3.139332374759951e-05,2.275508430820086e-05,3.1602999117259954e-05,2.470473472929153e-05,1.6965624018904208e-05,1.2297334554163684e-05
50,50,2.25,0.02,100000.0,350,226.5,18.76,5.23,,400.2,0.4002,350.0,0.0226628307764769,0.0397774678230277,0.0066172945842656,0.0010149379075441,-7.626889226184316e-05,3905714169209.877,3096327390000.0,2126358648000.0,1541266248000.0,15.935328823200177,6.397732621194364,62438068339368.0,49498937403549.73,33992688872234.75,24639203780048.586,5.867051233746775e-05,4.651213746462779e-05,3.194154663821777e-05,2.3152457271828453e-05,3.168756475664568e-05,2.5120905019593213e-05,1.7251423026684084e-05,1.250449262922187e-05
51,51,2.25,0.02,100000.0,355,226.5,18.76,5.23,,406.2,0.4061999999999999,355.0,0.0234735114222814,0.0345673188738156,0.0065539308385929,0.0013206617660165,-4.329653574596956e-05,3904314656526.317,3142749090000.0,2158238088000.0,1564373688000.0,15.665801978883623,6.3550883856873615,61083861959033.31,49169001085643.84,33766109814369.52,24474970594494.6,5.949178045029386e-05,4.7887466897708176e-05,3.288603449932841e-05,2.3837058274272115e-05,3.2116830828737604e-05,2.585220448151621e-05,1.7753632495928134e-05,1.2868513301416513e-05
52,52,2.25,0.02,100000.0,360,226.5,18.76,5.23,,397.9,0.3979,360.0,0.0264282567496763,0.0381238056087732,0.0072522104100156,0.0011549650698949,1.3579658835699245e-05,3766386337718.876,3078532405000.0,2114138196000.0,1532408396000.0,14.11836627077472,5.605850181967216,53063074985323.44,43372182565371.25,29785227420835.49,21589474454799.414,5.8241864464733046e-05,4.760517137784966e-05,3.269217207964973e-05,2.36965393620522e-05,3.141928123227425e-05,2.568118794577685e-05,1.763618933055266e-05,1.278338599374348e-05
53,53,2.25,0.02,100000.0,365,226.5,18.76,5.23,,401.7,0.4016999999999999,365.0,0.0269179261639578,0.0336741198788903,0.0069679533415659,0.00093871313314,-3.7488176724786487e-06,3742768436247.0127,3107932815000.0,2134328508000.0,1547043108000.0,13.66594798055579,5.482922371558187,51086155814440.11,42421096242627.11,29132082461457.82,21116049954239.75,5.8715509232872846e-05,4.875638474638392e-05,3.3482751431749834e-05,2.426958157809777e-05,3.164382586995901e-05,2.627650801501548e-05,1.8045016892406027e-05,1.307971988028205e-05
54,54,2.25,0.02,100000.0,370,226.5,18.76,5.23,,407.2,0.4071999999999999,370.0,0.0239822890353593,0.0420280104120108,0.0066499727767109,0.0010432527650679,-8.267596561617554e-05,3732668088125.984,3150486040000.0,2163551328000.0,1568224928000.0,15.83533324445521,6.481518125163861,59413938773107.33,50147181658486.53,34437861363345.637,24961881864356.062,5.940346424341479e-05,5.013834083503456e-05,3.443179005400566e-05,2.4957481146642864e-05,3.199036765305391e-05,2.700084881000334e-05,1.854244759643815e-05,1.344027672028865e-05
55,55,2.25,0.02,100000.0,375,226.5,18.76,5.23,,408.6,0.4086,375.0,0.0261638849198561,0.034003867667521,0.0063535024679354,0.0012440070795101,-7.654958595653309e-05,3683041840265.625,3161317770000.0,2170989864000.0,1573616664000.0,14.642498466231077,5.991391457913801,54005250663011.73,46355096140306.19,31833700749845.93,23074286438375.945,5.943010646679937e-05,5.101148990285021e-05,3.5031412715788496e-05,2.539211063448165e-05,3.198001024829703e-05,2.744985777175753e-05,1.8850798093203782e-05,1.3663780978926257e-05
56,56,2.25,0.02,100000.0,380,226.5,18.76,5.23,,436.7,0.4367,380.0,0.0259099421580287,0.0351917882061775,0.007209179421789,0.0006391376948529,5.995498178673161e-05,3868601128248.0615,3378726065000.0,2320291908000.0,1681836508000.0,14.943410749081927,6.528319468496791,57832525901970.4,50509281311786.26,34686528132795.89,25142125069853.586,6.327784057622486e-05,5.526506409013703e-05,3.795249408698256e-05,2.750942237270492e-05,3.4038706661927645e-05,2.9728437128804342e-05,2.04155799494954e-05,1.4797994843954845e-05
57,57,2.25,0.02,100000.0,385,226.5,18.76,5.23,,437.4,0.4373999999999999,385.0,0.0276988192570513,0.0374989638451221,0.0062179123870443,0.0008615634566123,3.960364482650747e-05,3805970994692.308,3384141930000.0,2324011176000.0,1684532376000.0,14.495051788180794,6.364449245989787,55379307790188.52,49241425593760.68,33815846311762.773,24511021514125.71,6.311479548115463e-05,5.611956215352541e-05,3.853930843763981e-05,2.7934767905717784e-05,3.391435797200492e-05,3.0155511169724565e-05,2.070886695240726e-05,1.5010580504887592e-05
58,58,2.25,0.02,100000.0,390,226.5,18.76,5.23,,433.3,0.4332999999999999,390.0,0.0305128033560662,0.0361792378990076,0.0068309684080786,0.001146293622382,3.7963890524522086e-05,3698048464503.816,3352420435000.0,2302226892000.0,1668742292000.0,13.24305530312436,5.7396875129424005,48986020295334.36,44407675303259.7,30496337281266.074,22104914137344.29,6.21446426232517e-05,5.63364628278105e-05,3.868826188035801e-05,2.8042735070147404e-05,3.3377997387053484e-05,3.025841375357649e-05,2.077953383336493e-05,1.5061802568754344e-05
59,59,2.25,0.02,100000.0,395,226.5,18.76,5.23,,435.9,0.4359,395.0,0.0267178420411482,0.037314590594025,0.0060082795561765,0.0006053548660022,-3.122475107890336e-06,3652801084840.909,3372536505000.0,2316041316000.0,1678755516000.0,15.00483014810522,6.547302316083355,54865778855174.76,50656150654421.11,34787388557906.727,25215232571792.85,6.218743326591439e-05,5.741604428226948e-05,3.942964903771196e-05,2.8580120897982734e-05,3.342836564406332e-05,3.0863543023176005e-05,2.119509772358096e-05,1.5363019204282873e-05
60,60,2.25,0.02,100000.0,400,226.5,18.76,5.23,,440.5,0.4404999999999999,400.0,0.0284589687633796,0.0337994007733965,0.0069448426505682,0.0013060847888911,5.259498647453328e-05,3619064785244.36,3408126475000.0,2340482220000.0,1696471220000.0,14.288301947314933,6.29805981251674,51743669654578.98,48727773866451.4,33463103318256.445,24255339872356.973,6.243242821054638e-05,5.8793534824365714e-05,4.037562100959847e-05,2.926579764080035e-05,3.358698479141325e-05,3.1629356995693815e-05,2.172100954042617e-05,1.574422024649194e-05
61,61,2.25,0.02,100000.0,405,226.5,18.76,5.23,,458.9,0.4588999999999998,405.0,0.0297999713296973,0.0361680496224427,0.0069691381428796,0.0012333911595327,3.26385981899708e-05,3690930259408.2393,3550486355000.0,2438245836000.0,1767334036000.0,14.024768070817604,6.446140393182037,51846272899519.08,49873465915029.766,34249890982670.523,24825633727838.39,6.450161029964505e-05,6.204725398445602e-05,4.261006620960083e-05,3.0885409164476504e-05,3.477040135474524e-05,3.344734982548528e-05,2.29694901720654e-05,1.664916686057192e-05
62,62,2.25,0.02,100000.0,410,226.5,18.76,5.23,,467.9,0.4678999999999999,410.0,0.0274096335370472,0.0357547073282389,0.0066045911200592,0.00131077245689,-9.12494832671647e-05,3687468850014.925,3620118905000.0,2486064996000.0,1801995196000.0,15.358071649535196,7.20678114371019,56795855901488.06,55758505369828.56,38291357844006.734,27755043811902.438,6.527302322097127e-05,6.40808410755214e-05,4.40066031234664e-05,3.189767264667486e-05,3.5269570353367485e-05,3.462538765769816e-05,2.377849084179013e-05,1.72355615536915e-05
63,63,2.25,0.02,100000.0,415,226.5,18.76,5.23,,464.8,0.4648,415.0,0.0304470733844368,0.0363167624638403,0.0066715163208951,0.0013557639924353,-2.7614835392654816e-05,3583631756444.4443,3596134360000.0,2469593952000.0,1790056352000.0,13.783119438208706,6.397725776361109,49326792730617.17,49498884445417.086,33992652503992.902,24639177418952.96,6.422763019158935e-05,6.445170806905381e-05,4.426129073870445e-05,3.2082279991968774e-05,3.4777853590420016e-05,3.489918684827282e-05,2.3966518528582587e-05,1.7371851227879488e-05
64,64,2.25,0.02,100000.0,420,226.5,18.76,5.23,,478.5,0.4785,420.0,0.0308072323255941,0.0335751963651281,0.006666528244324,0.0012283038455074,-3.1867260651956045e-05,3603648353523.986,3702130575000.0,2542385340000.0,1842818340000.0,14.158174116915712,6.783804761257107,51089753100381.08,52485958247608.19,36043982809701.71,26126060248743.824,6.537907642465577e-05,6.716578701700697e-05,4.612514572412153e-05,3.3433273523982696e-05,3.549133660498725e-05,3.646126078435235e-05,2.503925051213363e-05,1.8149408485660263e-05
65,65,2.25,0.02,100000.0,425,226.5,18.76,5.23,,470.0,0.47,425.0,0.0298279939142105,0.0372217787215665,0.0065351705195448,0.0007641964298316,-2.3412727891512085e-05,3459978022794.117,3636366500000.0,2497222800000.0,1810082800000.0,14.685984815459568,6.9054662532463285,50835662709316.445,53427247128054.17,36690399515398.52,26594607853152.383,6.355046201815065e-05,6.679024248706229e-05,4.586724587750455e-05,3.3246337830265634e-05,3.4559984405897786e-05,3.63218404007785e-05,2.4943505553355308e-05,1.8080008869786443e-05
66,66,2.25,0.02,100000.0,430,226.5,18.76,5.23,,475.6,0.4755999999999999,430.0,0.0351412711966247,0.0351348444545717,0.0067855038012311,0.0010115578238352,-2.720458210495465e-05,3416767297787.5454,3679693420000.0,2526976944000.0,1831649744000.0,12.4524711864428,5.922923854316669,42550993550704.29,45825365714655.35,31469915939709.5,22810601264698.527,6.351159040158977e-05,6.839891655653415e-05,4.697197983764137e-05,3.4047091347260425e-05,3.461970243253709e-05,3.72837480989277e-05,2.560408193786267e-05,1.855881995211476e-05
67,67,2.25,0.02,100000.0,435,226.5,18.76,5.23,,485.6,0.4856,435.0,0.0309558507955329,0.0329206227086269,0.0068570449716168,0.001306078593846,1.3071297680027837e-05,3398731280380.9536,3752961649490.495,2580109344000.0,1870162144000.0,14.621983342870156,7.09283714567164,49643013743085.17,54817021815871.67,37685946035868.38,27316218128896.44,6.392278532862067e-05,7.058509251723997e-05,4.852627704723807e-05,3.517370553850479e-05,3.491109529644886e-05,3.854967956589818e-05,2.650237272466742e-05,1.9209935544441465e-05
68,68,2.25,0.02,100000.0,440,226.5,18.76,5.23,,487.1,0.4871,440.0,0.029536967775607,0.0343071157995765,0.00657017523111,0.0010889762896379,5.2563882272163e-05,3323118454989.051,3745696636298.508,2588079204000.0,1875939004000.0,15.268257507631228,7.430727889304532,50694290665057.94,57140735906831.234,39481240650568.41,28617516476405.188,6.324952472936817e-05,7.129253297323528e-05,4.925938747961389e-05,3.570509207884233e-05,3.461095007461503e-05,3.901218720595029e-05,2.6955367776406445e-05,1.953828372051847e-05
69,69,2.25,0.02,100000.0,445,226.5,18.76,5.23,,496.2,0.4962,445.0,0.0343941570442211,0.0348675945946696,0.0069362975881478,0.0005494664215632,-6.549572413133152e-06,3293754176474.452,3796320173735.294,2636429688000.0,1910985288000.0,13.083820697006322,6.508083879434255,43200379803975.48,49791959137157.84,34579011591565.26,25064192959832.383,6.34288543451383e-05,7.310692493910036e-05,5.077055108294221e-05,3.680044137902116e-05,3.4764778523964074e-05,4.006924104677123e-05,2.7826877564806218e-05,2.016998741872836e-05
70,70,2.25,0.02,100000.0,450,226.5,18.76,5.23,,489.4,0.4894,450.0,0.0314179222018367,0.0317640087192691,0.0064541246926954,0.0013051416759436,-6.201262498625042e-05,3155051095576.6416,3725065404753.623,2600299656000.0,1884796856000.0,14.629853716554551,7.1569220161685605,46139057311134.46,54474872511134.15,38026444333187.44,27563024345549.008,6.14382029787091e-05,7.253807228893444e-05,5.063554701056176e-05,3.670258525286941e-05,3.3753067366786046e-05,3.985114020137709e-05,2.781827831119717e-05,2.0163754350116877e-05
71,71,2.25,0.02,100000.0,455,226.5,18.76,5.23,,500.9,0.5009,455.0,0.0338787930041575,0.0344947026299008,0.0068262937071395,0.0010186700774784,-1.21008646207824e-05,3136985237380.952,3792802993071.4287,2661401916000.0,1929086116000.0,13.653297431024535,6.809756235534183,42647444162574.6,51563313699782.14,36181869220889.64,26226005604538.664,6.179030018435699e-05,7.470817289458316e-05,5.24225684396781e-05,3.799788687836911e-05,3.400490983974639e-05,4.1113972192930575e-05,2.8849588172262727e-05,2.0911287265876397e-05
72,72,2.25,0.02,100000.0,460,226.5,18.76,5.23,,490.5,0.4904999999999999,460.0,0.0355726145379321,0.0342199390433153,0.0073422915245175,0.0013050753034506,-5.597920572923991e-05,2978164625255.475,3694496448961.267,2606144220000.0,1889033220000.0,13.057706401193922,6.408963160924631,38913246422897.54,48272969703485.48,34052359425151.18,24682455283879.37,5.933073572279966e-05,7.360143579146147e-05,5.191937768015687e-05,3.763315492937028e-05,3.2717232671211906e-05,4.058664148334751e-05,2.8630326912556e-05,2.07523583009072e-05
73,73,2.25,0.02,100000.0,465,226.5,18.76,5.23,,498.4,0.4984,465.0,0.0343761238697765,0.0336333067883548,0.0066059089351707,0.0007955417875762,2.806316393504062e-05,2927765798153.846,3734011692444.444,2648118816000.0,1919458016000.0,13.771440289646655,6.86948175308514,40353598972160.11,51466142028598.86,36499205229762.086,26456022906751.617,5.898467396996652e-05,7.522782813357566e-05,5.335072398686652e-05,3.867064959369044e-05,3.258085130018173e-05,4.1552941079298586e-05,2.946887535325175e-05,2.136017035094543e-05
74,74,2.25,0.02,100000.0,470,226.5,18.76,5.23,,498.8,0.4988,470.0,0.0358452690591206,0.0331620760572516,0.0067742390541237,0.0014966375330162,1.865822981273101e-05,2834677612588.236,3716877657474.4014,2650244112000.0,1920998512000.0,13.331454035699796,6.637153351808799,37718905408354.78,49457672418944.4,35264788674964.58,25561270474620.12,5.77318752152619e-05,7.569901993750193e-05,5.397564847745242e-05,3.912361881682435e-05,3.19595833009744e-05,4.190595099282607e-05,2.9880187111663808e-05,2.1658304878365014e-05
75,75,2.25,0.02,100000.0,475,226.5,18.76,5.23,,509.2,0.5092,475.0,0.0322172032238654,0.0347637806388872,0.0074284167471207,0.0012555280706713,-1.9213130458241758e-05,2793121110907.749,3773688555111.111,2705501808000.0,1961051408000.0,15.326234562046846,7.793960595421119,42752309262870.88,57761154552096.73,41411183194015.3,30016412803509.625,5.750131677815706e-05,7.768802440472357e-05,5.569751912946063e-05,4.037169666195089e-05,3.188763789301549e-05,4.3082275844205e-05,3.0887333039549e-05,2.2388322849190453e-05
76,76,2.25,0.02,100000.0,480,226.5,18.76,5.23,,502.7,0.5027,480.0,0.0356032991295932,0.0336713949855637,0.0063174338267051,0.0009161192381922,6.935277150618677e-05,2655157608334.5728,3704967551523.333,2670965748000.0,1936018348000.0,13.949460390520205,7.022870984821739,37093354540882.33,51759516843642.84,37314199031394.26,27046761651584.87,5.5256894455226216e-05,7.71046510805718e-05,5.558588008767382e-05,4.0290776405517706e-05,3.0699190171460954e-05,4.28371947059855e-05,3.088196541776747e-05,2.238443219119084e-05
77,77,2.25,0.02,100000.0,485,226.5,18.76,5.23,,498.7,0.4986999999999999,485.0,0.0373007020467582,0.0321586670277332,0.0070374161743951,0.0009396943550884,-4.3451662539535686e-05,2533324209529.852,3654981767124.591,2649712788000.0,1920613388000.0,13.225839015671516,6.583927986441066,33445406380293.32,48253733199325.08,34981989534678.125,25356286818501.293,5.327648767365474e-05,7.686524698699508e-05,5.572417069933818e-05,4.039101474131022e-05,2.9648994158501176e-05,4.2776417110471845e-05,3.101115864980335e-05,2.247807639754061e-05
78,78,2.25,0.02,100000.0,490,226.5,18.76,5.23,,517.7,0.5176999999999999,490.0,0.0404315797620085,0.035257086077086,0.0064257085728506,0.0013020982595946,-1.8239028887852691e-06,2525817177037.736,3772824932809.0615,2750664348000.0,1993786948000.0,12.401147877286148,6.393653400270714,31194127066697.887,46594813521886.79,33971014992454.367,24623493721258.586,5.367614202000098e-05,8.017630442578715e-05,5.845436935612207e-05,4.236996737189955e-05,2.9927382065467463e-05,4.470267058786873e-05,3.2591504889914714e-05,2.362357192451972e-05
79,79,2.25,0.02,100000.0,495,226.5,18.76,5.23,,509.1,0.5091,495.0,0.0371429972073769,0.0329361241607376,0.0068141308491258,0.0012618363440904,-3.915952608091576e-05,2377479946117.8706,3688966852610.224,2704970484000.0,1960666284000.0,13.542219374791156,6.909469849895373,32266992744907.293,50066401974806.06,36711671585258.1,26610026664711.05,5.1054460945242746e-05,7.921758263930537e-05,5.8087055648529785e-05,4.210372431808913e-05,2.8504800550052823e-05,4.4228875427997926e-05,3.243124900637003e-05,2.3507412317774555e-05
80,80,2.25,0.02,100000.0,500,226.5,18.76,5.23,,524.9,0.5248999999999999,500.0,0.0401885138349257,0.0342420609658941,0.0070606867129344,0.0006876056637044,-1.2829064621126731e-05,2341388886200.0,3781494018264.984,2788919676000.0,2021515876000.0,12.617654197230769,6.630121356367954,29574571266826.43,47764839492239.17,35227425995508.47,25534188572498.51,5.080606429301542e-05,8.205506968448685e-05,6.0517085906594816e-05,4.386510338831187e-05,2.840994882205051e-05,4.5883899151907736e-05,3.384019875167446e-05,2.452867309596381e-05
81,81,2.25,0.02,100000.0,505,226.5,18.76,5.23,,515.2,0.5152,505.0,0.0367274264603622,0.0318593616332461,0.0072978864626541,0.001196473315882,-1.853250895092755e-05,2190907889116.2788,3689941760000.001,2737381248000.0,1984158848000.0,13.978429470535213,7.212237819050671,30670319751438.09,51655158213444.09,38320350469692.79,27776058778240.703,4.803034890389666e-05,8.089303573567638e-05,6.001045369253591e-05,4.349787694115869e-05,2.6891115115212952e-05,4.5290196420176925e-05,3.359850709373501e-05,2.4353485718634207e-05
82,82,2.25,0.02,100000.0,510,226.5,18.76,5.23,,501.9,0.5019,510.0,0.0363678708264046,0.0348632378243161,0.0063955969846679,0.0011114122232195,-5.8528208369789216e-05,2027342730496.063,3573459340080.0,2666715156000.0,1932937356000.0,14.275821887095216,7.15922319388652,28918507866357.125,50972689758739.11,38038671042685.62,27571886733223.523,4.4889594000705424e-05,7.912383858005573e-05,5.9046632257919695e-05,4.2799262223613206e-05,2.5174312020484516e-05,4.437305003563792e-05,3.311365088747109e-05,2.4002043356570417e-05
83,83,2.25,0.02,100000.0,515,226.5,18.76,5.23,,513.7,0.5137,515.0,0.0379444910370579,0.0357590177296539,0.007016794859708,0.0010277823502053,-1.5632920923321666e-05,1963113118516.0005,3635635866048.633,2729411388000.0,1978381988000.0,14.014654652339292,7.2066566858769745,27540358732112.39,51004048124340.086,38290696569668.98,27754564494916.844,4.390004688213811e-05,8.130177698907617e-05,6.103636451903472e-05,4.424149642972787e-05,2.4647857511651503e-05,4.56472089893408e-05,3.426911182426325e-05,2.483956573052893e-05
84,84,2.25,0.02,100000.0,520,226.5,18.76,5.23,,519.7,0.5197,520.0,0.0400167025798168,0.0346078864656876,0.0063101036678438,0.0011784797364232,-7.11442329869271e-06,1874210546040.65,3655900198497.0063,2761290828000.0,2001489428000.0,13.95450453578535,7.228350648954885,26067829549261.16,50848813877852.86,38405961802053.06,27838113153281.023,4.232980884868287e-05,8.256999561717524e-05,6.236487846671532e-05,4.520445425882374e-05,2.379629594036421e-05,4.641788151051421e-05,3.505929142236093e-05,2.5412318189551625e-05
