,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
201,201,2.25,0.02,100000.0,1105,226.5,18.76,5.23,,825.5,0.8255000000000001,1105.0,0.1070208258315914,0.0298746413632057,0.0069811725714941,0.0011317525643613,-6.162753247232398e-05,2598657490000.0,1576844248815.7896,2562684841600.0,2843220120000.0,10.845060042174794,8.956508570127335,28194909848589.445,17108442190520.432,27804613865930.727,30848365077575.37,0.0001255066607772,7.615642192027137e-05,0.0001237692994676,0.0001373182362388,6.302044469342296e-05,3.8240293749769056e-05,6.214806643361307e-05,6.895137085714492e-05
202,202,2.25,0.02,100000.0,1110,226.5,18.76,5.23,,861.7,0.8617000000000001,1110.0,0.1079999056490805,0.029972534320139,0.0070818747637771,0.001124013239519,-2.3763565079368225e-05,2712614366000.0,1616264952381.5789,2651830501526.316,2949248265000.0,10.509843488313557,9.05994439447693,28520523754925.49,16993467094486.484,27881440045730.867,31008500970648.2,0.0001316225092427,7.842502469206637e-05,0.0001286731313791,0.0001431045495757,6.591951392939072e-05,3.927701680619335e-05,6.444239913892248e-05,7.166997805610637e-05
203,203,2.25,0.02,100000.0,1115,226.5,18.76,5.23,,839.2,0.8392,1115.0,0.1161487599204292,0.03279341534706,0.0073709316814745,0.0007909658773108,9.79107675332176e-07,2641784816000.0,1545381058105.2637,2559990200421.053,2854087550171.4287,9.73535790696496,8.172785315106678,25727764716249.523,15050128238711.531,24931184838915.85,27795334625917.355,0.0001287631038147,7.53233421636384e-05,0.0001247763564788,0.0001391109409416,7.159968170508918e-05,4.188410471710834e-05,6.938282119276698e-05,7.735367351385821e-05
204,204,2.25,0.02,100000.0,1120,226.5,18.76,5.23,,846.6,0.8466000000000001,1120.0,0.1109943564962122,0.033512504041308,0.0070999854828035,0.0007588162527285,2.076988127757325e-05,2665079868000.0,1530361057184.2102,2559861561350.649,2860947308914.285,10.29066716480058,8.719974832456739,27450306373077.164,15762709547859.912,26366558456828.586,29467739818943.305,0.0001304714667477,7.492025067690327e-05,0.0001253204065629,0.0001400603397158,8.164372749886652e-05,4.688204005735446e-05,7.84204039282981e-05,8.764405347930587e-05
205,205,2.25,0.02,100000.0,1125,226.5,18.76,5.23,,865.6,0.8656,1125.0,0.1067854833469482,0.0298141150240305,0.0070182710858175,0.0009689067823685,-1.0796513283677778e-05,2724891488000.0,1535638926545.4548,2594219050597.404,2906500550857.143,10.773974784520426,9.305701963655643,29294163667548.69,16509008981307.863,27889359188189.84,31246566408823.387,0.0001340049572033,7.551978841646836e-05,0.0001275787363946,0.0001429361439324,8.381999018728746e-05,4.723756535667841e-05,7.98003943725294e-05,8.940644011883357e-05
206,206,2.25,0.02,100000.0,1130,226.5,18.76,5.23,,839.2,0.8392,1130.0,0.106569610980864,0.0304643161701356,0.007233172366175,0.0011041122785805,-5.250731858413885e-05,2641784816000.0,1460888078961.0386,2492756021948.7173,2799817050140.8447,10.822012795907092,9.054291571500473,28502728781252.062,15761804838229.805,26894828216560.2,30207769207380.324,0.0001305001257318,7.216563469894917e-05,0.0001231383314466,0.0001383066761746,8.15997830418009e-05,4.512409548635019e-05,7.699656282949809e-05,8.648110264868294e-05
207,207,2.25,0.02,100000.0,1135,226.5,18.76,5.23,,853.2,0.8532,1135.0,0.1201605854870649,0.0314884218454062,0.0068951334515623,0.0011856797121994,7.66265898969687e-05,2685856536000.0,1457116788623.3772,2511701133230.769,2828184716281.69,9.495541563203574,8.103605737526282,25509988789617.98,13839545204564.309,23855878708626.496,26861807188987.86,0.0001332545001774,7.229253192258484e-05,0.0001246140568633,0.0001403158864691,8.329554552813004e-05,4.518906210356916e-05,7.789452388535145e-05,8.770952046003214e-05
208,208,2.25,0.02,100000.0,1140,226.5,18.76,5.23,,843.6,0.8436,1140.0,0.1198817569887068,0.0320793466770985,0.0070220217281434,0.0008465932616855,-6.115113092948818e-05,2655635928000.0,1413195652363.636,2461155953076.924,2778278496000.0,9.575233938223445,8.083960042124065,25448144533405.715,13542220466347.896,23584502586663.85,26623390644329.71,0.0001323452729072,7.042748680701955e-05,0.0001226532420513,0.000138457241781,8.269170783654938e-05,4.4004360977727975e-05,7.663595256646988e-05,8.651057596318221e-05
209,209,2.25,0.02,100000.0,1145,226.5,18.76,5.23,,848.1,0.8481,1145.0,0.1182230198269735,0.0318728977307636,0.007151707612629,0.0008457405457109,-5.495893482028895e-06,2669801838000.0,1393276946769.2307,2451938796721.5186,2774984013246.5747,9.780369404926905,8.295506772705874,26114089410342.64,13628037198654.775,23983109178709.65,27142906114889.16,0.0001336347979375,6.973936439872592e-05,0.0001227298374701,0.0001388996076832,8.433674142236419e-05,4.4012419167949385e-05,7.745463552361429e-05,8.76593557788879e-05
210,210,2.25,0.02,100000.0,1150,226.5,18.76,5.23,,855.6,0.8556000000000001,1150.0,0.1094141857207432,0.0324011646399924,0.0066868876040741,0.0011755691863757,-2.849887132334032e-05,2693411688000.0,1378188962307.6929,2451194577113.924,2781255788383.561,10.969659810161698,9.38397187565424,29540555785122.04,15115575574605.527,26883988982460.55,30504004321168.65,0.000135420176645,6.929300617411243e-05,0.0001232419106603,0.0001398368291917,8.63328318481954e-05,4.417555491722844e-05,7.856896522578127e-05,8.914852837949746e-05
211,211,2.25,0.02,100000.0,1155,226.5,18.76,5.23,,849.5,0.8495000000000001,1155.0,0.1171286027652285,0.0328196344828345,0.0069089965955776,0.0009655290449027,1.4195387723186956e-05,2674209010000.0,1341429642848.1016,2411507909493.671,2743330497602.7397,10.04650081722922,8.556389487961233,26935342980312.2,13511235426609.871,24289347765658.64,27631552950784.625,0.0001350244381655,6.773060115606926e-05,0.0001217603034742,0.0001385144757781,8.608527731682155e-05,4.318186887179162e-05,7.762868435645247e-05,8.831036234442492e-05
212,212,2.25,0.02,100000.0,1160,226.5,18.76,5.23,,842.1,0.8421000000000001,1160.0,0.1127334944423864,0.0298863133553247,0.0072175186207921,0.0009060460593729,-2.546407542718663e-05,2650913958000.0,1303300356346.1533,2368598248800.0,2701520526486.4863,10.437314473048009,8.77933759815106,27637179172227.566,13587595083901.504,24693888683772.234,28164779397173.312,0.0001344276690183,6.609027366042548e-05,0.0001201114583391,0.0001369939247122,8.570328301752594e-05,4.2135324294360506e-05,7.657609763572822e-05,8.733937876799506e-05
213,213,2.25,0.02,100000.0,1165,226.5,18.76,5.23,,860.3,0.8603,1165.0,0.1242072337902299,0.0325247905748282,0.0072131490520415,0.0009674941778881,6.530873162471894e-06,2708207194000.0,1304742450666.6665,2397475437000.0,2741670422608.108,9.451876694072464,8.134950853688505,25608662588394.336,12337574930715.367,22670399689550.586,25925089090931.48,0.000137940122703,6.645589530209597e-05,0.0001221132772595,0.0001396445424647,8.792509387590784e-05,4.2359979957555904e-05,7.783682627031977e-05,8.901151648171045e-05
214,214,2.25,0.02,100000.0,1170,226.5,18.76,5.23,,874.4,0.8744,1170.0,0.1088673265926899,0.0290006966107823,0.0069994804785184,0.0008688150101932,5.671275624155419e-06,2752593712000.0,1299209976205.128,2414186014814.815,2768114548324.3247,11.06682430671862,9.67427544485862,30454425614906.04,14374331164817.729,26710316196756.69,30626146618721.32,0.0001408077910059,6.646054810227576e-05,0.0001234966854503,0.0001416017529582,8.974493132015924e-05,4.235914278837638e-05,7.87115647140752e-05,9.025096909241946e-05
215,215,2.25,0.02,100000.0,1175,226.5,18.76,5.23,,856.8,0.8568000000000001,1175.0,0.1094296807470072,0.0301519457934105,0.0068596837699869,0.0009554131595099,-2.1693595152740875e-05,2697189264000.0,1246961449822.785,2343559661333.333,2694288139200.0,10.927557816247838,9.365309139580116,29481805865215.41,13629994704399.39,25616434074972.395,29450094928468.797,0.0001385530749437,6.405569884000055e-05,0.0001203873238432,0.0001384040458165,8.830273120138289e-05,4.082401750290671e-05,7.672532350296395e-05,8.820775186611142e-05
216,216,2.25,0.02,100000.0,1180,226.5,18.76,5.23,,880.7,0.8807,1180.0,0.1181495956830531,0.0320786942757441,0.0068606001269172,0.0013695656622807,5.456721059430878e-06,2772425986000.0,1255208868000.0,2386391977073.1704,2750910132720.0,10.025759029588585,8.836770303411962,27817976179734.79,12594518507234.86,23944586982287.68,27602090346514.31,0.0001430344592002,6.475849040677051e-05,0.0001231182681176,0.0001419244175062,9.114335732108634e-05,4.126492499580845e-05,7.845250974160853e-05,9.043602478508003e-05
217,217,2.25,0.02,100000.0,1185,226.5,18.76,5.23,,875.4,0.8754,1185.0,0.1210952406799833,0.0298497613115196,0.0068199918280081,0.0010344014887499,1.3803173910619848e-06,2755741692000.0,1221564076025.3162,2349672883170.7314,2715954531631.579,9.972375072789337,8.722771685731734,27459110811249.79,12172063667649.852,23412908494463.46,27062658542667.05,0.000142776117242,6.32897401972135e-05,0.0001217375242468,0.0001407147280015,9.09653827770149e-05,4.032309852729602e-05,7.75612946013366e-05,8.965203244268179e-05
218,218,2.25,0.02,100000.0,1190,226.5,18.76,5.23,,865.2,0.8652000000000001,1190.0,0.1247237644785627,0.0329868092363413,0.0071282357453766,0.0011812604229134,-2.2274368588975616e-05,2723632296000.0,1181854115399.9998,2300348811804.878,2666160702947.3687,9.670654773940893,8.3627805893944,26325866039801.785,11423470475916.56,22234526574431.7,25770361736956.05,0.0001416975418927,6.148620842617102e-05,0.0001196761297798,0.0001387075702008,9.027468209012112e-05,3.917250676654347e-05,7.624496815779911e-05,8.836978846712413e-05
219,219,2.25,0.02,100000.0,1195,226.5,18.76,5.23,,862.8,0.8628,1195.0,0.1238897677080557,0.0307871847895978,0.0067180650429333,0.0011805569266505,-6.157609569044788e-05,2716077144000.0,1153415176556.9617,2272121221012.0483,2640722657142.8574,9.802905584812605,8.435812772099778,26555769890314.664,11277230502935.717,22215101084808.043,25819010105121.664,0.0001419086002665,6.026321218197307e-05,0.0001187129543879,0.0001379715067354,9.03855634794126e-05,3.838332828252213e-05,7.561160672787759e-05,8.787791830065515e-05
220,220,2.25,0.02,100000.0,1200,226.5,18.76,5.23,,859.1,0.8591000000000001,1200.0,0.1259002604872193,0.0327773385239459,0.006623897431535,0.0009438280915668,-1.3456845267457647e-05,2704429618000.0,1123713216587.5,2240740824928.572,2611479971736.8423,9.620605967106853,8.281030945909595,26068519797104.49,10831688884749.97,21598933899425.56,25172560191567.805,0.0001418912581852,5.8957009300507424e-05,0.0001175632498623,0.000137014539572,9.036060375618542e-05,3.754558965921355e-05,7.486779927791736e-05,8.72549632546315e-05
221,221,2.25,0.02,100000.0,1205,226.5,18.76,5.23,,870.5,0.8705,1205.0,0.1256863070159169,0.0295061666818286,0.0070252602706419,0.0009042614332119,5.5705328241771785e-05,2740316590000.0,1113815631250.0002,2248672243855.422,2628020750769.231,9.689373412764263,8.427574372668913,26529835573674.28,10783186754509.53,21770077627625.33,25442665514100.95,0.0001443890431163,5.868766178010411e-05,0.0001184839863968,0.0001384721031425,9.19217678471994e-05,3.7362070592122485e-05,7.54299443788424e-05,8.815489211406477e-05
222,222,2.25,0.02,100000.0,1210,226.5,18.76,5.23,,876.8,0.8768,1210.0,0.1218459702768995,0.0343965837591058,0.007008024354855,0.0006878621296416,-7.784959257288066e-06,2760148864000.0,1097174912000.0,2243065875809.524,2628846469818.182,10.053445708833888,8.831725621112305,27802095620749.117,11051491538722.672,22593684266913.41,26479528651304.6,0.0001460374790425,5.805073063525868e-05,0.0001186789923188,0.0001390903643819,9.295464879519086e-05,3.6950002929934165e-05,7.554063602503995e-05,8.853272500103327e-05
223,223,2.25,0.02,100000.0,1215,226.5,18.76,5.23,,884.8,0.8847999999999999,1215.0,0.1197958628654077,0.0315605910857528,0.0069203680741733,0.0009123327742395,-4.082058031881161e-05,2785332704000.0,1082566514399.9998,2241534624000.0,2634512418461.539,10.276559965640464,9.106558271421292,28667263307268.8,11142015196737.156,23070372593653.277,27114987404501.637,0.0001479680603549,5.751028130712839e-05,0.0001190793222135,0.0001399558810266,9.416683978673845e-05,3.6599529877918906e-05,7.578205343710171e-05,8.906789069369307e-05
224,224,2.25,0.02,100000.0,1220,226.5,18.76,5.23,,875.9,0.8759,1220.0,0.1237346203912693,0.0308401124106339,0.0071027842280844,0.001082277660042,-6.143803374900534e-06,2757315682000.0,1047563964382.716,2197330347741.1765,2589944667384.616,10.131735328318666,8.875697614627686,27940518576895.664,10615208334103.889,22266057456325.355,26244509311934.387,0.0001470932598912,5.5883916184003656e-05,0.0001172199781175,0.000138164594845,9.358284823122532e-05,3.555415150006333e-05,7.457703656817923e-05,8.79023030686574e-05
225,225,2.25,0.02,100000.0,1225,226.5,18.76,5.23,,852.3,0.8523,1225.0,0.1344188643798815,0.0283392538439632,0.0070735800546911,0.0012422806298398,2.787614678409988e-05,2683023354000.0,996199175333.3333,2117143180905.882,2502610456846.1533,9.15389982831155,7.7978925138454915,24547609675735.324,9114459804799.78,19370239306728.867,22896969783541.09,0.0001437166194598,5.336158463703698e-05,0.0001134051481208,0.0001340527707843,9.14096261709308e-05,3.394014221801274e-05,7.213029526128457e-05,8.526302462880805e-05
226,226,2.25,0.02,100000.0,1230,226.5,18.76,5.23,,870.5,0.8705,1230.0,0.1283901018437973,0.0314315355033317,0.0065808995631693,0.001002375305146,-1.7525002646727844e-05,2740316590000.0,994091655555.5552,2141026735813.9536,2538187040949.3667,9.712368959474372,8.4385506792312,26564388767206.234,9636637352333.6,20754925463245.258,24604962640343.6,0.0001473738658411,5.346211850640763e-05,0.0001151441362934,0.0001365033652744,9.372000075240942e-05,3.399836027947069e-05,7.322403112970696e-05,8.680708362515533e-05
227,227,2.25,0.02,100000.0,1235,226.5,18.76,5.23,,862.8,0.8628,1235.0,0.1124944540439855,0.031800100438955,0.0072985494685606,0.0009390879494908,2.76086079163822e-05,2716077144000.0,962421231407.4076,2101043808279.069,2498072921924.0503,11.145165122101744,9.610143446070442,30252539365360.824,10719756709977.912,23402100584190.98,27824338338472.934,0.000146669427493,5.197119357584337e-05,0.0001134573416586,0.00013489709823,9.323954068128844e-05,3.303872047838517e-05,7.212621337650984e-05,8.575572764680007e-05
228,228,2.25,0.02,100000.0,1240,226.5,18.76,5.23,,875.1,0.8751,1240.0,0.1299041312414828,0.032029926956965,0.0072982011816201,0.0009942287191094,1.1765817368954734e-05,2754797298000.0,953243404962.9626,2109743077220.9304,2515819958175.0,9.59176453896367,8.395424629919095,26428628826492.71,9145107028149.926,20240188542225.92,24135957994862.785,0.0001493626023538,5.16839898693647e-05,0.0001143883495677,0.000136405468482,9.492492619087e-05,3.284690308202953e-05,7.269761954256705e-05,8.669023452747684e-05
229,229,2.25,0.02,100000.0,1245,226.5,18.76,5.23,,864.5,0.8644999999999999,1245.0,0.1263733761061984,0.0299816775658289,0.006896546295107,0.0011884112654645,-2.158691563119684e-05,2721428710000.0,919370775555.556,2063323058837.2097,2467742049500.0,10.23007535304983,8.825529271431485,27782589635880.89,9385695420432.88,21064104166786.977,25192746896708.598,0.000148164646628,5.005394614227581e-05,0.0001123349403821,0.0001343530063417,9.41213254455879e-05,3.1796679315265625e-05,7.136056895651802e-05,8.534750578006195e-05
230,230,2.25,0.02,100000.0,1250,226.5,18.76,5.23,,861.5,0.8615,1250.0,0.1362362264551165,0.0326248393984032,0.0067652494459377,0.0010617031204505,-2.804716625754732e-05,2711984770000.0,894240190740.7405,2035451295574.7124,2441674148518.5186,9.274850497187783,7.998126743653451,25177943026486.195,8302085182603.924,18897037077817.965,22668391534014.2,0.0001482434574272,4.888126921370517e-05,0.0001112625486759,0.0001334676439525,9.414227539547268e-05,3.104213830316415e-05,7.065748249834983e-05,8.475886836039888e-05
231,231,2.25,0.02,100000.0,1255,226.5,18.76,5.23,,871.0,0.8710000000000001,1255.0,0.1188048647165259,0.0299426310354117,0.0065112767929437,0.0012741048003954,3.67997648874916e-05,2741890580000.0,882185683086.4199,2037047745977.012,2450985290000.0,10.82577918323438,9.45188872332718,29754356663259.49,9573273145631.707,22105566726841.742,26597520348555.45,0.0001504556391011,4.840813551164377e-05,0.0001117788298104,0.0001344928061405,9.552510699969742e-05,3.07345896240829e-05,7.096898954223152e-05,8.539021716977287e-05
232,232,2.25,0.02,100000.0,1260,226.5,18.76,5.23,,873.1,0.8730999999999998,1260.0,0.1341637521318034,0.030902214553653,0.0067976869485823,0.001246419572886,1.8813232932972768e-06,2748501338000.0,862642583168.2924,2021211220750.0,2439281223876.543,9.44581415197996,8.241986053970654,25945607258178.543,8143268972665.544,19080053480186.12,23026596986488.305,0.000151435906589,4.7529560869516336e-05,0.0001113639456493,0.0001343986115109,9.610346154115122e-05,3.016296087219636e-05,7.067320365986699e-05,8.529134261126258e-05
233,233,2.25,0.02,100000.0,1265,226.5,18.76,5.23,,883.4,0.8834,1265.0,0.1320408898772711,0.0306218235018536,0.0068398443634676,0.0008235060999077,1.3788449802640624e-05,2780925532000.0,851178639370.3705,2024119928269.6624,2450287750771.0845,9.73379422324223,8.599534199538631,27071161669463.617,8285872559635.794,19703971640392.4,23852539406233.336,0.0001538304282034,4.7084027625077287e-05,0.0001119667649197,0.0001355407793503,9.758369603320352e-05,2.9868170383743697e-05,7.102711005460631e-05,8.598149512230164e-05
234,234,2.25,0.02,100000.0,1270,226.5,18.76,5.23,,868.0,0.868,1270.0,0.1413309936604719,0.0291512849779752,0.0071815666950366,0.0009227012348699,-1.1770714770892457e-05,2732446640000.0,815383790320.9875,1968399685393.2583,2390160366829.269,9.077944782236562,7.893247995713699,24847786825546.81,7414777037659.646,17899846626144.945,21735171111646.82,0.0001517350628415,4.52789484900374e-05,0.000109306892068,0.0001327276178619,9.622544627291833e-05,2.8714437807777333e-05,6.931887905794974e-05,8.417154230759879e-05
235,235,2.25,0.02,100000.0,1275,226.5,18.76,5.23,,872.7,0.8727,1275.0,0.1392057283547501,0.0306007791037487,0.0074072809008194,0.0007013318510273,2.9558314557820852e-05,2747242146000.0,799016204242.6829,1958613357303.372,2385647628000.0,9.20109678193543,8.024557939486353,25261147902344.24,7347028561400.104,18009632596233.29,21936252565697.48,0.0001531628985657,4.454636007278827e-05,0.0001091956525968,0.0001330034581017,9.708564291038714e-05,2.8236681647330745e-05,6.921604536519186e-05,8.430714200395093e-05
236,236,2.25,0.02,100000.0,1280,226.5,18.76,5.23,,884.1,0.8841000000000001,1280.0,0.1304478588803249,0.0307923355723505,0.0068371411524854,0.0009741248075179,1.4442797966344028e-05,2783129118000.0,788710213789.0248,1963578451044.944,2399208693000.0,9.86754142416152,8.73806960096227,27507268342437.207,7795277392917.463,19407176984708.062,23712761618219.34,0.0001557664287478,4.414260643687963e-05,0.0001098977409661,0.0001342791347739,9.869987190534542e-05,2.7970530209307243e-05,6.963562715822609e-05,8.508465853840179e-05
237,237,2.25,0.02,100000.0,1285,226.5,18.76,5.23,,861.1,0.8610999999999999,1285.0,0.1296229733054587,0.0322285077385595,0.0067988887358829,0.0013765624111298,-2.3315849771180326e-06,2710725578000.0,748278274027.1603,1892524049155.556,2319673927464.285,10.015056351024178,8.623868823748053,27147766579782.4,7493965484694.959,18953523569511.12,23231405950900.54,0.0001522956123791,4.20402193781256e-05,0.0001063269227057,0.0001303253136983,9.646263973552516e-05,2.6627888176958363e-05,6.734649461610516e-05,8.254685468160852e-05
238,238,2.25,0.02,100000.0,1290,226.5,18.76,5.23,,875.5,0.8755,1290.0,0.137995288291745,0.0311272255030056,0.0075263355632038,0.0012071020174913,-1.966290716694081e-05,2756056490000.0,740842511932.0988,1903986329166.6667,2341146408928.572,9.367464491911088,8.203660390672365,25824958836628.8,6941885060952.117,17840842070778.14,21937144561612.99,0.0001554506168416,4.178594520114708e-05,0.0001073910677814,0.000132048328728,9.841406942404924e-05,2.6454220610543903e-05,6.798809946782742e-05,8.359833916908844e-05
239,239,2.25,0.02,100000.0,1295,226.5,18.76,5.23,,891.0,0.891,1295.0,0.137085674115292,0.0323042834307722,0.0071357044592385,0.0012650090858633,-7.097472227035758e-06,2804850180000.0,733975201756.0978,1917263297472.528,2364991153411.7646,9.59293740980879,8.56500147414868,26962453340590.56,7055554079718.912,18430261469341.59,22734178131672.68,0.0001588159297585,4.155906611976531e-05,0.0001085590793231,0.0001339102785517,0.0001004951641508,2.6297646451528558e-05,6.869375454482853e-05,8.473542575363807e-05
240,240,2.25,0.02,100000.0,1300,226.5,18.76,5.23,,880.1,0.8801,1300.0,0.132150857747888,0.0310464860649252,0.0069224893211479,0.0010576550011331,2.946719727479028e-05,2770537198000.0,705514573732.9265,1873740347000.0005,2318767786400.0,9.896680730533555,8.718936721861594,27447038421685.863,6989361350674.404,18562690056461.76,22971468699366.76,0.0001574902923638,4.0104748120467045e-05,0.0001065121649606,0.0001318096060459,9.960264445871695e-05,2.536371549124517e-05,6.736220460240367e-05,8.336123535100429e-05
241,241,2.25,0.02,100000.0,1305,226.5,18.76,5.23,,887.6,0.8876000000000002,1305.0,0.1398907652803018,0.0304601952299657,0.0068278629016534,0.0010230096075029,-2.8872756236979665e-05,2794147048000.0,692206626112.1951,1869587969230.769,2321104240325.581,9.470243853618792,8.413886129379108,26486745257562.85,6561680633291.696,17722510457373.625,22002598887470.09,0.0001594374383327,3.949815430912442e-05,0.0001066809696952,0.0001324450387983,0.0001014389872608,2.5129936943855528e-05,6.787370418806861e-05,8.426559498152413e-05
242,242,2.25,0.02,100000.0,1310,226.5,18.76,5.23,,884.1,0.8840999999999999,1310.0,0.1396860840920907,0.0294600358904506,0.0071321013920022,0.0010719671245337,7.49988125167782e-05,2783129118000.0,670082505980.488,1842256636500.0,2294688951767.4424,9.506615152923391,8.430868418405165,26540205163771.094,6389975610673.777,17567948529878.04,21882389563985.277,0.000159405521654,3.8379409250649584e-05,0.0001055164412828,0.0001314297949831,0.0001020421832274,2.456827511541957e-05,6.754551488030856e-05,8.413374318561582e-05
243,243,2.25,0.02,100000.0,1315,226.5,18.76,5.23,,868.4,0.8684000000000001,1315.0,0.1368360609195178,0.032500089596787,0.0074110212183239,0.000850463853548,-1.522915306382257e-07,2733705832000.0,640318255960.9753,1790078039043.478,2237033640883.72,9.86659545402323,8.576251057459277,26997866803860.65,6323733440575.536,17678671896915.316,22092770760249.867,0.000157178144139,3.681597118175181e-05,0.0001029229775739,0.0001286212993127,0.0001005402997776,2.354964043820925e-05,6.58355337886506e-05,8.227367781655198e-05
244,244,2.25,0.02,100000.0,1320,226.5,18.76,5.23,,887.1,0.8870999999999999,1320.0,0.1457736402505815,0.0318481842124186,0.0072774597350537,0.0010619273177063,-1.3488204710366407e-05,2792573058000.0,635708852769.512,1808831620903.225,2267975126372.093,9.120524212786435,8.085257342281313,25452228408354.73,5794013830918.642,16486156176145.207,20670908062914.39,0.0001611673945404,3.668857980051303e-05,0.0001043928568558,0.0001308913444369,0.0001030241665313,2.3452698766675712e-05,6.673177971309766e-05,8.367059419951644e-05
245,245,2.25,0.02,100000.0,1325,226.5,18.76,5.23,,880.0,0.8799999999999999,1325.0,0.1356402766017026,0.0323255721876396,0.0068609795995133,0.0010047359082619,3.77229843024656e-05,2770222400000.0,612229779512.1952,1774860953191.4895,2232809100000.0005,9.842643912895973,8.667361668891987,27284681186438.598,6030019231247.946,17481092946937.51,21991550008287.742,0.0001604713087632,3.546477495172213e-05,0.0001028127777869,0.0001293404451915,0.0001035055447615,2.2875122534456547e-05,6.631523513643286e-05,8.342583694515018e-05
246,246,2.25,0.02,100000.0,1330,226.5,18.76,5.23,,865.1,0.8651000000000002,1330.0,0.146457320139325,0.0297657758148605,0.0067845359693069,0.0011882508185356,-1.6471563202921263e-05,2723317498000.0,584683532000.0002,1725715154161.2903,2178348146227.273,9.251024315086472,7.999244678875941,25181462264207.887,5406342194171.068,15957019725095.678,20142341714770.297,0.0001583495367502,3.399690506366934e-05,0.00010034312761,0.0001266618453739,0.0001030700741048,2.2128662932404825e-05,6.531357028844486e-05,8.244448362074305e-05
247,247,2.25,0.02,100000.0,1335,226.5,18.76,5.23,,876.7,0.8766999999999999,1335.0,0.1384071982208524,0.0303673592858504,0.0069479734908432,0.0011937853697862,-8.346611697422747e-06,2759834066000.0,575452964712.1951,1729648891276.5952,2190720873750.0,9.823383829094512,8.607756548077997,27097045458218.58,5650004591208.276,16982316151205.615,21509287037792.54,0.0001610702008971,3.358474546530319e-05,0.000100946248121,0.0001278554589899,0.0001048346121645,2.185906360015328e-05,6.570216410173348e-05,8.321637013971191e-05
248,248,2.25,0.02,100000.0,1340,226.5,18.76,5.23,,873.3,0.8733000000000001,1340.0,0.1366243952245212,0.0329415579931609,0.0066916897979744,0.0009757481009107,1.965577496702132e-05,2749130934000.0,555885759899.9999,1703904363000.0,2165521126887.6409,9.919389343304385,8.654342904768665,27243698377353.656,5508789627908.509,16885574984923.188,21460165349372.145,0.000161058265701,3.256665417793605e-05,9.982350357754656e-05,0.0001268673938814,0.0001048118483979,2.1193393618562517e-05,6.496211714425144e-05,8.256146305978225e-05
249,249,2.25,0.02,100000.0,1345,226.5,18.76,5.23,,876.5,0.8764999999999998,1345.0,0.1458562155522258,0.0320726077594075,0.0073708684103429,0.0008466208186814,-4.415686190718693e-06,2759204470000.0,541218440853.65857,1691193788989.3618,2156745937359.5508,9.443946783582389,8.257851532717545,25995551467964.176,5099031980990.74,15933402421595.2,20319552475193.277,0.000162245645254,3.182451178028432e-05,9.944490541663036e-05,0.0001268201179218,0.000105575878522,2.0708727093900027e-05,6.471041634102277e-05,8.252391207736622e-05
250,250,2.25,0.02,100000.0,1350,226.5,18.76,5.23,,876.9,0.8769000000000002,1350.0,0.1480413523710467,0.0306286485133353,0.0069221829334123,0.0009924328039269,1.8771451125145127e-05,2760463662000.0,525348740378.3133,1673102215989.474,2141088438700.0005,9.235169283399104,8.105896857205098,25517201188544.504,4856223860838.4375,15465838743724.438,19791814398741.59,0.0001628992237852,3.100164048607622e-05,9.873234560189362e-05,0.0001263489353332,0.0001060069607993,2.017437291202567e-05,6.425025022616679e-05,8.222179531420409e-05
251,251,2.25,0.02,100000.0,1355,226.5,18.76,5.23,,864.7,0.8647,1355.0,0.1400402990390375,0.0303597913567618,0.0068875584156015,0.001086965586879,2.9446399987667075e-05,2722058306000.0,501879641209.7565,1631326727231.5796,2094937513333.3333,9.88058313909452,8.549195411719335,26912696172184.23,4962029751203.649,16128750978909.838,20712420697152.824,0.0001612337104118,2.972747371136664e-05,9.662719587813098e-05,0.0001240879181798,0.0001052131295596,1.939867621409974e-05,6.30541197182103e-05,8.097362629009265e-05
252,252,2.25,0.02,100000.0,1360,226.5,18.76,5.23,,876.4,0.8764,1360.0,0.1420853525039547,0.0304916373539097,0.006768002909224,0.0008466923993838,4.9429498260336416e-05,2758889672000.0,492854291931.7072,1634775942333.3335,2106780175076.9224,9.703652951029063,8.505938763426613,26776525108491.707,4783419016959.246,15866389841864.863,20447447691927.773,0.0001640123130949,2.9299530626001392e-05,9.718525043438245e-05,0.000125245272837,0.0001073360102398,1.917474767565671e-05,6.360179207857877e-05,8.196535756408409e-05
