,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,M1.grazingIncAngle,PG.cFactor,M3.grazingIncAngle,KB_ver.grazingIncAngle,KB_hor.grazingIncAngle,KB2_ver.grazingIncAngle,KB2_hor.grazingIncAngle,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
50,50,0.02,580,100000.0,17.15,2.43,0.81,0.4,1.18256256858225,0.4,0.4,0.4,0.4,0.4,,235.5,0.0075666552732203,580.0,0.037851990986644,0.0003768279832198,0.0004295786670083,-1.3101375440838965e-06,5.335947141786829e-06,244402965325.0205,132416467281.35786,87773201169.35721,16.460137908340634,0.1238507178240884,4000378185718.0576,2167387561921.548,1436668326759.4265,6.143911227315772e-06,3.3287444730039026e-06,2.206482050676872e-06,3.518158679771128e-06,1.9061231237150076e-06,1.2634873277196622e-06
51,51,0.02,580,100000.0,17.15,2.43,0.81,0.5,1.18256256858225,0.5,0.5,0.5,0.5,0.5,,305.8,0.0098254062953325,580.0,0.0446866091954461,0.0003530692278693,0.0003799544830318,1.6809766732583898e-06,-2.59817885204862e-07,317360623339.2411,171944610168.31946,113974713025.85748,13.243913217368046,0.1300211003308312,4199681540685.85,2275369255789.547,1508244763837.6426,7.977953517253348e-06,4.322420636282773e-06,2.8651473931931533e-06,4.568377597766501e-06,2.4751271814524385e-06,1.6406557317056164e-06
52,52,0.02,580,100000.0,17.15,2.43,0.81,0.6,1.18256256858225,0.6,0.6,0.6,0.6,0.6,,353.3,0.0113515894183812,580.0,0.0444704385566978,0.0003635027681525,0.0004048661825385,5.167445697381803e-06,-9.827026432521089e-07,366656338213.7144,198652814821.6719,131678437253.2225,13.400704866515076,0.1525579134766896,4927620605297.079,2669763485842.0703,1769671796329.6008,9.217171280724684e-06,4.993823449309039e-06,3.3101915435419914e-06,5.277984974790401e-06,2.8595893826263787e-06,1.8954992479123424e-06
53,53,0.02,580,100000.0,17.15,2.43,0.81,0.7,1.18256256858225,0.7,0.7,0.7,0.7,0.7,,400.2,0.0128584944388229,580.0,0.0459238441133265,0.0003880285496595,0.0004211247902241,2.0048586506913083e-06,-3.7849877147175833e-06,415329370373.9839,225023652679.403,149158535490.34714,12.933059671536371,0.1672048960194896,5400718141429.519,2926085680341.0703,1939576793826.0808,1.0440735767183748e-05,5.656745384697077e-06,3.749614083570634e-06,5.97862889020979e-06,3.2391952191539105e-06,2.1471236881248778e-06
54,54,0.02,590,100000.0,17.15,2.43,0.81,0.2,1.18333929872482,0.2,0.2,0.2,0.2,0.2,,90.8,0.0030650213197025,590.0,0.0464981903609104,0.0005025894757386,0.0004385370862094,4.535661962252915e-06,-1.3389111419968596e-06,99000188626.3928,53637873094.79485,35554247308.54974,12.9429241656487,0.0399603037923167,1290717812491.8328,699305316365.5442,463539523990.875,2.5327429042074368e-06,1.3722291276665682e-06,9.095918789104108e-07,1.4481058172258848e-06,7.845774551533434e-07,5.200627702730733e-07
55,55,0.02,590,100000.0,17.15,2.43,0.81,0.3,1.18333929872482,0.3,0.3,0.3,0.3,0.3,,176.5,0.0059578883582323,590.0,0.0411942798789595,0.0003430241165935,0.000374575842631,-1.3570462995712073e-06,-6.643005258809422e-06,192439793970.90677,104263046269.06712,69111504955.49591,14.673252591888232,0.0877998000245358,2835933540792.509,1536496500429.378,1018477680284.6162,4.923228222385602e-06,2.667383711818825e-06,1.7680943461199065e-06,2.814875294497452e-06,1.525087233860849e-06,1.0109149664449058e-06
56,56,0.02,590,100000.0,17.15,2.43,0.81,0.4,1.18333929872482,0.4,0.4,0.4,0.4,0.4,,284.6,0.0096068840042659,590.0,0.0448676659354077,0.0004062744415078,0.0004149706621121,-2.2569133533950185e-06,7.178517673813645e-07,310302353337.7907,168120470074.6544,111439854449.4852,13.765901467347632,0.1319947833242128,4263431501372.075,2309908708173.7246,1531139486560.869,7.938531173319787e-06,4.30106178121041e-06,2.850989523545187e-06,4.538886735489944e-06,2.459149160095171e-06,1.6300645861202274e-06
57,57,0.02,590,100000.0,17.15,2.43,0.81,0.5,1.18333929872482,0.5,0.5,0.5,0.5,0.5,,371.0,0.0125233800617802,590.0,0.0411446162634433,0.0003771859924367,0.0003883502238617,-2.6604675928148783e-06,-1.30227847911957e-06,404505175995.50366,219159151081.1552,145271208716.65146,14.656524493912936,0.1834641277292396,5925891325654.441,3210622235261.6943,2128183881659.18,1.0348542042521578e-05,5.606795224276397e-06,3.716504262948925e-06,5.916820024127791e-06,3.20570744341289e-06,2.124926076776544e-06
58,58,0.02,590,100000.0,17.15,2.43,0.81,0.6,1.18333929872482,0.6,0.6,0.6,0.6,0.6,,436.7,0.0147411322721817,590.0,0.0452263651975499,0.0003905651944743,0.0003839362372862,-1.37945504874659e-06,5.112749137666667e-07,476138572391.4728,257969814763.18195,170997134357.30914,13.305447145387037,0.1966711939999796,6352479566199.342,3441745894999.644,2281385850399.764,1.218115447431044e-05,6.599696696607822e-06,4.374656096037186e-06,6.96462346236282e-06,3.7734028046857386e-06,2.501227001963118e-06
59,59,0.02,590,100000.0,17.15,2.43,0.81,0.7,1.18333929872482,0.7,0.7,0.7,0.7,0.7,,494.6,0.0166955896996132,590.0,0.0422896608554423,0.0004166142469261,0.0003877744926047,-1.5910687048306355e-06,1.950986862843311e-06,539267547297.50977,292172819743.2328,193668840515.5143,14.429820490681228,0.2404799797414084,7767503345647.49,4208399645474.647,2789567765000.337,1.3796196480407471e-05,7.474719455329124e-06,4.954671181818164e-06,7.8880301453736e-06,4.273700543159071e-06,2.8328529314654413e-06
60,60,0.02,600,100000.0,17.15,2.43,0.81,0.2,1.18413280440169,0.2,0.2,0.2,0.2,0.2,,104.0,0.0035423618829731,600.0,0.0423704855251711,0.00046021683182,0.0004130739961102,-1.1152523309041856e-05,-7.231454677374039e-06,114418288820.03374,61991332952.03066,41091397842.48891,15.186111794196671,0.0547464448294354,1768310167990.7676,958062784515.1216,635058760021.4521,2.978560649292286e-06,1.6137712496165634e-06,1.0696997997458366e-06,1.6999589760280765e-06,9.21030404968772e-07,6.105115827221575e-07
61,61,0.02,600,100000.0,17.15,2.43,0.81,0.3,1.18413280440169,0.3,0.3,0.3,0.3,0.3,,199.4,0.006791797687162,600.0,0.0434532343271484,0.0004122803822843,0.0003512845165985,-3.694984942261765e-06,2.8874355522831727e-06,219375065295.3339,118856459525.3357,78784853171.07967,14.60429194283287,0.099825882779827,3224376013788.415,1746952948646.974,1157980240245.994,5.710817244893095e-06,3.094096030514834e-06,2.05094365451269e-06,3.2593444213461387e-06,1.7658986802958957e-06,1.170538553796137e-06
62,62,0.02,600,100000.0,17.15,2.43,0.81,0.4,1.18413280440169,0.4,0.4,0.4,0.4,0.4,,301.2,0.0102592249918415,600.0,0.044666470606296,0.0003573789146416,0.000394121781308,5.00912127614685e-07,7.738499896657504e-07,331372967236.4823,179536437357.22723,119007009905.36208,13.830852218826989,0.1419241292665936,4584149375310.978,2483672262165.39,1646319899492.487,8.626369880450351e-06,4.673729811389509e-06,3.098015189263903e-06,4.9233427267274685e-06,2.667445749774943e-06,1.7681354684222484e-06
63,63,0.02,600,100000.0,17.15,2.43,0.81,0.5,1.18413280440169,0.5,0.5,0.5,0.5,0.5,,404.7,0.0137845562888388,600.0,0.0428597032766219,0.0003888752832056,0.000382326253717,2.065447597444398e-06,2.385335416960881e-06,445241168129.4967,241229735054.68085,159900852950.5313,14.293165813895854,0.1974272573471852,6376900412314.084,3454977003575.7417,2290156185227.3486,1.159061052662104e-05,6.279742545382918e-06,4.162572201510962e-06,6.615128823063103e-06,3.584048123950597e-06,2.375711899304396e-06
64,64,0.02,600,100000.0,17.15,2.43,0.81,0.6,1.18413280440169,0.6,0.6,0.6,0.6,0.6,,482.6,0.0164379215838735,600.0,0.044010087918616,0.0004153937901176,0.0003982028799516,4.260058005888508e-06,-2.4026158282040654e-06,530944867159.1181,287663627717.78845,190679890372.93405,14.005058450253731,0.2293786587756759,7408930678454.334,4014126528574.329,2660792441797.841,1.3821667012965936e-05,7.488519279470708e-06,4.963818493820584e-06,7.888463479145672e-06,4.273935321518552e-06,2.833008555978012e-06
65,65,0.02,600,100000.0,17.15,2.43,0.81,0.7,1.18413280440169,0.7,0.7,0.7,0.7,0.7,,585.7,0.0199496284120902,600.0,0.0489172480373212,0.0004476751339653,0.0004013705960793,3.953459211025065e-06,-1.3538280892311415e-06,644372997710.5168,349118497211.5803,231415689580.2476,12.37830469215586,0.2473012118561607,7987829142953.995,4327771207482.815,2868694057531.466,1.677445165663934e-05,9.08832520096559e-06,6.024261276068619e-06,9.573711271727347e-06,5.186995271059709e-06,3.438236865388151e-06
66,66,0.02,610,100000.0,17.15,2.43,0.81,0.2,1.184814908884,0.2,0.2,0.2,0.2,0.2,,109.5,0.0039392631302892,610.0,0.0466508427280697,0.0003846705954814,0.0004483494763334,-4.636424572168502e-06,2.5904807410899845e-06,127238199108.34416,68937104780.06262,45695452311.3558,16.47704967375731,0.0645922433739359,2086329460978.1316,1130364259043.8794,749270023137.6569,3.3683665444400167e-06,1.8249663940464487e-06,1.209692009767932e-06,1.919400323852012e-06,1.0399227760808112e-06,6.893202401449949e-07
67,67,0.02,610,100000.0,17.15,2.43,0.81,0.3,1.184814908884,0.3,0.3,0.3,0.3,0.3,,208.8,0.0075115812018666,610.0,0.0457873975198821,0.0003625046243169,0.0003781615088137,-3.714148940526304e-06,2.250998302118393e-06,242624072820.29465,131452671032.66736,87134341941.6538,13.867962333941213,0.1044591676055299,3374031113658.619,1828035433096.7756,1211726344224.148,6.422967438165074e-06,3.4799359185104894e-06,2.3067003802698096e-06,3.6600071928794527e-06,1.982976033293821e-06,1.3144298277833328e-06
68,68,0.02,610,100000.0,17.15,2.43,0.81,0.4,1.184814908884,0.4,0.4,0.4,0.4,0.4,,329.1,0.0118393743943214,610.0,0.0421826391596936,0.0003924511831927,0.0004113947650981,-2.972494780331954e-06,-7.384611641261522e-06,382411792936.585,207189051900.62665,137336742974.1296,15.53410486193645,0.1840125631248196,5943605788931.674,3220219854684.3438,2134545732247.9077,1.0123556436303283e-05,5.484898997997135e-06,3.635704478672388e-06,5.768718233604539e-06,3.125466535234658e-06,2.0717378176412584e-06
69,69,0.02,610,100000.0,17.15,2.43,0.81,0.5,1.184814908884,0.5,0.5,0.5,0.5,0.5,,429.0,0.0154332774693525,610.0,0.0466172022619957,0.0003541837572251,0.00039620496914,2.7479817403346187e-06,-1.6401798426872632e-06,498494862260.0881,270082355713.67,179026018644.48984,13.231387301527109,0.2040269505193019,6590070501773.451,3570471634087.784,2366712626023.9023,1.3196614133011572e-05,7.149868338318965e-06,4.739341298542857e-06,7.519842364680483e-06,4.074217999439891e-06,2.70062450248587e-06
70,70,0.02,610,100000.0,17.15,2.43,0.81,0.6,1.184814908884,0.6,0.6,0.6,0.6,0.6,,526.4,0.0189372430299934,610.0,0.0491429091758731,0.0004168585999254,0.0004084269437385,-1.9286979809397654e-06,-2.461731704667558e-07,611672949868.7887,331401753024.8856,219672019147.92413,13.008892155182595,0.2473095566106982,7988098678525.555,4327917240687.22,2868790856684.1,1.6192768483956392e-05,8.77317177923334e-06,5.815359579377529e-06,9.227144570554328e-06,4.999226934510859e-06,3.313773282304341e-06
71,71,0.02,610,100000.0,17.15,2.43,0.81,0.7,1.184814908884,0.7,0.7,0.7,0.7,0.7,,611.0,0.0219807285169566,610.0,0.0512326271964183,0.0003945830608848,0.0003964871229528,-1.4504534832202888e-06,1.949442433740486e-06,709977531097.7013,384662749046.7422,254976450796.6977,12.115241672454156,0.2663859933832032,8604267586277.466,4661754884206.058,3090077523245.1577,1.8795177704592244e-05,1.0183145815181556e-05,6.749970940348917e-06,1.0710078519393416e-05,5.80267412041439e-06,3.846343988388968e-06
72,72,0.02,620,100000.0,17.15,2.43,0.81,0.2,1.18564428721044,0.2,0.2,0.2,0.2,0.2,,102.2,0.0037695063403917,620.0,0.0465235467654488,0.0004386884570201,0.0003676087166254,4.017721676508031e-06,2.3687400821956496e-06,121755054794.65308,65966360956.855385,43726273548.54414,19.88769766804697,0.0774563184866392,2501839087118.448,1355485573516.1873,898493294445.0154,3.2771397547843952e-06,1.7755401148212664e-06,1.176929447538668e-06,1.8641294347926737e-06,1.0099772479526872e-06,6.694706329286383e-07
73,73,0.02,620,100000.0,17.15,2.43,0.81,0.3,1.18564428721044,0.3,0.3,0.3,0.3,0.3,,213.6,0.007878342018666,620.0,0.0433882761550648,0.0003357936906034,0.0004121546583705,3.961465502431477e-06,1.2208066926622565e-06,254470447202.9149,137870985326.65665,91388767416.5267,14.6782329370579,0.1158478485558289,3741885508353.2783,2027337349727.0083,1343835043247.617,6.849286219392825e-06,3.710913586358342e-06,2.4598055772432432e-06,3.896066998744768e-06,2.110872212942211e-06,1.3992067240074087e-06
74,74,0.02,620,100000.0,17.15,2.43,0.81,0.4,1.18564428721044,0.4,0.4,0.4,0.4,0.4,,332.4,0.0122601165121938,620.0,0.0498623853129401,0.0003735968049593,0.0003792218326484,9.315997559236174e-06,4.130952707869366e-06,396001763343.86194,214552038963.39264,142217351541.44888,13.03403380498511,0.1593158791694078,5145902897171.876,2788027885464.6387,1848064198365.132,1.0658720689729284e-05,5.774848670905958e-06,3.827899690429092e-06,6.062980666585957e-06,3.284896645983104e-06,2.1774172053373725e-06
75,75,0.02,620,100000.0,17.15,2.43,0.81,0.5,1.18564428721044,0.5,0.5,0.5,0.5,0.5,,458.4,0.0169074530962384,620.0,0.0475028534479292,0.0004161754559483,0.0004365210348119,3.25294085824794e-06,8.613339576949591e-07,546110735008.5026,295880429184.1732,196126455916.36627,13.356708086152484,0.225954772421729,7298339149221.849,3954208517380.258,2621075360092.0576,1.4699029976449772e-05,7.96387073027464e-06,5.2789085983534775e-06,8.361222435508431e-06,4.530074074965869e-06,3.0027919582630903e-06
76,76,0.02,620,100000.0,17.15,2.43,0.81,0.6,1.18564428721044,0.6,0.6,0.6,0.6,0.6,,554.8,0.0204630344192693,620.0,0.0478318611486656,0.0004077749625589,0.0004121372796013,-1.608502321381451e-06,-1.6420678061251754e-06,660956011742.4025,358103102337.21497,237371199263.5253,13.212827837174183,0.2713076173532075,8763236040508.6045,4747883303681.133,3147168361297.208,1.779018724025814e-05,9.63864633760116e-06,6.38904557235277e-06,1.0119559788874517e-05,5.482733631743159e-06,3.634269150184037e-06
77,77,0.02,620,100000.0,17.15,2.43,0.81,0.7,1.18564428721044,0.7,0.7,0.7,0.7,0.7,,659.6,0.0243284381812366,620.0,0.0441112513594929,0.0004076996713436,0.0004067906883623,-1.4944802418566549e-06,-1.1280128235399283e-06,785808553253.9448,425747668171.642,282209882902.3455,14.246768001120405,0.3457330958586926,11167178996235.771,6050329177527.122,4010503911960.8345,2.115069845651455e-05,1.145935674888559e-05,7.59591647354702e-06,1.2031113260168766e-05,6.518405017119301e-06,4.320771325633366e-06
78,78,0.02,630,100000.0,17.15,2.43,0.81,0.2,1.18623535979449,0.2,0.2,0.2,0.2,0.2,,119.9,0.0046500914834995,630.0,0.0460650495388449,0.0003434665595502,0.0003306643816037,7.262455789046002e-06,-6.429810229289755e-06,150197954917.0376,81376600961.24329,53941061208.59555,14.857673752461682,0.0684165028009045,2209853040469.2173,1197288799015.8296,793631432490.4928,4.109425312086204e-06,2.2264688223377264e-06,1.4758307622352932e-06,2.333114127136842e-06,1.264071121513769e-06,8.37898571974841e-07
79,79,0.02,630,100000.0,17.15,2.43,0.81,0.3,1.18623535979449,0.3,0.3,0.3,0.3,0.3,,226.2,0.0087727330572778,630.0,0.0456216879772341,0.0003521426946362,0.0004030169640604,-8.889494832909719e-06,-1.1287425946255777e-06,283359277750.0743,153522828502.36224,101763703464.42294,14.417198562387911,0.1279488719056479,4132748562552.4297,2239105258348.84,1484206914105.5166,7.75272731938198e-06,4.200394058488689e-06,2.7842612044839307e-06,4.40158811975274e-06,2.384761365191113e-06,1.580756104926681e-06
80,80,0.02,630,100000.0,17.15,2.43,0.81,0.4,1.18623535979449,0.4,0.4,0.4,0.4,0.4,,351.8,0.0136438881058812,630.0,0.0463530457098158,0.0003743169972144,0.0004033766474547,8.080358383531838e-06,3.7619247425793126e-06,440697585819.9652,238768041852.9224,158269102028.2228,13.923303960306182,0.1901609377596689,6142198289637.307,3327816410794.206,2205866878012.159,1.205751313421123e-05,6.5327083544488095e-06,4.330252394948924e-06,6.845617597387332e-06,3.708925942856912e-06,2.458488053550868e-06
81,81,0.02,630,100000.0,17.15,2.43,0.81,0.5,1.18623535979449,0.5,0.5,0.5,0.5,0.5,,477.6,0.018522799770804,630.0,0.0477996896113608,0.0004066529011453,0.0004220703984893,-1.731703353306084e-06,3.378355067501304e-07,598286432596.9738,324148995989.07245,214864477341.3281,13.417911432088882,0.2479055143209996,8007348112568.291,4338346500617.4937,2875703966123.5967,1.6369153703522693e-05,8.868736526676381e-06,5.878705354825488e-06,9.293538841706053e-06,5.035199062843835e-06,3.337617664513628e-06
82,82,0.02,630,100000.0,17.15,2.43,0.81,0.6,1.18623535979449,0.6,0.6,0.6,0.6,0.6,,592.9,0.0229944890789567,630.0,0.0483850385789877,0.0004036011962115,0.0004034962467698,-1.3578598545216715e-06,5.541258387560882e-06,742721997250.3053,402403558881.74426,266736073315.89905,13.825203850950626,0.3174465785011723,10253524485587.87,5555315123770.517,3682380310613.6,2.0320919662518017e-05,1.1009786194862704e-05,7.297915420594705e-06,1.153714233510787e-05,6.250773710971754e-06,4.1433700027012775e-06
83,83,0.02,630,100000.0,17.15,2.43,0.81,0.7,1.18623535979449,0.7,0.7,0.7,0.7,0.7,,679.7,0.0263608605615903,630.0,0.0487136538845561,0.0004277693378315,0.0004095528544666,3.564530196258813e-07,1.9392852269385e-06,851455796139.3699,461315059827.83215,305785982514.4486,13.106750757074618,0.3452128700304224,11150375701982.645,6041225225532.393,4004469292352.9,2.3295883107798107e-05,1.2621608494937057e-05,8.366323345215418e-06,1.3226169076020943e-05,7.165881078339521e-06,4.749955457642197e-06
84,84,0.02,640,100000.0,17.15,2.43,0.81,0.2,1.18691311580508,0.2,0.2,0.2,0.2,0.2,,118.0,0.0046402070910348,640.0,0.0360511103896555,0.0004366892030357,0.000413195250418,-1.4729892893657058e-06,2.6876173548387743e-06,149878689040.4283,81203624093.1113,53826402256.00521,20.882796710259264,0.0977153180174851,3156204771964.7725,1710018065305.991,1133497689002.8286,4.167932085652671e-06,2.258167538666308e-06,1.4968424827730958e-06,2.363256760292088e-06,1.2804022695080973e-06,8.487237900739385e-07
85,85,0.02,640,100000.0,17.15,2.43,0.81,0.3,1.18691311580508,0.3,0.3,0.3,0.3,0.3,,227.8,0.0089579591130317,640.0,0.0477070729589399,0.0003742191193388,0.0003717972775917,1.1352138133229728e-06,5.979876315174224e-06,289342079350.9286,156764284478.05728,103912325711.1694,14.310563500316851,0.1287250096321685,4157817811119.046,2252687668562.95,1493210111733.1558,8.046228212810835e-06,4.359411570408347e-06,2.889667098099248e-06,4.5622872033435385e-06,2.471827432152072e-06,1.6384684693122309e-06
86,86,0.02,640,100000.0,17.15,2.43,0.81,0.4,1.18691311580508,0.4,0.4,0.4,0.4,0.4,,338.8,0.0133228996817171,640.0,0.0479870047905364,0.0003953795586507,0.0003996651633652,2.7818719799560127e-06,-5.713438407005515e-06,430329659719.46704,233150744430.05185,154545636307.92004,14.341949852163566,0.1894562325545187,6119436311510.956,3315484069704.0786,2197692297632.4172,1.1966910089992585e-05,6.483620017797842e-06,4.297713840368854e-06,6.7853507659911805e-06,3.676273634824943e-06,2.436844237941105e-06
87,87,0.02,640,100000.0,17.15,2.43,0.81,0.5,1.18691311580508,0.5,0.5,0.5,0.5,0.5,,479.9,0.0188714862965055,640.0,0.0516180178937588,0.0004006447396726,0.000419692313788,4.280637395049526e-06,4.615004979776056e-06,609549007377.132,330251010188.8485,218909241039.4653,12.608331877432237,0.2376512592707816,7676135674446.247,4158897037238.679,2756754607541.0674,1.6950767863599296e-05,9.183852557677638e-06,6.087582266803462e-06,9.61124507850994e-06,5.2073309248892855e-06,3.451716498783756e-06
88,88,0.02,640,100000.0,17.15,2.43,0.81,0.6,1.18691311580508,0.6,0.6,0.6,0.6,0.6,,610.7,0.024015037885551,640.0,0.0495463159860946,0.0003342628090298,0.0003722738908187,1.9923542964566925e-07,-5.493805518394507e-06,775685723703.3015,420263162997.1448,278574439472.3931,13.012319504255697,0.3127048617635605,10100367034963.004,5472335080862.308,3627376396457.302,2.1570814616170223e-05,1.168697386325012e-05,7.74679410364008e-06,1.223085511449473e-05,6.62662428803894e-06,4.39250524235724e-06
89,89,0.02,640,100000.0,17.15,2.43,0.81,0.7,1.18691311580508,0.7,0.7,0.7,0.7,0.7,,724.2,0.0284782879265041,640.0,0.0492947364889232,0.0003978651019187,0.0004077584656003,-4.3175766611587666e-08,4.82401402441006e-06,919848700026.0864,498370038713.8239,330348139947.4489,13.034837055340446,0.3710207953358216,11983971689347.04,6492863918376.88,4303841225895.532,2.5579800139234448e-05,1.385902484323847e-05,9.18655361037522e-06,1.4503987676301098e-05,7.858197657438678e-06,5.208862447216494e-06
