,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,M1.grazingIncAngle,PG.cFactor,M3.grazingIncAngle,KB_ver.grazingIncAngle,KB_hor.grazingIncAngle,KB2_ver.grazingIncAngle,KB2_hor.grazingIncAngle,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
2748,2748,0.02,5080,100000.0,17.15,2.43,0.81,0.2,1.59593295038997,0.2,0.2,0.2,0.2,0.2,,1281.4,0.7511330473714309,5080.0,0.7138597615510662,0.0003346872329807,0.000394503897835,9.089515718290026e-07,1.0823350797750037e-07,5761190473338.877,3818788059256.679,5849869415140.019,7.1716524151797145,5.387555291155666,41322549083163.95,27390529396154.64,41958605110503.92,0.0011580604682216,0.0007676169549344,0.0011758858772822,0.0002424467957486,0.0001607051412194,0.0002461786503696
2749,2749,0.02,5080,100000.0,17.15,2.43,0.81,0.3,1.59593295038997,0.3,0.3,0.3,0.3,0.3,,2518.9,1.4765327243826265,5080.0,0.7176947658164863,0.0003608531960669,0.0004103442544526,1.2591982590861249e-07,-1.8840454786512784e-06,11325005996014.746,7506746716452.045,11499325791943.336,7.1076363840244285,10.49692175452532,80511389857209.22,53366736552746.71,81750658874353.62,0.0022764464752641,0.0015089358106637,0.0023114866054989,0.0004765875088274,0.0003159046201168,0.000483923366955
2750,2750,0.02,5080,100000.0,17.15,2.43,0.81,0.4,1.59593295038997,0.4,0.4,0.4,0.4,0.4,,3708.6,2.1739129229605814,5080.0,0.7323506720768819,0.000378422794624,0.0004287177794928,1.423131529170445e-06,-8.820346944395167e-07,16673912119107.662,11052253313999.78,16930564783040.637,6.951419745091544,15.111765059603355,115907238007157.77,76828769771021.67,117691336495332.0,0.0033516334106811,0.0022216202895817,0.003403223321749,0.0007016842412313,0.0004651093231829,0.0007124848936795
2751,2751,0.02,5080,100000.0,17.15,2.43,0.81,0.5,1.59593295038997,0.5,0.5,0.5,0.5,0.5,,4147.0,2.4308949176286285,5080.0,0.714246678042582,0.0003512825540987,0.0004397931243857,2.07304379845829e-06,1.6948323343308083e-06,18644964018211.58,12358759233445.8,18931956036043.12,7.132895249626843,17.342524907106686,133017166037508.3,88170034941721.17,135064628550712.92,0.0037478357747114,0.0024842418543104,0.0038055242181128,0.0007846315451615,0.0005200906981716,0.0007967089613571
2752,2752,0.02,5080,100000.0,17.15,2.43,0.81,0.6,1.59593295038997,0.6,0.6,0.6,0.6,0.6,,3043.3,1.7839263329682191,5080.0,0.6840889634542691,0.0003692452946221,0.0004500978524538,1.7572495319171828e-06,5.723458908527128e-07,13682714973866.24,9069547136519.316,13893325730525.688,7.453275220271204,13.29298717053403,101957211597996.05,67582036040527.89,103526584746713.58,0.0027503710183697,0.0018230752918309,0.0027927060171166,0.0005758064097878,0.0003816715750532,0.0005846694917044
2753,2753,0.02,5080,100000.0,17.15,2.43,0.81,0.7,1.59593295038997,0.7,0.7,0.7,0.7,0.7,,960.9,0.5632618582949963,5080.0,0.7107595731994479,0.0003516022214957,0.0004260534432303,3.567080432933209e-06,4.134377840117508e-06,4320218453122.621,2863644019150.728,4386717278763.8857,7.18887877999224,4.050994057879717,31071124423937.426,20595402892320.16,31549385722055.82,0.0008684097892259,0.0005756228593698,0.0008817767593885,0.000181806716119,0.0001205100438565,0.0001846051702358
2754,2754,0.02,5090,100000.0,17.15,2.43,0.81,0.2,1.59697124291797,0.2,0.2,0.2,0.2,0.2,,1257.2,0.7493108112473118,5090.0,0.6971330735613265,0.0003351871858633,0.0004103509649026,-1.3684721354502077e-06,-8.871266176718333e-07,5747213922266.882,3784053865105.623,5815301904502.639,7.533305175189923,5.638343218526737,43246092486100.086,28473891112477.555,43758434503777.77,0.0011559784702879,0.0007611139688961,0.0011696734958454,0.0002411907557028,0.0001588036957888,0.0002440481735947
2755,2755,0.02,5090,100000.0,17.15,2.43,0.81,0.3,1.59697124291797,0.3,0.3,0.3,0.3,0.3,,2517.5,1.5004692708519785,5090.0,0.713894300964148,0.0003439719491008,0.0004402062761785,1.6354470040531207e-06,-9.43242598136684e-07,11508599307434.676,7577438438914.576,11644943163049.15,7.186802125609368,10.780285155780454,82684787144836.06,54440933052556.63,83664364448627.19,0.0023148073488307,0.0015241046903406,0.0023422311690988,0.0004829762388498,0.0003179989692558,0.000488698120446
2756,2756,0.02,5090,100000.0,17.15,2.43,0.81,0.4,1.59697124291797,0.4,0.4,0.4,0.4,0.4,,3744.0,2.2314824032054843,5090.0,0.7280701069700626,0.0003507060618239,0.0004080254475813,5.365675346069817e-07,-2.287074354561938e-06,17115470032586.066,11269088188796.893,17318239206536.652,7.0311617761030165,15.68722562607696,120321020552010.28,79221206837156.08,121746479151731.6,0.0034425575825312,0.0022666327549693,0.0034833420048087,0.0007182772743808,0.0004729247828774,0.0007267867975968
2757,2757,0.02,5090,100000.0,17.15,2.43,0.81,0.5,1.59697124291797,0.5,0.5,0.5,0.5,0.5,,4169.6,2.485146642202347,5090.0,0.6901743529750093,0.0003722687392941,0.0004480613176211,3.1656007595319495e-07,-6.653131482293624e-07,19061074745692.008,12550104196583.207,19286893748818.164,7.381340847283222,18.344597588525097,140703063503987.5,92641056777378.42,142369990787007.03,0.0038338910513147,0.0025242927177137,0.0038793116515092,0.0007999275970241,0.0005266846086233,0.0008094044421099
2758,2758,0.02,5090,100000.0,17.15,2.43,0.81,0.6,1.59697124291797,0.6,0.6,0.6,0.6,0.6,,2996.0,1.785662735043705,5090.0,0.7186188040894195,0.000360338813902,0.0004534235122792,2.1192298123298297e-06,3.6288467637698107e-07,13696033177785.217,9017678475864.178,13858291843692.256,7.1001989299950194,12.684125460670066,97287242283339.4,64055413660769.33,98439816750541.6,0.002754781655252,0.0018137905272136,0.0027874179076941,0.0005747752975547,0.000378440878606,0.0005815847344017
2759,2759,0.02,5090,100000.0,17.15,2.43,0.81,0.7,1.59697124291797,0.7,0.7,0.7,0.7,0.7,,940.2,0.5603738663177875,5090.0,0.6410250390777037,0.0003630500718352,0.0004098859525931,2.8759794187071943e-06,6.90807915591557e-07,4298067554657.431,2829913652539.22,4348987313564.5728,7.986000173291965,4.464334673219764,34241446943595.57,22545094267626.45,34647109767836.27,0.0008645012390747,0.000569200885743,0.0008747430963998,0.0001803750783581,0.0001187617203155,0.0001825120051015
2760,2760,0.02,5100,100000.0,17.15,2.43,0.81,0.2,1.59801278952994,0.2,0.2,0.2,0.2,0.2,,1264.6,0.7578437507591167,5100.0,0.6426985416991556,0.0003471664459833,0.0004186742627585,-2.6676379943054444e-06,-6.230723911901417e-07,5812661568322.426,3801385677480.2734,5860917057148.651,8.03324591515941,6.090164599265879,46711562476369.305,30548598517777.24,47099352003531.55,0.00116987200062,0.0007650771708227,0.0011795840309163,0.0002432656143231,0.0001590917364174,0.0002452851540805
2761,2761,0.02,5100,100000.0,17.15,2.43,0.81,0.3,1.59801278952994,0.3,0.3,0.3,0.3,0.3,,2511.3,1.5049604707270048,5100.0,0.7200580445687592,0.0003573754937786,0.0004284418943702,5.392717081244619e-07,-5.760899982957983e-07,11543046810476.123,7548963982173.1875,11638874747443.783,7.107462638267824,10.694813684981249,82029220963806.16,53645770021438.24,82710210233371.61,0.0023231848451345,0.0015193249241555,0.0023424714351102,0.0004830878833225,0.0003159315812629,0.0004870983769117
2762,2762,0.02,5100,100000.0,17.15,2.43,0.81,0.4,1.59801278952994,0.4,0.4,0.4,0.4,0.4,,3735.9,2.238833202958236,5100.0,0.7053405106361424,0.0003594876831889,0.000434883603097,1.76358261650164e-06,-1.053625255504338e-06,17171850666689.668,11230109720463.828,17314407744584.572,7.245008505684176,16.215113380440858,124369919627981.34,81335895032957.88,125402412436376.34,0.00345605314496,0.0022602022793584,0.0034847445683225,0.000718658871224,0.0004699911577431,0.000724625025407
2763,2763,0.02,5100,100000.0,17.15,2.43,0.81,0.5,1.59801278952994,0.5,0.5,0.5,0.5,0.5,,4167.1,2.497240782688847,5100.0,0.7190071460763647,0.0003586893208514,0.0004361329638413,1.5617774896153705e-06,-1.3187335715700598e-06,19153836803223.457,12526296264928.082,19312847911469.355,7.111904846887036,17.761881367644072,136233630089830.05,89094567802970.9,137364612917108.8,0.0038549530395254,0.0025210762917408,0.0038869560455731,0.0008016069440503,0.0005242378418671,0.000808261715617
2764,2764,0.02,5100,100000.0,17.15,2.43,0.81,0.6,1.59801278952994,0.6,0.6,0.6,0.6,0.6,,2982.6,1.7873989965318215,5100.0,0.6906384976700792,0.0003648703082042,0.0004330139791204,-2.956988707772978e-07,4.216947513238516e-07,13709350303399.072,8965691065675.049,13823162434486.455,7.454269086336508,13.323856377333374,102193978414146.95,66833191869518.086,103042371241685.14,0.0027591809497464,0.0018044592516969,0.0027820870873092,0.0005737498191366,0.0003752230057241,0.000578512968971
2765,2765,0.02,5100,100000.0,17.15,2.43,0.81,0.7,1.59801278952994,0.7,0.7,0.7,0.7,0.7,,942.9,0.5650568342485933,5100.0,0.6284029199273391,0.0003685370377967,0.0003996862730357,8.503455597793196e-07,-1.9631543097880264e-06,4333985918686.712,2834355966547.644,4369965754535.3975,8.230652390796006,4.649833834077489,35664225507374.336,23323820671239.75,35960302375989.234,0.0008722697369797,0.0005704501536997,0.0008795111361308,0.0001813815813263,0.0001186205901217,0.0001828873729104
2766,2766,0.02,5110,100000.0,17.15,2.43,0.81,0.2,1.59905294879362,0.2,0.2,0.2,0.2,0.2,,1279.1,0.764716214575526,5110.0,0.6673445884217472,0.0003453089970656,0.0004229558510252,-3.0849832045296096e-07,2.3721431002237838e-07,5865373365794.283,3807491092567.769,5893271598386.096,7.686817836007764,5.881452255756374,45110738801651.39,29283512822577.062,45325304832659.125,0.0011812109080724,0.0007667798331744,0.0011868292540153,0.0002447898703841,0.0001589046754421,0.0002459541960483
2767,2767,0.02,5110,100000.0,17.15,2.43,0.81,0.3,1.59905294879362,0.3,0.3,0.3,0.3,0.3,,2538.5,1.5176546874364572,5110.0,0.7030717299640855,0.0003588740745578,0.0004209266440038,7.438172976544235e-07,2.0391080481350595e-06,11640411452637.629,7556341285656.542,11695778244471.191,7.283214222966313,11.048990503352004,84745757160709.89,55012476682909.11,85148844346638.53,0.0023442294505058,0.0015217501419071,0.0023553796116942,0.0004858096208037,0.0003153619878115,0.0004881203398239
2768,2768,0.02,5110,100000.0,17.15,2.43,0.81,0.4,1.59905294879362,0.4,0.4,0.4,0.4,0.4,,3743.3,2.2379502822457717,5110.0,0.7157441747080157,0.0003715600867467,0.0004460600542313,9.152291511265176e-07,7.311884152204925e-07,17165078664825.068,11142663909630.934,17246723144585.0,7.159704748026664,16.024896166266604,122910953595264.84,79787309657414.73,123495570832332.77,0.0034568265125383,0.0022439894844204,0.0034732686627753,0.0007163802062457,0.0004650362532894,0.0007197876179093
2769,2769,0.02,5110,100000.0,17.15,2.43,0.81,0.5,1.59905294879362,0.5,0.5,0.5,0.5,0.5,,4111.2,2.457901103403098,5110.0,0.7446353923385687,0.0003657015811714,0.0004306590150092,1.822259360182073e-06,-2.0307837928654167e-06,18852101463101.76,12237790149139.72,18941770147201.09,6.879888816305835,16.91356200120044,129727020549207.38,84211940894844.45,130344057925520.16,0.0037965712495252,0.0024645338520421,0.0038146293715176,0.000786787675024,0.0005107410692499,0.0007905299748214
2770,2770,0.02,5110,100000.0,17.15,2.43,0.81,0.6,1.59905294879362,0.6,0.6,0.6,0.6,0.6,,2961.4,1.770487528609149,5110.0,0.7062127587908436,0.0003636970628249,0.0004369639974432,2.5241634010921432e-06,2.880623497710961e-07,13579639344432.174,8815185772441.71,13644229936252.51,7.265737690817602,12.865796906978034,98680662276521.52,64058282260035.4,99150029850725.66,0.0027347650560284,0.0017752652630466,0.0027477727721376,0.0005667428052189,0.000367899543315,0.000569438477193
2771,2771,0.02,5110,100000.0,17.15,2.43,0.81,0.7,1.59905294879362,0.7,0.7,0.7,0.7,0.7,,900.0,0.5380694184332525,5110.0,0.6956775295775515,0.0003709617538338,0.0004229409215759,7.523739609546705e-06,-1.5732957649695598e-06,4126992439383.047,2679025864522.7056,4146622186339.9937,7.416894600753823,3.992622172414968,30623412062422.805,19879104258168.16,30769070150866.883,0.000831123303311,0.0005395214212,0.0008350764823812,0.0001722389831488,0.0001118084652473,0.0001730582256613
2772,2772,0.02,5120,100000.0,17.15,2.43,0.81,0.2,1.60009401134903,0.2,0.2,0.2,0.2,0.2,,1285.4,0.7620575423661302,5120.0,0.6778277099369007,0.0003574712701489,0.0004138587785468,-3.0090357115089253e-06,-3.417057589268036e-06,5844981349948.219,3765472389319.75,5852059909874.764,7.616279505033863,5.809239468279946,44556866721707.18,28704565737694.74,44610827279037.52,0.001177681645699,0.0007586897980996,0.0011791078761015,0.0002432631641354,0.0001567157657224,0.0002435577677931
2773,2773,0.02,5120,100000.0,17.15,2.43,0.81,0.3,1.60009401134903,0.3,0.3,0.3,0.3,0.3,,2551.8,1.512850814228949,5120.0,0.7058492540598309,0.0003531793286154,0.0004292184314361,1.96978192742042e-06,4.632341714847128e-07,11603565745136.04,7475285858928.067,11617618234027.09,7.263297990664997,10.988511123885546,84281880320202.14,54296339759661.38,84383949823054.14,0.0023379555185116,0.0015061651056407,0.0023407868976474,0.0004829305603242,0.0003111150544348,0.0004835154129879
2774,2774,0.02,5120,100000.0,17.15,2.43,0.81,0.4,1.60009401134903,0.4,0.4,0.4,0.4,0.4,,3720.9,2.205959163987968,5120.0,0.7288327459351421,0.0003719569989414,0.0004427610395708,2.5648344175399757e-06,-1.659310460885036e-06,16919706787787.713,10900067071277.312,16940197384979.775,7.052668306315029,15.567488107913928,119402633787699.8,76921942743859.1,119547236250573.52,0.0034090832701739,0.0021962104167955,0.0034132118377052,0.0007041838396075,0.0004536515424588,0.0007050366408757
2775,2775,0.02,5120,100000.0,17.15,2.43,0.81,0.5,1.60009401134903,0.5,0.5,0.5,0.5,0.5,,4173.7,2.474404515772147,5120.0,0.7207611626934523,0.0003574243871446,0.0004371251021962,2.213216091550077e-06,5.669687747256408e-07,18978682635972.367,12226507010505.553,19001666754196.598,7.125806230518085,17.62625820391198,135193400424004.9,87094720416746.78,135357126282015.22,0.0038239379840159,0.0024634694338948,0.0038285689610122,0.0007898766673036,0.0005088568472037,0.0007908332468013
2776,2776,0.02,5120,100000.0,17.15,2.43,0.81,0.6,1.60009401134903,0.6,0.6,0.6,0.6,0.6,,2939.2,1.7425233612280455,5120.0,0.7025154784424558,0.000351371373899,0.0004426589352316,1.206466387107214e-06,9.365285487910296e-07,13365154180619.11,8610141937675.904,13381340039757.2,7.302631894608934,12.731138219748397,97647830145470.16,62906994270051.89,97766086471025.08,0.0026928908456812,0.001734822665765,0.0026961520689573,0.0005562463762462,0.0003583468014714,0.0005569200179693
2777,2777,0.02,5120,100000.0,17.15,2.43,0.81,0.7,1.60009401134903,0.7,0.7,0.7,0.7,0.7,,906.9,0.5376614168133216,5120.0,0.6665139333202206,0.0003567425927469,0.0004490302508314,5.011857588913647e-06,1.6039684296592758e-06,4123863066958.177,2656688120331.477,4128857267983.0576,7.789269833060783,4.1767272973416905,32035498370610.77,20638010178373.17,32074294934947.98,0.0008309004858288,0.0005352853414474,0.0008319067471887,0.00017163168162,0.0001105691052852,0.0001718395360289
2778,2778,0.02,5130,100000.0,17.15,2.43,0.81,0.2,1.60113362100295,0.2,0.2,0.2,0.2,0.2,,1273.4,0.7447919900722184,5130.0,0.678641336054443,0.0003431847946804,0.0004006210425056,-2.5758586661952176e-07,1.0607624644141977e-06,5712554563853.915,3652030787006.155,5699219572208.675,7.635806177006454,5.694949962961355,43680266215913.59,27924753316933.164,43578302028343.87,0.0011516981213955,0.0007362795312778,0.0011490096770831,0.0002370925186913,0.0001515730253341,0.0002365390663399
2779,2779,0.02,5130,100000.0,17.15,2.43,0.81,0.3,1.60113362100295,0.3,0.3,0.3,0.3,0.3,,2546.1,1.4891745609571818,5130.0,0.7027001822973034,0.0003590828651716,0.0004216518294694,8.232588623540282e-07,-1.1514740211966971e-06,11421968882541.584,7302054018216.092,11395306229621.885,7.318791322448199,10.908941951623852,83671584768954.95,53491165845017.05,83476267617693.42,0.0023027631434625,0.0014721543227474,0.0022973877327009,0.0004740547053872,0.0003030627295454,0.0004729481049223
2780,2780,0.02,5130,100000.0,17.15,2.43,0.81,0.4,1.60113362100295,0.4,0.4,0.4,0.4,0.4,,3730.0,2.1816193835160784,5130.0,0.7356872398218911,0.0003733842772008,0.0004243490698786,-5.5988763661283175e-08,-8.008818222541535e-07,16733020671568.322,10697404456991.488,16693960267267.438,7.002167115578035,15.27098753550752,117128474397342.7,74880124076324.98,116855057800608.3,0.0033735149935648,0.002156684978535,0.003365640093859,0.0006944833475096,0.0004439825541827,0.0006928621936925
2781,2781,0.02,5130,100000.0,17.15,2.43,0.81,0.5,1.60113362100295,0.5,0.5,0.5,0.5,0.5,,4121.4,2.4105431976469616,5130.0,0.719511421864172,0.000366708648237,0.0004306958819141,2.597185682902176e-07,2.407353831865126e-07,18488866325952.195,11819914940762.652,18445707197189.28,7.168922683534713,17.280377589786188,132540496113660.05,84733015137382.3,132231102761075.72,0.0037275079609861,0.0023829923513497,0.0037188067246195,0.0007673575518569,0.0004905709648281,0.0007655662855454
2782,2782,0.02,5130,100000.0,17.15,2.43,0.81,0.6,1.60113362100295,0.6,0.6,0.6,0.6,0.6,,2973.0,1.7388617767274268,5130.0,0.6939232854263537,0.0003714862754076,0.0004338058138771,3.259640634670437e-06,-2.778241501379768e-07,13337069827499.363,8526376260224.045,13305936695599.486,7.427454593959078,12.918020650886213,99081218392297.23,63342530200470.125,98849930059784.56,0.0026888632911175,0.0017189877858404,0.0026825865949176,0.0005535386037925,0.0003538767114169,0.0005522464616213
2783,2783,0.02,5130,100000.0,17.15,2.43,0.81,0.7,1.60113362100295,0.7,0.7,0.7,0.7,0.7,,870.5,0.5091420035792886,5130.0,0.6777111035910821,0.0003340439865111,0.000434173639906,4.929883698262386e-06,-3.858808602044931e-06,3905119167453.145,2496539029439.9697,3896003327789.895,7.671877272780369,3.907117538720655,29967591521987.414,19158253217084.094,29897637252298.293,0.0007873042364337,0.0005033228616125,0.0007854664079635,0.0001620771458463,0.0001036157676718,0.0001616988041847
2784,2784,0.02,5140,100000.0,17.15,2.43,0.81,0.2,1.60217408315186,0.2,0.2,0.2,0.2,0.2,,1273.1,0.7433320895104606,5140.0,0.7052579594183953,0.0003663733493969,0.0003884210151078,8.335901235366026e-07,1.793015706107602e-06,5701357126545.232,3616798214192.827,5667834796371.488,7.3445374973512925,5.457300022157103,41857491169944.98,26553344397456.586,41611381233643.94,0.0011500848887105,0.0007295850583173,0.0011433227223505,0.0002359735576567,0.0001496957168243,0.0002345861014184
2785,2785,0.02,5140,100000.0,17.15,2.43,0.81,0.3,1.60217408315186,0.3,0.3,0.3,0.3,0.3,,2573.9,1.5028375345149432,5140.0,0.7046219861988903,0.000356752118224,0.0004354617854891,-3.360605238482525e-07,2.1910017850572217e-07,11526763889729.615,7312290411995.067,11458989853413.38,7.325250425524159,11.006407647562924,84419146656807.62,53553393007155.59,83922786501777.3,0.0023251932252392,0.0014750443654096,0.0023115217618869,0.0004770814076291,0.0003026485001446,0.0004742763069993
2786,2786,0.02,5140,100000.0,17.15,2.43,0.81,0.4,1.60217408315186,0.4,0.4,0.4,0.4,0.4,,3693.0,2.1562527739864352,5140.0,0.7247369516797335,0.0003682280646302,0.0004288732821674,1.4674058325921786e-06,8.381284575690093e-07,16538458776475.955,10491584168576.004,16441217424397.066,7.108906599309407,15.331809965996133,117594982439190.31,74599312592407.92,116903557969435.88,0.0033361585845637,0.0021163754774691,0.0033165429374289,0.0006845105242529,0.0004342363382548,0.0006804858004385
2787,2787,0.02,5140,100000.0,17.15,2.43,0.81,0.5,1.60217408315186,0.5,0.5,0.5,0.5,0.5,,4129.7,2.411231270168368,5140.0,0.7164709857763227,0.0003637225039605,0.0004417869874207,1.402715166443884e-06,1.2683931440264e-07,18494143842191.383,11732221809089.717,18385403627818.184,7.184293862076871,17.32709662588153,132898831120511.31,84307691027985.66,132117424448793.84,0.0037306618214657,0.0023666384536431,0.0037087266094504,0.0007654544034679,0.0004855851086084,0.0007609537530655
2788,2788,0.02,5140,100000.0,17.15,2.43,0.81,0.6,1.60217408315186,0.6,0.6,0.6,0.6,0.6,,2917.8,1.7036323704136531,5140.0,0.7117085597205914,0.0003614000336063,0.0004432516395035,2.263547264339999e-06,-2.20727753510107e-06,13066860281072.72,8289289002727.07,12990030923613.8,7.259883962964571,12.373640940508478,94905826013700.05,60205879832481.71,94347807218450.31,0.0026358633950826,0.0016721257427996,0.0026203652810263,0.0005408244808191,0.0003430855098185,0.0005376445893635
2789,2789,0.02,5140,100000.0,17.15,2.43,0.81,0.7,1.60217408315186,0.7,0.7,0.7,0.7,0.7,,857.2,0.500498206840285,5140.0,0.6819878737503131,0.0003391744635481,0.0004208307251994,1.1791960131425342e-06,-2.6285338306624234e-06,3838821246464.986,2435252084837.0845,3816250088327.421,7.580363906129358,3.7950862131934513,29108311255193.773,18465583865248.613,28937162807720.883,0.0007743718220113,0.0004912420956637,0.0007698187397682,0.0001588850315162,0.0001007926859333,0.0001579508335055
2790,2790,0.02,5150,100000.0,17.15,2.43,0.81,0.2,1.60415791703261,0.2,0.2,0.2,0.2,0.2,,1274.1,0.7600816637649148,5150.0,0.7399865532266631,0.0003487235307508,0.0004048030987907,-1.4717153244335904e-06,9.409961880335314e-07,5829826361076.896,3669589222869.646,5774879720077.744,7.037585468097257,5.353953313959652,41064821918070.52,25848287516024.21,40677782255501.64,0.0011766522921347,0.0007406447984644,0.001165562237805,0.0002406215220724,0.0001514594242605,0.0002383536424528
2791,2791,0.02,5150,100000.0,17.15,2.43,0.81,0.3,1.60415791703261,0.3,0.3,0.3,0.3,0.3,,2553.9,1.5235637399648507,5150.0,0.7134636127670092,0.0003740880177187,0.0004002458315669,1.4208446226593433e-06,-7.969725614785375e-07,11685733885530.406,7355595256484.414,11575594786207.166,7.254989654967204,11.049028354539743,84746047479319.81,53343472558154.54,83947308313084.48,0.0023585686279593,0.0014846030537621,0.0023363389052118,0.0004823195237586,0.0003035964395408,0.0004777736186017
2792,2792,0.02,5150,100000.0,17.15,2.43,0.81,0.4,1.60415791703261,0.4,0.4,0.4,0.4,0.4,,3713.2,2.2151599041612764,5150.0,0.7357524296113297,0.0003535916994259,0.0004398841311517,1.0393453885439252e-06,-8.918711601555455e-07,16990276464916.988,10694544150662.877,16830141571770.412,7.0129339045144246,15.53505934042201,119153905141036.8,75001528190903.42,118030868802743.12,0.0034292012331487,0.0021585136689884,0.0033968807012149,0.0007012603686991,0.000441408942912,0.0006946509262664
2793,2793,0.02,5150,100000.0,17.15,2.43,0.81,0.5,1.60415791703261,0.5,0.5,0.5,0.5,0.5,,4119.0,2.4572454069913543,5150.0,0.7303036550930301,0.0003687179986667,0.0004168038160243,1.419008691732253e-06,1.648902466518321e-06,18847072271623.688,11863305870025.955,18669436909975.85,7.065006071944957,17.359751415242652,133149293354911.16,83810937353138.45,131894349216247.0,0.0038039642032046,0.0023944085431874,0.0037681114963654,0.0007778981629515,0.0004896486684947,0.000770566402373
2794,2794,0.02,5150,100000.0,17.15,2.43,0.81,0.6,1.60415791703261,0.6,0.6,0.6,0.6,0.6,,2881.8,1.7191769395163106,5150.0,0.7162417413277581,0.0003655978409725,0.000437749138724,2.603563329497285e-06,1.5185550426239446e-07,13186087126090.104,8299993895664.192,13061807061706.338,7.205268026567511,12.385057696627474,94993392533132.72,59793672725960.586,94098071212474.12,0.002661389667588,0.0016752140179066,0.0026363058291396,0.0005442454299571,0.00034257575452,0.0005391158675306
2795,2795,0.02,5150,100000.0,17.15,2.43,0.81,0.7,1.60415791703261,0.7,0.7,0.7,0.7,0.7,,843.8,0.5033803531000982,5150.0,0.6666130564084597,0.0003665114085126,0.0004379611798577,8.177599347155744e-06,1.2878920521118678e-06,3860927308277.754,2430264018724.91,3824537719018.6025,7.814589975001053,3.93768967899576,30202079837897.48,19010725160075.71,29917422502413.105,0.000779263169377,0.0004905078729646,0.0007719185434894,0.0001593567540418,0.0001003072460489,0.0001578548022146
2796,2796,0.02,5160,100000.0,17.15,2.43,0.81,0.2,1.60520308304591,0.2,0.2,0.2,0.2,0.2,,1266.8,0.7625391669568116,5160.0,0.7400097919019573,0.0003366637455735,0.0004194727453202,7.743831151585605e-07,1.86713615774856e-06,5848675410558.744,3654170210639.5664,5772815343925.592,7.004743938241427,5.338863200508815,40949080747902.61,25584410232771.8,40417951940772.35,0.0011810081167493,0.0007378772757602,0.0011656898868695,0.0002407318015162,0.000150405846812,0.000237609397002
2797,2797,0.02,5160,100000.0,17.15,2.43,0.81,0.3,1.60520308304591,0.3,0.3,0.3,0.3,0.3,,2555.6,1.538321041265257,5160.0,0.7002947107534965,0.0003517379280467,0.0004355993668481,6.806320905204916e-08,4.971764292162225e-07,11798922386504.52,7371800908044.268,11645884822336.79,7.4105548781690675,11.393442980987777,87387707664176.22,54598611772166.24,86254248058202.05,0.0023825263207804,0.0014885689658453,0.0023516238355573,0.0004856442942492,0.0003034237307491,0.0004793452596926
2798,2798,0.02,5160,100000.0,17.15,2.43,0.81,0.4,1.60520308304591,0.4,0.4,0.4,0.4,0.4,,3755.0,2.260289368426608,5160.0,0.7217623891097901,0.0003740384063316,0.0004326826657882,2.109770919431087e-06,4.270542436225253e-07,17336419455832.082,10831551263776.107,17111557954247.396,7.177062783300485,16.22630697443247,124455774493897.05,77758219045058.5,122841524653849.0,0.0035006989883121,0.0021871875359012,0.0034552932784934,0.0007135679781288,0.0004458272456421,0.0007043126663585
2799,2799,0.02,5160,100000.0,17.15,2.43,0.81,0.5,1.60520308304591,0.5,0.5,0.5,0.5,0.5,,4139.2,2.4915551940855964,5160.0,0.7294740558191734,0.0003607749360701,0.0004431412894092,1.4356985619177965e-06,1.7649093047570843e-06,19110228338636.53,11939802128101.75,18862359702855.074,7.09144715026315,17.667757882336023,135511702957517.31,84665807790672.22,133754052533393.84,0.0038588796943866,0.0024109738078835,0.0038088282126071,0.0007865780492865,0.0004914429121603,0.0007763757626074
2800,2800,0.02,5160,100000.0,17.15,2.43,0.81,0.6,1.60520308304591,0.6,0.6,0.6,0.6,0.6,,2856.0,1.7191441907393856,5160.0,0.7276941699106828,0.0003668235322376,0.0004437888460912,2.5568716308989826e-06,-1.2466117157018035e-06,13185835942971.084,8238325009146.356,13014809458676.58,7.108601499756365,12.219666311260363,93724840607367.02,58557963385364.766,92509185411180.12,0.0026625822398454,0.0016635439687174,0.0026280472978368,0.0005427297324995,0.0003390899104005,0.0005356902730012
2801,2801,0.02,5160,100000.0,17.15,2.43,0.81,0.7,1.60520308304591,0.7,0.7,0.7,0.7,0.7,,824.4,0.4962403609403184,5160.0,0.6942024987588411,0.0003442307171067,0.0004166944286035,5.806696213297364e-06,-9.143078463722207e-06,3806163568412.242,2378037513144.347,3756795839542.358,7.504442728976791,3.7249865004305,28570646458301.93,17850538431003.117,28200071756863.35,0.0007685689070477,0.0004801910531549,0.0007586002074007,0.000156661901776,9.788015480890344e-05,0.000154629923341
