,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
83,83,0.02,2416,2,100000.0,2.26922860560693,,3098.8,1.16567563450498,2416.0,0.1044948996874609,0.0156042860414323,0.0071993215937295,49890917156.81316,4821234424312.598,3893356619246.634,2144843167489.1636,1200645903540.1294,678423219281.8986,23.28152149739899,27.13189180830465,1161244969395.439,112217504519148.05,90620518639737.52,49922680927280.56,27945848562553.79,15790761032433.305,5.180371103524988e-06,0.0005006078243966,0.0004042626048077,0.0002227075427683,0.000124667809267,7.044336407129773e-05,2.818947519429031e-06,0.0002724104425316,0.000219983287731,0.0001211883980314,6.783915759373603e-05,3.833241720345084e-05
84,84,0.02,2456,2,100000.0,2.30082002163299,,3117.55,1.1973189497624266,2456.0,0.1075792884919564,0.0150039924537187,0.0071553811360075,51245251049.83186,4750961592657.31,3999045292206.5054,2203066867562.865,1233238518255.2993,696839628761.7325,22.894392562408356,27.41257484362398,1173258203307.1062,108773096979499.95,91557999977704.08,50439137712268.12,28234952088932.7,15954118558989.152,5.412400883784109e-06,0.0005017852034311,0.0004223696016784,0.0002326826548168,0.0001302517035115,7.359853538229794e-05,2.9110566240106804e-06,0.000269884875796,0.0002271712412194,0.0001251482286957,7.005580193296732e-05,3.958492885921066e-05
85,85,0.02,2496,2,100000.0,2.33683453482457,,3121.95,1.2122798653927966,2496.0,0.1071652987759534,0.0153373716165227,0.0073468321437357,51885578238.81169,4652730123377.553,4049014750411.94,2230594952322.7456,1248648261354.5806,705546881658.6077,23.37039073395699,28.333218725602432,1212661761455.7837,108742893468862.14,94632950543512.14,52133122455108.48,29183215287370.51,16489933298300.615,5.572602613249437e-06,0.0004997114212534,0.0004348713254264,0.0002395698319714,0.0001341070255057,7.57769794605414e-05,2.9619722193000545e-06,0.0002656086303194,0.0002311445610387,0.0001273371234464,7.128110714670692e-05,4.027728578580916e-05
86,86,0.02,2536,2,100000.0,2.36926936284905,,3153.35,1.2529241445644947,2536.0,0.1113403769397564,0.0152112152744108,0.00734113411113,53625153387.36037,4593219913973.439,4184766642845.4126,2305380425998.6704,1290511868901.4294,729201852136.5359,22.946722364976488,28.756994548719284,1230799366685.185,105423142015604.88,96048361792722.4,52912869969643.484,29619704385180.85,16736570827354.623,5.855003704388547e-06,0.0005015056911281,0.0004569091675854,0.0002517104396278,0.0001409031265308,7.961710644752651e-05,3.0756444861873345e-06,0.0002634418851953,0.0002400152472865,0.000132223968565,7.401667805544287e-05,4.182301614394927e-05
87,87,0.02,2576,2,100000.0,2.40651032556174,,3148.55,1.2835514108388182,2576.0,0.1116340723272742,0.0150283234023268,0.0072407127406089,54936000383.90142,4554040405656.128,4287061712201.653,2361734595943.4263,1322057953163.983,747026921108.1923,23.227643440907165,29.812239424361973,1275963847362.6924,105773825477636.28,99572879677368.95,54854520540826.02,30706606607092.832,17350723344978.666,6.096136477525461e-06,0.0005053526220153,0.0004757265381993,0.0002620768952954,0.0001467060881273,8.289606144672472e-05,3.16562484925028e-06,0.0002624214244191,0.0002470370793573,0.0001360922832387,7.618209333476141e-05,4.3046580894010825e-05
88,88,0.02,2616,2,100000.0,2.44447815484697,,3198.1,1.3294879678451768,2616.0,0.1106222944290948,0.0152696343895435,0.0073383550176493,56902085023.77354,4536212946287.743,4440489812602.891,2446257860835.125,1369372606880.532,773761997285.8927,23.719268598000863,31.53431652449965,1349668747248.5857,107595087981592.84,105324617191828.88,58023142405079.39,32480346020234.656,18352972217258.805,6.415696797460453e-06,0.0005114569503021,0.0005006641893344,0.0002758150025076,0.000154396441621,8.72414844888314e-05,3.2918588789446517e-06,0.0002624257592279,0.0002568880527026,0.0001415191667583,7.921996834843437e-05,4.47631277463969e-05
89,89,0.02,2656,2,100000.0,2.47825379676539,,3168.55,1.341697280460862,2656.0,0.111643298110971,0.0152804793229108,0.0073740385545809,57424643603.72489,4365882950619.645,4481268916739.279,2468722996047.986,1381948198874.6875,780867817228.2217,23.87930047939177,32.05209015183157,1371829458498.391,104297501354059.95,107053981107117.42,58975845879370.1,33013652856386.523,18654316468365.977,6.576890802808373e-06,0.0005000280998209,0.0005132433476957,0.0002827448382515,0.0001582756431516,8.943342166435686e-05,3.334838028000902e-06,0.0002535411902596,0.0002602420330261,0.0001433668684934,8.025427964581611e-05,4.534756383870385e-05
90,90,0.02,2696,2,100000.0,2.51744817183723,,3205.2,1.3809111607730773,2696.0,0.1094395970741515,0.0151533800557849,0.0071922861578415,59102997681.08769,4319490110898.1846,4612243276982.077,2540876535822.4624,1422338495596.269,803690295569.9309,24.76176071926765,34.19899920638747,1463717166033.3838,106974469517579.98,114224657349334.16,62926158539752.95,35224969182579.086,19903817538117.504,6.874378052404831e-06,0.0005024078165401,0.0005364584741829,0.0002955340097294,0.0001654347989246,9.347869220793484e-05,3.440024822861542e-06,0.0002514111599511,0.0002684505352419,0.0001478889176182,8.27856441015745e-05,4.6777907637977055e-05
91,91,0.02,2736,2,100000.0,2.55199416924148,,3215.6,1.4060632876978354,2736.0,0.1168800807676234,0.0153223791485645,0.0072610403228532,60179508713.46737,4178820091037.9673,4696251380910.7705,2587156449364.017,1448245186328.77,818328833440.1401,23.51207691468885,33.06647426202831,1415245098414.8115,98273561506748.12,110442024035174.52,60842312642132.08,34058468489889.15,19244688020500.477,7.106606786742452e-06,0.0004934774619204,0.0005545809969093,0.000305517674944,0.0001710234810827,9.663656892252589e-05,3.5102700861339907e-06,0.00024375053028,0.0002739322917683,0.0001509088074412,8.447612590462641e-05,4.773311191892483e-05
92,92,0.02,2776,2,100000.0,2.59237837643355,,3222.4,1.4084319650220858,2776.0,0.1127417015105038,0.0148721308637701,0.0071999912443766,60280888102.94527,4025298556033.12,4704162763173.766,2591514815640.637,1450684923972.7483,819707403642.8538,24.740832379855053,34.85034905937154,1491594939741.102,99602297611683.86,116400165858300.95,64124642269243.65,35895859531152.7,20282903152554.24,7.225869447181375e-06,0.0004825124971972,0.0005638879428407,0.0003106448547386,0.0001738935871634,9.825831818363046e-05,3.5081375080570308e-06,0.0002342583410753,0.0002737658709558,0.0001508171265145,8.442480451632575e-05,4.770411284320542e-05
93,93,0.02,2816,2,100000.0,2.62760886167192,,3251.5,1.4026547246406769,2816.0,0.1174795550807175,0.0150339095004891,0.007230264879934,60033622214.62097,3803999613225.516,4684866780299.861,2580884693338.845,1444734366379.8972,816345049740.874,24.104972130224247,33.82095062094031,1447536686576.2456,91722418083990.12,112961975073940.66,62230549142530.17,34835579139568.523,19683793261387.258,7.302901819181421e-06,0.0004627446199443,0.0005698993475715,0.0003139565268058,0.0001757474035923,9.930581445708428e-05,3.502606359190708e-06,0.0002219408515449,0.0002733342345723,0.0001505793388062,8.429169509267356e-05,4.762889955721944e-05
94,94,0.02,2856,2,100000.0,2.66918078172062,,3239.9,1.4556558361870464,2856.0,0.1163688171224066,0.0152570613771266,0.0071368462068154,62302069788.80559,3781793862413.945,4861890492864.734,2678406738584.165,1499325511272.6577,847191696660.861,24.63755796807275,35.861817644901166,1534885795201.77,93169002241453.22,119778470933969.9,65985744466618.14,36937672174248.2,20871577869332.477,7.689642057448802e-06,0.0004667684594684,0.0006000795437354,0.0003305827426566,0.000185054470074,0.0001045647588185,3.642543837044292e-06,0.0002211058151551,0.0002842545891524,0.000156595342527,8.76593493494304e-05,4.953178769064901e-05
95,95,0.02,2896,2,100000.0,2.71144037566172,,3277.75,1.5123500917229813,2896.0,0.1196933215936723,0.0152523337433294,0.0072121644383577,64728583925.74359,3708282424904.75,5051249306354.759,2782724168770.286,1557720594474.671,880187753382.775,24.349690544767235,36.84542405278107,1576984149459.0298,90344979777419.2,123063716336288.78,67795580257117.17,37950786774364.5,21444036798718.586,8.10415197491771e-06,0.0004642845944508,0.0006324268129958,0.0003484027951833,0.0001950298255645,0.0001102013189112,3.790679627315485e-06,0.0002171669730414,0.0002958147185801,0.0001629637970621,9.12242994424054e-05,5.154615754900966e-05
96,96,0.02,2936,2,100000.0,2.75439550712333,,3276.0,1.5366059940432977,2936.0,0.1189342571545011,0.0149129855811183,0.0075450270044395,65766736545.05315,3617170509977.923,5132264020104.614,2827355029039.6675,1582704173864.5964,894304688533.199,24.83648667763945,38.173989774970366,1633846762368.732,89861571930280.23,127501125848401.05,70240141185945.46,39319209468219.484,22217262049032.75,8.350400149647907e-06,0.0004592720082305,0.000651643376164,0.0003589891653119,0.0002009558914517,0.0001135498338105,3.8562778619231065e-06,0.0002120952824057,0.00030093383315,0.0001657839080826,9.280294854628036e-05,5.243817092615065e-05
97,97,0.02,2976,2,100000.0,2.79802350403656,,3285.45,1.5631345863253958,2976.0,0.1191356980102227,0.0154573409188766,0.0073993319395825,66902160294.72695,3467032512469.728,5220869518326.82,2876167638838.7285,1610028623915.1577,909744329241.3804,25.046114975382345,39.136544826371264,1675044118568.691,86804856424891.52,130716059720080.08,72011242480523.14,40310641171162.414,22777469088948.09,8.61329407055132e-06,0.0004463618282355,0.0006721589298046,0.0003702911469582,0.0002072825442211,0.0001171246997443,3.9261877240892855e-06,0.0002034645881314,0.0003063894158517,0.0001687893787925,9.448535878065335e-05,5.338881437897112e-05
98,98,0.02,3016,2,100000.0,2.84231908519533,,3323.65,1.6021136023106464,3016.0,0.1224262631911869,0.0150812362662613,0.0072422836669127,68570462178.89567,3386868155284.7065,5351059431717.557,2947889028251.589,1650177010379.9656,932430116544.7964,24.705890433596007,39.593654013280805,1694608391768.4185,83700984584075.62,132242804404357.9,72852323384436.7,40781463633679.234,23043506635729.438,8.949718686602936e-06,0.0004420491893335,0.0006984126264778,0.0003847542612931,0.0002153787440934,0.0001216994456916,4.0247731232953765e-06,0.000198793700529,0.0003140827624253,0.0001730276295995,9.685785787369596e-05,5.472939153639976e-05
99,99,0.02,3056,2,100000.0,2.88726023004366,,3342.4,1.6292177924319045,3056.0,0.1227875998496529,0.0149025281530684,0.0074322706188909,69730521516.08553,3248660278109.218,5441587426722.561,2997760738074.704,1678094326204.8616,948204755195.3684,24.98976256909672,40.70681379431129,1742251630396.5232,81169386705856.72,135960758072999.69,74900537381532.77,41928018208140.62,23691365628289.168,9.224769145915176e-06,0.0004297707868446,0.0007198768445643,0.0003965788604785,0.0002219979490722,0.0001254396178252,4.091576070361058e-06,0.0001906215580443,0.0003192958896028,0.0001758995319967,9.84654988895062e-05,5.563778675117139e-05
100,100,0.02,3096,2,100000.0,2.92478001758178,,3332.95,1.64163082781851,3096.0,0.1239671459743703,0.0148366437623934,0.0073283630823815,70261799430.63222,3079699432987.5244,5440364563390.541,3020600723186.0576,1690879752653.065,955429141790.3728,25.072284265780315,41.15497256573104,1761432825813.2883,77206728533311.44,136387579082832.69,75725149520945.1,42389621742702.98,23952194033255.46,9.419644272632353e-06,0.0004128797349405,0.0007293621756892,0.0004049566696645,0.0002266877009534,0.000128089555296,4.121550324367689e-06,0.0001806548693577,0.0003191312564241,0.0001771881447858,9.918684191816632e-05,5.604538057901856e-05
101,101,0.02,3136,2,100000.0,2.97056522202192,,3354.65,1.6634562652096458,3136.0,0.1272130341855245,0.0148483303660008,0.0071169541138873,71195928150.97285,2967605977134.008,5369636824096.737,3060759527985.749,1713359953165.935,968131546352.014,24.86218531569622,41.35094337059847,1769820376261.6152,73770082973147.69,133480845200291.9,76085735801901.22,42591471671716.445,24066249041688.32,9.670701666960478e-06,0.0004030965367723,0.0007293697425454,0.0004157497912898,0.0002327295027328,0.0001315034665927,4.178228549905858e-06,0.0001741579376876,0.0003151243401657,0.0001796247787809,0.0001005508272523,5.68160985057292e-05
102,102,0.02,3176,2,100000.0,3.01691424785678,,3387.95,1.6253394491357642,3176.0,0.1276956311256299,0.0146762599219195,0.0073090717109106,69564528423.01071,2720818237853.2705,5074309760201.857,2990624586409.806,1674099632609.837,945947559397.0146,24.989796197478263,40.61714098002062,1738413633944.8828,67993094000554.54,126806714139624.4,74735539403237.95,41835655209421.25,23639176050372.008,9.571682154605098e-06,0.0003743690637104,0.0006981960674456,0.0004114928776745,0.0002303465565243,0.0001301569863079,4.082684138608006e-06,0.000159682552524,0.0002978070065591,0.0001755172620335,9.825151081228466e-05,5.551687309976307e-05
103,103,0.02,3216,2,100000.0,3.06375935418538,,3379.7,1.5752419041195669,3216.0,0.1284500201776381,0.0150786782525287,0.0072692672758862,67420353496.31747,2460527854234.764,4801337323756.44,2898445103580.0034,1622499161243.1538,916790788197.588,25.155552107520684,39.63348076429318,1696312976711.748,61907496953825.95,120802849369565.66,72925604606299.47,40822485187221.98,23066685804818.637,9.395783435301264e-06,0.0003429021898583,0.0006691202782896,0.0004039308766577,0.0002261134798681,0.000127765092508,3.954996661929776e-06,0.0001443388968675,0.0002816549024663,0.0001700278938773,9.51786579856932e-05,5.378056208511986e-05
104,104,0.02,3256,2,100000.0,3.11104952756299,,3405.2,1.691096393872234,3256.0,0.1341503324816358,0.0148501494185192,0.0073243083294923,72378925657.73164,2499440470143.161,5019174097012.79,3111617364724.91,1741829285688.4011,984218101233.6404,24.363043890528274,41.19846633588436,1763294359175.8503,60891333244437.06,122277048084904.8,75805178058027.22,42434420325960.89,23977507407484.69,1.021431387226578e-05,0.0003527279416637,0.0007083197096467,0.00043912003563,0.0002458117590755,0.0001388955764873,4.242231973337172e-06,0.0001464957676773,0.0002941809461883,0.0001823763278256,0.0001020910965545,5.76864254318279e-05
105,105,0.02,3296,2,100000.0,3.15875532211423,,3427.25,1.7577752873668953,3296.0,0.1339053390109029,0.0150158924940561,0.0072840664805236,75232782299.30312,2425729896566.3154,5041299524168.256,3234306528755.0874,1810508545987.9023,1023025217247.533,24.69174393516534,43.404313181979134,1857704604188.7063,59897952191131.2,124483570205916.16,79863936254841.6,44706442577438.52,25261310271911.85,1.074947572088178e-05,0.0003465952452059,0.0007203153356889,0.0004621269936079,0.0002586906540305,0.0001461727773259,4.404079860541834e-06,0.0001420007057837,0.0002951145102811,0.0001893342743783,0.000105986034027,5.988725417839599e-05
106,106,0.02,3336,2,100000.0,3.21715043294896,,3450.8,1.7954529636501135,3336.0,0.1336091331639181,0.0149900675734449,0.0073929909778618,76845386844.22482,2294588887544.8447,5034450110074.916,3303633453116.209,1849316552559.6165,1044953624844.3658,25.102550274313938,45.09137939173506,1929911037966.2605,57626782862637.4,126436227814425.1,82968138080792.5,46444120773487.11,26243182805989.8,1.111478387089157e-05,0.000331885368855,0.0007281741582705,0.0004778318299635,0.0002674819482947,0.0001511402853471,4.4907991147729474e-06,0.0001340944221653,0.0002942102971453,0.0001930623918499,0.0001080729693507,6.106647394387514e-05
107,107,0.02,3376,2,100000.0,3.26592464868579,,3456.9,1.819715493279057,3376.0,0.1317359551318531,0.0145881096831814,0.0073534207655507,77883823112.34364,2190937453907.9849,4938707848759.361,3348276507633.4653,1874306958077.4285,1059074417088.4113,25.838327226796043,47.01727411580127,2012339332156.2944,56608798035424.75,127604881950284.7,86511784373074.36,48427792339275.32,27364053535396.344,1.1401486431155257e-05,0.0003207334033436,0.0007229821068727,0.0004901573605916,0.0002743815659833,0.000155038904274,4.542596893614874e-06,0.0001277870714932,0.000288051588067,0.0001952892122488,0.0001093195046827,6.177082691784714e-05
108,108,0.02,3416,2,100000.0,3.31484076721916,,3459.1,1.8368018417860383,3416.0,0.1376619361621806,0.0149628782011429,0.0074675673499728,78615118828.44244,2057218062800.3635,4845483258631.57,3379715388886.3105,1891905897039.62,1069018671919.4742,24.91456483431688,45.76843236179066,1958888905084.64,51260644245205.54,120737124570403.72,84213915545694.8,47141485332644.36,26637227634562.16,1.1645759729841632e-05,0.0003047488527434,0.0007177923870869,0.0005006588295071,0.000280260105648,0.0001583605645506,4.573752340452263e-06,0.0001196869771332,0.0002819055764979,0.0001966286052904,0.0001100692736136,6.219448276035554e-05
109,109,0.02,3456,2,100000.0,3.36394029242988,,3485.2,1.8695607527486164,3456.0,0.1335769754326065,0.0142596631797499,0.0072957141347396,80017200217.64078,1921908453825.578,4763640798003.475,3439991785057.454,1925647575331.075,1088084358099.6948,25.98413136185083,48.58046842876586,2079244048751.1792,49940721544771.3,123783033556495.42,89388061908929.17,50037882481628.84,28273832625541.73,1.199270192457902e-05,0.0002880490088426,0.0007139580491548,0.0005155741014304,0.0002886094154746,0.0001630783299089,4.642785456446733e-06,0.0001115136319912,0.0002763976014725,0.0001995963841088,0.0001117305845826,6.313320410401869e-05
110,110,0.02,3496,2,100000.0,3.42527476229752,,3500.65,1.8877109938236896,3496.0,0.1417994999342226,0.0150392120819891,0.0073306179825431,80794030535.6539,1819753398046.036,4677747842695.102,3473388228635.589,1944342323638.4,1098647798405.3872,24.73196227755482,46.68045779488956,1997923593621.273,44999961314273.52,115674174415736.31,85892042342596.78,48080871528736.24,27168026436625.72,1.2249464443564798e-05,0.0002758991524204,0.0007092096469895,0.0005266124900971,0.0002947885134782,0.0001665698202371,4.672860044190356e-06,0.0001052485299672,0.0002705454950818,0.0002008893103109,0.0001124543421848,6.354216228314924e-05
111,111,0.02,3536,2,100000.0,3.47476477788348,,3503.65,1.9065685596222988,3536.0,0.1395987700658906,0.0146935191039806,0.0074877705824781,81601134351.83438,1684643979282.2632,4575764543093.517,3508086149705.029,1963765616410.9675,1109622901700.1772,25.474765494011155,48.58991648435304,2079648425530.31,42934050205574.36,116615799562447.3,89405446331209.58,50047613978883.63,28279331393893.47,1.2512739432805624e-05,0.0002583237514678,0.0007016489401572,0.0005379308541205,0.0003011243368174,0.0001701498679881,4.7034577053113966e-06,9.710222496292298e-05,0.0002637452918865,0.0002022047237796,0.0001131906877679,6.395823328250544e-05
112,112,0.02,3576,2,100000.0,3.5240643801977,,3503.15,1.916029664329462,3576.0,0.142393478361987,0.0143051553078519,0.0073524052647782,82006069633.301,1542403879785.2173,4460517058558.988,3525494582366.211,1973510554259.3464,1115129264639.747,25.180228347890736,48.24508343223621,2064889570899.7092,38837292162950.16,112314554230245.88,88770953515314.62,49692435935203.305,28078638557561.48,1.271586082192844e-05,0.0002391651392908,0.0006916477568562,0.0005466631755221,0.0003060125384715,0.000172911939214,4.708722183749506e-06,8.856358312893347e-05,0.0002561192813964,0.0002024310471518,0.0001133173796556,6.402982034911711e-05
113,113,0.02,3616,2,100000.0,3.58686317822613,,3525.35,1.934355282956925,3616.0,0.1440256021767254,0.014580719814906,0.0071422765365581,82790406110.5564,1449218977991.3286,4352299386653.081,3559213720640.742,1992385941445.6328,1125794774680.931,25.191997032854754,48.73457436418293,2085839782787.0293,36511943113645.86,109652792319411.6,89671616830096.6,50196611595108.42,28363522279954.47,1.2978678324475184e-05,0.0002271875187078,0.0006822903324781,0.0005579618718932,0.000312337352201,0.000176485766001,4.73437025639222e-06,8.287360271236102e-05,0.0002488862868429,0.0002035336745738,0.0001139346113103,6.437858619673533e-05
114,114,0.02,3656,2,100000.0,3.65028608558341,,3555.45,1.956929004987727,3656.0,0.1485084514572463,0.0142881453400941,0.0072079633090413,83756561413.47472,1335799738804.6226,4242622082813.393,3600749369177.418,2015636875137.3596,1138932680902.857,24.72978812058061,48.37254492999709,2070344923003.8755,33019099169216.01,104871677408233.69,89005482671194.64,49823721277897.0,28152821149258.305,1.3272145852298252e-05,0.0002116721205321,0.0006722900048546,0.0005705782329024,0.000319399771679,0.0001804763758419,4.768383534366377e-06,7.604903272332918e-05,0.000241538679965,0.0002049959276456,0.0001147531551494,6.484110320096334e-05
115,115,0.02,3696,2,100000.0,3.69916552933537,,3595.25,1.898146500615764,3696.0,0.1488467926219754,0.0151504817878796,0.0074126472252967,81240670226.3547,1165461951378.079,3982311358291.874,3492589561133.0063,1955090895634.2368,1104721263358.3745,24.99837402665976,47.42288153826017,2029699329837.5352,29117649264491.75,99493205467269.86,87258102030398.72,48845567984407.98,27600117055267.414,1.3010474822224336e-05,0.0001866455967486,0.0006377564527342,0.0005593288241329,0.0003131025482917,0.0001769181389376,4.60326204642631e-06,6.603745085293816e-05,0.000225645882556,0.0001978972468556,0.0001107794370985,6.259575960327364e-05
116,116,0.02,3736,2,100000.0,3.74720977948172,,3572.4,1.7944035191020489,3736.0,0.146492793409061,0.0146821740984492,0.0075142846237649,76800470617.5677,1012402465477.3756,3649816757853.568,3301702475147.771,1848235624675.11,1044342848117.3926,25.581477791042573,45.90041533863657,1964537776493.6455,25897014334058.76,93361444798786.78,84456764223091.3,47277427798795.69,26714041727086.49,1.242762691785138e-05,0.0001638239978282,0.0005906026437128,0.0005342718114215,0.0002990760683501,0.0001689924968735,4.330021786279085e-06,5.707939934155748e-05,0.0002057772035815,0.0001861504693166,0.0001042037953239,5.888020279472962e-05
117,117,0.02,3776,2,100000.0,3.81045165225431,,3574.75,1.8847714484869376,3776.0,0.145440637521574,0.0143959864225156,0.0071686713316419,80668217995.24092,967264707363.4965,3709230210622.294,3467979465215.965,1941314591941.5452,1096936983019.3976,26.076660859394007,49.14456536930065,2103387397806.0684,25220990947525.1,96716504646783.7,90426000279513.2,50618902330379.67,28602137044932.98,1.3186520020957104e-05,0.0001581150017465,0.0006063334439542,0.0005668971223962,0.000317339150037,0.0001793120245839,4.523688230145181e-06,5.424198130164735e-05,0.0002080051036664,0.0001944763164361,0.000108864459744,6.15137044379555e-05
118,118,0.02,3816,2,100000.0,3.89062691066957,,3607.0,2.0070723172602625,3816.0,0.1521637466163383,0.0147164567266048,0.0073007249029069,85902695178.73924,909203759718.899,3813437402794.5,3693013063758.884,2067284486778.0708,1168116088645.473,25.209789039062336,50.59220278584363,2165346279234.1077,22918267861987.16,96125185293102.9,93089653125952.28,52109968869418.94,29444662021360.992,1.4182949536721483e-05,0.0001501139285077,0.0006296169186861,0.0006097342791487,0.000341318645393,0.0001928616035133,4.7906349192722055e-06,5.0704617253044624e-05,0.0002126683725844,0.0002059525292396,0.0001152886440852,6.514368044430897e-05
119,119,0.02,3856,2,100000.0,3.93664721150638,,3613.35,2.0315677255703912,3856.0,0.1524798681047286,0.0141627276426932,0.0074956065426209,86951098654.41277,836193275844.7731,3725895208696.0977,3738084615049.52,2092514757337.5037,1182372416281.9675,25.43358343857835,51.68964989162031,2212317015361.349,21275459895390.914,94798817901231.64,95108955800581.34,53240339388368.92,30083376236923.01,1.449685984278304e-05,0.0001394137268992,0.0006211972184967,0.0006232294885682,0.0003488730289267,0.0001971301969275,4.820424073010777e-06,4.635716234699147e-05,0.000206557424063,0.0002072331844471,0.0001160055325981,6.554875725449231e-05
120,120,0.02,3896,2,100000.0,4.01765442203109,,3634.2,2.0631179260916457,3896.0,0.152759240153523,0.0142380876445241,0.0072811746974402,88301447236.72243,754688537364.3239,3639340021625.663,3796136984008.628,2125011463874.3955,1200734632985.3376,25.649371424721277,52.92471889000675,2265177968492.288,19359862169964.46,93359204121971.88,97381482757612.4,54512460456706.93,30802186393983.914,1.486391105580185e-05,0.0001270378192572,0.0006126153995895,0.0006390092603428,0.0003577062707353,0.0002021214073475,4.86554923804006e-06,4.158453063726762e-05,0.0002005333844836,0.0002091731448128,0.0001170914886724,6.616237515278774e-05
121,121,0.02,3936,2,100000.0,4.0610441522259,,3659.85,2.0909520732835216,3936.0,0.1515611319976414,0.0143789788962854,0.0072672933043094,89492748736.53473,664922759304.1599,3562982332875.122,3847351814841.68,2153680635482.028,1216934106651.0093,26.06546884826374,54.50588399216285,2332851834864.5693,17332871109507.783,92878026322645.48,100290826545579.62,56141060511927.73,31722424483438.78,1.5206130589718516e-05,0.0001129801291478,0.0006054029561887,0.0006537215019878,0.0003659419277431,0.0002067749533461,4.899593915937765e-06,3.640352488944416e-05,0.0001950679446905,0.0002106367477879,0.0001179107881638,6.662531913728457e-05
122,122,0.02,3976,2,100000.0,4.14177134419615,,3683.25,2.108400120823928,3976.0,0.1591650700883292,0.0147121436033199,0.0072420715812977,90239525171.26408,604689154652.3025,3457776198151.2407,3879456222316.0254,2171652124448.6453,1227088870319.526,25.04788154061631,52.81331886988122,2260410047630.916,15146859851881.932,86613842946605.2,97176506720581.44,54397718435977.65,30737351582270.867,1.547286132684796e-05,0.0001036826315078,0.0005928853405614,0.0006651884308737,0.0003723609151086,0.0002104019928089,4.9078375255353616e-06,3.288709818512947e-05,0.0001880573257447,0.0002109911459575,0.0001181091740957,6.673741681919581e-05
123,123,0.02,4016,2,100000.0,4.20194187461122,,3707.2,2.136807333069387,4016.0,0.1516357707038423,0.0147287583167491,0.0072317154925344,91455353855.36974,534629194733.9605,3376155586249.6304,3931725492847.671,2200911553061.468,1243621867846.383,26.673285922961032,56.99952260460623,2439579567477.145,14261280555672.477,90059245715277.84,104879121592475.42,58709508282744.4,33173722155880.824,1.5822263409630607e-05,9.249369871704624e-05,0.0005840929015704,0.0006802094549934,0.0003807694231756,0.0002151532080467,4.93971437512462e-06,2.8876554594770552e-05,0.0001823539418853,0.0002123615525754,0.0001188763038872,6.717088239071328e-05
124,124,0.02,4056,2,100000.0,4.26046906476449,,3707.55,2.132049157050469,4056.0,0.1587033587856922,0.0147359838486533,0.0073568767901177,91251703921.7601,455832109777.3903,3240714718716.715,3922970448972.8647,2196010631761.984,1240852609403.3735,25.69441474625101,54.77212693421704,2344247032784.4893,11710280738535.604,83253632940009.88,100780713558959.31,56415290742243.54,31877377875714.312,1.5924941378819557e-05,7.955029128017807e-05,0.0005655586657898,0.0006846236480613,0.0003832404116865,0.0002165494365063,4.89371866988583e-06,2.4445725505177345e-05,0.0001737956163136,0.0002103841671165,0.0001177693978967,6.654542677274656e-05
125,125,0.02,4096,2,100000.0,4.33916476461335,,3724.75,2.157352510174148,4096.0,0.1648116403672474,0.0139452535431878,0.007352110530899,92334687435.4535,407739624422.9139,3149734664854.255,3969528618720.431,2222073085479.372,1255579160921.354,24.97553664977063,53.8738245145892,2305799689224.4185,10182152833257.36,78655783791300.23,99127837106844.14,55490039250026.89,31354565867490.92,1.6250677628461124e-05,7.176116990138207e-05,0.0005543455452698,0.0006986272625319,0.000391079391526,0.0002209788406486,4.915644907295501e-06,2.170693662333761e-05,0.0001676832141273,0.000211326790407,0.0001182970620213,6.684358261789677e-05
126,126,0.02,4136,2,100000.0,4.39375723050564,,3733.6,2.15545374863516,4136.0,0.1638027604661601,0.0148295757188387,0.0073656819968679,92253420441.5848,337975147785.9929,3039189785575.5747,3966034897488.693,2220117361094.215,1254474081705.663,25.361910932207422,54.671414991061866,2339936561617.448,8572477870598.5,77086695137397.23,100595403583553.8,56311557440793.71,31818763524798.0,1.637109185757877e-05,5.997633652496147e-05,0.0005393280261491,0.0007038039490173,0.0003939772105912,0.0002226162490913,4.8741702563314215e-06,1.7856773275531938e-05,0.0001605743005005,0.0002095437680291,0.0001172989571032,6.627960488749737e-05
