,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
40,40,0.02,580,2,100000.0,1.21534946177801,,0.58,1561.0,0.0140641807143816,580.0,0.0377255999937915,0.0092940869623368,0.0062866392483037,-0.0002168366303314,-1.021481692524756e-05,179830747185.2396,95917712472.08264,57395921495.39137,36032430990.245705,23079320552.300232,15.374175628630155,0.216225184375696,2764749490653.6616,1474655757442.2476,882414977437.2157,553968922370.5334,354825527560.5173,4.5206658813597815e-06,2.411222424294148e-06,1.442844386150208e-06,9.057993916483296e-07,5.801782988660846e-07,2.588647413741951e-06,1.380726834589279e-06,8.262091219881008e-07,5.186835997386706e-07,3.322247412846051e-07
41,41,0.02,582,2,100000.0,1.21559007975785,,0.5820000000000001,1741.0,0.010031135630326,582.0,0.0400097930792071,0.0091500228658131,0.0066688222366277,-0.0001747336086899,-3.107119421675273e-06,128101072142.72363,68412344998.82355,40937064507.36054,25699769484.89529,16461093569.36502,14.546438639355571,0.145917298929591,1863414385559.7908,995155978699.8108,595488496931.6609,373840119857.6122,239450287543.45883,3.232202640358117e-06,1.7261569980610662e-06,1.0329100746462186e-06,6.484478341689813e-07,4.153407087709985e-07,1.8498814575662068e-06,9.879287219465663e-07,5.911637997454455e-07,3.711251298573466e-07,2.3771129511940122e-07
42,42,0.02,584,2,100000.0,1.21587072513883,,0.5840000000000001,1637.0,0.0074520475803228,584.0,0.0484823068836703,0.0084393075740234,0.0063419245081889,-6.89220977396752e-05,2.20792881789244e-06,95045629026.09932,50822964497.80209,30411806175.297703,19092145900.78724,12228810079.309858,12.0456314383155,0.0897646186133603,1144884617071.2546,612194698943.1176,366329408561.12354,229976952887.4292,147303739144.52432,2.406577912599944e-06,1.2868495381273732e-06,7.700341591052508e-07,4.834176710677903e-07,3.096363771359266e-07,1.3769237113849568e-06,7.36271048095051e-07,4.405750949084902e-07,2.7658745237822884e-07,1.771584735958913e-07
43,43,0.02,586,2,100000.0,1.21614745395122,,0.586,1735.0,0.0072535028904336,586.0,0.0419465306194979,0.0094208575715045,0.0062285482125187,-0.000336521226926,3.3993237695844274e-05,92397460405.5383,49468889712.75738,29601545295.859657,18583474405.29097,11902998243.201591,13.97016609825678,0.1013326401735435,1290807868922.474,691088605983.5667,413538504548.23096,259614224124.61847,166286862524.78488,2.3476244778523446e-06,1.2569000908913096e-06,7.521127963236708e-07,4.721668669887882e-07,3.024300658581582e-07,1.34285400952549e-06,7.189537093983671e-07,4.302126228819261e-07,2.700820239704717e-07,1.7299164767195312e-07
44,44,0.02,588,2,100000.0,1.21641984515278,,0.5880000000000001,1816.0,0.00691737619957,588.0,0.0392987109061095,0.0085350753376406,0.0064086259916161,-0.0003296323290461,6.119081637591614e-05,87988147790.09117,47176505681.06765,28229812270.44532,17722317823.298435,11351414343.49443,14.96232284577524,0.1035000159436486,1316507073837.1292,705870108735.6838,422383565066.0302,265167040847.6279,169843526163.52747,2.2433889442286245e-06,1.2028353128279484e-06,7.197611307405949e-07,4.518569019743701e-07,2.894212240983377e-07,1.28288712674024e-06,6.878441397267964e-07,4.115970578042605e-07,2.58395408501474e-07,1.6550619256476145e-07
45,45,0.02,590,2,100000.0,1.21696884226858,,0.59,1824.0,0.0067300607267317,590.0,0.0494582433070718,0.0091124626772613,0.0061540226138086,-0.0002494400053359,-9.127384636233506e-06,85463234154.57545,45899014156.310455,27465377825.792225,17242415581.886715,11044029652.566784,11.929255075576824,0.0802846110833048,1019512719813.6796,547541047588.13885,327641497830.96704,205689173595.42697,131747046787.70325,2.1864241157406624e-06,1.1742442517278237e-06,7.026526086951977e-07,4.411163889921825e-07,2.825417620359764e-07,1.2500966741106298e-06,6.713788158072948e-07,4.017444204266232e-07,2.5221004781499844e-07,1.6154437488852945e-07
46,46,0.02,592,2,100000.0,1.21747564218327,,0.5920000000000001,1937.0,0.0069382230267837,592.0,0.0434750354000925,0.0090212174168116,0.0062155766025967,-0.0001161311259416,5.202366559010691e-05,87981946271.00722,47318681042.66492,28314888172.304333,17775727394.619873,11385623986.952072,13.617010188765471,0.094477853647641,1198051058799.7217,644338961876.9117,385564120736.0231,242052261045.25635,155038157835.77893,2.258741250924333e-06,1.2148021422619855e-06,7.269219270632204e-07,4.5635235901396e-07,2.923006327642109e-07,1.2909372905795829e-06,6.942952786115721e-07,4.154573360724085e-07,2.608188421998311e-07,1.6705843873923605e-07
47,47,0.02,594,2,100000.0,1.21811891168984,,0.5940000000000001,1866.0,0.006506531874955,594.0,0.0479013112425263,0.0091213069451281,0.0062064490262253,-0.0001465986068014,8.09984218152366e-05,82405362744.7188,44374547387.193535,26553156581.691616,16669734663.634874,10677218806.80126,12.400495614672272,0.0806842199821056,1021867339341.3632,550266380277.9603,329272301746.9731,206712971594.1546,132402804990.63531,2.123035753751951e-06,1.1432356769233417e-06,6.840974776428383e-07,4.294677132371849e-07,2.750806078931384e-07,1.2128820108145355e-06,6.531260645098426e-07,3.908222095695994e-07,2.4535322247422537e-07,1.57152473879861e-07
48,48,0.02,596,2,100000.0,1.21860384648691,,0.596,1862.0,0.0064085233598967,596.0,0.0480326101387618,0.0090448096479701,0.0064946178263204,-0.0001417667208964,-1.076044051613094e-05,81063715042.41692,43706129314.496086,26153183831.73879,16418636848.055569,10516386833.590628,12.408236784930292,0.0795184752913563,1005857770912.4246,542316001487.0505,324514897664.0254,203726333696.45505,130489817953.1158,2.0953475260480178e-06,1.1297228344931485e-06,6.760115670918678e-07,4.243914812274849e-07,2.718292040180728e-07,1.1968653640205171e-06,6.452992235126474e-07,3.861387289083746e-07,2.424129927623758e-07,1.5526921199182617e-07
49,49,0.02,598,2,100000.0,1.21910049382016,,0.5980000000000001,1960.0,0.0066573288362207,598.0,0.0459940623237571,0.0095515471086355,0.0060637746597091,-8.810149834217477e-05,1.545610160892697e-05,84106924163.84048,45402982663.02533,27168558980.61677,17056076478.397491,10924676620.238209,13.001678255567295,0.0865564475700521,1093531167043.6523,590314972427.7552,353236862533.3826,221757618674.47345,142039130462.4555,2.181707116496648e-06,1.177739066918378e-06,7.04743861010836e-07,4.424292506517426e-07,2.833826699139382e-07,1.2456915235055002e-06,6.72454868698117e-07,4.023883165919378e-07,2.526142776546299e-07,1.618032902541951e-07
50,50,0.02,600,2,100000.0,1.21985929056978,,0.6,2028.0,0.0068304880032903,600.0,0.0432904396307094,0.0088406749094292,0.0061845619392505,-0.0001698442456172,6.307633171046879e-05,86161555697.26544,46583928182.44021,27875221541.42793,17499710264.429882,11208830813.39947,13.859873106356051,0.0946696969800916,1194188228610.328,645647333404.2247,386347033375.75385,242543763662.99463,155352972744.33032,2.24297550617402e-06,1.2126824898763892e-06,7.256535544260328e-07,4.555560907717461e-07,2.9179061083389365e-07,1.2801372185043858e-06,6.921163361999244e-07,4.141534850486644e-07,2.600003010768631e-07,1.665341506897472e-07
51,51,0.02,602,2,100000.0,1.22050059246538,,0.602,2010.0,0.0067533704747847,602.0,0.0477372396671853,0.00808757193826,0.0061512632835877,-0.0002379150112953,-2.073345001969857e-05,85049098353.90233,46057986638.03178,27560504907.59644,17302135156.39845,11082280949.121723,12.610699826739578,0.0851647278762758,1072528649875.9132,580823444116.2012,347557254463.0817,218192032819.01868,139755318444.96863,2.2216419308663338e-06,1.2031209777268353e-06,7.199320689300902e-07,4.519642148000224e-07,2.894899595967356e-07,1.2674350293532767e-06,6.863741859274889e-07,4.107174564179007e-07,2.5784320591586895e-07,1.651524984027873e-07
52,52,0.02,604,2,100000.0,1.22113579614298,,0.6040000000000001,2088.0,0.0069983096884974,604.0,0.0377295743941203,0.0087348995932912,0.0062502189854127,-0.0002084817629165,2.135098434126119e-05,88019587528.81348,47728472075.55261,28560101838.75809,17929669421.930466,11484226198.824316,16.008661897180712,0.1120335736549197,1409075817078.0789,764068972326.5526,457209014085.7274,287030015703.9044,183847094367.7233,2.306875338360032e-06,1.2508992402702977e-06,7.485219647423878e-07,4.699125885003669e-07,3.0098616617060976e-07,1.3156861484716397e-06,7.134285828931391e-07,4.269064584731526e-07,2.680064559196807e-07,1.7166221474012333e-07
53,53,0.02,606,2,100000.0,1.22175151083902,,0.606,2033.0,0.0068269992051831,606.0,0.0470250140347161,0.0089285248613214,0.006476420768737,-0.0003721096244436,4.497764977643098e-05,85759831786.66637,46560134579.34901,27860983756.352394,17490771963.679203,11203105695.705532,12.886758514364743,0.0879778901349551,1105166242467.311,600009210720.3943,359037769640.75214,225399354525.7552,144371717711.46143,2.255259253323641e-06,1.22440975172711e-06,7.326709965979965e-07,4.599615518951402e-07,2.946123757454821e-07,1.2858132032804248e-06,6.980848089530469e-07,4.177249421315813e-07,2.622424165011299e-07,1.6797025974955277e-07
54,54,0.02,608,2,100000.0,1.22238215795596,,0.6080000000000001,2002.0,0.0067484093492322,608.0,0.0391948768119618,0.0094596493273295,0.0057715466253956,-0.0002884718988577,8.397597827694062e-05,84639086628.84541,46024151761.76426,27540258554.217003,17289424752.733143,11074139742.0902,15.51223143057423,0.1046828876135422,1312941099859.071,713937293524.3578,427210864350.8658,268197558065.8952,171784618573.82275,2.2331324175357035e-06,1.2143092439014043e-06,7.266269830442275e-07,4.56167196902551e-07,2.921820336132265e-07,1.2728872780107464e-06,6.921572478172282e-07,4.141779660325673e-07,2.6001566992782097e-07,1.665439946727378e-07
55,55,0.02,610,2,100000.0,1.22318836533182,,0.61,2057.0,0.0069600170293799,610.0,0.035105608328422,0.0078354556873679,0.0062548957333317,-6.549914483667532e-05,3.632955770690404e-05,87151190606.6836,47467316140.37113,28403829496.89949,17831563629.27138,11421387945.212467,17.376140994148074,0.1209382372241773,1514351375789.6074,824798777868.8894,493548946111.8677,309843763768.3423,198459647284.87503,2.307146413615161e-06,1.2565984174724028e-06,7.51932278842357e-07,4.720535404053219e-07,3.023574784563362e-07,1.3146839914962846e-06,7.16048974369988e-07,4.284744669213961e-07,2.689908317208078e-07,1.7229272242538865e-07
56,56,0.02,612,2,100000.0,1.22388822314828,,0.612,2093.0,0.0071383893364388,612.0,0.0448362610918593,0.0102745269340962,0.0065010723500332,-0.0002013292391772,2.4395423536385403e-05,89273278514.14946,48683815274.51297,29131766882.006954,18288553479.956337,11714096901.096155,13.649666254421854,0.0974366320365142,1218550457156.1897,664517830489.0269,397638895341.01447,249632651277.54932,159893513171.9198,2.3710728791764167e-06,1.2930282831937962e-06,7.737314404272555e-07,4.857387773522735e-07,3.111230810441377e-07,1.3506726867633106e-06,7.365686650378039e-07,4.40753185046815e-07,2.766992551065768e-07,1.7723008494531325e-07
57,57,0.02,614,2,100000.0,1.2245971197151,,0.6140000000000001,2072.0,0.0071244868958932,614.0,0.0481284635312704,0.0074453607203494,0.0062446052536235,-0.0001828427675741,1.6092946726684567e-05,88991275536.18687,48589000629.99166,29075031022.14017,18252935427.2784,11691282996.160751,12.757523406103893,0.090890808330838,1135308280591.9448,619875312816.3154,370925388798.15,232862250943.6071,149151816470.90524,2.3715697199382214e-06,1.294870782802636e-06,7.748339684189968e-07,4.864309304311369e-07,3.1156641562743785e-07,1.3503938003289044e-06,7.3731143665018e-07,4.41197649995511e-07,2.769782845597891e-07,1.7740880755761665e-07
58,58,0.02,616,2,100000.0,1.2252878876884,,0.616,2069.0,0.0071733200204315,616.0,0.0547794103836167,0.0082419823754555,0.0063884983867362,-0.0002147951155729,-7.639197214494042e-05,89459192928.50406,48922042539.343216,29274319003.381184,18378045892.34565,11771418153.528185,11.24510095465049,0.0806647078097683,1005977655802.5834,550133307262.6202,329192672571.66473,206662981408.62656,132370785515.82993,2.3921582323996672e-06,1.3081860340482457e-06,7.828016429546762e-07,4.914329353712033e-07,3.147702759344827e-07,1.361526691072256e-06,7.445703959382005e-07,4.455413175694716e-07,2.797051839286906e-07,1.791554281135758e-07
59,59,0.02,618,2,100000.0,1.225923815419,,0.618,2061.0,0.0072108334847294,618.0,0.046663940208532,0.0092951108947912,0.0065858833210268,-0.0002491416426771,-6.132936307590091e-05,89782122133.29614,49177884365.85474,29427411451.18082,18474155387.87681,11832977748.441,13.243630890110836,0.0954976170818082,1189041286064.2246,651293748497.9325,389725775310.8596,244664894963.59283,156711589631.2474,2.4084104183243475e-06,1.3191994825209234e-06,7.893919484117138e-07,4.955702454865991e-07,3.174202860435242e-07,1.370512694166073e-06,7.506941604206073e-07,4.49205699219428e-07,2.820056362166563e-07,1.8062890282261242e-07
60,60,0.02,620,2,100000.0,1.22668718395639,,0.62,2112.0,0.007456131965376,620.0,0.0420616661315307,0.0094819364362132,0.0063431391821631,-0.00010161803832,-2.30586436163836e-05,92687529744.65092,50850820003.86496,30428474550.69984,19102610095.293552,12235512555.182167,14.740262500805423,0.1099053424102898,1366238518987.3655,749554435238.177,448523702376.393,281577487255.1627,180354666895.2857,2.494762858193021e-06,1.3686926105787414e-06,8.190079976205049e-07,5.141628252643306e-07,3.2932911641638045e-07,1.419091410427529e-06,7.785509235113222e-07,4.658748268108073e-07,2.92470302937831e-07,1.8733168115573016e-07
61,61,0.02,622,2,100000.0,1.22741865002142,,0.622,2172.0,0.0077417607673771,622.0,0.046376033610727,0.0081979162179031,0.0062754827950256,-1.5621850297637076e-06,2.114176908072112e-05,96083745823.24445,52798808433.51223,31594125691.666187,19834391086.020283,12704229419.26592,13.41209999158116,0.1038332695229625,1288684806547.023,708142898146.6046,423743572923.2102,266020836517.83005,170390395287.18155,2.595091888087761e-06,1.426024332133814e-06,8.533145600349112e-07,5.357000496960164e-07,3.431240365148957e-07,1.475327096243904e-06,8.107043711081816e-07,4.851150349695731e-07,3.045490614045691e-07,1.950683098223645e-07
62,62,0.02,624,2,100000.0,1.22816432589286,,0.6240000000000001,2209.0,0.0079552481342877,624.0,0.0424119280976356,0.0084015160497966,0.0061547182305532,-0.0001138297435301,5.151645675889768e-05,98612924896.48251,54254792275.842354,32465367636.028248,20381345720.045177,13054562188.366177,14.712842070360557,0.1170443094303059,1450876390098.274,798242190314.6863,477657826785.0784,299867520760.4437,192069711775.132,2.67216276136444e-06,1.4701686994606146e-06,8.797299798385291e-07,5.522833149586649e-07,3.537458703540863e-07,1.51853626279742e-06,8.354672532824011e-07,4.999328241415658e-07,3.13851481365031e-07,2.010266514129649e-07
63,63,0.02,626,2,100000.0,1.22887045718098,,0.626,2191.0,0.0079713665002662,626.0,0.0493699107087195,0.0081966156236173,0.0065580852475828,-0.0002238767230328,2.42838022971762e-05,98694282223.08888,54364719531.81607,32531146687.58671,20422640973.682224,13081012426.936974,12.679787972341584,0.101075237073203,1251422572671.208,689333116839.245,412488042495.7417,258954757381.54623,165864464037.12622,2.682939030915671e-06,1.4778690786462856e-06,8.843377873835032e-07,5.551760380486487e-07,3.5559870352764725e-07,1.524192705922934e-06,8.395857095615517e-07,5.023972552376382e-07,3.1539861992620173e-07,2.020176172126842e-07
64,64,0.02,628,2,100000.0,1.22959507691401,,0.628,2219.0,0.0081613535734795,628.0,0.0414747908569097,0.0088149257144843,0.0066513859589871,-0.0001545672985664,-2.46745317377546e-05,100888935540.38446,55660431371.130806,33306483933.37021,20909387855.25471,13392781214.080008,15.141727951483436,0.1235769955254951,1527632815267.25,842795109483.8768,504317718739.5457,316604262536.31854,202789849657.33752,2.7515645556738955e-06,1.5180383190089037e-06,9.08374542503715e-07,5.702660078153683e-07,3.65264058870031e-07,1.5626137129881606e-06,8.620940727097889e-07,5.158659693150511e-07,3.238541076660527e-07,2.0743348582357245e-07
65,65,0.02,630,2,100000.0,1.23040421769492,,0.63,2115.0,0.0078655047728683,630.0,0.0508192729341772,0.0082682678517733,0.0060814550667365,-0.0002873833271505,1.8680599437174683e-08,97077034394.058,53642742550.96206,32099124978.075687,20151423228.08868,12907293332.27694,12.396871573034836,0.0975076525263413,1203451528074.223,665002190229.6477,397928729959.99896,249814605772.4864,160010057795.72607,2.656033649602992e-06,1.4676687453594725e-06,8.782340395618779e-07,5.513441826409044e-07,3.531443418086355e-07,1.507955288009277e-06,8.332646109139355e-07,4.986147913694679e-07,3.13024037120455e-07,2.004966607785584e-07
66,66,0.02,632,2,100000.0,1.23117903184959,,0.632,2197.0,0.0082604727239293,632.0,0.044788093844545,0.0097561575140429,0.0065881617857601,-0.000167386999869,-1.3237297219978036e-05,101790320490.05144,56336423977.19843,33710989186.355835,21163331118.70709,13555435739.968126,14.110893001912691,0.1165626467525858,1436352321065.517,794957250852.6357,475692161397.303,298633500980.125,191279303320.99344,2.794036825416061e-06,1.5463753571728756e-06,9.253310605018336e-07,5.809110945860567e-07,3.720823989913033e-07,1.5858806508221103e-06,8.777145438959668e-07,5.25213057718393e-07,3.297220911233822e-07,2.1119201855326709e-07
67,67,0.02,634,2,100000.0,1.2319261619573,,0.634,2171.0,0.0082574167647475,634.0,0.0406031793405645,0.0094928556215931,0.0067118054057404,-0.0002940736484059,-3.244170099458873e-05,101591385523.1003,56315582335.57848,33698517816.934864,21155501751.28329,13550420910.950775,15.61454078958302,0.1289357708897377,1586302833120.7036,879341957468.0112,526186881001.01953,330333445019.508,211583600030.0596,2.79740087906364e-06,1.5506950586347357e-06,9.279159141185272e-07,5.825338328771543e-07,3.731217875688565e-07,1.587511251394664e-06,8.800118250798429e-07,5.265877211364868e-07,3.3058508736870345e-07,2.117447807853405e-07
68,68,0.02,636,2,100000.0,1.23270341452702,,0.636,2109.0,0.0081139909573066,636.0,0.0477829678102352,0.0088295957224863,0.0060571156680408,-9.532390496440771e-05,1.902501040383785e-05,99669307226.2928,55337418328.8314,33113197096.768463,20788044832.61965,13315059160.940222,13.310182040718002,0.1079986967184913,1326616623054.2073,736551111620.1108,440742681308.1631,276692660992.7748,177225861315.04428,2.753335673036192e-06,1.5286801140552631e-06,9.147424553459718e-07,5.742637026700269e-07,3.678246432792797e-07,1.5621443299470618e-06,8.673185023753066e-07,5.189922006149011e-07,3.258167159949465e-07,2.086905663339997e-07
69,69,0.02,638,2,100000.0,1.23347773841695,,0.638,2211.0,0.0086031078369345,638.0,0.0428751211342159,0.0088184465775763,0.0063715590244376,-0.0003973722122536,-2.860664886228906e-06,105510632970.12949,58673195447.893326,35109283082.52972,22041162278.2262,14117699960.409525,14.880424430821062,0.1280178960377083,1570043000560.1086,873082050977.1709,522441033729.8878,327981849648.6088,210077367397.87943,2.924297733628142e-06,1.6261668387637285e-06,9.730772535182957e-07,6.108855485209197e-07,3.9128149302218163e-07,1.6586686488530948e-06,9.22365709293037e-07,5.519317389479302e-07,3.464957400599356e-07,2.2193579603370586e-07
70,70,0.02,640,2,100000.0,1.23422873606346,,0.64,2201.0,0.0086596876586789,640.0,0.047111864433873,0.0085748791333727,0.0058945258672277,-0.0002850927959327,-3.4507193945690474e-05,106037520987.91373,59059069832.19044,35340185335.068794,22186119781.53547,14210547447.892157,13.584688436568118,0.1176391588011475,1440486685206.8606,802299063023.8264,480085407067.4832,301391524848.54004,193045859592.6832,2.948766024297027e-06,1.6423561860485086e-06,9.827647500387045e-07,6.169672358733546e-07,3.951769063497951e-07,1.6719781172605933e-06,9.312314307729128e-07,5.572368722850816e-07,3.498262354311148e-07,2.2406902901735337e-07
