,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
89,89,0.03,1190,500000.0,17.15,2.43,0.81,,1.1900000000000002,500000.0,100.0,1190.0,1.189279852164202,0.0457336646415322,0.0296099686133712,-7.374204067020959e-08,-3.67580156755764e-06,1987857704239916.8,1783793053545585.2,1548059484066767.8,1303000000000000.0,1124000000000000.0,1.0006059811150794,100.06059811150794,1989062308468152.0,1784873998449244.5,1548997578879131.8,1303789593392948.5,1124681122773349.2,0.1034187143166125,0.0928022080308439,0.0805381195979715,0.0677888485011411,0.0584763359288431,0.0658874630596084,0.0591237484809859,0.0513103688724669,0.043187882202814,0.0372549344558426
90,90,0.03,1200,500000.0,17.15,2.43,0.81,,1.1999999999999995,500000.0,100.0,1200.0,1.1802824806028904,0.0461783243594266,0.0295030925671311,-9.498692524330714e-06,4.791299791963621e-07,1966978873239436.5,1779210323203087.8,1545354707082483.8,1303000000000000.0,1124000000000000.0,1.0239560493076638,102.3956049307664,2014099916113893.2,1821833173434444.8,1582375300643181.8,1334214732247885.8,1150926599421814.0,0.1031999891179076,0.0933484789750847,0.0810789536806613,0.068363513025015,0.0589720557483629,0.0657208445650061,0.0594471077907965,0.0516335065331458,0.0435359330154731,0.0375551716879445
91,91,0.03,1210,500000.0,17.15,2.43,0.81,,1.2100000000000004,500000.0,100.0,1210.0,1.2095250625978338,0.045586470652329,0.0295378271342068,7.319416798852177e-06,-1.330164359807755e-06,1945852112676056.5,1774627592860588.2,1542731565141359.0,1303000000000000.0,1124000000000000.0,1.0003928880907746,100.03928880907743,1946616614797535.2,1775324822907383.5,1543337686000564.5,1303511933182278.8,1124441606214030.4,0.1029536271870265,0.0938942617483469,0.0816248107307542,0.0689407870982581,0.0594700266296561,0.0655312480063332,0.0597648506528562,0.051955194407576,0.043881657601832,0.0378534022597537
92,92,0.03,1220,500000.0,17.15,2.43,0.81,,1.2199999999999998,500000.0,100.0,1220.0,1.2190985466775828,0.0455215602517611,0.0292018328740835,-6.595881940153962e-06,-4.800465637236177e-06,1924725352112676.0,1770044862518089.0,1540108423200233.0,1303000000000000.0,1124000000000000.0,1.0007428249267256,100.07428249267257,1926155086081325.2,1771359695963390.5,1541252454126846.2,1303967900879523.5,1124834935217639.4,0.1026774439669398,0.0944257745608638,0.0821594603887654,0.0695105456693181,0.0599615144530418,0.0653248671123875,0.0600750363162407,0.0522710307596833,0.0442236092302783,0.0381483781848295
93,93,0.03,1230,500000.0,17.15,2.43,0.81,,1.2300000000000002,500000.0,100.0,1230.0,1.1901886323115536,0.0454464017215001,0.0290678362233903,3.839901504622213e-06,1.0841644885729388e-05,1903598591549296.0,1765271389144435.0,1537485281259108.0,1303000000000000.0,1124000000000000.0,1.0473660518364016,104.7366051836402,1993764541112320.8,1848885325267966.8,1610309888788931.8,1364717965542831.8,1177239442264115.5,0.102375281918209,0.0949360631637816,0.0826857562370295,0.0700751686472194,0.0604485721868569,0.0651038869316502,0.0603730373791675,0.0525826549539014,0.0445631579307371,0.0384412812848415
94,94,0.03,1240,500000.0,17.15,2.43,0.81,,1.2399999999999995,500000.0,100.0,1240.0,1.2197502011917505,0.045537356525148,0.0291297441712393,-7.936191379683426e-06,-7.501466895060516e-06,1882471830985915.5,1760441582336707.0,1534490201567749.0,1303000000000000.0,1124000000000000.0,1.0238798334009327,102.38798334009329,1927424944691808.0,1802480634034981.2,1571133571936551.2,1334115422921416.0,1150840932742648.5,0.1020659094366571,0.0954495404147421,0.0831986621880152,0.0706474741384639,0.0609422570465336,0.0648662969658284,0.0606613733024832,0.0528755307078974,0.0448988311831514,0.0387308413275995
95,95,0.03,1250,500000.0,17.15,2.43,0.81,,1.25,500000.0,100.0,1250.0,1.249267348503622,0.0453860430067485,0.0289113236434649,7.929517943741564e-06,6.242081418259722e-07,1860685472773736.5,1755611775528979.2,1531410694288913.0,1303000000000000.0,1124000000000000.0,1.0005867507181088,100.05867507181088,1861777231311061.2,1756641881998990.8,1532309250613507.0,1303764536185695.8,1124659507807154.2,0.1017094383124772,0.0959658632243951,0.0837105055212019,0.0712250404812364,0.0614404800467458,0.0645907625072025,0.0609432947735115,0.0531605077285588,0.0452315906037704,0.0390178878270438
96,96,0.03,1260,500000.0,17.15,2.43,0.81,,1.2600000000000005,500000.0,100.0,1260.0,1.2596509434209224,0.0453521871867981,0.0287369770685931,-1.528852806871048e-05,8.61703759390916e-07,1838668566935324.5,1750781968721251.8,1528331187010079.0,1303000000000000.0,1124000000000000.0,1.000277168731631,100.02771687316311,1839178188369912.0,1751267230738883.8,1528754792626693.5,1303361150857315.2,1124311537654353.0,0.1013062782619087,0.0964639350934455,0.0842074244874184,0.0717922103793218,0.0619297348168517,0.0642904594829025,0.0612174370343871,0.0534392744956214,0.0455603963719517,0.0393015238081917
97,97,0.03,1270,500000.0,17.15,2.43,0.81,,1.2699999999999998,500000.0,100.0,1270.0,1.2692457632529226,0.045197424393305,0.0286039142505088,-7.523940883445218e-06,3.07378813684781e-07,1816651661096912.8,1745861403508772.0,1525281644719161.0,1303000000000000.0,1124000000000000.0,1.0005945674793866,100.05945674793864,1817731783095975.5,1746899435922814.0,1526188527582016.5,1303774721425640.5,1124668293846830.4,0.1008801964958938,0.0969491538813869,0.0847001741313138,0.0723566872224588,0.0624166664912077,0.0639749425487445,0.0614820030605667,0.0537140981296563,0.0458862598296255,0.039582621679585
98,98,0.03,1280,500000.0,17.15,2.43,0.81,,1.2800000000000002,500000.0,100.0,1280.0,1.279203764048009,0.0450691165061103,0.028586975604753,5.928493824005125e-06,3.980584666601878e-06,1794634755258502.8,1740817543859648.5,1522325450147809.0,1303000000000000.0,1124000000000000.0,1.0006229545113945,100.06229545113946,1795752731075595.5,1741901994002110.8,1523273789654790.0,1303811709728347.0,1124700200870807.4,0.1004422845226557,0.0974302378409002,0.0852016520641836,0.0729264249171239,0.0629081363060992,0.0636442697952153,0.0617357159171303,0.0539871923138889,0.0462091148631634,0.0398611244099737
99,99,0.03,1290,500000.0,17.15,2.43,0.81,,1.2899999999999996,500000.0,100.0,1290.0,1.268422733382956,0.0453011393925738,0.0284333220242868,-9.415027076929536e-06,2.357340493332109e-06,1772617849420091.0,1735773684210527.0,1519369255576457.2,1303000000000000.0,1124000000000000.0,1.024268436028132,102.4268436028132,1815636512301067.2,1777898196825104.5,1556241971158526.0,1334621772144656.0,1151277722095620.5,0.0999814550669737,0.0979033234214048,0.0856974045512717,0.0734934695568401,0.0633972830252404,0.0632971554567658,0.0619815132535082,0.0542540807641738,0.0465279042446446,0.0401361200084271
100,100,0.03,1300,500000.0,17.15,2.43,0.81,,1.3000000000000005,500000.0,100.0,1300.0,1.257859869856643,0.0449930450240052,0.0283580078942788,8.680959429174401e-07,-1.8621603360999817e-06,1749852345107123.0,1730729824561403.8,1516413061005107.0,1303000000000000.0,1124000000000000.0,1.0474894569486808,104.74894569486806,1832951882716634.8,1812921244054709.2,1588426693782125.2,1364878762404131.2,1177378149610316.8,0.0994697914987301,0.0983827779933155,0.0862000107757064,0.0740686142377979,0.0638934170401265,0.062908349005681,0.062220881746102,0.0545160523659168,0.0468437116900765,0.0404085433151542
101,101,0.03,1310,500000.0,17.15,2.43,0.81,,1.3099999999999998,500000.0,100.0,1310.0,1.309518578965026,0.0453044801311674,0.0282221104521953,4.639060586478323e-07,-5.774042153691352e-06,1726690793283150.8,1725685964912280.2,1513519721577727.0,1303000000000000.0,1124000000000000.0,1.000367726362288,100.0367726362288,1727325743007360.0,1726320545134608.5,1514076282679193.2,1303479147450061.2,1124413324431211.6,0.0988973328109426,0.0988397806156113,0.0866878217009477,0.0746301683856414,0.0643778275252962,0.0633083449724887,0.0632715033900881,0.0554925230556869,0.047773911704425,0.0412109568348224
102,102,0.03,1320,500000.0,17.15,2.43,0.81,,1.32,500000.0,100.0,1320.0,1.3190827019179552,0.0449026537270637,0.0281798967855956,1.3450834943129388e-06,-5.3380442550156105e-06,1703529241459177.0,1720666457680251.2,1510683939159577.0,1303000000000000.0,1124000000000000.0,1.0006965433821655,100.06965433821654,1704715823478641.5,1721864976514262.2,1511736196059942.5,1303907596026961.5,1124782914761554.2,0.0983155547472656,0.0993045926097184,0.0871858996673509,0.0751998643275164,0.0648692613231991,0.0628469431660583,0.0634791727912731,0.0557324555138927,0.0480705378882904,0.0414668339113111
103,103,0.03,1330,500000.0,17.15,2.43,0.81,,1.3299999999999994,500000.0,100.0,1330.0,1.3080084799893523,0.0449350678980448,0.0282102668717689,-5.178994073471429e-07,-4.9507807198425176e-06,1680367689635205.0,1715650783699059.8,1507848156741428.2,1303000000000000.0,1124000000000000.0,1.0241226592962802,102.41226592962803,1720902626904753.2,1757036843025627.5,1544221464097025.5,1334431825063053.0,1151113869049018.8,0.0977063619718734,0.0997579265082273,0.0876750717774057,0.0757640071483338,0.0653559048616479,0.0635972935294528,0.0649326615585141,0.0570679038960497,0.0493149648020587,0.0425403073196577
104,104,0.03,1340,500000.0,17.15,2.43,0.81,,1.34,500000.0,100.0,1340.0,1.339116516485592,0.0445953388359014,0.0279010004936779,-1.8123120391723544e-06,3.127188813801978e-07,1657206137811232.8,1710635109717868.2,1505012374323279.8,1303000000000000.0,1124000000000000.0,1.0006603996040349,100.06603996040349,1658300556088448.2,1711764812466974.0,1506006283899350.0,1303860500684057.5,1124742289154935.2,0.0970876807518153,0.1002178254266475,0.0881713853165042,0.0763364587743429,0.0658497157807838,0.0631817263893383,0.0652187298780697,0.0573792709775089,0.0496774587101398,0.0428530035227913
105,105,0.03,1350,500000.0,17.15,2.43,0.81,,1.3500000000000003,500000.0,100.0,1350.0,1.3491105088040285,0.0448024569769006,0.0278443107790064,-2.5897669363668352e-06,8.586896990687906e-07,1633635011441647.8,1705619435736676.5,1502091988130563.8,1303000000000000.0,1124000000000000.0,1.00065959531907,100.06595953190704,1634712549448263.5,1706744454332604.0,1503082760974747.5,1303859452700748.5,1124741385138634.8,0.0964033249108207,0.1006512369567973,0.0886407679582617,0.0768920422732297,0.0663289758366156,0.0627346358520471,0.0654989722022963,0.0576831380520485,0.0500376338305095,0.0431636994823427
106,106,0.03,1360,500000.0,17.15,2.43,0.81,,1.3599999999999997,500000.0,100.0,1360.0,1.3588576879500809,0.0450596448648848,0.0278737867905134,2.451773580812718e-06,1.5068757034781096e-06,1609607551487415.0,1700591081027275.0,1499124629080119.0,1303000000000000.0,1124000000000000.0,1.0008427752845634,100.08427752845634,1610964088949654.5,1702024297159513.5,1500388054265987.8,1304098136195786.2,1124947279419849.2,0.0956890231508493,0.1010978726908757,0.0891209606997034,0.0774616129567353,0.0668203015835538,0.0626226029921221,0.0661623636275215,0.0583242085288705,0.0506938797741923,0.0437297934506464
107,107,0.03,1370,500000.0,17.15,2.43,0.81,,1.3700000000000006,500000.0,100.0,1370.0,1.3685166044772472,0.0443732653923641,0.0276570032243536,8.329835468146526e-06,-5.932106804194163e-07,1585580091533180.2,1695414891499104.2,1496157270029673.2,1303000000000000.0,1124000000000000.0,1.0010893775504646,100.10893775504644,1587307386889360.5,1697261838420626.8,1497787150171608.2,1304419458948255.2,1125224460366722.4,0.0949432745257779,0.1015200949723346,0.0895887071114838,0.0780226034419151,0.0673042258393803,0.062117737294349,0.0664206982652222,0.0586144495298672,0.0510471922085451,0.0440345694876476
108,108,0.03,1380,500000.0,17.15,2.43,0.81,,1.3799999999999994,500000.0,100.0,1380.0,1.3789799051558589,0.0452216953015597,0.0275704055662524,1.432211578055272e-06,-1.288010914133285e-06,1561552631578947.8,1690238701970933.0,1493189910979228.2,1303000000000000.0,1124000000000000.0,1.0007407177196703,100.07407177196704,1562709301283355.8,1691490691727956.2,1494295943205123.8,1303965155188730.2,1124832566716909.2,0.0941697811293582,0.1019302234213079,0.0900471519549745,0.0785777067837179,0.0677830716998457,0.0615953356991987,0.0666713488577116,0.0588987729068243,0.0513967450042994,0.0443361023674846
109,109,0.03,1390,500000.0,17.15,2.43,0.81,,1.3900000000000003,500000.0,100.0,1390.0,1.2782481929362353,0.0444287547504712,0.0274339144486994,-9.027452950992769e-06,2.445904079953002e-06,1537525171624713.2,1685062512442763.8,1490154301967291.0,1303000000000000.0,1124000000000000.0,1.1180410732288153,111.8041073228815,1719016292999613.2,1883969099869150.5,1666053715048045.5,1456807518417146.0,1256678166309188.5,0.0933824172899153,0.1023431769447032,0.090505322072631,0.0791384049993682,0.0682667438367534,0.0610555456042598,0.0669142938100722,0.0591744353980276,0.0517424868161889,0.0446343477984624
110,110,0.03,1400,500000.0,17.15,2.43,0.81,,1.3999999999999997,500000.0,100.0,1400.0,1.3770633909050292,0.0442457417751182,0.0274810734540621,4.493005860898502e-06,3.0225138199238835e-06,1513267399962071.5,1679886322914592.5,1487073003081299.5,1303000000000000.0,1124000000000000.0,1.023935511052212,102.39355110522123,1549488228538815.5,1720095260563175.5,1522666855381997.8,1334187970901032.5,1150903514422686.5,0.0925669307683097,0.1027590503540636,0.0909646132118482,0.0797048233472357,0.0687553503010689,0.0604893213027116,0.0671495226430958,0.0594422616163064,0.0520843742879869,0.0449292683804276
111,111,0.03,1410,500000.0,17.15,2.43,0.81,,1.41,500000.0,100.0,1410.0,1.3867458628888278,0.0443641208785005,0.0272486842227244,6.711687392606939e-06,-1.0934203094300554e-06,1488234212023516.2,1674702692453545.0,1483991704195307.5,1303000000000000.0,1124000000000000.0,1.0240307318028743,102.40307318028744,1523997569232515.5,1714947023705448.5,1519653110836515.0,1334312043539145.2,1151010542546431.0,0.0916690891005076,0.1031547783884425,0.0914077681169072,0.0802594256555593,0.0692337639576736,0.0598756894688283,0.0673778210148918,0.0597050018987948,0.0524232158806537,0.0452215615117841
112,112,0.03,1420,500000.0,17.15,2.43,0.81,,1.4200000000000006,500000.0,100.0,1420.0,1.4193875671686782,0.0444749952529816,0.0272036757444368,1.6798654197892446e-05,1.1374629083350454e-06,1463201024084961.0,1669393629124004.2,1480910405309315.5,1303000000000000.0,1124000000000000.0,1.0004317434258811,100.04317434258812,1463832751507852.8,1670114378848586.8,1481549778641126.5,1303562561683923.5,1124485279610690.4,0.0907430451624078,0.1035304506953649,0.0918413243146143,0.0808078903037672,0.0697068831169871,0.0592446644242744,0.067593354379535,0.0599617130939571,0.0527581627364601,0.0455104949468774
113,113,0.03,1430,500000.0,17.15,2.43,0.81,,1.43,500000.0,100.0,1430.0,1.4063310341878406,0.0444011813288322,0.0270457274626983,-5.533529137509118e-06,-1.503143392528064e-06,1438167836146406.8,1664084565794463.8,1477791458427987.5,1303000000000000.0,1124000000000000.0,1.0240569260098922,102.4056926009892,1472765733370386.8,1704117325067984.2,1513342578201440.0,1334346174590889.5,1151039984835118.5,0.0898054894998774,0.1039127181433845,0.0922797617686068,0.0813650186558809,0.0701874758013893,0.0585964502414644,0.0678011606200583,0.0602108679422736,0.0530891963689108,0.0457960527387995
114,114,0.03,1440,500000.0,17.15,2.43,0.81,,1.4400000000000004,500000.0,100.0,1440.0,1.4156624046009991,0.0440930032733327,0.0270287504080601,6.175360859206567e-06,4.382149905973897e-06,1413134648207851.8,1658775502464923.0,1474611085870059.5,1303000000000000.0,1124000000000000.0,1.0244472021671998,102.44472021671996,1447681836642063.5,1699327922523680.2,1510661201204318.2,1334854704423861.2,1151478655235932.2,0.0888463456510497,0.1042902329487114,0.0927114811049562,0.0819219799968347,0.0706679244178375,0.0579307868164819,0.0680007175052748,0.0604509843142664,0.0534158689814909,0.0460778486072108
115,115,0.03,1450,500000.0,17.15,2.43,0.81,,1.4499999999999995,500000.0,100.0,1450.0,1.449127321338483,0.0442812375096013,0.026910168818502,5.568558725262545e-06,-6.660729130712527e-06,1388101460269296.2,1653466439135380.8,1471430713312131.0,1303000000000000.0,1124000000000000.0,1.0006026087079287,100.06026087079287,1388937942296743.5,1654462832409872.5,1472317410273086.5,1303785199146431.5,1124677332187712.2,0.0878559488970727,0.1046514733523302,0.0931300378642742,0.0824696930948239,0.07114039527136,0.057248379604458,0.0681926192574495,0.060685062618556,0.0537386068379592,0.0463562502577638
116,116,0.03,1460,500000.0,17.15,2.43,0.81,,1.4600000000000004,500000.0,100.0,1460.0,1.459105978513844,0.0443742395470309,0.0267448527528453,2.655578756326928e-06,1.171885457110702e-06,1387000000000000.0,1648157375805840.0,1468250340754203.0,1303000000000000.0,1124000000000000.0,1.000613118560329,100.06131185603292,1387850395443176.2,1649167891683289.8,1469150552289328.5,1303798893484108.5,1124689145261810.0,0.0883624573968791,0.1050001700814677,0.0935387225543234,0.0830110180159578,0.0716073555256611,0.0575425553541128,0.0683772076637323,0.0609133932995989,0.0540576421243035,0.0466314579798289
117,117,0.03,1470,500000.0,17.15,2.43,0.81,,1.4699999999999995,500000.0,100.0,1470.0,1.4453688248517669,0.0445685048041917,0.0271486583321651,-1.2969798982658193e-05,3.757210819440866e-07,1387000000000000.0,1642624187725631.8,1465069968196274.8,1303000000000000.0,1124000000000000.0,1.0243199130907832,102.43199130907831,1420731719456916.2,1682572665211937.2,1500700342494724.2,1334688846757290.5,1151335582314040.5,0.0889448130377983,0.1053373477062881,0.0939512432649682,0.083558104822099,0.0720792861243586,0.0578780013520166,0.0685449206618886,0.0611357762076878,0.0543727727193062,0.0469032974186494
118,118,0.03,1480,500000.0,17.15,2.43,0.81,,1.4800000000000002,500000.0,100.0,1480.0,1.4082094208203892,0.0440275829152778,0.0265865029366471,-8.370686148414385e-06,-2.6752039375746386e-06,1387000000000000.0,1637028519855595.8,1461808788340222.8,1303000000000000.0,1124000000000000.0,1.0711225822372477,107.11225822372478,1485647021563062.0,1753458215383745.5,1565776404104080.5,1395672724655133.5,1203941782434666.5,0.0895235686781894,0.1056615970623267,0.0943520832425066,0.0841018096522572,0.072548299346997,0.0582085856614669,0.0687015968480741,0.0613481053185197,0.054683336061205,0.0471711970320755
119,119,0.03,1490,500000.0,17.15,2.43,0.81,,1.489999999999999,500000.0,100.0,1490.0,1.4416950341685095,0.043777371456436,0.026792918438365,-9.0632761383702e-06,4.071112015975219e-06,1387000000000000.0,1631432851985559.8,1458545790733087.0,1303000000000000.0,1124000000000000.0,1.0475092765666827,104.75092765666824,1452895366597988.5,1708941046550512.8,1527840246090195.8,1364904587366387.2,1177400426860951.0,0.0901052798745693,0.1059846530098959,0.0947531915529054,0.0846482910429444,0.0730197076993626,0.0585454391963191,0.0688629796963216,0.0615653957508372,0.0549997889493899,0.0474441771136717
120,120,0.03,1500,500000.0,17.15,2.43,0.81,,1.5,500000.0,100.0,1500.0,1.4754851818535475,0.0439754054053489,0.0264544753543637,6.585167295678534e-06,5.819286656406612e-06,1387000000000000.0,1625837184115523.8,1455282793125951.8,1303000000000000.0,1124000000000000.0,1.0239050929406763,102.39050929406764,1420156363908717.8,1664702973108212.5,1490071463550594.8,1334148336101701.2,1150869324465320.0,0.0906666799568611,0.1062792066576543,0.0951302518032282,0.0851756914086445,0.0734746562880404,0.0589022189192057,0.0690450019796379,0.0618020084138847,0.0553349612485401,0.0477333050217645
121,121,0.03,1510,500000.0,17.15,2.43,0.81,,1.510000000000001,500000.0,100.0,1510.0,1.5090442475423855,0.0438489623215435,0.0263780955495697,1.3980346797681114e-05,-4.350958591096556e-06,1387000000000000.0,1620241516245487.8,1452019795518816.5,1303000000000000.0,1124000000000000.0,1.000633690984874,100.06336909848736,1387878929396019.8,1621268248687650.0,1452939927373095.5,1303825699353290.5,1124712268666998.0,0.0912375689294326,0.1065803150834721,0.0955146043118591,0.0857120059949896,0.0739372945037362,0.0592570439835088,0.0692218621428015,0.0620348960980417,0.0556682972678529,0.0480208489094908
122,122,0.03,1520,500000.0,17.15,2.43,0.81,,1.5199999999999998,500000.0,100.0,1520.0,1.5191531211300116,0.0437562187313757,0.0261652599320118,-6.254791841701432e-06,1.632474598447518e-06,1387000000000000.0,1614669644390998.8,1448809622995209.0,1303000000000000.0,1124000000000000.0,1.0005577719601546,100.05577719601548,1387773629708734.5,1615570261843552.0,1449617728378518.2,1303726776864081.5,1124626935683213.6,0.0918012579009488,0.1068700104178597,0.0958922464671663,0.0862415566293701,0.0743940979673154,0.0596087397500471,0.0693932390878186,0.0622651159080645,0.0559986935070738,0.0483058568702617
123,123,0.03,1530,500000.0,17.15,2.43,0.81,,1.5300000000000005,500000.0,100.0,1530.0,1.528846956370694,0.0437529310202392,0.0262315907992631,7.27558459702496e-06,1.5520456931722386e-06,1387000000000000.0,1609172307163717.0,1445685273901270.8,1303000000000000.0,1124000000000000.0,1.0007551932582723,100.07551932582729,1388047453049224.2,1610387543241486.5,1446777045673704.8,1303984016815529.5,1124848837222298.4,0.0923678135395518,0.1071634662012319,0.0962759825642311,0.0867738003186993,0.0748532245266448,0.0603342526295642,0.0699987083669173,0.0628870515777938,0.0566802676109027,0.0488937995354219
124,124,0.03,1540,500000.0,17.15,2.43,0.81,,1.5399999999999996,500000.0,100.0,1540.0,1.5145770416814914,0.0437176454947997,0.0260163732598177,4.81097023781774e-06,3.38157697476612e-06,1387000000000000.0,1603674969936436.5,1442560924807331.8,1303000000000000.0,1124000000000000.0,1.024099483389146,102.40994833891465,1420425983460746.0,1642322708236010.0,1477325897852557.5,1334401626856057.5,1151087819329400.5,0.0929167691755752,0.107432081481061,0.0966388611910795,0.087289509903226,0.0752980883585772,0.0606720733489059,0.0701501697215487,0.0631024962077693,0.0569976291085973,0.0491675634060347
125,125,0.03,1550,500000.0,17.15,2.43,0.81,,1.5500000000000005,500000.0,100.0,1550.0,1.5490500725099536,0.0436432493377767,0.0261065958616703,-1.0864551700120062e-05,-1.5400054508918655e-06,1387000000000000.0,1598177632709156.2,1439436575713392.5,1303000000000000.0,1124000000000000.0,1.0006134223563914,100.06134223563916,1387850816808315.2,1599157990598545.0,1440319558289543.0,1303799289330378.0,1124689486728584.0,0.0934719025902817,0.1077034635952108,0.0970056780028629,0.0878110231255495,0.0757479585518938,0.0610067208557655,0.0702952968396652,0.0633131257131405,0.0573120095710616,0.0494387557619902
126,126,0.03,1560,500000.0,17.15,2.43,0.81,,1.5599999999999996,500000.0,100.0,1560.0,1.509412346598681,0.0437664512129397,0.0261690120658838,-1.195559128060184e-05,-8.870486233346953e-06,1387000000000000.0,1592680295481876.0,1436312226619454.8,1303000000000000.0,1124000000000000.0,1.0474903808421574,104.74903808421575,1452869158228072.5,1668317289274110.5,1504523241269859.2,1364879966237331.5,1177379188066585.0,0.0940194804483247,0.1079617692152057,0.0973621696527307,0.0883254383735885,0.0761917058571861,0.061337213158977,0.0704329998399959,0.0635179446337436,0.057622486478837,0.0497065808152056
127,127,0.03,1570,500000.0,17.15,2.43,0.81,,1.57,500000.0,100.0,1570.0,1.5691198227683911,0.0434959240704275,0.0259720576543726,1.991524769496586e-06,-6.431161742538028e-06,1387000000000000.0,1587182958254595.8,1433035073734555.8,1303000000000000.0,1124000000000000.0,1.0005611944563657,100.05611944563655,1387778376710979.0,1588073676532006.0,1433839285073712.5,1303731236376644.5,1124630782568955.0,0.094566347195153,0.1082149204704645,0.0977050413306515,0.0888391855769896,0.0766348768906648,0.0616644511330341,0.0705643590255769,0.063711118439963,0.0579299061473278,0.0499717686182628
128,128,0.03,1580,500000.0,17.15,2.43,0.81,,1.5799999999999994,500000.0,100.0,1580.0,1.578855381106132,0.0435191072419316,0.0258233803145462,-5.346901138777677e-06,-2.968359161866145e-06,1387000000000000.0,1581591139447441.0,1429647269828616.5,1303000000000000.0,1124000000000000.0,1.0007256888565272,100.0725688856527,1388006530444003.0,1582738882512920.5,1430684748921096.5,1303945572580055.0,1124815674274736.8,0.0950949472726368,0.1084364282715386,0.0980189125759347,0.0893357723837388,0.0770632449419204,0.0619877186553089,0.070684373885939,0.0638937078143235,0.0582335958239852,0.0502337388381882
129,129,0.03,1590,500000.0,17.15,2.43,0.81,,1.59,500000.0,100.0,1590.0,1.588952438432375,0.0433367061072587,0.0256250862627332,1.2639830665535118e-05,-2.697572635127937e-06,1387000000000000.0,1575869380415236.2,1426259465922678.8,1303000000000000.0,1124000000000000.0,1.0006602234150226,100.06602234150226,1387915729876636.5,1576909806279203.5,1427201115817978.5,1303860271109774.5,1124742091118485.6,0.0956367473520552,0.1086597129016668,0.0983437751989362,0.0898447597690901,0.077502310038724,0.0623068353338604,0.0707912285459299,0.0640704496659005,0.0585333860418313,0.050492345288579
130,130,0.03,1600,500000.0,17.15,2.43,0.81,,1.6000000000000003,500000.0,100.0,1600.0,1.598712590699222,0.043346029975201,0.0257846714781305,6.843823464592364e-07,-4.4386244440504573e-07,1387000000000000.0,1570147621383031.5,1422871662016739.8,1303000000000000.0,1124000000000000.0,1.000806575486727,100.0806575486727,1388118720200090.5,1571414063964981.2,1424019315420080.8,1304050967859205.8,1124906590847081.2,0.0961635696515008,0.1088615718471562,0.0986506259376305,0.0903396764642434,0.0779292374104449,0.0626227509763639,0.0708918265969718,0.0642423487828403,0.0588301690859426,0.050748357676592
131,131,0.03,1610,500000.0,17.15,2.43,0.81,,1.61,500000.0,100.0,1610.0,1.5836628734090843,0.0433743179843006,0.0256600109540294,5.229176533155557e-06,-6.492485851120717e-06,1387000000000000.0,1564425862350825.0,1419483858110801.0,1303000000000000.0,1124000000000000.0,1.023904869248389,102.39048692483894,1420156053647516.0,1601823258039120.5,1453416434139139.0,1334148044630651.0,1150869073035189.5,0.0966787252825693,0.1090459251414291,0.0989429632021166,0.090823633052046,0.0783467103227166,0.0629353177394105,0.0709860408989189,0.0644092773151893,0.0591238060666559,0.051001656192572
132,132,0.03,1620,500000.0,17.15,2.43,0.81,,1.6200000000000006,500000.0,100.0,1620.0,1.6193451416122002,0.043264529243493,0.0256413527832402,-9.755445749688973e-06,-3.939451501018001e-06,1387000000000000.0,1558704103318620.2,1416071306005719.8,1303000000000000.0,1124000000000000.0,1.0004047983576905,100.04047983576902,1387561455322116.2,1559335064179768.8,1416644529344763.2,1303527452260070.5,1124454993354043.8,0.0971964142473425,0.1092288750650248,0.0992336360939491,0.0913099695488734,0.0787662362033259,0.0632438101317769,0.071073097593298,0.0645693906345228,0.0594136154302129,0.0512516529114038
133,133,0.03,1630,500000.0,17.15,2.43,0.81,,1.6299999999999994,500000.0,100.0,1630.0,1.6294144112810272,0.0434476145029824,0.0254175644500901,-8.87071018422598e-06,-2.6217481241739013e-06,1387000000000000.0,1552982344286415.5,1412639466158246.8,1303000000000000.0,1124000000000000.0,1.0003594766217825,100.03594766217824,1387498594074412.0,1553540605133226.8,1413147277021337.0,1303468398038182.5,1124404051722883.2,0.0977167032124968,0.1094104649105142,0.0995230508008979,0.0917987485839102,0.0791878690777552,0.0635483531034229,0.0711531870065571,0.0647230797427939,0.0596997145593079,0.0514984490903008
