,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
141,141,500000.0,855,17.15,2.43,0.81,,0.0025649999999999,5724.0,1.1448,855.0,0.0008503363658292,0.0113645074049917,0.0010535774618766,0.0001121828815302,5.930182876629604e-06,16756439366914.55,14848650803155.87,12856464938873.754,11623085870787.2,10556200800000.0,3.0164533743052777,3.453235822904682,50545018069671.2,44790262819060.29,38780927046503.234,35060496594776.047,31842287523004.07,0.0006249693719427,0.0005538140749023,0.0004795109893165,0.0004335093224545,0.0003937174264542,0.0003465869519704,0.0003071266221928,0.0002659206349695,0.0002404096608018,0.0002183424162822
142,142,500000.0,860,17.15,2.43,0.81,,0.0025799999999999,5705.0,1.141,860.0,0.0007732720365538,0.0116840695397344,0.0009983484518615,9.685904314634814e-05,-8.086279870882288e-06,16584749587484.217,14773264165812.455,12798699942603.22,11574092847670.031,10521161000000.0,3.336471355537358,3.806913816668125,55334541937401.1,49290572717019.766,42702495746613.28,38616629252580.87,35103552303496.785,0.0006222288599418,0.0005542653068726,0.0004801833414496,0.0004342383681754,0.000394734329859,0.000344639657277,0.0003069960551475,0.0002659635913429,0.0002405156237826,0.0002186351564772
143,143,500000.0,865,17.15,2.43,0.81,,0.0025949999999999,5756.0,1.1512,865.0,0.000863229760398,0.0118428511934943,0.000949801343297,2.848767588291729e-05,-2.3981322864266653e-06,16615902622702.398,14878189231538.809,12897889569021.61,11667054832461.37,10615215200000.0,3.0061521498091706,3.460682354860317,49949931390256.65,44726100543658.03,38773018455915.59,35072941966545.21,31910951994166.984,0.0006271372073695,0.0005615503567428,0.0004868075258352,0.000440351893725,0.0004006521082435,0.0003468449599099,0.000310571448613,0.0002692341242044,0.0002435413385309,0.0002215849463061
144,144,500000.0,870,17.15,2.43,0.81,,0.0026099999999999,5636.0,1.1272,870.0,0.0009557947350913,0.0115763428343344,0.000955982743245,0.0001173497958044,9.473660751050832e-07,16154832068472.006,14541436459387.428,12614089512947.336,11413536355761.04,10393911200000.0,2.730711840289224,3.078058386374013,44114191207260.56,39708472714462.66,34445443587473.42,31167078866248.19,28382776380754.777,0.0006131693395562,0.0005519316420133,0.0004787776748761,0.0004332097368515,0.0003945090632262,0.0003387488717369,0.0003049177591678,0.0002645034360238,0.0002393291707802,0.0002179487646179
145,145,500000.0,875,17.15,2.43,0.81,,0.0026249999999999,5741.0,1.1482,875.0,0.0007871556349527,0.0116675361331988,0.0009963505516439,0.0001060113227588,1.8895197803162224e-05,16338998773958.186,14785276630776.168,12833449175052.098,11615274865136.877,10587552200000.0,3.3347916008470344,3.829007716092564,54487155877645.75,49305816324512.31,42796878518861.04,38734521061788.125,35307280150089.54,0.0006237694782574,0.0005644534538169,0.0004899390719659,0.0004434331651944,0.0004041980786695,0.0003441049726417,0.0003113830462269,0.0002702768840596,0.0002446217112192,0.0002229775159742
146,146,500000.0,880,17.15,2.43,0.81,,0.0026399999999999,5812.0,1.1624,880.0,0.000786795731301,0.0117470273705813,0.0009998562340943,6.603821938297001e-05,8.597090091886968e-06,16422820062298.305,14940723881093.936,12976301923588.37,11747224227053.14,10718490400000.0,3.355381701975631,3.900295690376473,55104829931874.016,50131831524892.92,43540446033719.59,39416421220458.93,35964626560961.46,0.0006306679575936,0.0005737526063925,0.0004983150153398,0.0004511160618314,0.0004116106992229,0.0003473854335183,0.0003160352377255,0.0002744825950775,0.000248484399468,0.0002267239986885
147,147,500000.0,885,17.15,2.43,0.81,,0.0026549999999999,5842.0,1.1684,885.0,0.0007962328443227,0.0120921062016284,0.0009519602120266,5.430141616338236e-05,7.254725743811476e-06,16388733835274.31,14990297493788.188,13027339405974.002,11796101018518.52,10773816400000.002,3.334451748543884,3.8959734229986736,54647442193450.734,49984423689355.016,43439034661124.66,39333529667199.37,35924770933470.77,0.0006329581221033,0.0005789483584764,0.0005031358962374,0.0004555835749039,0.0004161013696953,0.0003481257605409,0.0003184204935056,0.0002767237837964,0.0002505700977125,0.0002288549601132
148,148,500000.0,890,17.15,2.43,0.81,,0.0026699999999999,5922.0,1.1844,890.0,0.0007976550036801,0.0114047714792565,0.0008345768701743,3.269607202145418e-05,-1.584000517439318e-05,16492676105514.24,15167650080610.111,13189573955939.268,11945715833333.334,10921352400000.0,3.3473117922930222,3.964556086791856,55206129214457.17,50770853976200.43,44149616438036.44,39986035476298.13,36557171676307.695,0.0006405477298566,0.0005890859533187,0.0005122608120842,0.0004639514600056,0.0004241669115447,0.0003518167373922,0.0003235516862835,0.0002813559695882,0.0002548223674199,0.0002329709590303
149,149,500000.0,895,17.15,2.43,0.81,,0.0026849999999999,5855.0,1.171,895.0,0.0008882464096586,0.0122081509324417,0.0010058464463325,-2.5883065183395176e-05,1.0875086575124377e-06,16185439551516.582,14968439416950.264,13024372257120.176,11798779619565.22,10797791000000.0,3.022809854116667,3.539710339170617,48925506169533.97,45246746170305.59,39370200802506.6,35665467300572.64,32639669037492.258,0.0006322163534717,0.0005846793443716,0.0005087425094911,0.0004608698702779,0.0004217704455811,0.0003466723687353,0.0003206057106097,0.0002789661638348,0.0002527154647782,0.0002312755097669
150,150,500000.0,900,17.15,2.43,0.81,,0.0026999999999999,5888.0,1.1776,900.0,0.0008085203576229,0.0113908269070904,0.000981955744764,-1.5289961099629487e-05,-1.1478155094541769e-05,16147608742796.443,15025041324531.553,13081712058747.645,11853428148148.148,10858649600000.0,3.339433539976819,3.932516936676702,53923866226117.37,50175126938678.4,43685508009301.08,39583735521631.24,36261738673095.88,0.0006342856153439,0.0005901906427073,0.0005138557612523,0.0004656081954077,0.0004265328292904,0.0003472798208673,0.0003231372361579,0.0002813428720476,0.0002549266872588,0.0002335324039623
151,151,500000.0,905,17.15,2.43,0.81,,0.0027149999999999,5928.0,1.1856,905.0,0.0008132465654853,0.0121491464205991,0.0009434330959326,-4.010940327856088e-05,-1.080827736589375e-05,16127375118679.504,15099161670589.2,13154404951473.652,11922021787439.611,10932417600000.0,3.3384709081184867,3.9580911086652777,53840772658025.45,50408111974239.77,43915598244104.56,39801322903321.91,36497558113002.52,0.0006369868383858,0.0005963752429671,0.0005195627161409,0.0004708869800363,0.0004318003439302,0.0003482117532212,0.0003260112398202,0.0002840213225665,0.0002574125099711,0.0002360456225163
152,152,500000.0,910,17.15,2.43,0.81,,0.00273,5983.0,1.1966,910.0,0.0008153023384238,0.0123360522832564,0.0009985143953878,-9.262988644670272e-06,-7.221399719690181e-07,16145867385543.994,15210009924617.195,13260124028083.754,12020670028109.725,11033848600000.0,3.3484510853699008,4.006756568753623,54063647171363.27,50929974240571.42,44400876693976.55,40250625602497.44,36946302320477.16,0.0006412876123523,0.0006041168749562,0.000526670576093,0.0004774414775699,0.0004382465342237,0.000349990513925,0.0003297041319122,0.0002874368723884,0.000260569493134,0.0002391783761052
153,153,500000.0,915,17.15,2.43,0.81,,0.0027449999999999,6037.0,1.2074,915.0,0.0008213852937615,0.0119137846913208,0.0009062850680674,2.2930060635455684e-05,3.213495927749888e-06,16159271926893.83,15317469829172.842,13363005792622.55,12117194390684.41,11133435400000.0,3.3419152020963376,4.035028415011118,54002916507295.07,51189685279764.72,44658032204066.73,40494636140984.695,37206997014817.52,0.0006453938813606,0.0006117726931262,0.0005337122993018,0.0004839551654545,0.0004446642842692,0.0003516179709008,0.0003333007628707,0.0002907725671797,0.0002636643113587,0.0002422581897386
154,154,500000.0,920,17.15,2.43,0.81,,0.00276,6140.0,1.228,920.0,0.0009178659913686,0.0109160557388103,0.0011724097242493,0.0001123883666113,-5.33605993353526e-06,16300393861509.668,15548480241650.52,13573872382679.031,12311758074416.078,11323388000000.0,3.0069749026047243,3.6925651803986015,49014875244131.68,46753889860288.56,40816293585875.234,37021147536710.22,34049143528455.504,0.0006546838761198,0.0006244842547279,0.0005451767276883,0.0004944855668206,0.0004547889829922,0.0003560476144623,0.0003396236523847,0.0002964925217102,0.0002689243051104,0.000247335452093
155,155,500000.0,925,17.15,2.43,0.81,,0.0027749999999999,6185.0,1.237,925.0,0.0008298672897808,0.0119814112071541,0.0008448531799522,9.851732887955584e-05,2.4024200289043363e-06,16284294216587.145,15631884728523.123,13656103923017.922,12389728335822.922,11406377000000.0,3.343908157571576,4.136414390916039,54453184271141.39,52271586861927.016,45664757308824.84,41430113652253.98,38141877098636.805,0.0006576400725213,0.0006312925613957,0.0005515007930245,0.0005003583043218,0.0004606457300338,0.000357005240029,0.0003427022802086,0.0002993866724621,0.0002716235582331,0.0002500652656225
156,156,500000.0,930,17.15,2.43,0.81,,0.0027899999999999,5994.0,1.1988,930.0,0.0008336504292856,0.0110340254862027,0.0008462583176179,2.963961516524642e-05,1.567307603919354e-05,15650037589519.65,15119547182947.682,13217669037305.629,11995235288701.793,11054134800000.0,3.346726519880537,4.012055752032788,52376395837972.695,50600989525756.07,44235923498154.586,40144772052905.17,36995166089494.336,0.0006354186993699,0.0006138798677701,0.0005366603128168,0.0004870273801059,0.0004488170662273,0.0003443678409512,0.0003326947804291,0.0002908453173194,0.0002639465403481,0.0002432382997731
157,157,500000.0,935,17.15,2.43,0.81,,0.0028049999999999,5970.0,1.194,935.0,0.0008404703901305,0.0119084999151033,0.0008361697821316,-5.545380327335559e-06,2.476854484686208e-06,15456522152045.994,15029520253049.129,13148093879087.93,11935370088267.246,11009874000000.0,3.33741680009002,3.984875659307484,51584856701201.85,50159773389819.375,43880669401228.82,39833304647875.016,36744538454474.31,0.0006309819328014,0.0006135504251901,0.0005367449162801,0.0004872378671549,0.0004494563206446,0.0003413211205635,0.0003318917828887,0.0002903448843108,0.000263564717392,0.0002431273021172
158,158,500000.0,940,17.15,2.43,0.81,,0.0028199999999999,6219.0,1.2438,940.0,0.0008445657729225,0.0112584527242914,0.0009108317076864,0.0001087449621251,3.987437797488987e-06,15964880869855.506,15625661528097.572,13679135643539.502,12420847079168.93,11469079800000.0,3.338993942699723,4.153040665929916,53306640520370.22,52173989192993.89,45674551055146.27,41473133160544.6,38295187980539.75,0.0006552439275903,0.0006413214050472,0.0005614304696778,0.0005097867431958,0.0004707235184065,0.0003538072709954,0.00034628962833,0.0003031515042969,0.0002752658190409,0.0002541731352677
159,159,500000.0,945,17.15,2.43,0.81,,0.002835,6093.0,1.2186,945.0,0.0009425231863815,0.0120666561708999,0.0010221331199387,-7.5556245809242e-06,1.2122070612770785e-05,15507875945170.377,15278982188760.973,13384994993933.48,12157040893405.775,11236710600000.0,3.007883562932682,3.665406909789766,46645885151477.09,45957399383915.336,40260506432188.734,36566963477175.68,33798717115171.43,0.0006398492412328,0.0006304051692736,0.0005522599562347,0.0005015950229925,0.0004636225345613,0.0003448631687541,0.0003397730438123,0.0002976546758361,0.0002703475098715,0.000249881262759
160,160,500000.0,950,17.15,2.43,0.81,,0.0028499999999999,6146.0,1.2292,950.0,0.0010411681762434,0.0126927518718852,0.001011228597731,3.0325594185109062e-05,4.449655036149709e-06,15508061048507.023,15381528978000.686,13484282000976.225,12249557899884.672,11334453200000.0,2.7373099418797584,3.364701380558599,42450369687356.51,42104012192792.88,36910659180382.49,33530836622986.047,31025911430130.84,0.0006432895733744,0.0006380408990624,0.000559341234764,0.0005081236687677,0.0004701642288261,0.0003460593406088,0.000343235802273,0.000300899108099,0.000273346481957,0.000252926100064
161,161,500000.0,955,17.15,2.43,0.81,,0.002865,6173.0,1.2346,955.0,0.0008572031255198,0.0116590726925503,0.00082867180932,-4.549256340114604e-05,-5.264487742514104e-06,15437968078975.451,15418610691363.654,13525850462616.11,12290082229370.305,11384246600000.0,3.342264994965504,4.1263603627844105,51597780303754.49,51533082784745.6,45206976528339.79,41076711620471.97,38049168905235.055,0.0006437761014695,0.0006429688823156,0.0005640392074486,0.0005125066449087,0.0004747325462019,0.0003456375003128,0.0003452041117327,0.0003028274912597,0.0002751601297961,0.0002548795617169
162,162,500000.0,960,17.15,2.43,0.81,,0.0028799999999999,5975.0,1.195,960.0,0.0009567361953486,0.0122159229820395,0.0008003318114484,1.721014582680422e-05,-8.256709158487201e-06,14802504535752.402,14894311093326.768,13073809517283.389,11883012836951.23,11019095000000.0,3.010234183677469,3.597229849494576,44559005157562.66,44835364395458.766,39355228319814.28,35770651446868.77,33170056442189.48,0.00062062239698,0.0006244715568085,0.0005481436591138,0.0004982173045379,0.0004619959504104,0.0003325127767925,0.0003345750530319,0.0002936806197457,0.0002669314226881,0.0002475249960127
163,163,500000.0,965,17.15,2.43,0.81,,0.002895,6337.0,1.2674,965.0,0.0009626563372648,0.0115956190713322,0.0009541385110226,5.0391824022498936e-05,4.464327245493513e-07,15550538110992.527,15764370788827.52,13846596858839.65,12589312090986.44,11686695399999.998,3.007303736477038,3.8114567556109975,46765191365416.414,47408251176450.48,41640922471079.695,37859885290899.08,35145442743489.008,0.0006552846737153,0.0006642953764655,0.000583482233216,0.000530501466056,0.0004924660694915,0.0003504354513698,0.0003552542268,0.0003120366887325,0.0002837034470159,0.0002633627433526
164,164,500000.0,970,17.15,2.43,0.81,,0.00291,6238.0,1.2475999999999998,970.0,0.0008714512400729,0.0117154771501003,0.0010400205383206,-9.549130759585705e-06,-9.774014645769743e-06,15161136115261.47,15486272671615.01,13611279903761.229,12379205980850.352,11496840774930.36,3.339257397529747,4.166057529158112,50626935927842.27,51712650578853.18,45451567108482.66,41337355147099.02,38390910605907.83,0.0006422330100755,0.0006560059508159,0.0005765803563212,0.0005243891129915,0.0004870116989326,0.0003427585500152,0.0003501091425939,0.0003077198521401,0.0002798654836998,0.0002599172280898
165,165,500000.0,975,17.15,2.43,0.81,,0.0029249999999999,6366.0,1.2732,975.0,0.0008761050573866,0.011801134403607,0.0007931400217976,1.3697631823521309e-05,-5.626282826843449e-06,15322764973319.104,15771570058465.545,13871187314755.596,12619515117957.918,11722286789415.04,3.338640697640737,4.250757336236187,51157206740307.15,52655605662885.17,46310910493640.97,42132026757306.85,39136503744557.43,0.0006525212020159,0.0006716336033443,0.0005907056484761,0.0005374030854069,0.0004991945435124,0.0003474841420554,0.0003576619820362,0.0003145657870332,0.0002861808160312,0.0002658337953391
166,166,500000.0,980,17.15,2.43,0.81,,0.00294,6287.0,1.2574,980.0,0.0009790161373075,0.0116641244644368,0.0010184944649049,6.684905083521026e-06,-4.374496938121893e-07,14985000757737.46,15543781345692.477,13679903117405.207,12449376381972.885,11566484608077.994,3.0030148513031225,3.775990874028546,45000179822274.14,46678206226522.94,41080952225955.73,37385662164526.91,34734325055427.19,0.0006414335136247,0.0006653521374321,0.0005855687606897,0.0005328960181068,0.0004951038029554,0.0003408788636402,0.0003535900069311,0.0003111904967346,0.0002831984691041,0.0002631144431192
167,167,500000.0,985,17.15,2.43,0.81,,0.0029549999999999,6393.0,1.2786,985.0,0.0010802127267197,0.0122586256689355,0.0009373097014529,3.1883741551263225e-05,1.081584674373247e-05,15087548228388.47,15773243101488.02,13891078773869.346,12645557594790.508,11750991107799.44,2.735572287667189,3.497702727011269,41273078822421.7,43148846715068.31,38000050139598.91,34592836918408.28,32145685627119.723,0.0006490942671726,0.0006785941305315,0.000597619935358,0.0005440353075084,0.0005055494004862,0.0003442315471008,0.0003598760907624,0.000316933372132,0.0002885160523707,0.0002681059763835
168,168,500000.0,990,17.15,2.43,0.81,,0.00297,6409.0,1.2818,990.0,0.0010859718994424,0.0122799520239631,0.000985387360156,6.73159137094046e-05,-8.495502209990978e-06,14974830277481.324,15780028458789.182,13906325689660.426,12663578500797.371,11769867855431.758,2.734877395561284,3.505565845630453,40954324828250.375,43156443133256.29,38032095783965.47,34633334588746.57,32189145546563.67,0.0006475627158884,0.0006823822304642,0.0006013569345869,0.0005476163091594,0.0005089692138663,0.0003426781666906,0.0003611040073499,0.0003182269250758,0.0002897883838404,0.0002693370585278
169,169,500000.0,995,17.15,2.43,0.81,,0.002985,6404.0,1.2808,995.0,0.0008947406895458,0.0119533017139848,0.000982807158474,7.611401569895504e-05,-9.780061425880153e-06,14812786894343.648,15735052199950.752,13875973050708.086,12640082001256.465,11750160879108.637,3.336162124821944,4.272956449471945,49417858599968.14,52494685181571.89,46292495736822.31,42169362827235.36,39200441685446.734,0.0006438141499324,0.0006838989400517,0.0006030970308186,0.0005493809981039,0.0005107019963165,0.0003399412476857,0.0003611064761414,0.0003184421422758,0.0002900794615493,0.0002696565054397
170,170,500000.0,1000,17.15,2.43,0.81,,0.003,6413.0,1.2826,1000.0,0.0008978188161563,0.0122153004272218,0.0008295156173436,2.723039696359476e-05,1.530543265897747e-06,14683032326574.172,15724454465332.254,13875939886836.965,12644209905233.652,11756134751253.48,3.3414314180262576,4.285719936760478,49062345527910.12,52542186181784.48,46365501492520.75,42249760233466.54,39282318012388.69,0.0006413344323682,0.0006868223030859,0.0006060817570219,0.0005522815043893,0.0005134916167073,0.0003379317308652,0.0003619001849341,0.0003193564026181,0.0002910079909696,0.0002705688359471
