,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
76,76,0.02,2136,2,100000.0,0.01715,0.00243,0.81,2.0503324759798,,5.3,0.0016566161689055,2136.0,0.0924364340164496,0.0162561360864301,0.0064547240317783,0.0010500632157187,0.0004764355452958,70903172.02916,8644223169.34946,5533098004.144732,3048173750.786318,1706314653.9727764,964150610.3030638,28.130574376968617,0.043520444865568,1862675040.2463143,227089681308.5344,145358285850.99744,80077618552.6453,44826058211.53515,25328898911.76063,6.475094935587022e-09,7.894169479881559e-07,5.052994645995479e-07,2.783685673243019e-07,1.5582588279566898e-07,8.80491881427955e-08,3.8682419015601045e-09,4.716001458490801e-07,3.018674754955782e-07,1.6629824997361196e-07,9.309086819175017e-08,5.260085950252292e-08
77,77,0.02,2176,2,100000.0,0.01715,0.00243,0.81,2.08169409330203,,7.5,0.002415632479191,2176.0,0.1002153342168358,0.0138200909672818,0.0061655641840703,0.00038425502328,0.0002378113420327,103389070.10938032,12218269079.74873,8068212480.498372,4444763761.711678,2488101453.566863,1405898102.8892372,152.0699543899423,0.1350684856985479,5780931187.897855,683176400663.2557,451128742233.1504,248526013685.3283,139120540269.50446,78609858676.55493,9.627272161310604e-09,1.1377276306520809e-06,7.512871266069491e-07,4.138827284301756e-07,2.316843534147179e-07,1.309129064925882e-07,5.815660637167931e-09,6.872806425886775e-07,4.538389375733852e-07,2.5001905542964944e-07,1.3995631907203198e-07,7.908211427176952e-08
78,78,0.02,2216,2,100000.0,0.01715,0.00243,0.81,2.11081331072047,,8.7,0.0028836235053218,2216.0,0.0970897239739632,0.014254937656495,0.006001229940086,0.0011405490244043,-0.0002687726113093,123419086.02777928,14135522423.088177,9631302507.7753,5305867249.792381,2970132210.481604,1678268880.0973723,23.801688184386528,0.0662698038698333,2836347605.6288714,324854578569.92346,221341144925.2437,121936439120.4935,68257897985.92843,38569025852.243065,1.1713042948229293e-08,1.341526554491121e-06,9.140552207263044e-07,5.035513790827548e-07,2.818793045952377e-07,1.592754905576974e-07,6.999244948607133e-09,8.016424938801906e-07,5.462027600081264e-07,3.009021192859141e-07,1.6843977329591937e-07,9.517664860021853e-08
79,79,0.02,2256,2,100000.0,0.01715,0.00243,0.81,2.14029939748533,,12.4,0.0042241017324879,2256.0,0.1110696326501659,0.0152652972103878,0.0064979334382995,0.0001434928521251,0.0004390979845035,180791554.1504876,20072931432.783104,14108499786.510015,7772347187.777971,4350824784.462669,2458427208.308032,21.57603648298537,0.0892207827291111,3818649500.805959,423977159528.73627,297997414315.2313,164166240221.56454,91897406210.98453,51926495548.34271,1.7481392227989872e-08,1.9409246697992496e-06,1.364202103773041e-06,7.515364883061065e-07,4.206970559539618e-07,2.377142588011706e-07,1.0182605750877649e-08,1.1305547319666025e-06,7.946239067273679e-07,4.37756882748011e-07,2.450486897991584e-07,1.3846440530399046e-07
80,80,0.02,2296,2,100000.0,0.01715,0.00243,0.81,2.17335195265406,,13.95,0.0048812586582313,2296.0,0.1063728693263277,0.014873568935322,0.0068831147502843,0.000413328605407,-0.0001831351941039,208917870.57230225,22356164654.699635,16303403918.49274,8981515931.145702,5027696417.978301,2840892539.0906515,22.862439197197567,0.1066888349982978,4566282137.927146,488634864292.204,356340708894.3147,196307456396.868,109889500048.24672,62092901969.00932,2.0574576023816824e-08,2.201671920305632e-06,1.6055860728866404e-06,8.845144832668913e-07,4.951358248722274e-07,2.797757767724624e-07,1.1775872324856756e-08,1.260128393641214e-06,9.1895826086499e-07,5.062524550872998e-07,2.833913199673472e-07,1.6012985264174378e-07
81,81,0.02,2336,2,100000.0,0.01715,0.00243,0.81,2.20371744188243,,15.6,0.0056009643109769,2336.0,0.1102512639772812,0.0157843488725634,0.0059980950204484,0.0005020688882441,0.0001134115017488,239721272.50981477,24733858397.274345,18707220798.66312,10305774332.197643,5768993240.306292,3259761228.988603,21.937944067813213,0.1214525855212842,5198170660.310968,536334617661.9915,405651635641.0896,223472757359.16315,125096163086.92282,70685404773.38747,2.4036488031799547e-08,2.4800264287015607e-06,1.875744626780619e-06,1.033344345292317e-06,5.78448193288634e-07,3.268513092174613e-07,1.3501559695017694e-08,1.3930581218036952e-06,1.0536263874149325e-06,5.804408840848729e-07,3.2492071228664094e-07,1.8359597529206306e-07
82,82,0.02,2376,2,100000.0,0.01715,0.00243,0.81,2.23797359782716,,16.15,0.0059387970370759,2376.0,0.1090378673027409,0.0159817521711189,0.006961722329683,-0.000274926001139,0.000156664723209,254180513.18685213,25311152972.01784,19835582103.83379,10927386548.219812,6116960948.188263,3456379875.5782228,22.69233964007192,0.1346371506167545,5762470046.397096,573823535928.608,449688083059.96027,247732357134.8285,138676265135.2572,78358821658.95117,2.5938571710444716e-08,2.582948425932602e-06,2.0241782596468545e-06,1.1151161669910812e-06,6.242226369569639e-07,3.527160919504399e-07,1.4308018237471198e-08,1.4247844328995852e-06,1.1165603017092007e-06,6.151110644146497e-07,3.44328476275592e-07,1.945623040702859e-07
83,83,0.02,2416,2,100000.0,0.01715,0.00243,0.81,2.26922860560693,,13.9,0.0052287631727181,2416.0,0.1094379482540855,0.0152603655351602,0.0068645960113481,0.0002981098028875,-0.0001714194329703,223791063.7923399,21626164482.36256,17464068996.878857,9620924237.801529,5385626067.899767,3043140166.522004,23.168794958010583,0.1200290214515992,5137242118.12845,496440032723.8148,400896931648.3417,220853399470.94272,123629892095.1473,69856890484.83078,2.323711060378124e-08,2.2455301275055894e-06,1.813363304126854e-06,9.989785867046144e-07,5.592108392966049e-07,3.159812703598291e-07,1.264469166130874e-08,1.2219262782984334e-06,9.867586483357757e-07,5.436035667478526e-07,3.042998226903739e-07,1.7194417165611424e-07
84,84,0.02,2456,2,100000.0,0.01715,0.00243,0.81,2.30082002163299,,12.25,0.0047047063028947,2456.0,0.1077522280709908,0.0151052627332965,0.0066597855232468,0.0011631478626726,2.5665893344370564e-05,201361429.763898,18668274609.88662,15713719051.668682,8656659597.326458,4845847491.981659,2738139068.284781,23.89501213835424,0.1127034531153078,4823707793.335176,447207301961.5416,376429533405.1283,207374353732.1664,116084556708.76707,65593409713.10917,2.1267312738001107e-08,1.9716985267380465e-06,1.6596454332926091e-06,9.142956878019166e-07,5.118068252369424e-07,2.891957012503888e-07,1.1438611616214925e-08,1.060476890026655e-06,8.926393177139686e-07,4.917533965849407e-07,2.7527499917526576e-07,1.5554373739806277e-07
85,85,0.02,2496,2,100000.0,0.01715,0.00243,0.81,2.33683453482457,,9.1,0.0035336077692065,2496.0,0.1125108877366921,0.0141619452739498,0.0059743829273804,0.0008803013731578,-0.0001066774108442,151238412.52204117,13561986618.21481,11802249949.14994,6501838295.340086,3639616002.282767,2056559721.678224,23.25774842087425,0.0841538056766644,3601782882.961239,322982306187.0382,281073710960.0594,154843002445.0626,86678419846.96439,48977514903.818726,1.6243272243492008e-08,1.45658128202155e-06,1.2675824601229744e-06,6.983089001875068e-07,3.9090117782235445e-07,2.208781412549614e-07,8.633689583635388e-09,7.742079584577715e-07,6.737505422743503e-07,3.711679634086242e-07,2.07773370821132e-07,1.1740204059990178e-07
86,86,0.02,2536,2,100000.0,0.01715,0.00243,0.81,2.36926936284905,,6.5,0.0025826523981381,2536.0,0.0998912402795817,0.0151357423286455,0.0058840560322488,-1.0426731361724893e-05,-0.000393901361532,110537522.64031664,9468003691.574783,8626059009.78172,4752080412.574358,2660131970.082386,1503103695.716455,29.78128729864968,0.0737195796844894,3155198010.496148,270255979123.33832,246223396146.19476,135644026619.46062,75931167075.02414,42904795376.37285,1.2068918476707492e-08,1.033753624663777e-06,9.418268157056778e-07,5.188507008677986e-07,2.904435988553437e-07,1.6411473255709713e-07,6.339825633125938e-09,5.430327282953198e-07,4.947434022112297e-07,2.725532515175637e-07,1.5257057014298406e-07,8.620977846914242e-08
87,87,0.02,2576,2,100000.0,0.01715,0.00243,0.81,2.40651032556174,,,,2576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,0.02,2616,2,100000.0,0.01715,0.00243,0.81,2.44447815484697,,,,2616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,0.02,2656,2,100000.0,0.01715,0.00243,0.81,2.47825379676539,,,,2656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,0.02,2696,2,100000.0,0.01715,0.00243,0.81,2.51744817183723,,,,2696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,0.02,2736,2,100000.0,0.01715,0.00243,0.81,2.55199416924148,,9.35,0.0040884101691673,2736.0,0.107532360538543,0.0140133781311872,0.0065785077713312,-2.797324020793997e-05,7.449945728439539e-05,174983955.24036565,12150755022.76558,13655289965.019184,7522674711.268054,4211062474.242445,2379454718.45544,28.23144288018967,0.1089602800139358,4663499984.596457,323829952201.4175,363927335246.5459,200486915225.64203,112229088414.35396,63414882968.1107,2.0663880288606152e-08,1.4348843976106888e-06,1.6125551440173963e-06,8.883537320335355e-07,4.972849695622508e-07,2.809901478497378e-07,1.0206812198455288e-08,7.08753407799278e-07,7.965129145523515e-07,4.3879753376536747e-07,2.456312281403959e-07,1.3879356774534988e-07
92,92,0.02,2776,2,100000.0,0.01715,0.00243,0.81,2.59237837643355,,14.65,0.0064031555013571,2776.0,0.1168490921348654,0.014552023216078,0.0069196453803732,-0.0001723129613712,0.0003176830859581,274055055.4580897,18300218422.87897,21386539374.533165,11781806122.497313,6595250166.397952,3726636501.789909,24.994559577916625,0.1592819308230453,6817266639.226342,455227758292.2637,532001648948.9716,293078752714.40344,164060388747.73676,92702083739.01242,3.2850976725796665e-08,2.1936469972506275e-06,2.563604258508431e-06,1.4122849807351843e-06,7.905725707376301e-07,4.4671187977602013e-07,1.5949048688255806e-08,1.0650089053980163e-06,1.24462202380314e-06,6.856600370652029e-07,3.838205642267168e-07,2.1687725085431965e-07
93,93,0.02,2816,2,100000.0,0.01715,0.00243,0.81,2.62760886167192,,17.0,0.0073335784465297,2816.0,0.125538522767206,0.0146872313563085,0.0069694812151836,-0.0002546261225366,0.000207465254753,313877157.5114736,19888664746.9887,24494152011.40939,13493784341.614752,7553585799.925652,4268142655.88032,23.250369924008147,0.1685570571241488,7214242044.913572,457126738920.6919,562980570794.6573,310144985108.434,173613768837.8733,98100207246.25462,3.81821715903688e-08,2.4193936764738366e-06,2.9796367549493413e-06,1.6414765356607151e-06,9.188700172448565e-07,5.19206165083987e-07,1.8312873475701068e-08,1.160385814628535e-06,1.429088724505644e-06,7.872824111049058e-07,4.407070018685072e-07,2.4902084959948656e-07
94,94,0.02,2856,2,100000.0,0.01715,0.00243,0.81,2.66918078172062,,15.25,0.0068516779844601,2856.0,0.1174746224945572,0.0153303023658693,0.0068837582777397,0.0003186471153309,0.0001242530307481,293251817.73489463,17800659403.62748,22884604468.09692,12607087491.406685,7057228323.993959,3987676586.955809,25.054800296657717,0.1699328723385328,7273126936.089205,441485602335.5083,567575793610.6995,312676485102.9005,175030858508.6888,98900931701.02612,3.6194648407696e-08,2.1970489851213595e-06,2.824535646768799e-06,1.556031613788799e-06,8.710394359795999e-07,4.921795647962397e-07,1.714521852986989e-08,1.0407307883318217e-06,1.3379679880786312e-06,7.3708416109721e-07,4.1260689452724285e-07,2.331429248687916e-07
95,95,0.02,2896,2,100000.0,0.01715,0.00243,0.81,2.71144037566172,,17.2,0.0079360602784334,2896.0,0.122565308423032,0.0157896510863005,0.0067922966494827,0.0004433046609384,0.0001686095642972,339663379.91695225,19459219802.718845,26506441329.96777,14602350912.31757,8174142086.786466,4618787082.048275,24.017164043352796,0.188593743077994,8071812203.738147,462431858027.2415,629903101880.5002,347012487263.5092,194251555370.3339,109761558471.39256,4.2526554486640126e-08,2.4363343832065784e-06,3.318661027695748e-06,1.82824439849107e-06,1.0234194187205444e-06,5.782816521314147e-07,1.9891599295195292e-08,1.1395841465378235e-06,1.5522883562138382e-06,8.551528668962462e-07,4.786997026647466e-07,2.704885698552257e-07
96,96,0.02,2936,2,100000.0,0.01715,0.00243,0.81,2.75439550712333,,16.5,0.0077393159040641,2936.0,0.1375517770614141,0.0158614615260096,0.007087147098781,-0.0007910586436428,-2.5186202425367534e-05,331242720.69394904,18218349638.167194,25849315119.57452,14240341263.47818,7971495381.186154,4504281856.1653805,22.33055968548349,0.1732867573728613,7416673215.558467,407917026855.7157,578777769625.357,318847633566.065,178485360094.0472,100852892791.00533,4.205787621159661e-08,2.313183191637813e-06,3.2820866015591738e-06,1.8080956128349933e-06,1.0121404789239369e-06,5.719085036249817e-07,1.9422644908953372e-08,1.0682454699924358e-06,1.5156923830818758e-06,8.349922110391171e-07,4.674141181360274e-07,2.6411166675259026e-07
97,97,0.02,2976,2,100000.0,0.01715,0.00243,0.81,2.79802350403656,,14.05,0.0066846370932053,2976.0,0.1255826038138507,0.0152164055031998,0.0070078289146306,0.0003157667224301,-6.9165964358e-05,286102467.58919275,14826525072.729664,22326687891.306168,12299732251.498009,6885176206.001602,3890458788.245566,25.27763770928124,0.1697933186984065,7267154040.291801,376601580873.0657,567109684452.678,312419706405.0681,174887118259.3588,98819711482.47264,3.6834157175195495e-08,1.908835528378121e-06,2.8744412375035733e-06,1.5835245140738248e-06,8.864294834217606e-07,5.008756886907425e-07,1.679007062151439e-08,8.701022579093204e-07,1.3102531746695812e-06,7.218161201772543e-07,4.040601107513978e-07,2.283135771430228e-07
98,98,0.02,3016,2,100000.0,0.01715,0.00243,0.81,2.84231908519533,,10.9,0.0052541748575168,3016.0,0.1255870800939885,0.0136862956320291,0.0067346385413825,-0.0007130325017656,0.0001066682825077,224878683.90172333,11107325648.790726,17548944024.106453,9667681737.831097,5411800103.242407,3057929767.074836,25.315984990024788,0.1308337822775742,5599685881.480178,276582615734.792,436984832807.098,240734159390.73663,134758795745.90152,76145261285.5482,2.9350844307906077e-08,1.4497122632456417e-06,2.2904630838412684e-06,1.2618119982838126e-06,7.063404120827863e-07,3.99116621196293e-07,1.3199352231408122e-08,6.51949313485906e-07,1.0300429077781105e-06,5.674487875184801e-07,3.176479625782796e-07,1.7948651866073662e-07
99,99,0.02,3056,2,100000.0,0.01715,0.00243,0.81,2.88726023004366,,9.5,0.0046306752716918,3056.0,0.1233249358341354,0.0127881269183543,0.0063069357671462,-3.174954824337435e-05,-0.0004302103323888,198192901.6284144,9233566491.7537,15466455407.45103,8520442499.913142,4769595529.842684,2695053008.1247005,27.466094859372458,0.1205256298834828,5158496959.013067,240328105987.66495,402555603810.8329,221767158985.60852,124141398779.9874,70145916592.18704,2.621927563612799e-08,1.2215241966925049e-06,2.046083659454848e-06,1.127183812394287e-06,6.309778949815846e-07,3.5653314065949746e-07,1.1629359941488168e-08,5.417977505450327e-07,9.07524817863796e-07,4.999537918770613e-07,2.7986543784422466e-07,1.5813755808285313e-07
100,100,0.02,3096,2,100000.0,0.01715,0.00243,0.81,2.92478001758178,,9.3,0.0045806767874441,3096.0,0.1169238679162482,0.0150628343700521,0.0063750053297784,-0.00025257723044,-3.388349656688499e-05,196052966.50261173,8593349653.245316,15180362873.590073,8428445288.897324,4718097091.067525,2665953890.2925234,31.723852255144664,0.128584458464435,5503414822.277819,241224444079.28015,426128895351.13776,236595403574.5605,132441992218.36807,74836154826.3012,2.62838301611128e-08,1.1520669481833554e-06,2.035154512942238e-06,1.1299590536553164e-06,6.325314267744434e-07,3.574109615366273e-07,1.1500447956500852e-08,5.040850552896166e-07,8.904786104636405e-07,4.944117813075132e-07,2.76763116710184e-07,1.563845960440069e-07
101,101,0.02,3136,2,100000.0,0.01715,0.00243,0.81,2.97056522202192,,6.8,0.0033718875600809,3136.0,0.1314582285072341,0.0141298477321377,0.0064033185665293,5.410376944199004e-05,0.000121768120491,144316787.57146508,6015447407.184433,10884453043.941336,6204273110.548967,3473044186.8833885,1962438559.9671192,27.037374583527043,0.0891730643853497,3816607155.692972,159084746863.46402,287850651835.9091,164078438469.0436,91848256316.91026,51898723472.273575,1.960287104029668e-08,8.170916340161042e-07,1.47845952612331e-06,8.427402503305113e-07,4.717513357828408e-07,2.665624052675856e-07,8.469424273578414e-09,3.530246005622406e-07,6.387687279231573e-07,3.64106090265988e-07,2.0382025705106932e-07,1.1516833942108969e-07
102,102,0.02,3176,2,100000.0,0.01715,0.00243,0.81,3.01691424785678,,,,3176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103,0.02,3216,2,100000.0,0.01715,0.00243,0.81,3.06375935418538,,6.4,0.0029829713247817,3216.0,0.1402402549181879,0.0131102804000934,0.0058054109343377,0.0010390681346998,-0.0004124196936718,127671172.7006633,4659401209.309256,9092096597.93509,5488667237.59861,3072460464.525309,1736089311.0230389,26.575969545808967,0.0720067659176743,3081889581.2764635,112474568363.4074,219476622517.07156,132492449288.52087,74166968895.20462,41907937764.08649,1.7792411748358757e-08,6.493398867041208e-07,1.2670857712382592e-06,7.649074209574793e-07,4.2818187151424114e-07,2.419435429332896e-07,7.489415816892201e-09,2.7332868004639295e-07,5.333583974272764e-07,3.2197488558601985e-07,1.8023594138782642e-07,1.0184205620166496e-07
104,104,0.02,3256,2,100000.0,0.01715,0.00243,0.81,3.11104952756299,,,,3256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,0.02,3296,2,100000.0,0.01715,0.00243,0.81,3.15875532211423,,9.75,0.0050006007883367,3296.0,0.1337101165992934,0.0137075951080599,0.0058985475137281,-4.397807608004996e-05,0.0002497967558999,214025713.74081415,6900829087.9047575,14341723060.949884,9201105450.539677,5150618811.986883,2910349658.812006,25.616965744572173,0.1298500525101053,5557582247.43251,179193072463.94547,372409950598.9822,238924096618.59396,133745554085.40852,75572730560.88133,3.058060785720252e-08,9.860102533397076e-07,2.0491865265060004e-06,1.314680337786277e-06,7.359351890868832e-07,4.15839106843268e-07,1.2528930962224204e-08,4.039702039221822e-07,8.395554672817525e-07,5.386269385629096e-07,3.015139927824984e-07,1.7037004252370298e-07
106,106,0.02,3336,2,100000.0,0.01715,0.00243,0.81,3.21715043294896,,13.85,0.0072061619179766,3336.0,0.1422064647703778,0.0147658340987375,0.0068698425766236,-0.0011409285690923,-0.0001290395758681,308423730.0894037,9209474931.17425,20206078018.006725,13259337929.077168,7422346775.516025,4193986236.262451,25.154695625830847,0.1784297013621638,7636791218.300613,228033158340.84537,500316882619.5073,328310650506.38153,183782592403.02875,103846086192.77934,4.4609874988944086e-08,1.33204252887548e-06,2.922572183855122e-06,1.9178077098050726e-06,1.073555402771318e-06,6.066109169057349e-07,1.8024101002551682e-08,5.381962869453516e-07,1.180831289980255e-06,7.748678935676422e-07,4.337575708557999e-07,2.450940837262869e-07
107,107,0.02,3376,2,100000.0,0.01715,0.00243,0.81,3.26592464868579,,14.1,0.0074222535957749,3376.0,0.1395050228346561,0.0139241275241838,0.0066820066294646,9.786551554181995e-05,0.000112467864868,317672453.8991713,8936393329.313137,20143996258.93344,13656946616.22606,7644921203.648282,4319751592.741068,24.86719029827406,0.1862490828860828,7971460747.524345,224243895794.84372,505480010952.8288,342698312510.39246,191836555372.6653,108396966239.70024,4.6504370586157887e-08,1.3082070604143476e-06,2.948898639505432e-06,1.999253314918937e-06,1.1191472360687524e-06,6.323725159145767e-07,1.8528339321348532e-08,5.212177696940102e-07,1.1749045074331755e-06,7.965454287682548e-07,4.458922780604905e-07,2.519507823603937e-07
108,108,0.02,3416,2,100000.0,0.01715,0.00243,0.81,3.31484076721916,,16.2,0.0086022924566891,3416.0,0.1478907779546477,0.0143613255683857,0.0071545961608523,0.0003999868524023,-5.006003774609854e-05,368178117.1463003,9634567551.491974,22692847500.746277,15828218120.30824,8860361230.389938,5006534209.79315,23.8573721066818,0.2041066761457624,8735765739.038635,228599477283.254,538433411672.5215,375556284108.2029,210229876430.1353,118790085516.8338,5.454057634165952e-08,1.427230035108847e-06,3.361636457693874e-06,2.34473505767882e-06,1.3125419072876003e-06,7.416498932440616e-07,2.142025032965993e-08,5.60529915168671e-07,1.320248139477638e-06,9.208705749199598e-07,5.154873326997599e-07,2.912753666322916e-07
109,109,0.02,3456,2,100000.0,0.01715,0.00243,0.81,3.36394029242988,,17.35,0.0093070351945909,3456.0,0.1294588352240266,0.0147047291457093,0.0064548366385256,0.0004410483227447,4.992163099958533e-05,398341106.3284941,9567632180.039532,23714325675.81783,17124944758.047403,9586246250.428717,5416694483.251952,27.774576393423445,0.2547365230512287,10902723186.592592,261869145696.6632,649068660734.531,468715202414.2609,262378618742.7657,148256656415.81512,5.970199081586309e-08,1.4339637046426926e-06,3.5542213224023168e-06,2.566627642551123e-06,1.4367535172976395e-06,8.118354825895402e-07,2.3112684399561242e-08,5.551364383819848e-07,1.3759607441607954e-06,9.936294227848757e-07,5.562164703632729e-07,3.142893065547814e-07
110,110,0.02,3496,2,100000.0,0.01715,0.00243,0.81,3.42527476229752,,17.7,0.0095446515906129,3496.0,0.1534242208398303,0.014328044122042,0.0070086339312605,0.0001983698608145,-0.0003469331110256,408511088.0782352,9201044133.350906,23651646641.538948,17562158926.727867,9830991138.331364,5554987225.736749,23.144602801529665,0.2210637062749205,9461526628.5666,213105412849.02347,547795864149.2531,406757219545.8539,227695617463.16812,128659077052.00378,6.19357892537377e-08,1.395002356088859e-06,3.585908546045844e-06,2.662660098758817e-06,1.4905108161530337e-06,8.42210966020452e-07,2.3626932935931697e-08,5.321580222018261e-07,1.3679331732532417e-06,1.0157373037877175e-06,5.685920776637768e-07,3.21282125437202e-07
111,111,0.02,3536,2,100000.0,0.01715,0.00243,0.81,3.47476477788348,,17.55,0.0095501200808788,3536.0,0.1485206847166799,0.016416025097744,0.0068578474644476,0.0002859499416713,-0.000360698499423,408745139.4616167,8438486103.46459,22920288194.10935,17572220948.81717,9836623683.305262,5558169887.071518,24.112060623352,0.2273604150306647,9731025763.312454,200895662721.0954,545664996073.5954,418343163656.4232,234181227481.58472,132323761547.8469,6.267708733627467e-08,1.2939596815498197e-06,3.514603028202317e-06,2.6945289882884434e-06,1.508350466270161e-06,8.522912343390618e-07,2.3559911157853955e-08,4.863910630626112e-07,1.321116513524521e-06,1.0128559937021327e-06,5.669791703876069e-07,3.203707545296964e-07
112,112,0.02,3576,2,100000.0,0.01715,0.00243,0.81,3.5240643801977,,17.5,0.0095715339411002,3576.0,0.1371662774028173,0.0136369884683364,0.0066744851602759,0.0009641868709333,-5.315084202255683e-05,409661652.6790937,7705084822.58576,22282531014.88155,17611622451.62459,9858679959.333332,5570632753.720387,27.52073051154498,0.2537139029475361,10858955046.154545,204239691872.76657,590645966061.864,466833581423.4665,261325320035.96216,147661491515.466,6.352213418887224e-08,1.194750421075751e-06,3.455129168030246e-06,2.7308581053160025e-06,1.5286868741714582e-06,8.637822920075615e-07,2.352244072209765e-08,4.4241973788057483e-07,1.2794449065664326e-06,1.0112451151555995e-06,5.660774285925367e-07,3.1986122664160814e-07
113,113,0.02,3616,2,100000.0,0.01715,0.00243,0.81,3.58686317822613,,16.05,0.0088066155960283,3616.0,0.1537139671655036,0.0141512938324756,0.0065742646729009,-0.0004105586650109,6.380238911625867e-05,376923147.51001465,6597916404.544462,19814885091.06385,16204172696.69222,9070814063.909231,5125450276.888517,24.15419754116456,0.2137425549467235,9148181351.719769,160135922166.08527,480920748630.1281,393286301101.9714,220154831595.12524,124398166978.99307,5.90885407428558e-08,1.0343255776763451e-06,3.1062901091454565e-06,2.540255022590062e-06,1.421990583297698e-06,8.034937082322913e-07,2.1554354210247252e-08,3.773019199606831e-07,1.1331144152583248e-06,9.26635788477919e-07,5.187145989849221e-07,2.930989287468201e-07
114,114,0.02,3656,2,100000.0,0.01715,0.00243,0.81,3.65028608558341,,14.25,0.0078432373739118,3656.0,0.1504047936864782,0.0140232960385047,0.0065625787469365,0.0001364486150143,-9.91608181325218e-05,335690559.6034299,5353793831.432272,17004138626.641031,14431556767.99792,8078534495.129271,4564764151.616732,25.75856497535504,0.1947673557524478,8336042826.20477,132948197036.62093,422255627271.3071,358371934584.50415,200610376425.02133,113354601047.92468,5.31938512411228e-08,8.483673564764122e-07,2.694492277821361e-06,2.286838464571635e-06,1.2801324013634694e-06,7.233369491199409e-07,1.9111354502164524e-08,3.047993126910632e-07,9.680704803900165e-07,8.216096328033349e-07,4.599227835801277e-07,2.598786990714896e-07
115,115,0.02,3696,2,100000.0,0.01715,0.00243,0.81,3.69916552933537,,11.25,0.0059395447136992,3696.0,0.1422855674503537,0.0139936121874551,0.0065862224203476,1.5627322299794625e-05,0.0001184044609686,254212513.7463293,3646880454.21136,12461164809.341091,10928762273.206676,6117731055.110262,3456815023.372983,27.19921788327349,0.1624489059729374,6952813175.641722,99743628267.38358,340817804731.2227,298905986990.2048,167322373152.12555,94545263276.2496,4.07114503163963e-08,5.840380956604514e-07,1.995622027191575e-06,1.750211882760962e-06,9.797381735020608e-07,5.535996281341739e-07,1.4404199436004722e-08,2.0663968349782479e-07,7.060750097368669e-07,6.192459570618852e-07,3.46643117268338e-07,1.958701885924007e-07
116,116,0.02,3736,2,100000.0,0.01715,0.00243,0.81,3.74720977948172,,8.6,0.0043197487023506,3736.0,0.1535155396358369,0.0130309987292361,0.0064261249794217,-0.000830195494273,-0.0004424374794145,184885244.46060976,2437202217.866262,8786368860.581312,7948337612.325277,4449341163.421216,2514093744.768105,26.009266072846163,0.1061069851590612,4541378964.807825,59865561026.74241,215821607813.5308,195236852692.6728,109290194713.83318,61754265362.57371,2.991758803424082e-08,3.943809151616512e-07,1.4217844406926597e-06,1.286176681845867e-06,7.199793382071973e-07,4.068232765403775e-07,1.0423857172209198e-08,1.374098181439353e-07,4.953767637447079e-07,4.4812843917908683e-07,2.508545067143802e-07,1.417449736968634e-07
117,117,0.02,3776,2,100000.0,0.01715,0.00243,0.81,3.81045165225431,,7.35,0.0038752556532285,3776.0,0.1498504742258111,0.0124861815055486,0.0068685337297708,-0.0001863059611272,-0.0001847554961346,165860941.95818475,1988781201.236925,7626503125.553912,7130470401.940653,3991513322.825474,2255398790.179054,27.65743768592592,0.1041629462954183,4458174101.443907,53456424038.80873,204992678309.3834,191659821183.56985,107287834684.28094,60622834743.93352,2.7112643444726124e-08,3.250983321456413e-07,1.2466748200752568e-06,1.1655902789321509e-06,6.524771670109323e-07,3.686812730100609e-07,9.301100354309277e-09,1.1152627808017572e-07,4.276767639551555e-07,3.9986038906376323e-07,2.238348917041718e-07,1.26477579584299e-07
