,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.cFactor,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
115,115,0.02,606,5.0,100000.0,17.15,2.43,0.81,,0.606,857.0,0.857,606.0,0.0153291399053614,0.0155418371989662,0.0059881055882796,0.0001930202289889,-5.461377598328238e-05,7150593551646.607,6956209358712.138,6089781332872.326,5527009001150.329,5126786443063.475,4822811487749.496,39.53255066763716,33.879395922165045,282681201884149.06,274996698927979.38,240744589096606.2,218496763378462.03,202674944822562.1,190658039499919.5,0.0001880419065445,0.0001829301107226,0.0001601453199656,0.0001453458796893,0.0001348210732769,0.0001268273270619,0.0001072101869657,0.0001042957483926,9.130523089616568e-05,8.286748003432734e-05,7.686686834097797e-05,7.230931496352302e-05
116,116,0.02,616,2.25,100000.0,17.15,2.43,0.81,,0.616,766.0,0.766,616.0,0.0291861520797738,0.0154389790506257,0.0062994227130814,0.0002470191487663,-4.2913399316032775e-05,6217349694938.312,6180226316158.946,5421169179049.814,4924359068595.992,4570370608256.223,4300324533015.931,21.10589975397585,16.1671192115455,131222759396780.34,130439237085734.16,114418653242368.94,103933028854368.9,96461783896373.48,90762218503397.23,0.0001662532800663,0.0001652605928616,0.0001449632402928,0.0001316784301267,0.0001222127018784,0.0001149916112239,9.462512772894982e-05,9.406012742639526e-05,8.250763607931892e-05,7.494642069569669e-05,6.955888341409661e-05,6.544890961237888e-05
117,117,0.02,616,5.0,100000.0,17.15,2.43,0.81,,0.616,951.0,0.951,616.0,0.0170901087046786,0.0129472606541235,0.0057379432425091,0.0003328962031208,4.8875871673677454e-05,7718928929355.527,7672839721497.595,6730459385478.294,6113662499001.029,5674180742104.005,5338914661746.933,36.04424118328527,34.278073365304294,278222936006328.6,276561685482350.7,242594301364485.6,220362325627199.6,204521539185949.38,192437127724984.4,0.0002064058346515,0.0002051733992316,0.000179973944541,0.0001634806619459,0.0001517288243947,0.0001427637366501,0.0001174784549219,0.0001167769989327,0.0001024344150279,9.304705754779053e-05,8.635835264596068e-05,8.12557611506166e-05
118,118,0.02,626,2.25,100000.0,17.15,2.43,0.81,,0.626,752.0,0.752,626.0,0.0211668842428025,0.0140706086393004,0.0053813540081905,-0.0005127855694502,-0.0001432318335286,5932933517637.501,6030611910386.965,5300516750211.294,4818877919234.728,4474743383363.012,4211538448196.301,29.574499147783683,22.24002335913333,175463537261227.53,178352326804353.44,156760128111937.06,142515900915681.06,132338294377820.08,124554140247039.72,0.0001612828883675,0.0001639382111124,0.000144091055255,0.0001309980209948,0.0001216429503932,0.0001144878976608,9.162571314788122e-05,9.313421688691726e-05,8.185893636707921e-05,7.442071019502655e-05,6.910604213506537e-05,6.504121656151085e-05
119,119,0.02,626,5.0,100000.0,17.15,2.43,0.81,,0.626,924.0,0.924,626.0,0.0191014884622973,0.0142875168381148,0.0055262555248058,7.177693143564213e-05,7.380662542211837e-05,7289934269012.035,7409953996273.346,6512868985631.963,5921068081612.884,5498221923174.765,5174815859219.923,32.77231516463256,30.28161921212048,238908023393517.7,242841347721298.6,213441795023091.44,194047109281863.7,180189461711375.6,169590696257294.12,0.000198172059643,0.0002014347168456,0.0001770480519357,0.0001609603343075,0.0001494655401108,0.0001406739593598,0.0001125826581763,0.0001144361920259,0.0001005819909616,9.144246837793156e-05,8.491221134680905e-05,7.991766503036707e-05
120,120,0.02,636,2.25,100000.0,17.15,2.43,0.81,,0.636,779.0,0.779,636.0,0.0218870321718895,0.0150426653783708,0.0064006774551873,0.0004031347036366,3.2448512929805866e-05,5969036081319.553,6207378473859.845,5468482358150.852,4975559720142.055,4622524765962.859,4352276259414.226,29.05830242333362,22.636417587776887,173450055626773.75,180375880949510.44,158904814159812.03,144581319073245.0,134322722608698.22,126469759775953.78,0.0001648928886304,0.0001714770280213,0.0001510652373642,0.0001374483926098,0.0001276959045047,0.0001202303679782,9.355433612588572e-05,9.728994167441729e-05,8.570902062964638e-05,7.798330921961603e-05,7.245009576312009e-05,6.821441695757661e-05
121,121,0.02,636,5.0,100000.0,17.15,2.43,0.81,,0.636,1032.0,1.032,636.0,0.0211698521763992,0.0143041183370773,0.0060965544724608,-0.0003598178337219,-0.0001025973855092,7907631881799.46,8223382009015.867,7244510646484.826,6591498884706.805,6123806878656.831,5765788317991.633,30.04272276917605,31.00408989778969,237566792385599.12,247052785921893.7,217644824950688.0,198026573626579.7,183975832347460.53,173219979983176.53,0.0002184460347453,0.0002271685403312,0.0002001275031577,0.0001820882428412,0.000169168386969,0.0001592782281817,0.0001239384786674,0.0001288873168266,0.0001135451980613,0.0001033103660008,9.598010119068028e-05,9.036877830580111e-05
122,122,0.02,646,2.25,100000.0,17.15,2.43,0.81,,0.6460000000000001,808.0,0.808,646.0,0.0292022062725436,0.0137689685399686,0.0054698044364913,4.814567798471861e-05,0.0002236580918977,6007745618531.184,6396992023730.071,5647925442859.147,5143840113643.355,4781248018315.95,4503492055147.815,22.121616222106432,17.874265907462,132901042933188.28,141511802524832.62,124941239098000.58,113790056901894.66,105768933723892.36,99624522903285.36,0.0001686587502427,0.0001795862788709,0.0001585573203563,0.0001444058553909,0.000134226607878,0.0001264290118087,9.570158730752038e-05,0.0001019021658933,8.996975973964414e-05,8.19398315090644e-05,7.616384809176448e-05,7.173927883614767e-05
123,123,0.02,646,5.0,100000.0,17.15,2.43,0.81,,0.6460000000000001,1023.0,1.023,646.0,0.0223684967825192,0.0110614722971772,0.0062044803237023,0.0002856567808211,1.932650894948054e-05,7606341296729.456,8099161931034.482,7150776891144.688,6512559945862.812,6053486042991.6045,5701822243089.375,28.87990222502754,29.544139976203173,219670392939735.9,233903004672941.1,206513737449244.97,188082094471148.62,174824085042166.4,164668068884908.34,0.0002135370068048,0.0002273722317882,0.0002007476964412,0.0001828306807735,0.0001699428463604,0.0001600703949014,0.0001211667373955,0.0001290172224119,0.0001139097329376,0.0001037431282596,9.643021856172656e-05,9.082831961556816e-05
124,124,0.02,656,2.25,100000.0,17.15,2.43,0.81,,0.6560000000000001,828.0,0.828,656.0,0.0296636560326533,0.012810986583666,0.0054391875398415,0.0003080346125998,7.250112450510901e-05,5954533044871.317,6512837069492.418,5762742652009.168,5253797602527.894,4885746156830.277,4603889797105.425,22.114603785787065,18.31089193463169,131682139016705.42,144028811313211.38,127440770468638.52,116185652350622.34,108046340456233.48,101813198736414.08,0.0001697650928557,0.000185682467714,0.0001642971050877,0.0001497869658488,0.0001392937353329,0.0001312579463432,9.64556459547706e-05,0.0001054994408129,9.334889247938746e-05,8.510464844996164e-05,7.91426964930525e-05,7.457699217352792e-05
125,125,0.02,656,5.0,100000.0,17.15,2.43,0.81,,0.6560000000000001,1065.0,1.065,656.0,0.0163664322117256,0.0135734008851552,0.0072503688226072,0.000403617822433,-9.799384094705038e-05,7658910256990.282,8377018694455.828,7412223338634.981,6757601988758.704,6284202484328.8,5921669847726.182,40.08204057632141,42.68737321378229,306984751691088.7,335768003219781.5,297097036619923.9,270858477112056.6,251883658966686.75,237352611116139.8,0.000218357275231,0.0002388307102843,0.0002113241750223,0.0001926607712911,0.0001791640436347,0.0001688281556227,0.0001240643272244,0.0001356967445238,0.0001200683218484,0.0001094643123178,0.0001017958596196,9.59233051507334e-05
126,126,0.02,666,2.25,100000.0,17.15,2.43,0.81,,0.666,936.0,0.936,666.0,0.026100992943725,0.0153115164514991,0.0049667449030321,0.0004755500804391,8.485248615135913e-05,6498825300600.756,7314298214858.615,6486163169013.426,5918972546851.633,5506965354464.814,5191407247674.643,25.51627064288042,23.883229321736074,165825785230927.6,186633612813069.6,165502694854429.5,151030105433245.47,140517218405490.12,132465352349077.12,0.0001881975743442,0.0002118126151105,0.0001878308953921,0.0001714057886468,0.0001594745932948,0.000150336438703,0.0001069949706665,0.0001204207047807,0.000106786504623,9.744842563594708e-05,9.066524630355802e-05,8.546997964875339e-05
127,127,0.02,666,5.0,100000.0,17.15,2.43,0.81,,0.666,1126.0,1.126,666.0,0.0195627347845857,0.0137545915712456,0.0060962621658823,-0.0003899901138957,-0.0001150488958381,7818031291107.319,8799038237105.555,7802798855031.107,7120473384353.565,6624832253341.219,6245218547950.478,34.04431984247772,38.33390414262991,266159557812956.6,299557272050212.8,265640979887198.0,242411673326782.56,225537908135510.8,212614217732600.4,0.0002264000734098,0.0002548087656137,0.0002259589617644,0.0002061996987353,0.000191846572703,0.0001808534508328,0.0001287140352249,0.0001448650786144,0.0001284632523563,0.0001172296231475,0.0001090695163865,0.0001028196550048
128,128,0.02,676,2.25,100000.0,17.15,2.43,0.81,,0.676,943.0,0.943,676.0,0.0306372277839273,0.0144544685460453,0.0059256080147437,0.000185139586053,-0.0001166164370513,6313303729807.904,7320600552504.731,6506218023202.507,5942327119694.703,5531977836901.241,5216923772660.208,22.064659530149743,20.806973936931207,139300897308635.9,161526558747243.0,143557485510887.22,131115424712839.0,122061207499560.14,115109646838491.8,0.0001855975824748,0.0002152099475895,0.0001912688487422,0.0001746916661846,0.0001626282778041,0.0001533663643632,0.0001055892144929,0.000122436127745,0.0001088156818982,9.938467713289324e-05,9.252163675146136e-05,8.725239696992446e-05
129,129,0.02,676,5.0,100000.0,17.15,2.43,0.81,,0.676,1094.0,1.094,676.0,0.0210980811809804,0.0151257780629439,0.0063483240871878,-3.539903341362202e-05,7.335115475747693e-05,7324235716235.258,8492828212555.861,7548040845581.7,6893855640451.756,6417798254050.856,6052295447815.768,32.04082846213533,35.052666337576056,234674580200138.8,272117251916885.8,241845481958474.2,220884846018438.84,205631572962635.12,193920560245627.6,0.0002153168136028,0.0002496709254114,0.0002218962041612,0.0002026645628908,0.0001886694972617,0.0001779244990597,0.0001224969254032,0.0001420414886034,0.0001262400381725,0.0001152988725168,0.0001073368723288,0.0001012238836533
130,130,0.02,686,2.25,100000.0,17.15,2.43,0.81,,0.686,897.0,0.897,686.0,0.0289135405689648,0.0153911826698901,0.0069755774015289,0.0004623242663365,7.68040065276737e-05,5782634475339.315,6915708449007.53,6160836718232.398,5632566317466.867,5246742054287.403,4949780760023.094,23.72590787917327,21.282139367618424,137198252860832.05,164081461580372.9,146171444435410.06,133637749571553.12,124483718645807.23,117438042334412.16,0.0001725880622703,0.0002064057006423,0.0001838758572236,0.0001681091396121,0.0001565938584296,0.0001477307745593,9.819989680699088e-05,0.0001174416019092,0.0001046224748521,9.56514601593114e-05,8.909944602260021e-05,8.405649050175787e-05
131,131,0.02,686,5.0,100000.0,17.15,2.43,0.81,,0.686,1109.0,1.109,686.0,0.0208189922493602,0.0185489025619887,0.0057327497109641,0.0002932190299666,5.632200533627551e-05,7149321776088.405,8550190267502.0625,7616909610389.887,6963786004538.188,6486774736014.191,6119628609660.658,32.95068232810744,36.54230670187115,235575030705309.9,281734603349336.44,250982368893865.72,229461500436458.4,213743653660396.62,201645938282926.16,0.000213378105973,0.0002551883188543,0.000227333696389,0.0002078406196542,0.0001936037781477,0.0001826459631954,0.0001214087910356,0.0001451981455043,0.0001293493027993,0.0001182580482906,0.0001101575090736,0.0001039226844664
132,132,0.02,696,2.25,100000.0,17.15,2.43,0.81,,0.6960000000000001,909.0,0.909,696.0,0.037161964776601,0.0170760697865291,0.0058898446801958,-7.69193912428472e-05,0.0001417162688643,5634311607728.251,6959249822776.8125,6213996489799.834,5687761085761.437,5300989765955.695,5002880206751.94,18.72882675025393,17.024503515980822,105524045958087.1,130338584242522.28,116380863684147.16,106525091972062.12,99281318931453.31,93698076644531.66,0.0001706188422004,0.0002107407665769,0.0001881729233919,0.0001722374051577,0.0001605251536218,0.0001514977672468,9.710991786148436e-05,0.000119945829361,0.0001071010499114,9.803114387504428e-05,9.136496463036148e-05,8.622691107146854e-05
133,133,0.02,696,5.0,100000.0,17.15,2.43,0.81,,0.6960000000000001,1053.0,1.053,696.0,0.0249037854312064,0.0165651803610729,0.0047800206816627,0.0002328957102473,0.0001281747848032,6526875822813.913,8061705240246.405,7198391973332.48,6588792544891.96,6140750520958.577,5795415685049.276,27.94755849156397,29.428779091616864,182410243825266.6,225304978743534.25,201177480719914.1,184140665037148.72,171618984366591.78,161967718840841.97,0.0001976475696777,0.0002441254424703,0.0002179824954144,0.0001995225386481,0.0001859548809282,0.0001754974135433,0.0001124936672256,0.0001389471488637,0.0001240675528677,0.0001135608300334,0.0001058386223935,9.98866197560576e-05
134,134,0.02,706,2.25,100000.0,17.15,2.43,0.81,,0.7060000000000001,918.0,0.918,706.0,0.0408392797399983,0.017800335207511,0.0066159037263613,9.730650525612812e-05,-5.798933779395632e-05,5454438297483.183,6978691905860.054,6245972061264.948,5723297983339.267,5337347002882.319,5038939151184.735,17.287278436219275,15.869721604449293,94292393561769.58,120642590097192.48,107975858127933.6,98940245811438.16,92268203749547.1,87109544129696.92,0.0001676067556062,0.0002144447961317,0.0001919294078876,0.0001758684128479,0.0001640087147214,0.0001548390864036,9.534861149879649e-05,0.0001219939702331,0.0001091853516386,0.0001000485267487,9.330174768810118e-05,8.808530325003094e-05
135,135,0.02,706,5.0,100000.0,17.15,2.43,0.81,,0.7060000000000001,1162.0,1.162,706.0,0.0229659014376011,0.0166154188523668,0.0060088681167565,0.0003496093828224,-4.083541191392719e-05,6904201853676.969,8833594765369.695,7906121498028.18,7244523155381.511,6755988254193.087,6378265025791.569,30.74122746360372,35.72130631270752,212243639638518.1,271555546003528.9,243043879325771.7,222705534184927.2,207687371663584.7,196075695981006.88,0.0002121558279024,0.0002714431951035,0.0002429433245811,0.0002226133940406,0.000207601444996,0.0001959945734216,0.0001206918154265,0.0001544193828005,0.0001382062947756,0.0001266409456231,0.0001181009050256,0.0001114979546585
136,136,0.02,716,2.25,100000.0,17.15,2.43,0.81,,0.7160000000000001,916.0,0.916,716.0,0.0332456061527182,0.0128276836371077,0.006284295121722,0.0003363496136071,-0.0001001673246636,5195745224699.568,6914134162551.114,6202879509965.68,5689741467568.529,5309626122484.833,5014515903543.72,21.53668056798113,19.727599400270712,111899105216967.92,148907498863029.06,133589434607806.16,122538144501419.56,114351721735364.08,107996027217682.34,0.0001619368220053,0.0002154941908774,0.0001933263760414,0.000177333300892,0.0001654861705351,0.0001562884118056,9.203883862227556e-05,0.0001224788458399,0.0001098794882199,0.0001007896219095,9.40561557000243e-05,8.882849332586003e-05
137,137,0.02,716,5.0,100000.0,17.15,2.43,0.81,,0.7160000000000001,1182.0,1.1820000000000002,716.0,0.0247081859508853,0.0169660020137389,0.0068540144089994,0.0003354851319949,-4.581220139777888e-05,6704553335802.283,8921950414995.0,8004152380763.575,7342002636098.257,6851504450629.994,6470696286013.841,28.978250423695933,34.2522920008086,194286225543904.47,258542513393522.97,231946332119188.88,212758391000290.97,198544611749423.2,187509457391788.28,0.0002089621436793,0.0002780721982719,0.0002494670048919,0.0002288296524611,0.0002135421982232,0.0002016734746225,0.000118766274292,0.0001580458469245,0.000141787723882,0.0001300582239051,0.0001213694061543,0.0001146236671519
138,138,0.02,726,2.25,100000.0,17.15,2.43,0.81,,0.7260000000000001,1003.0,1.003,726.0,0.0326305418761876,0.0163563446923274,0.0057957901914826,-2.1152522175518808e-05,-6.889000861631782e-05,5418976273070.819,7516784806402.358,6759732451045.597,6207052371852.38,5796087666378.303,5475970774654.971,22.24909419998948,22.315841482589448,120567313567060.58,167241653238695.72,150397924070039.25,138101292925611.72,128957700480648.05,121835389601687.8,0.0001712783804484,0.0002375841234474,0.0002136558582538,0.0001961872176655,0.0001831977957474,0.0001730798140465,9.721919019183104e-05,0.0001348549421329,0.0001212730378743,0.0001113576761848,0.00010398476037,9.82417005351469e-05
139,139,0.02,726,5.0,100000.0,17.15,2.43,0.81,,0.7260000000000001,1167.0,1.167,726.0,0.0229501706010069,0.0146893512038499,0.0061315880110968,0.0002889350191153,-4.2011825690619184e-05,6305030220013.6045,8745850318117.2,7865012732173.69,7221964225275.899,6743802897969.569,6371343862435.045,31.63375177560327,36.916588322129016,199451760917587.7,276664058029900.44,248799860481541.72,228457823634664.75,213331786897963.3,201549510221283.6,0.0001992840179295,0.0002764313779294,0.0002485906147379,0.0002282656859578,0.0002131523705257,0.0002013800029834,0.000113115448608,0.0001569050024617,0.0001411023282146,0.0001295657109747,0.000120987253591,0.0001143051490772
140,140,0.02,736,2.25,100000.0,17.15,2.43,0.81,,0.7360000000000001,1014.0,1.014,736.0,0.0360459129520904,0.0152389180631158,0.0066038189072758,0.0001856456030888,-8.536366024192507e-05,5205191544252.136,7544405771682.588,6800580366893.503,6251782189248.843,5841077778026.563,5520728750740.348,20.41840363367232,20.70426128454373,106281701941118.22,154044722222422.12,138856994874458.9,127651412169886.42,119265483727420.2,112724467984635.94,0.0001668242159495,0.0002417950553723,0.0002179557616782,0.0002003670091949,0.0001872041042746,0.0001769370516881,9.454313722457965e-05,0.0001370308439345,0.0001235205654523,0.000113552613077,0.0001060928907634,0.0001002743148688
141,141,0.02,736,5.0,100000.0,17.15,2.43,0.81,,0.7360000000000001,1197.0,1.197,736.0,0.0252527474350472,0.0111502924847376,0.0063531349477267,0.000287399642436,-1.6017325432562015e-05,6144590018214.8,8905970126927.08,8027904042575.467,7380062406835.174,6895236785303.548,6517073288595.855,29.145343566796864,34.88697624945585,179086187157980.94,259567559144919.25,233976021442139.44,215094454391612.9,200964045082087.84,189942340046120.88,0.0001969315448634,0.0002854326245371,0.0002572909731054,0.0002365279191384,0.0002209894603715,0.0002088694781762,0.0001116056560728,0.0001617612625145,0.0001458127385074,0.0001340458361471,0.0001252398325876,0.0001183711586765
142,142,0.02,746,2.25,100000.0,17.15,2.43,0.81,,0.7460000000000001,972.0,0.972,746.0,0.0352102702673846,0.0139172061110217,0.0062426458329046,0.0001610968626122,-0.0001972260702997,4727693322953.671,7176909444055.613,6486863229453.847,5970079482306.77,5581332917815.887,5277395602391.462,21.18700010919886,20.59376410614129,100165638949678.16,152057181174916.62,137437171950796.7,126488074643559.4,118251701139240.38,111812181204153.48,0.000153630157013,0.0002332193840504,0.0002107957831411,0.0001940024840008,0.0001813698550079,0.0001714931700579,8.690660652455199e-05,0.0001319292099782,0.0001192444669631,0.0001097447133404,0.0001025985973785,9.701148356317152e-05
143,143,0.02,746,5.0,100000.0,17.15,2.43,0.81,,0.7460000000000001,1208.0,1.208,746.0,0.0293506567832082,0.013896591240336,0.0057624706211933,0.0003474415319503,6.299686310241233e-05,5875569479555.591,8919451243229.61,8061862943601.077,7419604953319.524,6936471362882.296,6558738567581.159,25.41680772291245,30.70350372927824,149338219724477.22,226703977243059.38,204906820325981.6,188582672478491.2,176302958905867.78,166702197077060.53,0.0001909313062466,0.0002898446665976,0.0002619766522988,0.0002411059677705,0.0002254061572526,0.0002131314294547,0.0001080073875325,0.0001639614049935,0.0001481968272545,0.0001363905490897,0.0001275093679355,0.0001205657120826
144,144,0.02,756,2.25,100000.0,17.15,2.43,0.81,,0.7560000000000001,1087.0,1.087,756.0,0.0380297893464103,0.0126433076881618,0.006228906131725,1.582443014382333e-05,2.312009413477658e-05,4991818903386.152,7964515311832.024,7218515307625.196,6650109058672.19,6221762313775.381,5885379989160.194,19.879152974360608,21.60863928312998,99233131600718.31,158327818250546.2,143497970048044.97,132198535273525.69,123683364805652.6,116996369116756.28,0.0001643996593192,0.0002623019042256,0.0002377332752514,0.0002190134868353,0.0002049063927491,0.0001938280382178,9.283843932375294e-05,0.0001481249992901,0.0001342508028366,0.000123679516082,0.000115713072576,0.0001094569942531
145,145,0.02,756,5.0,100000.0,17.15,2.43,0.81,,0.7560000000000001,1266.0,1.266,756.0,0.0242089793566719,0.0155636870793903,0.0063439855200005,0.0002796039978518,6.199254382316604e-06,5813838759601.535,9276059231627.73,8407212860582.796,7745205214608.089,7246321149254.491,6854545599150.695,31.2280823103617,39.53475220491792,181555035324007.9,289673541201061.3,262541135211011.0,241867905952424.03,226288713296234.03,214054314170405.47,0.0001914719123257,0.0003054960540475,0.0002768816250858,0.0002550791852194,0.0002386490278016,0.0002257463628185,0.0001081264619906,0.0001725172484832,0.0001563583407462,0.0001440462441212,0.0001347679391732,0.0001274816510805
146,146,0.02,766,2.25,100000.0,17.15,2.43,0.81,,0.7660000000000001,1098.0,1.098,766.0,0.0414019562178964,0.0140800870808489,0.0061927903718731,0.0003233378392398,-0.0001091664375335,4724221732354.076,7982976408587.912,7255374613854.477,6690832266521.3125,6264314941090.602,5928000872931.627,18.501541230771323,20.31469227138692,87405383164454.88,147697367167764.03,134235612562920.16,123790709047219.2,115899481165124.6,109677152566592.88,0.0001576620808867,0.000266416934588,0.0002421345830148,0.0002232940360905,0.0002090598165997,0.000197835962424,8.886547092076176e-05,0.0001501646192938,0.0001364779890306,0.0001258586056924,0.0001178355565793,0.0001115092853461
147,147,0.02,766,5.0,100000.0,17.15,2.43,0.81,,0.7660000000000001,1253.0,1.253,766.0,0.023619739764058,0.0176743313779702,0.0053268864553076,0.0007103793834763,-1.2837241450358357e-05,5391120064334.843,9109899307796.588,8279585055700.964,7635348661157.745,7148621695069.693,6764831597252.575,32.43050125241494,40.63541806927592,174836725998330.44,295438600910871.25,268511093518386.1,247618184318300.97,231833384834998.3,219386879587075.72,0.000179918567715,0.000304025882549,0.0002763156944605,0.0002548155074877,0.0002385719036425,0.0002257636256078,0.0001014102322984,0.0001713627212888,0.0001557440075186,0.000143625530904,0.000134469901998,0.0001272505779041
148,148,0.02,776,2.25,100000.0,17.15,2.43,0.81,,0.7760000000000001,1180.0,1.18,776.0,0.0398224884461342,0.0152873035683115,0.0058017847162336,-7.770288806094672e-05,4.6683263213451455e-05,4735163080200.452,8512377963996.343,7758323179588.593,7161954183800.283,6709637501883.594,6352291089603.497,19.486476869712806,22.99404270626111,92271645836644.16,165876256301667.72,151182385186809.8,139561254544567.08,130747195984612.23,123783773387241.3,0.0001601196825164,0.0002878463178499,0.0002623479325495,0.0002421816969519,0.000226886594697,0.0002148029149771,9.008373180362636e-05,0.0001619430546597,0.000147597599643,0.0001362520253169,0.00012764696273,0.0001208486544522
149,149,0.02,776,5.0,100000.0,17.15,2.43,0.81,,0.7760000000000001,1327.0,1.327,776.0,0.0288219994412202,0.0157251365351484,0.0067690576437614,0.0002995877455708,3.8777513006633374e-05,5325052040191.525,9572818269680.63,8724826151961.069,8054163730426.251,7545499122880.957,7143635827037.152,26.92387811548536,35.72798625924907,143371052088733.28,257737392314572.75,234906155894198.97,216849322600159.25,203154098704948.56,192334380308562.75,0.0001800667955078,0.0003237051388024,0.00029503025974,0.0002723517897078,0.0002551512806465,0.0002415622611649,0.0001013060272062,0.0001821173165538,0.0001659847582426,0.0001532257945725,0.0001435487453752,0.0001359035292018
150,150,0.02,786,2.25,100000.0,17.15,2.43,0.81,,0.786,1166.0,1.166,786.0,0.0418132443520562,0.0142112623136838,0.0062108449002259,-0.0003280372441121,-3.30884783884752e-05,4341169874048.9775,8345398908162.299,7626785625930.421,7048762942723.208,6607794394565.831,6258723238214.173,18.797871635649507,21.918318327167324,81604754040921.42,156875737423924.44,143367337188856.84,132501740987433.94,124212470823812.84,117650676035006.64,0.0001486994353532,0.0002858575318279,0.00026124264865,0.0002414434587754,0.0002263388266089,0.0002143819842476,8.354624585939719e-05,0.0001606080317529,0.0001467782476861,0.0001356541436762,0.0001271676601224,0.000120449751011
151,151,0.02,786,5.0,100000.0,17.15,2.43,0.81,,0.786,1285.0,1.285,786.0,0.0281490797482319,0.0159834753650355,0.0064011271646652,0.0002114083325429,9.101034366307312e-05,4784222374059.123,9197116292443.016,8405162546587.131,7768147839965.116,7282174783033.529,6897478011239.464,27.92276006995815,35.88074668989623,133588693472178.44,256808871569389.38,234695337137350.9,216908128323309.6,203338419254144.8,192596623595651.7,0.0001638754497675,0.000315031671011,0.0002879046342326,0.0002660847723211,0.000249438586786,0.0002362614491923,9.2072835273864e-05,0.0001769994174978,0.0001617581889165,0.0001494987775506,0.0001401461777506,0.0001327426501279
152,152,0.02,796,2.25,100000.0,17.15,2.43,0.81,,0.796,1120.0,1.12,796.0,0.045448675766238,0.0129238178916049,0.0059125727590591,-6.18415358208326e-05,-5.352219384537941e-05,3845419688774.372,7952782047353.319,7287469346988.333,6743087189780.291,6325749583725.747,5994326019356.852,17.514261671652847,19.61597307225119,67349686666520.21,139287105794969.12,127634645067302.77,118100193516582.28,110790833478721.8,104986194448213.1,0.0001334333903804,0.0002759560093357,0.0002528701210692,0.0002339804385955,0.0002194991137425,0.0002079989464202,7.48582654317609e-05,0.000154815733419,0.0001418641809878,0.0001312667670984,0.0001231425123181,0.0001166907345774
153,153,0.02,796,5.0,100000.0,17.15,2.43,0.81,,0.796,1437.0,1.437,796.0,0.0217606140682846,0.0131173123423714,0.0056027331696049,0.0002038706063222,9.838213381171012e-05,4933810797114.977,10203703394684.574,9350083438948.426,8651621689030.607,8116162635548.126,7690934365906.963,36.57985006774888,52.56524454735514,180478059221106.4,373249940313341.94,342024650317675.2,316475024227623.94,296888012333816.0,281333225985774.0,0.0001711998053363,0.0003540614155494,0.0003244413964075,0.0003002052591623,0.0002816252021858,0.0002668700767909,9.604582805842896e-05,0.0001986341151099,0.0001820168107853,0.0001684199502861,0.000157996241251,0.000149718379989
154,154,0.02,806,2.25,100000.0,17.15,2.43,0.81,,0.806,1204.0,1.204,806.0,0.033730339814042,0.0145195423094144,0.0056072606912158,0.0002392137961155,-0.0001203127100318,3846780000000.0,8479136852696.509,7792716134086.471,7218972064612.862,6777152753751.794,6424527251886.975,23.895401126805712,28.77006295667408,91920351146573.69,202612376304264.0,186210077891326.9,172500233207129.12,161942783548535.06,153516655733934.0,0.0001351674192249,0.0002979382875116,0.0002738189677072,0.0002536588584297,0.0002381342960652,0.0002257438086861,7.572067688353899e-05,0.0001669047831886,0.0001533931601064,0.0001420994834994,0.0001334026364536,0.0001264614956326
155,155,0.02,806,5.0,100000.0,17.15,2.43,0.81,,0.806,1375.0,1.375,806.0,0.0298364007146574,0.0149446001720912,0.0055539527832394,0.0002591780971157,-1.3466548632874545e-05,4393125000000.0,9683399644898.422,8899488940505.729,8244257964155.055,7739688568445.778,7336980873209.793,27.01398227313808,37.14422562556486,118675800873679.72,261587186350997.5,240410636478810.1,222710238498862.03,209079809787603.7,198201071247242.47,0.0001543647852444,0.0003402534429638,0.0003127085387022,0.0002896851580905,0.0002719556952571,0.000257805429355,8.647502551068615e-05,0.0001906096984089,0.0001751790657361,0.0001622813868867,0.0001523493564151,0.0001444223891153
