,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaXs,SU.electronSigmaY,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
120,120,2.25,0.02,700,1,100000.0,17.15,5.72,2.43,,787.2,0.7872,700.0,0.3471665947024462,0.0045914164473845,0.0062168707538889,-0.0001073554850369,-1.4155460634542172e-05,14627512127271.191,11414400000000.0,9753927232643.87,2.052174206322388,1.6181747582783186,30068433562957.625,23463533995035.62,20050252593937.76,0.0004455632481425,0.0003476898255387,0.0002971107774246,0.0002536016013992,0.0001978949047401,0.0001691067862126
121,121,2.25,0.02,705,1,100000.0,17.15,5.72,2.43,,784.8,0.7847999999999999,705.0,0.3207627389451658,0.0045905868083887,0.0067296433395994,-5.7403964345591566e-05,-4.3823529343996525e-06,14513482276146.438,11379600000000.0,9710302954363.27,2.217304418573921,1.7378153281581423,32137808313505.105,25198322258293.062,21501928281284.133,0.0004452967919286,0.0003491442837092,0.0002979275870505,0.0002533592557135,0.0001986516351803,0.0001695110162027
122,122,2.25,0.02,710,1,100000.0,17.15,5.72,2.43,,800.7,0.8007,710.0,0.338469498700556,0.0046331617555539,0.0060651031204274,-3.1027757878911897e-05,-3.240645144324787e-05,14736684049308.594,11594283007682.102,9892865059465.598,2.1203299571106062,1.7009757926227942,31306035757967.24,24630441774553.586,21016015968321.27,0.0004554187351103,0.0003583067726906,0.0003057265852293,0.0002590414023253,0.0002038042831899,0.0001738967619475
123,123,2.25,0.02,715,1,100000.0,17.15,5.72,2.43,,789.0,0.7889999999999999,715.0,0.35854664787106,0.0043755227374897,0.0063733624014932,-9.585395797452804e-05,-9.874842294847651e-06,14451543811374.316,11401596487956.332,9734347382621.592,2.0027193556756453,1.581649399958502,28969931049092.76,22855929333010.266,19513719514209.2,0.0004497519522791,0.0003548333898778,0.0003029463008686,0.0002556682189944,0.0002017103436017,0.0001722143523814
124,124,2.25,0.02,720,1,100000.0,17.15,5.72,2.43,,797.8,0.7977999999999998,720.0,0.3556292947143674,0.0043991012460191,0.0061909581212282,-9.02317322942318e-05,4.564745073012517e-05,14542143272896.691,11505234691019.91,9828801325904.068,2.0750443471160773,1.6544051333825234,30156175082808.24,23858510069684.168,20382074916736.84,0.0004557866943226,0.0003606024771465,0.0003080589141105,0.0002589417586728,0.0002048656548714,0.0001750145802592
125,125,2.25,0.02,725,1,100000.0,17.15,5.72,2.43,,798.5,0.7985,725.0,0.3818703446607969,0.0046885010731939,0.0069795658182655,-8.489506778414648e-05,-1.9198150664655764e-05,14484257398121.094,11491780996789.848,9823296132029.842,1.945157550988641,1.5512763850088138,28139118918089.49,22325520954305.742,19084091812857.0,0.0004571754680432,0.0003627221065914,0.0003100586991412,0.0002595289249937,0.0002059097326416,0.0001760138207273
126,126,2.25,0.02,730,1,100000.0,17.15,5.72,2.43,,788.8,0.7888,730.0,0.3797703047571644,0.0042924392165495,0.0067046865713416,-8.427382505734448e-05,4.709375548211588e-05,14238518538429.838,11328918930912.465,9690007446889.672,1.941831890975348,1.528970519624078,27599233124214.168,21959410578823.89,18782626421440.277,0.0004526184234876,0.0003601271728156,0.0003080289485424,0.0002567363065149,0.0002042729933791,0.0001747215986903
127,127,2.25,0.02,735,1,100000.0,17.15,5.72,2.43,,801.9,0.8019000000000001,735.0,0.3729899611141832,0.0043911210378864,0.0066529379993817,-6.026132353199635e-05,-2.3863490230126835e-06,14404038144007.145,11493415205830.998,9836745022372.123,2.007973103892387,1.607731371188471,28878693098784.945,23043177688625.89,19721715379535.73,0.0004610840251587,0.0003679128097928,0.000314881559187,0.000261304854445,0.0002085030015479,0.0001784492099081
128,128,2.25,0.02,740,1,100000.0,17.15,5.72,2.43,,804.3,0.8042999999999999,740.0,0.3733497588755995,0.0044353034871359,0.006148158909924,-7.383345499979299e-05,-6.684554164352531e-05,14375989093111.568,11504094172906.465,9851953597405.03,2.0126932629483325,1.6191624230999342,28940770029169.16,23159265195291.64,19833287404006.51,0.0004632484947177,0.0003707052275967,0.0003174670378829,0.0002623963782319,0.0002099773884258,0.0001798218491767
129,129,2.25,0.02,745,1,100000.0,17.15,5.72,2.43,,804.9,0.8049,745.0,0.3824218991037924,0.004367097265303,0.0061944537533567,-6.485081090372044e-05,2.184224148831569e-05,14315501993602.324,11488938839028.057,9845060703218.496,1.9655609506252347,1.582006946031327,28136692247240.88,22581166661537.43,19350173209829.445,0.0004645187842061,0.0003728006117919,0.0003194589774314,0.0002628419348747,0.0002109443954852,0.0001807617228756
130,130,2.25,0.02,750,1,100000.0,17.15,5.72,2.43,,799.5,0.7995000000000001,750.0,0.3737203002826163,0.0042152410054935,0.0060961027344427,-6.380865395193043e-05,1.9702966184520887e-05,14148726274301.598,11388282580678.725,9764864291936.203,2.0408160240526274,1.6299680107083276,28845492457010.664,23217681430160.35,19907963007834.93,0.0004622393971792,0.000372055602246,0.0003190184682588,0.0002613296369739,0.0002103437224572,0.0001803588811486
131,131,2.25,0.02,755,1,100000.0,17.15,5.72,2.43,,812.6,0.8126,755.0,0.3589177381437594,0.0042951432102275,0.0060084073385991,-5.52924249238685e-05,-4.070008809097612e-05,14308663239831.906,11550917975796.885,9910485333332.72,2.1217233937935296,1.723504124347262,30348314186249.508,24499205970074.887,21019889670541.46,0.0004705809738966,0.0003798846991743,0.0003259344190143,0.0002658073699206,0.00021457763565,0.0001841038535142
132,132,2.25,0.02,760,1,100000.0,17.15,5.72,2.43,,827.0,0.827,760.0,0.4089238892380308,0.0040977764378965,0.0064814593146119,-0.0001057804336551,-4.185378888752914e-07,14489058938431.977,11743400000000.0,10071474574619.95,1.88332509510036,1.5555925874468446,27254017755387.227,22089414741745.195,18944511720602.37,0.0004797224466903,0.0003888156300835,0.000333459367185,0.0002707192919815,0.0002194183174328,0.000188179403344
133,133,2.25,0.02,765,1,100000.0,17.15,5.72,2.43,,810.9,0.8109,765.0,0.3925417101474749,0.004429715939067,0.0058916669042305,-8.033905027131618e-05,-3.628516567362982e-05,14135243815594.928,11514780000000.0,9861054991624.084,1.9645915078945972,1.5939305507168404,27784679935267.027,22633813820179.133,19383199917928.75,0.0004711215287784,0.0003837826094772,0.0003286646741739,0.0002655934848626,0.0002163564058408,0.000185283819212
134,134,2.25,0.02,770,1,100000.0,17.15,5.72,2.43,,834.9,0.8349000000000002,770.0,0.3612925308950707,0.0045972950560288,0.0062639926485506,-5.47399388819405e-05,-1.2479416157938632e-05,14479734726706.24,11855580000000.0,10138136890419.3,2.1602505701665797,1.803295526513213,31274692607219.28,25606796476487.617,21897301355457.773,0.0004857575307021,0.0003977239483,0.0003401081880822,0.0002736046892829,0.0002240194550102,0.0001915671693001
135,135,2.25,0.02,775,1,100000.0,17.15,5.72,2.43,,815.6,0.8156000000000001,775.0,0.3907251658490395,0.0042289971258523,0.0063760021912438,-5.2456453612877336e-05,6.08927131398465e-05,14072854999315.229,11578910950904.912,9889346515274.938,2.057318011188772,1.6700365911466917,28815819998477.28,23709177260471.23,20249596055711.34,0.0004752258287484,0.0003910079051419,0.0003339530531459,0.0002674242784014,0.0002200322468944,0.0001879257162699
136,136,2.25,0.02,780,1,100000.0,17.15,5.72,2.43,,838.7,0.8387,780.0,0.3947799322190121,0.0043605700080124,0.0064768993241607,-5.14671050231011e-05,-6.348518236805523e-06,14368828124239.676,11882122982978.11,10154599116731.02,1.9950345073326408,1.6737795678279277,28675630056019.617,23712954180669.35,20265363683161.914,0.0004883869050618,0.0004038654522863,0.0003451480657909,0.0002746057475874,0.0002270817937589,0.0001940667156562
137,137,2.25,0.02,785,1,100000.0,17.15,5.72,2.43,,840.4,0.8404,785.0,0.3782198929652622,0.0043677162441825,0.0066470842393755,-6.285974099438966e-05,-4.2387823787990055e-06,14268023198381.877,11881423202918.191,10168840000000.0,2.112639373277136,1.778593579786056,30196352280914.46,25145434349632.76,21520982315411.28,0.0004881770048672,0.0004065200562204,0.0003479244310968,0.0002742692882212,0.0002283924997604,0.0001954721036023
138,138,2.25,0.02,790,1,100000.0,17.15,5.72,2.43,,849.6,0.8496,790.0,0.4097896151930627,0.0045611390231973,0.0065712233162345,-9.72444102048419e-05,2.1465140862223577e-05,14349051514937.465,11986435614865.688,10280160000000.0,1.9566032162736653,1.663368103399819,28092931501868.92,23467343073473.62,20126754051137.816,0.0004941127592139,0.0004127555586957,0.0003539995809111,0.0002774447010347,0.0002317625692664,0.0001987710417528
139,139,2.25,0.02,795,1,100000.0,17.15,5.72,2.43,,843.6,0.8436,795.0,0.3947292523713258,0.0046670309311223,0.0063328897977756,-5.48973951173876e-05,-1.3828946183171994e-05,14173080401866.572,11876907068564.012,10207560000000.0,2.0603737271751514,1.7412373263134309,29254026344916.35,24514596857443.67,21068971648392.51,0.0004911420990754,0.0004115724248209,0.0003537242647814,0.0002755931480668,0.0002309444464797,0.0001984842754515
140,140,2.25,0.02,800,1,100000.0,17.15,5.72,2.43,,868.1,0.8681000000000001,800.0,0.4010583493778654,0.0043546661003158,0.0059126415784179,-4.361897178361505e-05,6.246276971673509e-05,14507895063927.4,12196237474694.098,10504010000000.0,2.02014521662396,1.7505281069099012,29255244881355.062,24593775484391.03,21181390093609.805,0.000505943592739,0.0004253276011892,0.0003663134130864,0.0002837091913589,0.0002385035634955,0.0002054112033478
141,141,2.25,0.02,805,1,100000.0,17.15,5.72,2.43,,881.4,0.8814,805.0,0.41133348574931,0.0045523170424765,0.0062242868990609,-9.355343160323087e-05,-3.534405106651982e-05,14652188411151.75,12357100444465.389,10664940000000.0,1.992619575948812,1.7562011520470058,29194679110136.707,24621685995610.04,21250033939768.77,0.0005142259226553,0.0004336786559858,0.0003742914339942,0.0002881002559314,0.0002429728379626,0.0002097005482918
142,142,2.25,0.02,810,1,100000.0,17.15,5.72,2.43,,871.3,0.8713,810.0,0.394609298598823,0.0045634031192886,0.0061078435746444,-4.754143935299127e-05,2.473720090242949e-05,14407201878068.695,12189804459789.717,10542730000000.0,2.068405537551736,1.8023716946756565,29802746315286.324,25215836706020.965,21808697505575.445,0.0005087498464442,0.0004304486880651,0.0003722868822132,0.0002848432737056,0.0002410033424632,0.0002084392064753
143,143,2.25,0.02,815,1,100000.0,17.15,5.72,2.43,,869.2,0.8692,815.0,0.4033185268503644,0.0042445119565286,0.0062468336691035,-0.0001011891983369,-2.3819272603612528e-05,14295577341277.668,12134791241354.531,10503138450227.88,2.052552276090471,1.7869862796067868,29390244555822.44,24947889385864.195,21593378167703.293,0.0005079802397153,0.0004311986858956,0.0003732193992826,0.0002841345692295,0.0002411874385861,0.0002087572014665
144,144,2.25,0.02,820,1,100000.0,17.15,5.72,2.43,,871.6,0.8716000000000002,820.0,0.4189291077581629,0.0041611644819196,0.0068274160313616,-5.8514407540758535e-05,-1.6550985050787327e-05,14257936508274.902,12142593106387.03,10516716709682.863,2.000887880975837,1.748792046278456,28607349658116.54,24363091149202.902,21100906992722.727,0.0005097884084595,0.0004341549151017,0.0003760221733725,0.0002848966252702,0.0002426286437754,0.0002101410044695
145,145,2.25,0.02,825,1,100000.0,17.15,5.72,2.43,,881.7,0.8816999999999998,825.0,0.4028952892290135,0.0044222711125002,0.0062766701282975,-6.840293828632887e-05,2.7917321320892217e-05,14318586888110.951,12257297982006.096,10622981908532.97,2.08708941949028,1.839972201942635,29880687133066.18,25579094428738.54,22168528312850.39,0.0005151732653783,0.0004410094568304,0.0003822078477882,0.0002875798607572,0.0002461801625027,0.0002133559465018
146,146,2.25,0.02,830,1,100000.0,17.15,5.72,2.43,,896.7,0.8967,830.0,0.4282502670614804,0.0044127018177902,0.006017203172278,-2.9910487619447255e-05,1.5161317719835648e-05,14420192823132.098,12439381816322.008,10787839620447.332,1.998063567173532,1.7883857815017,28759749984835.84,24809204383830.8,21515355180471.395,0.0005220117498273,0.0004503062856615,0.0003905203700252,0.0002911176552447,0.0002511286576732,0.0002177870028494
147,147,2.25,0.02,835,1,100000.0,17.15,5.72,2.43,,889.4,0.8893999999999999,835.0,0.4146048789013207,0.0042239438062952,0.0060915803254092,-7.462386255820347e-05,-3.3072114115738964e-05,14224111296121.973,12311884025793.98,10684278689277.203,2.038901637892285,1.8105854770918632,28956565479308.25,25063771545695.84,21750393330343.37,0.0005179964478738,0.0004483592724513,0.0003890871136988,0.0002885885524349,0.0002497919704635,0.0002167699940305
148,148,2.25,0.02,840,1,100000.0,17.15,5.72,2.43,,889.6,0.8896000000000001,840.0,0.4309702695832357,0.004218261949066,0.0062050126359013,-9.01028272715145e-05,2.015770200610832e-05,14148604110621.246,12288417445038.426,10670940185152.398,1.9686223792897937,1.7494344126009291,27823802744365.742,24165670362810.03,20984835852868.406,0.0005183891532574,0.000450233978165,0.0003909714063516,0.0002884926781005,0.000250563124858,0.0002175824616899
149,149,2.25,0.02,845,1,100000.0,17.15,5.72,2.43,,914.7,0.9147,845.0,0.4131814058311533,0.0044281806769389,0.0059826661856803,-9.416711049205208e-05,2.281176378284934e-06,14466880338179.902,12622860000000.0,10955834775428.889,2.0823843051781195,1.9039239575449012,30112430378043.08,26274150614119.64,22804281517265.355,0.0005332446749021,0.0004652746632092,0.0004038286359282,0.0002964063043087,0.0002586248862881,0.0002244698525522
150,150,2.25,0.02,850,1,100000.0,17.15,5.72,2.43,,917.5,0.9175,850.0,0.4390495093226036,0.0045008265209368,0.006025924841992,-3.736084771721248e-05,-3.884535662701677e-05,14429991088714.023,12661500000000.0,10973137058815.64,1.963361099449486,1.8012339159923396,28328925729110.543,24857028040694.29,21542437749505.35,0.0005350125454295,0.000469443210485,0.000406844741143,0.0002970845567139,0.0002606748744131,0.0002259148698594
151,151,2.25,0.02,855,1,100000.0,17.15,5.72,2.43,,921.4,0.9214,855.0,0.4633761300641026,0.0045863142892163,0.0062119410645844,-7.889523454004679e-05,-1.2028543401834108e-05,14353639543479.604,12715320000000.0,11003476593259.582,1.860185105054193,1.7137818369746003,26697424293570.367,23650189350249.484,20466201789780.137,0.0005353515084053,0.0004742466690233,0.0004103995905749,0.0002968879050091,0.0002630012203445,0.0002275937823082
152,152,2.25,0.02,860,1,100000.0,17.15,5.72,2.43,,937.6,0.9376,860.0,0.4015265421654931,0.004436379152503,0.0060439977402328,-3.346704305447949e-05,-1.672303073348942e-05,14486449599270.406,12934618641323.0,11180348639382.377,2.1635310336619558,2.027362369524065,31323893755938.344,27968386409516.57,24175147301240.84,0.0005435045594876,0.0004852827574222,0.0004194658201462,0.0003010359004045,0.0002687880520618,0.0002323334158883
153,153,2.25,0.02,865,1,100000.0,17.15,5.72,2.43,,935.3,0.9353,865.0,0.4239707887270583,0.0044778692419268,0.0061486303178201,-5.354899063031255e-05,-6.026417532610292e-07,14368164175110.312,12875306196527.426,11136372715438.15,2.0965316136590806,1.9629712927539944,30155344601002.797,27022192290389.137,23372586278000.57,0.0005423003829773,0.0004859551572651,0.0004203222565498,0.0002999250441252,0.0002687627126233,0.0002324637328308
154,154,2.25,0.02,870,1,100000.0,17.15,5.72,2.43,,932.6,0.9326,870.0,0.4437441403049547,0.0046370642866909,0.0059187212002752,-6.214739105387781e-05,6.199694759914e-05,14244177033535.594,12810634820920.842,11087722546782.234,1.984476268930845,1.85005426366108,28257023861500.92,25413220641914.758,21995376765993.523,0.0005406489270303,0.0004862377064116,0.0004208432178296,0.0002986845594233,0.000268624772664,0.0002324972173609
155,155,2.25,0.02,875,1,100000.0,17.15,5.72,2.43,,936.8,0.9368,875.0,0.4454784104571104,0.0040704826700027,0.0066709555291505,-4.147528291863926e-05,-9.686739639886656e-06,14211529357447.328,12840700873317.08,11121080227045.838,1.9778486127269712,1.8539004287185168,28124210470236.336,25411380074817.227,22008299958084.22,0.0005425496614066,0.0004902159180631,0.000424566431937,0.0002992997299525,0.0002704296073364,0.0002342138009932
156,156,2.25,0.02,880,1,100000.0,17.15,5.72,2.43,,953.5,0.9534999999999998,880.0,0.4388284074946568,0.004211798166783,0.0059363161894434,-5.246579759163698e-05,-4.511325749751438e-05,14299328296175.762,13041487841385.92,11302459959041.592,2.025614560619608,1.9278513872436107,28911358041357.37,26368170347914.547,22852085066915.258,0.0005491217791646,0.0005008182802775,0.0004340362563257,0.0003024680499661,0.000275861447079,0.0002390764763786
157,157,2.25,0.02,885,1,100000.0,17.15,5.72,2.43,,950.9,0.9509,885.0,0.4076694418650277,0.0045047737380131,0.0062666654032041,-4.335996263473928e-05,-1.3725447257783076e-05,14176207765378.947,12977883407069.195,11254814657310.02,2.1982644492774988,2.092557069721236,31196260154885.68,28559219343233.32,24767422420397.8,0.0005475069603246,0.0005012258294495,0.0004346782626232,0.0003011277844592,0.0002756732507042,0.0002390722158102
158,158,2.25,0.02,890,1,100000.0,17.15,5.72,2.43,,951.6,0.9516,890.0,0.4528336921997493,0.0046874707516558,0.0057474969679732,-4.769814351497901e-05,3.066042233211689e-05,14102453219524.98,12959373406301.842,11246261644343.98,1.988475837895399,1.8965356465356968,28106142533029.875,25827988253276.777,22413762188698.54,0.0005477155033775,0.0005033202109022,0.0004367858387305,0.0003008292316648,0.0002764454016608,0.0002399018239525
159,159,2.25,0.02,895,1,100000.0,17.15,5.72,2.43,,953.3,0.9533,895.0,0.467480282523411,0.0043174097731322,0.0059953566048329,-7.409496007743995e-05,2.1148198621137256e-05,14043305445117.586,12954411135858.684,11249484430032.74,1.9288815359547369,1.838347967892726,27081172797155.957,24981344159081.84,21693555902435.277,0.0005485428635374,0.0005060097715368,0.0004394139561149,0.0003007904696092,0.0002774676819708,0.000240950231966
160,160,2.25,0.02,900,1,100000.0,17.15,5.72,2.43,,959.0,0.959,900.0,0.4681368109524556,0.0043148582941374,0.0061427802830787,-3.590611779188056e-05,-5.5784319337563965e-06,13987555592452.81,13003586704393.477,11299778630952.455,1.937855287799491,1.857788498973172,27096892500945.47,25190733915352.08,21890092577191.12,0.0005494377184531,0.0005107869608342,0.0004438605837152,0.0003008244674422,0.0002796626629529,0.000243019580255
161,161,2.25,0.02,905,1,100000.0,17.15,5.72,2.43,,962.2,0.9622,905.0,0.4753765384752683,0.0044574224457744,0.0061537230762472,-4.051866614468864e-05,3.9461115247997046e-05,13907935778730.611,13018600985025.371,11320458161501.068,1.921159101996248,1.8468048539159096,26694287366566.68,24987336822219.195,21727995303691.69,0.0005493251056028,0.0005141988340093,0.0004471268759055,0.000300291068172,0.0002810891319959,0.0002444239409498
162,162,2.25,0.02,910,1,100000.0,17.15,5.72,2.43,,962.7,0.9627,910.0,0.4775691392218277,0.0045885630801093,0.0060415277192601,-5.669093550840507e-05,3.873655271744087e-05,13829990124744.115,12996975050915.268,11309306230782.152,1.9117236194671323,1.841221635308275,26450687684407.04,24857496268107.465,21629728173307.133,0.0005493047313081,0.0005162187263885,0.0004491872636457,0.0002997897378787,0.0002817326482944,0.0002451494122508
163,163,2.25,0.02,915,1,100000.0,17.15,5.72,2.43,,977.6,0.9776,915.0,0.4529053028467501,0.0043601796301546,0.0059230857312674,-5.892791386764637e-05,-4.057317084352461e-06,13957550358656.254,13169302811283.906,11467045624555.246,2.0438994809207545,2.002333155599941,28588037903123.227,26973538927137.14,23486953407144.234,0.0005574581355529,0.0005259758914039,0.0004579885230505,0.0003037095704595,0.0002865576836401,0.0002495173874772
164,164,2.25,0.02,920,1,100000.0,17.15,5.72,2.43,,980.2,0.9802,920.0,0.479114241076877,0.0046420267710833,0.0061318050842398,-7.006529740880088e-05,4.256554497216958e-05,13897060356267.11,13175420510325.793,11480198910349.049,1.963390310236228,1.9272697248523571,27324406946622.64,25905518324576.305,22572372776166.84,0.0005581571474905,0.0005291734324025,0.0004610870869201,0.0003035518791709,0.0002877891836292,0.0002507606546388
165,165,2.25,0.02,925,1,100000.0,17.15,5.72,2.43,,975.7,0.9757,925.0,0.473604536237417,0.004456867883927,0.006129363618205,-4.792032758933783e-05,-2.4952087249347323e-06,13660615608262.6,13086159141582.93,11410229893106.545,1.9879461451374805,1.937008887957508,27119743618095.44,25979303645047.18,22652164309301.85,0.0005516829971146,0.0005284836132553,0.0004608013288499,0.0002994855834282,0.000286891609993,0.0002501497337001
166,166,2.25,0.02,930,1,100000.0,17.15,5.72,2.43,,989.8,0.9898,930.0,0.4766251602701231,0.0043147479963554,0.0059173361199041,-4.962225658045154e-05,-1.2808451905144648e-06,13770042914495.24,13246079146122.648,11557606869154.988,1.976872352249584,1.958226127966244,27242733702142.88,26206120708270.523,22865637247869.69,0.0005590876513201,0.0005378138125634,0.0004692589064159,0.0003029999079009,0.0002914704613664,0.0002543168411786
167,167,2.25,0.02,935,1,100000.0,17.15,5.72,2.43,,983.9,0.9839,935.0,0.4634740641347207,0.0039971341433418,0.0058828083830967,-4.427445764126653e-05,-6.6313632432190685e-06,13600914457729.637,13138105651967.04,11471304563369.363,2.1259275565074485,2.095015637595743,28960390765876.22,27974933214001.383,24425818115542.46,0.0005552304204001,0.0005363371666717,0.0004682933103544,0.0003003443671049,0.0002901243176892,0.000253316916275
168,168,2.25,0.02,940,1,100000.0,17.15,5.72,2.43,,994.5,0.9945,940.0,0.5056800404960654,0.0047947954374769,0.0064073504166393,-5.402677208632063e-05,-3.1859986673878256e-05,13594812414925.451,13250319541508.24,11577292835495.531,1.8754560871211636,1.8657094123169744,25504242816701.934,24857964690597.75,21719320474946.098,0.0005579696055501,0.0005438306423317,0.0004751648878706,0.0003012827668073,0.0002936482542534,0.0002565713090522
169,169,2.25,0.02,945,1,100000.0,17.15,5.72,2.43,,997.6,0.9976,945.0,0.5255476444061287,0.004379892022205,0.0058715169985663,-3.192706168176507e-05,-1.964094925377163e-05,13514014033325.725,13262202429161.377,11595728790826.494,1.8158491642486816,1.812537603281271,24553587215992.047,24096071176005.62,21068258290722.016,0.0005575832342098,0.0005471935803057,0.0004784354926866,0.0003005237931098,0.0002949240225127,0.0002578650866795
170,170,2.25,0.02,950,1,100000.0,17.15,5.72,2.43,,996.5,0.9965,950.0,0.5157605300728051,0.0044949506706597,0.0063360734985187,-6.817386952197782e-05,-2.741349460080153e-05,13410949805739.363,13218191163126.62,11565310129882.994,1.863026187322708,1.8603005002067152,25036022711353.83,24676174242440.977,21590519036294.152,0.0005562993434249,0.0005483035259863,0.0004797404005648,0.0002992627145453,0.0002949613432423,0.0002580776271749
171,171,2.25,0.02,955,1,100000.0,17.15,5.72,2.43,,1004.9,1.0049,955.0,0.4896753969832957,0.0043972456218843,0.0061330934290628,-3.8238066784653575e-05,-3.382788905584317e-05,13404522095730.88,13299978477620.928,11656840000000.0,1.9743222441381167,1.9842262631437575,26467912018350.098,26261485316491.367,23017024652467.586,0.0005589797136971,0.0005546201579216,0.000486099917571,0.0003001110953433,0.0002977704897239,0.0002609825994285
172,172,2.25,0.02,960,1,100000.0,17.15,5.72,2.43,,1015.9,1.0158999999999998,960.0,0.4749177769062725,0.0043820117047081,0.0062235155575622,-8.326748976959572e-05,-3.3999107531996664e-05,13390687253685.264,13415604995920.516,11784440000000.0,2.0336721347960016,2.0645974047641924,27213680629951.32,27264320560999.145,23949329895264.637,0.0005614293446435,0.0005624740671009,0.0004940844559244,0.0003007987324799,0.0003013584666548,0.000264717153633
173,173,2.25,0.02,965,1,100000.0,17.15,5.72,2.43,,1002.2,1.0021999999999998,965.0,0.4569698860456583,0.0044554719697577,0.0059869151633752,-3.384899026511763e-05,1.853958724275548e-05,13114056606777.436,13205132033043.68,11625520000000.0,2.126348405042349,2.130328759466505,27875924907892.34,28069519599426.617,24711813609811.46,0.0005526136937075,0.000556451524306,0.0004898881971541,0.0002955287021891,0.0002975811107865,0.0002619841396825
174,174,2.25,0.02,970,1,100000.0,17.15,5.72,2.43,,1019.0,1.019,970.0,0.4975504722885603,0.0045801127096415,0.006039359595924,-7.23804303299197e-05,1.2056908551264644e-05,13153582661861.33,13396440077155.16,11820400000000.0,1.9746207570526453,2.0111111393122583,25960075184626.008,26439381615599.527,23328889216022.2,0.0005571920812517,0.0005674796380454,0.0005007178231619,0.0002973723661874,0.0003028628159066,0.0002672321608221
175,175,2.25,0.02,975,1,100000.0,17.15,5.72,2.43,,1034.1,1.0341,975.0,0.4967966890628304,0.004460610622686,0.0061270059716629,-7.521335737390582e-05,-3.814962311940604e-05,13252704091956.207,13564458051695.94,11995560000000.0,1.9922876050660343,2.055861311422928,26347279387282.76,26967067516585.35,23847991212505.965,0.0005643674897514,0.0005776435576737,0.0005108319055785,0.0003005400473952,0.0003076098913444,0.0002720309867267
176,176,2.25,0.02,980,1,100000.0,17.15,5.72,2.43,,1026.6,1.0266,980.0,0.5190539503865808,0.0044944338485711,0.006205825758319,-4.3003140162942045e-05,5.83512101014036e-05,13065759018382.633,13448460000000.0,11908316967254.262,1.9019069840569087,1.9529108138079807,24855115992215.65,25583131660884.547,22653303116699.69,0.0005592802997362,0.0005756618294588,0.0005097359497775,0.0002972199440485,0.0003059256276742,0.0002708904471405
177,177,2.25,0.02,985,1,100000.0,17.15,5.72,2.43,,1042.7,1.0427,985.0,0.5239984468733724,0.0045051202737464,0.0060394953205324,-5.623546186101432e-05,6.207983001056469e-05,13114543088256.918,13659370000000.0,12076623033338.504,1.8887596905765356,1.969596085103494,24772564231851.84,25801708714855.77,22811997168633.55,0.0005642119320061,0.0005876513947777,0.0005195586889985,0.0002992162403362,0.0003116467961756,0.000275535465908
178,178,2.25,0.02,990,1,100000.0,17.15,5.72,2.43,,1048.9,1.0489,990.0,0.4819269334940486,0.0042815082063336,0.0057391170509239,-6.112926743071451e-05,-1.2797488921172257e-05,13059087630322.816,13740590000000.0,12129872030504.37,2.0983336614584616,2.201510140146816,27409394450587.79,28839782835923.29,25459086923289.742,0.0005647194723557,0.0005941899583122,0.0005245370217827,0.000298839060269,0.0003144342942923,0.0002775752534474
179,179,2.25,0.02,995,1,100000.0,17.15,5.72,2.43,,1028.8,1.0288,995.0,0.5162767876145835,0.0043881088613937,0.0063666892152371,-4.723683825102748e-05,1.6895133583659003e-05,12678512805422.996,13476455939012.207,11879223942359.602,1.946533416332921,2.003978012060318,24696210038581.707,26250506786819.742,23139291972034.53,0.0005510513316942,0.0005857326569513,0.0005163115164525,0.0002909614168229,0.000309273553921,0.0002726183963427
180,180,2.25,0.02,1000,1,100000.0,17.15,5.72,2.43,,1044.4,1.0444,1000.0,0.4953552038028078,0.0046043626313718,0.0059706179191415,-2.3841123894964224e-06,-4.033666871407273e-05,12713820009512.54,13650003075742.896,12040871940430.19,2.062875816514168,2.156148158217107,26247490997141.195,28180226916335.586,24858199787137.68,0.0005553219769375,0.000596213151323,0.0005259285411472,0.0002926100757775,0.0003141564401075,0.0002771220961347
181,181,2.25,0.02,1005,1,100000.0,17.15,5.72,2.43,,1072.2,1.0722,1005.0,0.5179599474316774,0.0042508675471193,0.0062940606264885,-6.590226500661543e-05,2.8488017926395695e-05,12941136576300.156,13981720742502.377,12342405611473.725,1.9677842178179497,2.103079238655796,25383543796144.383,27424609787576.805,24209155937846.65,0.0005681187780683,0.000613800654733,0.0005418343553576,0.0002986638982208,0.0003226791708881,0.0002848459987738
