,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
311,311,1000000.0,1705,17.15,2.43,0.81,,0.005115,397.5,0.0397499999999999,1705.0,0.0028216859736857,0.0108102661718777,0.000724268769477,0.000211699241683,2.6553690777463125e-05,216637500000.0,341159544082.8041,351288836776.11365,1.8232139724077048,0.0725211077848149,395240037427.2415,622421838194.9021,640902027558.3096,1.5828661260070983e-05,2.49268887377622e-05,2.566698748727007e-05,1.0263021382330856e-05,1.6162149654182976e-05,1.6642016470866718e-05
312,312,1000000.0,1710,17.15,2.43,0.81,,0.0051299999999999,6.0,0.0005999999999999,1710.0,0.002390441065059,0.0065140649235855,0.0009501642777333,0.0013977246503595,2.525495245824999e-05,3270000000.0,5129033472.018572,5290794568.463966,2.3387780535222094,0.001268990392059,6915997636.7216015,10847823660.90105,11189945789.56461,2.394715419517749e-07,3.7561393096836483e-07,3.874601631376579e-07,1.552367479088139e-07,2.434906654775582e-07,2.5116995188439216e-07
313,313,1000000.0,1715,17.15,2.43,0.81,,,,,1715.0,,,,,,,,,,,,,,,,,,,
314,314,1000000.0,1720,17.15,2.43,0.81,,,,,1720.0,,,,,,,,,,,,,,,,,,,
315,315,1000000.0,1725,17.15,2.43,0.81,,,,,1725.0,,,,,,,,,,,,,,,,,,,
316,316,1000000.0,1730,17.15,2.43,0.81,,0.0051899999999999,150.5,0.01505,1730.0,0.0021923093684108,0.0092850281979229,0.0013189341308032,-5.8284766451348176e-05,2.080183039595815e-05,82022500000.0,126576977562.39552,131457124883.34888,2.623568611815353,0.040263570614658,219436459849.8865,338633958423.4886,351689915650.5411,6.0597204219378536e-06,9.351349884263678e-06,9.711889106828786e-06,3.925535784365338e-06,6.057879909756373e-06,6.291440127274457e-06
317,317,1000000.0,1735,17.15,2.43,0.81,,0.0052049999999999,864.0,0.0864,1735.0,0.0025551462366592,0.0122941453368281,0.0011032361603119,-0.0001821233672842,3.0468744254342184e-05,470880000000.0,723858366288.2976,752842879601.1511,2.0447321910425704,0.1763393258668092,961049325974.1108,1477369170536.208,1536525530931.6494,3.4863703048422154e-05,5.35940858209973e-05,5.5740083665761065e-05,2.2580219769680607e-05,3.471135107227261e-05,3.610125227963216e-05
318,318,1000000.0,1740,17.15,2.43,0.81,,0.0052199999999999,90.0,0.009,1740.0,0.0026203882773021,0.0089267055742568,0.001292338984661,0.000558989381134,3.508790291961064e-05,49050000000.0,75109952684.70923,78230032434.06223,1.9953934190909095,0.0179666827306514,97918420882.05072,149941854422.26862,156170463639.0415,3.639093237106225e-06,5.572520302839835e-06,5.804003709875566e-06,2.356734109462011e-06,3.608851935823283e-06,3.758764236935248e-06
319,319,1000000.0,1745,17.15,2.43,0.81,,0.005235,1394.0,0.1394,1745.0,0.0025033862638109,0.0121690527705683,0.0012052965158244,-0.0001214894158452,-1.2449930435157396e-05,759730000000.0,1158506770425.2983,1208736334416.715,2.0935358970821607,0.2917896133158614,1590253392571.4453,2424965872067.4697,2530105506601.759,5.6480751450391286e-05,8.612708851037446e-05,8.986131451074397e-05,3.658193654630464e-05,5.578352989109627e-05,5.820214535011798e-05
320,320,1000000.0,1750,17.15,2.43,0.81,,0.0052499999999999,2.5,0.0002499999999999,1750.0,0.0017718666190233,0.0031859523504277,0.0001770185128247,0.0006020905945408,-7.607205325155e-05,1362500000.0,2068819019.6894927,2162439707.402007,4.454849875098461,0.0012426123309732,6772237203.804594,10282960097.673197,10748296981.616287,1.0150260840575485e-07,1.5412148757278546e-07,1.610959785845732e-07,6.574788521022436e-08,9.983154159799903e-08,1.0434923864682443e-07
321,321,1000000.0,1755,17.15,2.43,0.81,,,,,1755.0,,,,,,,,,,,,,,,,,,,
322,322,1000000.0,1760,17.15,2.43,0.81,,0.0052799999999999,80.0,0.008,1760.0,0.0027383163580668,0.0091787014175185,0.0012870291366604,-0.0002028258355807,-1.3917267340468538e-05,43600000000.0,65646314771.266815,68858334215.70432,1.928215478871481,0.0154237100817763,84059219945.68123,126563715871.13164,132756372957.1357,3.2613573185626626e-06,4.910460759539891e-06,5.150725510055529e-06,2.112863754209978e-06,3.181232088937356e-06,3.33688712246877e-06
323,323,1000000.0,1765,17.15,2.43,0.81,,0.0052949999999999,2047.0,0.2047,1765.0,0.0027977668730727,0.0115932237233693,0.0011416828650434,6.575454267178946e-05,-3.254446669713288e-05,1115615000000.0,1673084647512.4258,1757566123906.1191,1.9222228978344629,0.3939086907222942,2146802364436.504,3219553409717.591,3382122963975.169,8.360818450331614e-05,0.0001253869568792,0.0001317183013533,5.417631833258062e-05,8.124807076006205e-05,8.535064679060228e-05
324,324,1000000.0,1770,17.15,2.43,0.81,,0.0053099999999999,64.0,0.0063999999999999,1770.0,0.002547075180603,0.0095082673184035,0.001525530652583,-0.000371184762645,-2.3392663850269625e-05,34880000000.0,52101822087.03664,54814878235.63551,2.1204919159812143,0.0134059542846426,73062450851.3028,109136663288.34392,114819648710.18542,2.6190633860731244e-06,3.912212573849015e-06,4.115930063045e-06,1.6973979395691296e-06,2.5354795142870795e-06,2.6675074935464576e-06
325,325,1000000.0,1775,17.15,2.43,0.81,,0.005325,54.0,0.0054,1775.0,0.0026454745248115,0.0092345108257807,0.00133258920963,2.6642419773399997e-05,-2.709877687461736e-05,29430000000.0,43785737285.12151,46135392469.176,2.021067921521693,0.0109781207478845,59830758075.97144,89015761287.2629,93792575792.1598,2.214235912168501e-06,3.294323885065966e-06,3.471105770548342e-06,1.435126713447669e-06,2.135170956366955e-06,2.2497497168843653e-06
326,326,1000000.0,1780,17.15,2.43,0.81,,0.0053399999999999,23.0,0.0023,1780.0,0.0028075685881659,0.009202085703577,0.0013762761766567,0.0004979264116533,-6.08524608268831e-05,12535000000.0,18574868575.321377,19601422644.84804,1.902009767813416,0.0043746224659708,23841692439.54117,35329581466.111725,37282097333.54005,9.44863394609224e-07,1.400136687395162e-06,1.4775162935286182e-06,6.125181409940043e-07,9.076540860760908e-07,9.578162711814997e-07
327,327,1000000.0,1785,17.15,2.43,0.81,,0.0053549999999999,36.0,0.0036,1785.0,0.0028415779413236,0.0095976546392459,0.0012159673884388,0.0002095938931761,2.088109279191518e-05,19620000000.0,28956923147.15692,30604046923.262035,1.887905434243628,0.006796459563277,37040704619.85997,54667932568.49264,57777546496.27337,1.4816119907912588e-06,2.1866934022043147e-06,2.3110765998085303e-06,9.60672176740178e-07,1.417844566334214e-06,1.4984942087068643e-06
328,328,1000000.0,1790,17.15,2.43,0.81,,,,,1790.0,,,,,,,,,,,,,,,,,,,
329,329,1000000.0,1795,17.15,2.43,0.81,,,,,1795.0,,,,,,,,,,,,,,,,,,,
330,330,1000000.0,1800,17.15,2.43,0.81,,,,,1800.0,,,,,,,,,,,,,,,,,,,
331,331,1000000.0,1805,17.15,2.43,0.81,,,,,1805.0,,,,,,,,,,,,,,,,,,,
332,332,1000000.0,1810,17.15,2.43,0.81,,0.0054299999999999,579.0,0.0579,1810.0,0.0031617998112096,0.0109580548092042,0.0010549463832708,1.2089269389750022e-05,1.1039206897894146e-05,315555000000.0,455753444869.5104,486067993220.8717,1.7308688069714129,0.0999116649673484,544518574072.0494,786443618160.9236,838754101727.7229,2.404404069700252e-05,3.47266066969042e-05,3.703645516791996e-05,1.5605620011275628e-05,2.253906634172628e-05,2.4038257678845915e-05
333,333,1000000.0,1815,17.15,2.43,0.81,,,,,1815.0,,,,,,,,,,,,,,,,,,,
334,334,1000000.0,1820,17.15,2.43,0.81,,0.00546,23.0,0.0022999999999999,1820.0,0.0028694090772676,0.0088120589275425,0.0011479885280494,0.0004372162931875,5.449919785794583e-06,12535000000.0,17954970268.186756,19210726615.262875,1.903651966171389,0.0043942144250902,23948468616.741776,34303473632.405445,36702631308.37088,9.584204364106052e-07,1.372828914254088e-06,1.4688434771731215e-06,6.223190880927794e-07,8.914017330698803e-07,9.537456616521802e-07
335,335,1000000.0,1825,17.15,2.43,0.81,,0.005475,10.0,0.0009999999999999,1825.0,0.0029354972610689,0.0085792089285091,0.0008180006592157,-6.190295949450001e-05,7.320603671742915e-05,5450000000.0,7774068530.390351,8331256396.57264,1.869849330573397,0.0018510047584196,10087975933.387035,14389837842.032911,15421195233.670015,4.173712600099452e-07,5.953528032904007e-07,6.380232990281539e-07,2.7109100450409e-07,3.8669358660314777e-07,4.144089294179821e-07
336,336,1000000.0,1830,17.15,2.43,0.81,,0.0054899999999999,370.5,0.03705,1830.0,0.0030085013163443,0.0113192856447351,0.0009421773609248,-0.000172351986489,-4.092513466853959e-05,201922500000.0,286731780946.7243,307886349244.67065,1.8258830990203552,0.0677432980650014,369200974454.2582,524268731481.31335,562948359703.8292,1.5489986297966076e-05,2.19959209996715e-05,2.361874150295656e-05,1.0063168124392614e-05,1.42897899851349e-05,1.5344065647238826e-05
337,337,1000000.0,1835,17.15,2.43,0.81,,,,,1835.0,,,,,,,,,,,,,,,,,,,
338,338,1000000.0,1840,17.15,2.43,0.81,,0.00552,17.0,0.0016999999999999,1840.0,0.0026278836257707,0.0095242066783672,0.0011016248691813,-0.0002174012461893,2.077257460440925e-05,9265000000.0,13036061688.782772,14054845002.744434,2.1083559663543383,0.0035970342183784,19603836490.16239,27583035274.966824,29738681416.986275,7.23174511516594e-07,1.0175226706838282e-06,1.0970432454723309e-06,4.634771037808526e-07,6.52122624525156e-07,7.030867626509206e-07
339,339,1000000.0,1845,17.15,2.43,0.81,,,,,1845.0,,,,,,,,,,,,,,,,,,,
340,340,1000000.0,1850,17.15,2.43,0.81,,,,,1850.0,,,,,,,,,,,,,,,,,,,
341,341,1000000.0,1855,17.15,2.43,0.81,,,,,1855.0,,,,,,,,,,,,,,,,,,,
342,342,1000000.0,1860,17.15,2.43,0.81,,0.0055799999999999,87.0,0.0087,1860.0,0.0029519241893782,0.009356182122386,0.0013372215697321,0.0003776197047889,5.3032732827976514e-05,47415000000.0,65571802974.9315,71188809682.488,1.890534436312888,0.0164690385809362,89756260266.1026,124126960116.74689,134759914159.97972,3.7430165400108537e-06,5.176343838310694e-06,5.619759403252926e-06,2.389387220318484e-06,3.304364189424083e-06,3.58742237867809e-06
343,343,1000000.0,1865,17.15,2.43,0.81,,0.005595,51.5,0.00515,1865.0,0.0026636648726759,0.0087108974429954,0.0013832568996738,-0.0003604612245274,6.80776435625741e-07,28067500000.0,38648426197.95286,42031149622.75102,2.1008410242230275,0.0107989487545155,58854270712.1096,81041237661.04236,88134413761.06071,2.221817599813529e-06,3.059401568779049e-06,3.327177268093845e-06,1.416949375012621e-06,1.951112972171041e-06,2.121885140786284e-06
344,344,1000000.0,1870,17.15,2.43,0.81,,0.0056099999999999,75.0,0.0075,1870.0,0.0026849641803998,0.0090486531960065,0.0014278240778172,-5.898831471699999e-05,4.2119155331789065e-05,40875000000.0,56040815286.823326,61051160624.5488,2.0901097133589324,0.0157254187957857,85703532437.03215,117502038672.34224,128007342505.30832,3.2453110981539837e-06,4.449416019570034e-06,4.847217348746903e-06,2.06723377569186e-06,2.834237704666174e-06,3.0876335483365427e-06
345,345,1000000.0,1875,17.15,2.43,0.81,,0.005625,64.5,0.00645,1875.0,0.0031030851952668,0.0093329420113794,0.001394864424891,-0.0004118037210913,1.3532798124444464e-05,35152500000.0,47985862686.19127,52367041892.33187,1.8127416812677344,0.0116910849429779,63716412939.22986,86977797942.06798,94918997670.65688,2.798641226743706e-06,3.820360247903772e-06,4.169164706990816e-06,1.7809600287770511e-06,2.431147241035228e-06,2.6531145277159926e-06
346,346,1000000.0,1880,17.15,2.43,0.81,,0.0056399999999999,120.0,0.012,1880.0,0.0027294625867853,0.0099870188676617,0.0008268831982425,-0.0006146455859851,2.9642335214586373e-05,65400000000.0,88886742906.68768,97172252367.53818,2.1344819211866715,0.0252324093305953,137516630851.74472,186902223423.7448,204324170609.46985,5.221053089278267e-06,7.096061217872244e-06,7.757515113389337e-06,3.3192746319107143e-06,4.511307505249818e-06,4.931825568947941e-06
347,347,1000000.0,1885,17.15,2.43,0.81,,,,,1885.0,,,,,,,,,,,,,,,,,,,
348,348,1000000.0,1890,17.15,2.43,0.81,,0.00567,95.5,0.00955,1890.0,0.0026048959631224,0.0094615481319366,0.0012867134551648,-5.9004268415454346e-05,-0.000123694678807,52047500000.0,70119427898.44495,76927357156.40616,2.192915925018159,0.0210461573341224,114701557470.96712,154528221123.4895,169531441048.3719,4.17876567598233e-06,5.629716288419993e-06,6.176308172904054e-06,2.6507917105939995e-06,3.571199351069533e-06,3.917928827861193e-06
349,349,1000000.0,1895,17.15,2.43,0.81,,,,,1895.0,,,,,,,,,,,,,,,,,,,
350,350,1000000.0,1900,17.15,2.43,0.81,,0.0056999999999999,22.0,0.0021999999999999,1900.0,0.0029084754749973,0.008145362621682,0.0014199449263946,0.0005022364402242,-0.0002068995429314,11990000000.0,16001924079.660973,17628057902.410713,1.9809311060259525,0.0044399067093934,24197491566.19416,32294113674.76861,35575878433.85869,9.681059562153396e-07,1.2920398675917812e-06,1.4233384363496832e-06,6.127507346365147e-07,8.177807118773972e-07,9.008845229288728e-07
351,351,1000000.0,1905,17.15,2.43,0.81,,0.0057149999999999,11.0,0.0010999999999999,1905.0,0.0020939623753523,0.0097083076783095,0.0012608043179412,0.0011810800807579,0.0001408281423113,5995000000.0,7962033977.120916,8790672072.250612,2.7931444540113475,0.0029457482273738,16054327839.187778,21321952249.44976,23541006067.506844,4.853633970292279e-07,6.446171573640603e-07,7.117048305517131e-07,3.068913619935909e-07,4.075862304383461e-07,4.500052252030045e-07
352,352,1000000.0,1910,17.15,2.43,0.81,,0.00573,9.5,0.0009499999999999,1910.0,0.0022066383751099,0.0077791309078941,0.0013255019192373,0.0007388331734093,-3.633825598378524e-05,5177500000.0,6842682380.627981,7571772212.391887,2.5967584528769097,0.0024686025644711,13453883976.368011,17780908708.084305,19675469790.63404,4.20404434531301e-07,5.55614489020802e-07,6.14815377180189e-07,2.6548967525908e-07,3.508761995430133e-07,3.882621623956828e-07
353,353,1000000.0,1915,17.15,2.43,0.81,,0.0057449999999999,208.0,0.0208,1915.0,0.0039804835471386,0.0102933357302214,0.0015780309569035,-8.331135999715e-05,-1.6061899350000648e-06,113360000000.0,149139082396.60168,165340304685.667,1.4434120861583772,0.0300111215849945,163560612638.22028,215184189176.8718,238559999366.42285,9.229436005445965e-06,1.2142463098891744e-05,1.3461518712220368e-05,5.822470132618366e-06,7.660178659671162e-06,8.492316388058542e-06
354,354,1000000.0,1920,17.15,2.43,0.81,,0.0057599999999999,24.0,0.0024,1920.0,0.0030048944947122,0.0087288954967951,0.0013745300896812,0.0016430629355957,-7.064208671328965e-06,13080000000.0,17130499489.806149,19026767451.415462,1.9168962922715176,0.0046032452843033,25087686799.453514,32856621247.588287,36493698977.61067,1.0677959056195098e-06,1.3984615608893051e-06,1.5532648609935775e-06,6.729398932968395e-07,8.813300075528835e-07,9.788892093684483e-07
355,355,1000000.0,1925,17.15,2.43,0.81,,0.0057749999999999,451.5,0.0451499999999999,1925.0,0.003526727626081,0.0101205817105479,0.001140265439453,-2.334161422184224e-05,-1.2472996343680858e-05,246067500000.0,320802852428.6407,356982377448.0712,1.6511306701924306,0.0748861527692115,408129532592.2031,532086188610.63184,592093839501.4976,2.0145535182324995e-05,2.626411513178861e-05,2.922613122151499e-05,1.2680362167231804e-05,1.653162791947812e-05,1.8396032931455737e-05
356,356,1000000.0,1930,17.15,2.43,0.81,,,,,1930.0,,,,,,,,,,,,,,,,,,,
357,357,1000000.0,1935,17.15,2.43,0.81,,,,,1935.0,,,,,,,,,,,,,,,,,,,
358,358,1000000.0,1940,17.15,2.43,0.81,,0.00582,20.5,0.0020499999999999,1940.0,0.0029054590453501,0.0083258636153192,0.0012548602164661,0.0001624318132063,0.0001734511768681,11172500000.0,14366291970.794306,16077917156.006643,2.076162691215398,0.003925139052598,21392007836.659546,27507167636.873657,30784419762.67237,9.222015377265424e-07,1.1858238126556265e-06,1.3271049384389603e-06,5.785412836910648e-07,7.439241887369861e-07,8.325566194240036e-07
359,359,1000000.0,1945,17.15,2.43,0.81,,0.0058349999999999,149.5,0.0149499999999999,1945.0,0.0013160461199958,0.010292261385995,0.0012231366920036,0.000460029480398,3.336822003265171e-05,81477500000.0,104283830874.58992,116933711105.84209,5.495761415701853,0.0854231176997457,465555991463.6144,595869562473.6104,668149977716.5493,6.7431645236812926e-06,8.630640713658551e-06,9.677558250453331e-06,4.225781272285483e-06,5.408617833291751e-06,6.06469622275976e-06
360,360,1000000.0,1950,17.15,2.43,0.81,,0.0058499999999999,386.0,0.0385999999999999,1950.0,0.0033783669149442,0.0110569385982034,0.0011122437548948,-0.0003250003053557,2.561697123976928e-06,210370000000.0,268002395468.8029,301096188471.6107,1.7316237835488488,0.0668512584613122,364339358614.1517,464152782583.828,521467852778.0216,1.745651628149152e-05,2.223885620563715e-05,2.498498130127733e-05,1.0927971076226194e-05,1.3921768436765756e-05,1.5640872932355912e-05
361,361,1000000.0,1955,17.15,2.43,0.81,,0.0058649999999999,10.5,0.00105,1955.0,0.0035146989745003,0.0088991549382002,0.0014716410849859,-0.0008688720266283,-0.000101660662477,5722500000.0,7256158768.253309,8168145157.340429,1.6700972922155812,0.0017608321646551,9596535297.370886,12168455000.938429,13697840684.397816,4.761964655605417e-07,6.038195122740688e-07,6.797102409979847e-07,2.9772434029801045e-07,3.775159602229517e-07,4.249638494412528e-07
362,362,1000000.0,1960,17.15,2.43,0.81,,0.00588,23.0,0.0023,1960.0,0.0031811946486341,0.0090927053012816,0.0014609813726628,-0.0008043946047531,0.000103779732696,12535000000.0,15819831380.06165,17843290376.965866,1.8485606882811532,0.0042459433306509,23140391152.047974,29204394582.69401,32939825988.23803,1.0458435137130438e-06,1.3199096958014797e-06,1.4887347031550164e-06,6.531707571257361e-07,8.243359585254364e-07,9.29773871969458e-07
363,363,1000000.0,1965,17.15,2.43,0.81,,0.0058949999999999,95.5,0.00955,1965.0,0.0029600525300904,0.0094810166279541,0.0012524127157032,0.0002143038456075,5.822446481177422e-05,52047500000.0,65376889173.280014,73885664649.71759,1.997778307968632,0.0191067396006953,104131730823.78996,130799915951.5585,147823471694.9172,4.354749044003943e-06,5.470002317638558e-06,6.181920889551919e-06,2.7162255958500557e-06,3.4118522455356266e-06,3.855903424524837e-06
364,364,1000000.0,1970,17.15,2.43,0.81,,,,,1970.0,,,,,,,,,,,,,,,,,,,
365,365,1000000.0,1975,17.15,2.43,0.81,,,,,1975.0,,,,,,,,,,,,,,,,,,,
366,366,1000000.0,1980,17.15,2.43,0.81,,0.00594,107.0,0.0107,1980.0,0.0028124756825035,0.0092369951095024,0.0009135856135662,0.0002995262266719,2.0709208159840623e-06,58315000000.0,72208173113.7868,82101295087.97757,2.1131162891574133,0.0226344288390032,123357637172.56776,152746799620.41455,173674385164.3772,4.918423202572268e-06,6.090205848550185e-06,6.924614845613333e-06,3.057142857142857e-06,3.785487450264053e-06,4.304130804087947e-06
367,367,1000000.0,1985,17.15,2.43,0.81,,0.0059549999999999,110.5,0.01105,1985.0,0.0025095285179759,0.010535991702018,0.0012924962616349,-0.0003359030155193,3.3475454656862506e-05,60222500000.0,74211659912.7421,84552221003.49644,2.507331017260225,0.0273867596724558,149257840214.88422,183929130762.37933,209557588814.0388,5.092324262510035e-06,6.275226640122876e-06,7.149608974473254e-06,3.16181720813995e-06,3.896279685445435e-06,4.439182487530527e-06
368,368,1000000.0,1990,17.15,2.43,0.81,,,,,1990.0,,,,,,,,,,,,,,,,,,,
369,369,1000000.0,1995,17.15,2.43,0.81,,0.0059849999999999,6.0,0.0005999999999999,1995.0,0.0023861867662053,0.0069012957035309,0.0008569703989992,0.0010712699949875,0.0001483249476107,3270000000.0,3990664307.78196,4565590592.132271,2.8096758355950198,0.0015017306265051,8184431914.453728,9988171351.82938,11427145367.148945,2.7799334211896426e-07,3.3925936030433337e-07,3.881357148176608e-07,1.7218727867747533e-07,2.101350542117146e-07,2.404087521757611e-07
370,370,1000000.0,2000,17.15,2.43,0.81,,,,,2000.0,,,,,,,,,,,,,,,,,,,
371,371,1000000.0,2005,17.15,2.43,0.81,,0.0060149999999999,3.0,0.0002999999999999,2005.0,0.0015295559341224,0.0081838672179146,0.0011924265052541,-0.0001207033337485,0.0002452643231846,1635000000.0,1975868257.7514956,2270883915.249918,4.102750376194964,0.0013143976975387,7163467451.586195,8656922295.428232,9949481965.27426,1.3971873289883972e-07,1.6884758981533758e-07,1.9405811816457165e-07,8.634142091046635e-08,1.043420629395423e-07,1.1992131129382318e-07
372,372,1000000.0,2010,17.15,2.43,0.81,,0.00603,22.5,0.00225,2010.0,0.0027198325215119,0.0089648436459537,0.001402250514466,4.21761907274e-05,-2.810083222947836e-05,12262500000.0,14746022332.16373,16987835216.334244,2.2435919273054545,0.0050358800820426,27445546447.132763,33004088956.40013,38021644890.20502,1.0506686002971175e-06,1.263460358302508e-06,1.4555421038796317e-06,6.484801370732326e-07,7.798167244237705e-07,8.983709447230108e-07
373,373,1000000.0,2015,17.15,2.43,0.81,,0.0060449999999999,864.5,0.08645,2015.0,0.0033106168103813,0.0118223322546726,0.0011607546774931,4.50280564480324e-05,-1.6337700964444215e-06,471152500000.0,563770501445.9519,651027711268.4554,1.870049223237574,0.1600718377907176,872391515959.4116,1043884097844.3956,1205450574845.8809,4.047602032036944e-05,4.843269699842665e-05,5.592883592982232e-05,2.495081619954192e-05,2.985558637660105e-05,3.447646518837888e-05
374,374,1000000.0,2020,17.15,2.43,0.81,,0.0060599999999999,20.5,0.0020499999999999,2020.0,0.0029278690682955,0.0095334117690356,0.0013826159501952,-0.0004333771874728,-0.0001082657954997,11172500000.0,13302260035.991016,15398002749.564713,2.093987586388487,0.0043940219599557,23947419681.75887,28512401324.481155,33004469376.120224,9.623638304837924e-07,1.1458146271942523e-06,1.326335279290317e-06,5.924886911422344e-07,7.054319658051439e-07,8.165712683190086e-07
375,375,1000000.0,2025,17.15,2.43,0.81,,,,,2025.0,,,,,,,,,,,,,,,,,,,
376,376,1000000.0,2030,17.15,2.43,0.81,,0.00609,119.5,0.0119499999999999,2030.0,0.0019307330009041,0.0104743878093904,0.0009169591239767,5.368073291664999e-05,-4.806837569196339e-06,65127500000.0,76767120375.37292,89274661564.78294,8.552727695164855,0.0977883579514489,532946550835.3967,628195033152.2122,730545821011.8372,5.638072275656538e-06,6.64571145937397e-06,7.728486342743436e-06,3.463252380977703e-06,4.0822066319267935e-06,4.747313872407403e-06
377,377,1000000.0,2035,17.15,2.43,0.81,,0.0061049999999999,66.0,0.0065999999999999,2035.0,0.0031962089743244,0.0096312027148124,0.0013225302588427,0.0005375503596733,-5.677522722118614e-05,35970000000.0,42184472472.53506,49166366418.34067,1.925807316406042,0.0126755163816228,69081564279.84479,81016662405.41487,94425618630.3865,3.12209165143045e-06,3.661489833931035e-06,4.267497974030354e-06,1.9153303638701707e-06,2.2462385602027186e-06,2.618010410959538e-06
378,378,1000000.0,2040,17.15,2.43,0.81,,0.00612,49.0,0.0049,2040.0,0.003054201874846,0.0096106876113407,0.0014377936031945,-0.0004889663392877,3.752058335559217e-05,26705000000.0,31159818667.66857,36398258098.72949,2.012634355764776,0.0099019184143949,53965455358.45279,62967751480.52995,73553588187.6963,2.3240194918273502e-06,2.711702900036229e-06,3.167581400112715e-06,1.423902147716851e-06,1.6614316691017006e-06,1.940743601570238e-06
379,379,1000000.0,2045,17.15,2.43,0.81,,,,,2045.0,,,,,,,,,,,,,,,,,,,
380,380,1000000.0,2050,17.15,2.43,0.81,,0.00615,43.5,0.00435,2050.0,0.0029166310208507,0.0095507376353597,0.0013865038561821,0.0002570654751647,1.387339898455388e-05,23707500000.0,27380057795.16459,32128007718.91493,2.109478721160468,0.0091956375777866,50116224798.93727,57879790423.72092,67916670133.21237,2.0738966233923832e-06,2.3951664835887447e-06,2.810510037945043e-06,1.26737410456538e-06,1.4637045758133537e-06,1.717524201802359e-06
381,381,1000000.0,2055,17.15,2.43,0.81,,0.0061649999999999,241.0,0.0241,2055.0,0.0025087245755912,0.0110742008577531,0.0011957851337082,1.969716599545001e-05,2.3348943402217783e-05,131345000000.0,150909997663.692,177484821222.961,2.4593944402208034,0.0592226763976582,322763586367.23737,370842072896.6054,436146312563.6367,1.1519545248540648e-05,1.3235483242940827e-05,1.5566214389638332e-05,7.030451282764971e-06,8.077699087569088e-06,9.500159039463074e-06
382,382,1000000.0,2060,17.15,2.43,0.81,,,,,2060.0,,,,,,,,,,,,,,,,,,,
383,383,1000000.0,2065,17.15,2.43,0.81,,0.0061949999999999,9.0,0.0008999999999999,2065.0,0.0029936458156815,0.0098161175335209,0.0016053952961009,-7.194268069985003e-05,0.0001980021503593,4905000000.0,5577250450.762892,6589843678.027498,2.070325865949691,0.0018677112801349,10179026476.735722,11574103976.697594,13675472635.309156,4.323651638183998e-07,4.916225901733621e-07,5.808804977345577e-07,2.632073193635803e-07,2.992809664759675e-07,3.536177552535483e-07
384,384,1000000.0,2070,17.15,2.43,0.81,,0.00621,12.0,0.0012,2070.0,0.0033195860828625,0.0075702743046921,0.0014006669118395,-0.0005360605308771,-6.326728352449284e-05,6540000000.0,7397406422.685538,8760978113.989578,1.8854790936316688,0.0022292060082948,12149172745.20715,13741952369.37484,16275020875.204662,5.779078684173149e-07,6.536726876988921e-07,7.741648604138325e-07,3.513786507919452e-07,3.974450593521276e-07,4.707065243595441e-07
385,385,1000000.0,2075,17.15,2.43,0.81,,0.006225,11.0,0.0010999999999999,2075.0,0.0034584761722209,0.0083912746916523,0.0010950771451344,-0.0010905380158853,-6.443444882e-05,5995000000.0,6745272335.102177,8007539824.725063,1.818575734368072,0.0019820168542083,10801991855.435658,12153857685.81638,14428253539.408978,5.311049002103836e-07,5.975725088284073e-07,7.093984386223981e-07,3.224930135479343e-07,3.628529111840887e-07,4.307549039500722e-07
386,386,1000000.0,2080,17.15,2.43,0.81,,0.00624,102.0,0.0101999999999999,2080.0,0.0037140717852785,0.0111959699608556,0.0009958260832004,0.0002995228412473,-1.467826397706041e-05,55590000000.0,62216186840.54534,74035151871.44429,1.6988114607186664,0.0172743853466482,94145400139.23335,105367292772.80888,125383504178.9177,4.937429441839869e-06,5.525958493713234e-06,6.57570315850252e-06,2.9940700285995896e-06,3.350955573179151e-06,3.987523462513225e-06
387,387,1000000.0,2085,17.15,2.43,0.81,,,,,2085.0,,,,,,,,,,,,,,,,,,,
388,388,1000000.0,2090,17.15,2.43,0.81,,0.0062699999999999,146.5,0.01465,2090.0,0.0037351294201925,0.0068288106858801,0.0010160911706953,-0.0001973841811893,-2.02755592646947e-06,79842500000.0,88409029725.11478,105712661783.21228,1.7964868002015364,0.0267096057437429,145567351303.39902,161185687927.96353,192733345962.54205,7.12773667646415e-06,7.892491889686695e-06,9.437229753061997e-06,4.310614772463464e-06,4.773112935494771e-06,5.707318301896216e-06
