,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
118,118,1000000.0,740,17.15,2.43,0.81,,0.0022199999999999,241.5,0.0241499999999999,740.0,0.0007358731989483,0.0098323473051396,0.0010238353449988,-0.0001724146435146,6.1572169723399485e-06,431655024988.9897,345423193181.2646,295815839086.574,3.4387628631813927,0.0814199769181329,1455293671685.2856,1164569292579.973,997321689045.4238,1.3909550102494247e-05,1.1130835815570326e-05,9.532300093091772e-06,7.878742427332423e-06,6.304804091117186e-06,5.399350562750381e-06
119,119,1000000.0,745,17.15,2.43,0.81,,0.0022349999999999,223.5,0.0223499999999999,745.0,0.000762704725389,0.0101790674305096,0.0009782241073584,-0.0003054665530902,-1.950721891269706e-05,397504621141.7716,319018242082.5905,273371980018.5531,2.9333454692665724,0.065593020427053,1166600838228.1975,936258168658.8778,802295027719.9504,1.2898490280790991e-05,1.0351712850728703e-05,8.870553044595435e-06,7.298443588585028e-06,5.857382580563608e-06,5.019287496920976e-06
120,120,1000000.0,750,17.15,2.43,0.81,,0.00225,219.5,0.0219499999999999,750.0,0.0010313196351034,0.0100540172227097,0.0007196685361089,8.009327938993073e-05,-5.242190443432383e-05,388448457437.0482,312661416692.8055,268091020898.0608,2.1959160871393757,0.0482976339950336,854721704930.7505,687963857302.8625,589893485407.2649,1.2690625100795354e-05,1.0214659748970644e-05,8.758543312424269e-06,7.174716112044746e-06,5.774915206927161e-06,4.951691608772985e-06
121,121,1000000.0,755,17.15,2.43,0.81,,0.0022649999999999,207.0,0.0207,755.0,0.0008202583726983,0.0109133773581501,0.0008646822124357,-0.0005378172757945,8.094671975381176e-06,364495851666.897,294245633889.9773,252457600787.5797,2.828652823774944,0.0582912721392432,1026421588557.504,828596730476.5603,710921483629.4319,1.1987479891287772e-05,9.67710223099822e-06,8.302784240215578e-06,6.771120548065696e-06,5.466105166079687e-06,4.689822505223849e-06
122,122,1000000.0,760,17.15,2.43,0.81,,0.00228,218.0,0.0218,760.0,0.0008207590619803,0.0115504880417865,0.001084375641709,0.0001458912365886,3.462927887067827e-05,381936499223.479,309560000000.0,265487479717.9141,2.9258253945835397,0.064506619805946,1130157456212.0632,915994001244.4344,785582565018.4542,1.2645646115902456e-05,1.0249311651537808e-05,8.790101819389534e-06,7.136252194920814e-06,5.783941136683819e-06,4.9604727846458005e-06
123,123,1000000.0,765,17.15,2.43,0.81,,0.0022949999999999,232.0,0.0232,765.0,0.0009079432410316,0.0097873811598931,0.0007902556345018,-1.069262109385e-05,-1.3412273840309028e-05,404411957728.20605,329440000000.0,282126619565.5182,2.665961297992638,0.0612431586852904,1067563176783.5132,869652853331.1248,744755402215.3279,1.3478874667234191e-05,1.0980091922400464e-05,9.40315752970342e-06,7.598679058840223e-06,6.189997059450765e-06,5.3010045698863e-06
124,124,1000000.0,770,17.15,2.43,0.81,,0.00231,254.0,0.0254,770.0,0.0008915439439078,0.0102751061311207,0.0008313734227703,0.0003044036283717,-1.5158048354902256e-05,440514147872.0069,360680000000.0,308430562961.6124,2.990470930502308,0.0781438928923206,1355255527120.5508,1109643279070.953,948896254991.7476,1.4778106695217633e-05,1.2099878173219983e-05,1.0347045127906082e-05,8.323822143717025e-06,6.8153002242919305e-06,5.828010660227247e-06
125,125,1000000.0,775,17.15,2.43,0.81,,0.002325,234.5,0.0234499999999999,775.0,0.0007190196631654,0.0106405775374884,0.0010883312835719,-2.65736630755e-05,2.2767499992292957e-05,404620463136.2703,332914985040.11804,284336900175.57294,3.239372139981937,0.0757096367049134,1306339798184.2583,1074834651215.7374,917997586954.9626,1.366361658184444e-05,1.1242196389871349e-05,9.601764463308348e-06,7.688939833882266e-06,6.326331767627856e-06,5.403209963867477e-06
126,126,1000000.0,780,17.15,2.43,0.81,,0.00234,244.5,0.02445,780.0,0.0007225371447816,0.009786212675693,0.0009815202607736,-4.7745118559311895e-05,-1.5690310381511136e-05,418883805458.0424,346390732006.4562,296029508053.0266,3.64529034213341,0.0867530296668485,1486275631978.0757,1229057073622.8003,1050366326968.7852,1.4237581767931734e-05,1.1773590447601204e-05,1.0061845962311244e-05,8.005377999897607e-06,6.61994736784034e-06,5.657483245256628e-06
127,127,1000000.0,785,17.15,2.43,0.81,,0.002355,248.5,0.0248499999999999,785.0,0.0006445868845617,0.0100315739379661,0.0009081374691395,-0.0003956001861622,-1.97687749013006e-05,421894784007.3651,351324805559.8727,300685000000.0,3.660757957974319,0.0910431718742689,1545699771961.373,1287151897637.087,1101622379678.6543,1.4435029237210214e-05,1.2020494284957606e-05,1.028786543640886e-05,8.10993790135443e-06,6.7533955486073226e-06,5.779964034412396e-06
128,128,1000000.0,790,17.15,2.43,0.81,,0.0023699999999999,228.5,0.02285,790.0,0.0009698338070619,0.0092389816672212,0.001022313162465,-6.138267159644999e-05,-9.012725744018472e-06,385917875607.7225,322375298728.4381,276485000000.0,2.4651368225777954,0.0557654030170136,941832204145.925,786756606403.5674,674761376505.865,1.328916731172342e-05,1.110106463770994e-05,9.520822061936964e-06,7.461877846804102e-06,6.2332564827438885e-06,5.345949039610508e-06
129,129,1000000.0,795,17.15,2.43,0.81,,0.002385,233.0,0.0233,795.0,0.0010618316102862,0.0096453892569818,0.0010925265077925,3.239821344830815e-05,-1.2523432189455348e-05,391456582934.437,328036906943.5058,281930000000.0,2.2467201180743563,0.0523044737093799,878752384139.8269,736386170597.9791,632884131883.4973,1.3565209706565689e-05,1.136751718626001e-05,9.76976691489845e-06,7.611806958224474e-06,6.378622099312641e-06,5.482081102444118e-06
130,130,1000000.0,800,17.15,2.43,0.81,,0.0024,253.0,0.0252999999999999,800.0,0.0009288093287977,0.0098606423639456,0.0010297116158783,-4.96772322116e-05,1.2631813866983432e-05,422819658008.7124,355448459981.2932,306130000000.0,2.618001570377496,0.0657577433151582,1098959151776.2816,923853304079.7708,795668694113.4155,1.4745274618477686e-05,1.2395793468597785e-05,1.067587760752023e-05,8.268451262967006e-06,6.9509735703713245e-06,5.9865262581522e-06
131,131,1000000.0,805,17.15,2.43,0.81,,0.002415,232.0,0.0232,805.0,0.0009383904725268,0.0121385496532837,0.0009692142579607,-0.0001452850784616,-3.858702313315836e-05,385671399068.2103,325260642513.7248,280720000000.0,2.588973491108179,0.0599842683725097,997164513159.8647,840970761705.0967,725809647307.3687,1.3535331751311155e-05,1.1415185862121068e-05,9.85200960820032e-06,7.583306033141532e-06,6.395472930264094e-06,5.5196876791140815e-06
132,132,1000000.0,810,17.15,2.43,0.81,,0.00243,257.0,0.0257,810.0,0.0008363969344031,0.0104650482404399,0.0011773578062479,-2.8457672189750004e-05,4.642582755371168e-05,424957062167.2965,359552363843.2179,310970000000.0,2.939372122987472,0.075541863560778,1249106942001.205,1056858195035.0032,914056549085.4144,1.5006164413657256e-05,1.2696581296080092e-05,1.0981031645681673e-05,8.4017814004772e-06,7.108671985891843e-06,6.148155177799658e-06
133,133,1000000.0,815,17.15,2.43,0.81,,0.0024449999999999,242.0,0.0242,815.0,0.0007128217213789,0.0114379590973788,0.0008778759937528,-1.0099031959551997e-05,1.9863103682956483e-05,398013082902.5767,337853138565.094,292425161637.72974,3.900028797077272,0.0969530809451948,1594570026607.4404,1353549697970.6484,1171550428374.9792,1.4143030143940468e-05,1.200530165517352e-05,1.0391060127290858e-05,7.910787592448362e-06,6.715066743885618e-06,5.812154021504107e-06
134,134,1000000.0,820,17.15,2.43,0.81,,0.0024599999999999,243.0,0.0243,820.0,0.0009479512953589,0.0083522608146881,0.000862602828677,-0.0002241997961955,-2.9421984939470893e-05,397507867314.2268,338532598078.4819,293203552140.07983,2.6119555198063447,0.0639115398239145,1045487238361.0107,890376116205.1921,771155987617.8572,1.42127791711425e-05,1.2104135425624565e-05,1.0483408459101895e-05,7.94284992435413e-06,6.7644286871774335e-06,5.8586810562298655e-06
135,135,1000000.0,825,17.15,2.43,0.81,,0.0024749999999999,254.5,0.02545,825.0,0.001002861636266,0.0106451095725418,0.0012348333262032,-3.2723418767884354e-05,5.4107417358109655e-06,413301617673.1585,353803145788.87964,306629113725.94324,2.6137762522220047,0.0669836596816982,1087797835132.1892,931199587891.418,807038907753.2156,1.487031825323961e-05,1.2729602672493128e-05,1.103231226745257e-05,8.300904453070518e-06,7.105914864121767e-06,6.158453939518783e-06
136,136,1000000.0,830,17.15,2.43,0.81,,0.0024899999999999,270.0,0.027,830.0,0.0009578781205163,0.0104926007852268,0.001007257725664,0.0003261453736775,1.974203460571354e-05,434197843453.2917,374554822170.95386,324826218079.71216,2.778727541225946,0.0751667870315384,1208787289940.9949,1042743798139.254,904301598394.7336,1.571798510687822e-05,1.3558904553209248e-05,1.1758726431007077e-05,8.765670448991331e-06,7.56158554385893e-06,6.557654819824649e-06
137,137,1000000.0,835,17.15,2.43,0.81,,0.002505,271.0,0.0271,835.0,0.001079174514075,0.0089826314730726,0.0009036340595629,-0.0001408121922204,2.2193957110358276e-05,433408383320.1096,375142857093.56506,325549755429.9667,2.340429107526023,0.0629803459470602,1007240218371.0928,871831251635.4736,756576982286.3533,1.578334128331706e-05,1.3661497957535358e-05,1.1855476479919664e-05,8.79328735213573e-06,7.611156284645522e-06,6.60497733104274e-06
138,138,1000000.0,840,17.15,2.43,0.81,,0.00252,263.0,0.0262999999999999,840.0,0.0007414354209913,0.0102296604800902,0.0008960778877954,-0.0001807415483264,3.0957315255152247e-05,418287194367.512,363292916821.61707,315474063477.4147,4.470165776709679,0.1166899969981614,1855890929852.2568,1611887808873.3003,1399721198485.8289,1.53255786091184e-05,1.3310649309511922e-05,1.1558619589757732e-05,8.528953950140124e-06,7.407610368442864e-06,6.432575025231116e-06
139,139,1000000.0,845,17.15,2.43,0.81,,0.002535,272.5,0.02725,845.0,0.0008052183148947,0.0106546876129476,0.0011508730708452,3.618415084354769e-05,2.362424469619117e-06,430985557248.718,376050000000.0,326387337520.97644,3.159092208130931,0.0860759939629987,1361376521977.2595,1187848716689.3833,1030976678680.9106,1.588599255612163e-05,1.3861085134419103e-05,1.2030534961240894e-05,8.830296045056877e-06,7.704742704005114e-06,6.68722366026964e-06
140,140,1000000.0,850,17.15,2.43,0.81,,0.00255,79.0,0.0079,850.0,0.0010631473377379,0.0095266323747786,0.0013635598892607,0.0004569444278315,2.0510545615488603e-05,124247334714.81284,109020000000.0,94482597018.68506,2.4038160943119347,0.0190239367362771,299199169020.9694,262530326960.62543,227522904856.03015,4.6066475301295456e-06,4.042072330062212e-06,3.5030773351829507e-06,2.558003267619469e-06,2.24450300584699e-06,1.9452070538311177e-06
141,141,1000000.0,855,17.15,2.43,0.81,,0.0025649999999999,418.5,0.04185,855.0,0.0009328501459435,0.0119246594375587,0.0010123853489767,-0.000171038475917,2.184434971478749e-06,651942495001.7598,577530000000.0,499778050171.3842,3.0173334297282586,0.1277583190301933,1990228847449.824,1763064802616.67,1525706178687.7834,2.4315672484008184e-05,2.154028988346793e-05,1.864035474881997e-05,1.3484652512084716e-05,1.1945518853289758e-05,1.0337312556547133e-05
142,142,1000000.0,860,17.15,2.43,0.81,,0.0025799999999999,328.5,0.03285,860.0,0.0011790910567128,0.0107334333694587,0.0009770321992203,-2.8350430102838007e-05,-4.846693958951219e-05,507551055179.216,453180697917.5133,391717633109.7601,2.2303383493669853,0.0735581075955021,1136514311326.7407,1014767565833.2184,877138745916.0786,1.9042368578467645e-05,1.7002494220695443e-05,1.4696514709691944e-05,1.05471729183994e-05,9.417328829174042e-06,8.140094615971077e-06
143,143,1000000.0,865,17.15,2.43,0.81,,0.0025949999999999,315.5,0.0315499999999999,865.0,0.0012345771965555,0.0111182929918497,0.000758906342185,-0.0001251238820652,-2.567132373657072e-05,484673986661.7453,434316166471.122,375657606299.6618,2.130482306416594,0.066735808295664,1025201593019.1274,918682739312.9796,794605831975.3494,1.8293143465130227e-05,1.6392478575555258e-05,1.4178517260929609e-05,1.011721922608085e-05,9.066036120246731e-06,7.841581065770918e-06
144,144,1000000.0,870,17.15,2.43,0.81,,0.0026099999999999,185.0,0.0185,870.0,0.0009871033642525,0.0096740769617755,0.0010365648223218,0.0002067095848143,2.4102721898385444e-05,282561950590.18713,254124752505.93564,219947316229.32803,2.7205942055001446,0.0505590880160694,772220244858.4614,694503552919.4305,601099228115.5057,1.0724860765668187e-05,9.645504577114488e-06,8.348273139447441e-06,5.925010025019808e-06,5.328713590270763e-06,4.612050741131272e-06
145,145,1000000.0,875,17.15,2.43,0.81,,0.0026249999999999,328.5,0.03285,875.0,0.0007461841716462,0.011145731919482,0.0008056549731453,0.0001415453546993,7.161125028869636e-06,498344085602.2041,450274363459.0801,389973831616.62646,3.9781737634015295,0.1330510471424758,2018423209334.334,1823728327538.58,1579495484163.035,1.9025145577723e-05,1.7190000969658676e-05,1.4887924091731087e-05,1.0495299027479626e-05,9.482934031815443e-06,8.212983948154196e-06
146,146,1000000.0,880,17.15,2.43,0.81,,0.0026399999999999,359.0,0.0359,880.0,0.0009898495916331,0.0107513516403943,0.0008530742755902,-3.8056908722171136e-05,-4.474561926596415e-06,538380582939.39166,491021933409.2863,425546211357.7275,2.7185311454158114,0.0974082563248658,1460799827946.8232,1332300566870.8347,1154643856100.5308,2.067485251390785e-05,1.885618905292824e-05,1.6341795072991566e-05,1.1388152064798714e-05,1.03863932355932e-05,9.001411119030523e-06
147,147,1000000.0,885,17.15,2.43,0.81,,0.0026549999999999,666.0,0.0665999999999999,885.0,0.001059305799572,0.0100685700837013,0.0009498457532525,4.625653934642145e-05,-2.3147941174526495e-05,992886146991.5216,908956814502.9012,788274956543.1143,2.50902973546757,0.1672078092939919,2492767530282.3545,2282052217655.788,1979064994067.4304,3.8346790995502525e-05,3.510531101203706e-05,3.0444391934703627e-05,2.1090661946564656e-05,1.930785413493201e-05,1.6744357527566283e-05
148,148,1000000.0,890,17.15,2.43,0.81,,0.0026699999999999,266.0,0.0266,890.0,0.0009869812742521,0.0098436101997076,0.0007834146464812,9.36101835343875e-05,-2.1894626619450092e-05,394204766329.723,362252346161.8632,314365867738.07263,2.835152076784637,0.0756578229866108,1121228362084.6787,1030346762496.192,894144254675.1655,1.531024841303616e-05,1.4069270292141346e-05,1.2209440216721858e-05,8.409055866210231e-06,7.727456582787524e-06,6.705956827594523e-06
149,149,1000000.0,895,17.15,2.43,0.81,,0.0026849999999999,418.0,0.0417999999999999,895.0,0.0006929682505756,0.0119759419823376,0.0010316581524996,-5.742997576792741e-05,1.01943317388764e-05,615766461351.0071,568020964522.0739,493263871997.6592,4.158301730705513,0.1722965027181818,2538143726840.407,2341340326740.713,2033197130680.0383,2.4052335776637542e-05,2.2187358072213227e-05,1.926728560328184e-05,1.3188966358614784e-05,1.2166316066699665e-05,1.0565110349504351e-05
150,150,1000000.0,900,17.15,2.43,0.81,,0.0026999999999999,321.0,0.0321,900.0,0.0012543885706008,0.0091433129550706,0.0007434146066749,-5.245527208939774e-05,1.8798085317591637e-05,468196594909.00446,435260827123.0767,378230337907.7933,2.1889274345706613,0.0695015561820777,1013719375243.7913,942408250160.504,818928257939.7126,1.839098098263472e-05,1.709724863689395e-05,1.4857064376706248e-05,1.0069306991552311e-05,9.360971304268126e-06,8.134440590394159e-06
151,151,1000000.0,905,17.15,2.43,0.81,,0.0027149999999999,470.0,0.047,905.0,0.0010467699015634,0.0113274839308628,0.0010244323053879,-5.665280286350161e-05,1.899490673291652e-05,679352506339.9905,635911708892.3223,552963556007.6389,2.6087954585476885,0.1224545938207703,1769996494148.6362,1656815106771.9429,1440700588268.1758,2.6832550367217732e-05,2.511675867641133e-05,2.184053540590785e-05,1.4668135734866691e-05,1.3730190400969069e-05,1.1939228044733794e-05
152,152,1000000.0,910,17.15,2.43,0.81,,0.00273,299.0,0.0299,910.0,0.0008981690299378,0.011712524340057,0.0007489017480788,-4.129869000275e-05,-5.400036936575465e-06,429538490422.61255,403666307284.062,351249876701.34656,3.044870337888543,0.0910926922162757,1308622658966.914,1229801026338.048,1070110264527.1088,1.7060570755287016e-05,1.6032969688396106e-05,1.395107425263162e-05,9.31101398418489e-06,8.750188204014584e-06,7.613968449467002e-06
153,153,1000000.0,915,17.15,2.43,0.81,,,,,915.0,,,,,,,,,,,,,,,,,,,
154,154,1000000.0,920,17.15,2.43,0.81,,0.00276,178.5,0.0178499999999999,920.0,0.0009307120019456,0.0082589117689146,0.0007208724870915,0.0002629765491677,4.549840977422287e-05,253073380289.0919,239931907885.4472,209060957508.3968,3.1414981165248186,0.0564103753112668,799773913915.8899,758243639942.0945,660683869802.8837,1.0164359398802947e-05,9.636549447446109e-06,8.396658336589213e-06,5.527852523160925e-06,5.240804864092421e-06,4.566494271887045e-06
155,155,1000000.0,925,17.15,2.43,0.81,,0.0027749999999999,332.0,0.0332,925.0,0.0006634374426539,0.0113797889735455,0.0010457242285767,-5.832355787226042e-05,-3.172773614656364e-06,464827752582.0625,445280807113.4092,388254209748.014,4.183284658026213,0.1387820432545891,1943064616408.9531,1861354826302.7563,1622973269006.7834,1.8772035978484605e-05,1.798263396544052e-05,1.567961885602155e-05,1.0190551778023714e-05,9.76201850135506e-06,8.511808095568295e-06
156,156,1000000.0,930,17.15,2.43,0.81,,0.0027899999999999,331.5,0.03315,930.0,0.0011768139955847,0.0100014587646974,0.0009704751014856,4.814151162109419e-06,-4.944510887779686e-06,461180968494.1576,443632575968.848,387082913429.4684,2.454375314178723,0.0817927832575222,1137896681705.485,1094598586189.9324,955070553267.7756,1.872474807159445e-05,1.8012252865708613e-05,1.5716238379159002e-05,1.0147956099128355e-05,9.761816320770677e-06,8.517481597367153e-06
157,157,1000000.0,935,17.15,2.43,0.81,,,,,935.0,,,,,,,,,,,,,,,,,,,
158,158,1000000.0,940,17.15,2.43,0.81,,0.0028199999999999,309.0,0.0308999999999999,940.0,0.0011855614305318,0.0110694050278758,0.0008913369144053,-7.25319369670687e-05,4.6115025658888224e-05,422402919679.43335,411699219540.07495,359716790967.1312,2.379645216758876,0.0735458558401151,1005371658161.4028,979895516174.1836,856170849570.7919,1.7336612178483685e-05,1.6897302009104022e-05,1.4763795912723844e-05,9.361123674557671e-06,9.123912575600416e-06,7.971898893629455e-06
159,159,1000000.0,945,17.15,2.43,0.81,,0.002835,308.5,0.0308499999999999,945.0,0.0011471285154129,0.0121351746283946,0.0008868844175772,3.279466546377347e-05,-2.655582433625309e-06,417910317690.556,410123240717.3501,358588846428.4256,2.5109527536289886,0.0782035879029267,1059386912967.6976,1039646966174.1494,909009217914.895,1.7242825556711604e-05,1.6921533633153266e-05,1.479524353386769e-05,9.29346332943182e-06,9.12029480204567e-06,7.974276186914876e-06
160,160,1000000.0,950,17.15,2.43,0.81,,,,,950.0,,,,,,,,,,,,,,,,,,,
161,161,1000000.0,955,17.15,2.43,0.81,,0.002865,389.5,0.03895,955.0,0.0011558681800351,0.0106836022996829,0.0012028771398677,-1.0428369573934783e-05,-3.848054451803041e-05,519560290206.70496,515508171662.1904,451820000000.0,2.5036956597482227,0.0970807785853046,1294976058928.723,1284876371554.6172,1126137031589.5342,2.16660959782132e-05,2.1497119266645e-05,1.884126956850706e-05,1.1632328752736022e-05,1.1541606701910892e-05,1.0115705291815551e-05
162,162,1000000.0,960,17.15,2.43,0.81,,0.0028799999999999,279.5,0.02795,960.0,0.0010714366736692,0.0108642474912077,0.0011129154778754,-0.0001134488855625,1.4587566858683671e-05,368411958598.7825,369097509239.0771,324220000000.0,2.7960249888844118,0.0775168194769054,1021757541604.1144,1023658854850.1246,899195105932.1034,1.5446353167427642e-05,1.547509614673923e-05,1.3593523519135684e-05,8.275740302013889e-06,8.291140016736873e-06,7.28304404374948e-06
163,163,1000000.0,965,17.15,2.43,0.81,,0.002895,246.5,0.02465,965.0,0.0011781099451012,0.011643267608334,0.0010342811137416,0.0001123074060181,-1.751198827381639e-05,322551881218.38336,324791962297.4723,285940000000.0,2.4715640347333,0.0608583963741851,796348488374.3401,801879025584.1375,705957397940.5486,1.3592025094684382e-05,1.3686419950253338e-05,1.2049235741219252e-05,7.268791168394371e-06,7.319271982527787e-06,6.443732830947226e-06
164,164,1000000.0,970,17.15,2.43,0.81,,0.00291,240.0,0.024,970.0,0.0013977880150264,0.010698592101477,0.001212205036309,-5.803233716095758e-06,-5.398770016825153e-05,309799787914.3002,315519687783.83105,278400000000.0,2.081890999017465,0.0499669712137295,644989878530.5562,656898464869.1505,579616866079.2625,1.3123267860689968e-05,1.336556556731378e-05,1.1793157758477092e-05,7.003863384199928e-06,7.133177214681244e-06,6.293986123388353e-06
165,165,1000000.0,975,17.15,2.43,0.81,,0.0029249999999999,273.5,0.02735,975.0,0.001101551278225,0.0103299186353367,0.0011944166426738,7.454299012916395e-05,1.2731621309562096e-05,350509096716.9542,358754402585.71124,317260000000.0,2.65996005214399,0.0730877927003127,936670427803.3868,958704475557.9164,847818395323.6282,1.4926458606231437e-05,1.527758563231574e-05,1.351054309793588e-05,7.948718979074304e-06,8.135703054127246e-06,7.194707946018146e-06
166,166,1000000.0,980,17.15,2.43,0.81,,0.00294,384.5,0.0384499999999999,980.0,0.0011082690304532,0.0120102594783539,0.0010786131852983,0.0001609464765858,-1.8752184461582008e-05,489361420472.2503,503695000000.0,446010897516.97485,2.6580776364577057,0.1023038986455482,1302043723303.8918,1340181072256.6826,1186701005315.647,2.0947133766666575e-05,2.1560683170363288e-05,1.90915130225491e-05,1.1131995761415524e-05,1.1458056092029328e-05,1.0145857873129258e-05
167,167,1000000.0,985,17.15,2.43,0.81,,0.0029549999999999,145.0,0.0144999999999999,985.0,0.0010140252613268,0.0102375405092389,0.0007107756295016,-0.0002046572084741,-3.947678420855941e-05,182373525251.4868,189950000000.0,167939996147.8933,3.160855953965683,0.0456557908724158,574235002037.734,598090860428.6482,528788506430.52057,7.846046815085643e-06,8.172000790522455e-06,7.225089661915885e-06,4.160962390789952e-06,4.333824249109906e-06,3.831652685976121e-06
168,168,1000000.0,990,17.15,2.43,0.81,,0.00297,1238.0,0.1237999999999999,990.0,0.0012808303960695,0.0117255599409045,0.0008534343507022,1.5577133326897892e-05,7.20130698176128e-06,1541343358407.8218,1621780000000.0,1431669517948.7466,2.318831498656838,0.2871014881442693,3574490888046.619,3761029494689.9272,3320149023698.496,6.665294182253158e-05,7.013129644299813e-05,6.191027104272331e-05,3.5271499343419405e-05,3.7112180029931765e-05,3.2761766018497894e-05
169,169,1000000.0,995,17.15,2.43,0.81,,0.002985,157.5,0.01575,995.0,0.0011885751742397,0.0095167043882603,0.0011980309807925,0.0002131783475739,-2.4997540412578305e-05,194096594756.42703,206312384369.59784,181860203238.88388,2.70047230243972,0.0435685107459586,536920607898.3725,570712592725.7883,503071632957.17645,8.436098827940249e-06,8.967038634315301e-06,7.90426359266008e-06,4.454356838026487e-06,4.734699139052448e-06,4.17354174027922e-06
170,170,1000000.0,1000,17.15,2.43,0.81,,0.003,154.0,0.0154,1000.0,0.0011466668978527,0.0090907257935675,0.0010889805110545,-0.0002709271529018,-3.353605915942884e-06,187469195850.7211,201273503797.81744,177546369094.81512,2.7101362320933804,0.0418369676179991,509294978972.65967,546796951996.7868,482337772370.9808,8.18839376181485e-06,8.791346735327273e-06,7.754978488767378e-06,4.314625782242941e-06,4.632333567270141e-06,4.086250747296647e-06
171,171,1000000.0,1005,17.15,2.43,0.81,,0.003015,250.0,0.025,1005.0,0.0014281886799949,0.0074296005902948,0.0009652147843649,-0.0001597018603794,-3.58784487658876e-05,301742598775.885,326005426751.12805,287782261039.7716,2.111203858814422,0.0527869302882995,637122621063.7196,688353029420.7659,607645686068.6262,1.3246567293144995e-05,1.431171084529811e-05,1.2633705357154948e-05,6.963810348369494e-06,7.523763544305875e-06,6.641624668296901e-06
172,172,1000000.0,1010,17.15,2.43,0.81,,0.0030299999999999,253.5,0.0253499999999999,1010.0,0.0011242923227427,0.0085684713763739,0.0011380218583265,-0.0002142287309299,5.37151896713979e-06,301573203367.6074,329821906667.218,291362655453.85504,2.6994818099667306,0.0686018083183998,816113100252.0881,892559338082.5903,788481461167.0752,1.33054851254217e-05,1.455182497713344e-05,1.2854993198845473e-05,6.979164864271588e-06,7.632911136580645e-06,6.742867021993614e-06
173,173,1000000.0,1015,17.15,2.43,0.81,,0.003045,462.0,0.0462,1015.0,0.0013925860526455,0.0117679411183459,0.0009174721005153,0.0001621521255933,9.457034593561003e-06,545525284340.9436,599733060411.2588,530186640438.5989,2.2287042365039422,0.1027516525254729,1213281914728.5818,1333843355658.358,1179167823636.2505,2.419141252365729e-05,2.6595265673179608e-05,2.351121772270798e-05,1.2660430372970913e-05,1.3918472473514329e-05,1.230445451132769e-05
174,174,1000000.0,1020,17.15,2.43,0.81,,0.00306,94.0,0.0093999999999999,1020.0,0.0015434506829313,0.0099982140890946,0.0012690831731318,0.0001258038540053,8.847692623823703e-05,110162674792.04378,121746393720.99922,107707143360.6797,1.9835693535160144,0.0186366501745734,218410982169.64,241377122318.52585,213542590650.59723,4.909427723420821e-06,5.42565911447484e-06,4.799996338356624e-06,2.563860471101269e-06,2.833453045231843e-06,2.5067118952854998e-06
175,175,1000000.0,1025,17.15,2.43,0.81,,0.003075,75.0,0.0075,1025.0,0.0014699579612046,0.009253967802602,0.0014222889646354,0.0001367112622071,-2.803710890314756e-05,86714391757.02841,96916897139.3081,85803841296.00674,2.0919181946684406,0.0156914047568312,181422749240.26263,202768301438.54272,179517707128.8746,3.883249976481097e-06,4.340139288428266e-06,3.842473641841576e-06,2.023668363831786e-06,2.261765950121659e-06,2.0024186943789337e-06
176,176,1000000.0,1030,17.15,2.43,0.81,,0.00309,745.5,0.07455,1030.0,0.0013278840748398,0.0116651102922233,0.0010808481552332,-9.724089070192504e-05,-8.751651904566238e-06,853037368180.7808,961155404380.3224,851571052460.5005,2.327023572365826,0.1734787756136391,1985028547078.2417,2236620559709.3296,1981616412191.357,3.8389939985540666e-05,4.325566460192732e-05,3.832395017712058e-05,1.996216874152068e-05,2.2492269488712915e-05,1.992785507259079e-05
177,177,1000000.0,1035,17.15,2.43,0.81,,0.003105,299.0,0.0298999999999999,1035.0,0.0016754946203718,0.0119375205953104,0.0008926927140682,-7.763071891e-05,-6.56267126787147e-05,338109993824.5063,384611808827.8836,341013178818.47,1.9080128176956177,0.0570819273188609,645483949607.726,734260311621.7026,651026404283.9346,1.5290667150247784e-05,1.7393662589856423e-05,1.5421960623463883e-05,7.933204296251167e-06,9.024294193936207e-06,8.001322837813352e-06
178,178,1000000.0,1040,17.15,2.43,0.81,,0.00312,310.0,0.031,1040.0,0.0013431906334062,0.010230436632348,0.001030372150053,-0.0001376652968957,-2.6674444082467843e-05,346131759091.65704,397847193422.8516,353010281733.50507,2.3592631899480674,0.0729319243917859,814324363989.31,935992304199.9893,830507070222.9374,1.572791000911605e-05,1.8077811963729796e-05,1.604046377589711e-05,8.143031279725619e-06,9.359678953168375e-06,8.304854121922649e-06
179,179,1000000.0,1045,17.15,2.43,0.81,,,,,1045.0,,,,,,,,,,,,,,,,,,,
