,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
358,358,2.25,0.02,1890,100000.0,226.5,18.76,5.23,,378.0,0.3779999999999999,1890.0,0.2280757908057467,0.1102715010447045,0.0057541000681222,0.001412771848902,-6.19293379871471e-05,1189936440000.0,23982134400.0,170814216461.5384,365531080090.9091,8.464281376507923,3.207084267394729,10095837132073.26,203472819928.00504,1449247582701.4749,3101293587839.5684,9.55370681026378e-05,1.92546654628013e-06,1.3714253032696917e-05,2.9347590777436745e-05,6.06037494843313e-05,1.2214158810677014e-06,8.699609184837987e-06,1.8616585946864934e-05
359,359,2.25,0.02,1895,100000.0,226.5,18.76,5.23,,373.0,0.3729999999999999,1895.0,0.2020131466291331,0.1136605181009291,0.0069238979334063,0.0004850035821163,3.9266169503625965e-05,1174196540000.0,23664910400.0,165489598615.38458,356779149879.6992,9.896249286247818,3.667893148308596,11546454273012.494,232708747215.8092,1627340924605.1177,3508385520919.878,9.452988069384152e-05,1.9051675597191332e-06,1.3322907605556414e-05,2.8722866507661627e-05,5.990462474044823e-05,1.2073256296840483e-06,8.442873033420808e-06,1.82019963103958e-05
360,360,2.25,0.02,1900,100000.0,226.5,18.76,5.23,,362.4,0.3624,1900.0,0.2316386518353283,0.1226158046678068,0.0066052664471858,-0.0007214384578107,-3.8600407671866286e-05,1140827952000.0,22992395520.0,157847534990.76923,342859547314.2857,8.426027649908315,3.039771961142506,9569141338237.389,192857724120.2941,1324008032561.813,2875868759757.1147,9.211362263120498e-05,1.8564699791969049e-06,1.2745049107462296e-05,2.768343368642662e-05,5.830218229206592e-05,1.175029795323879e-06,8.066821770321667e-06,1.7521888197995947e-05
361,361,2.25,0.02,1905,100000.0,226.5,18.76,5.23,,352.2,0.3522,1905.0,0.2130779469991011,0.1240710667543885,0.0065253385911426,0.0022131987830081,7.88383361655901e-05,1108718556000.0,22345258560.0,150586038678.46158,329561167495.5224,9.6291593803377,3.3970145047703237,10693733720726.88,215522905852.2522,1452421798996.7031,3178660040293.3887,8.976337025679736e-05,1.809102685934618e-06,1.2191651589349927e-05,2.6681722733035048e-05,5.675665516570598e-05,1.1438810397960542e-06,7.708682987031297e-06,1.6870638123919732e-05
362,362,2.25,0.02,1910,100000.0,226.5,18.76,5.23,,340.3,0.3402999999999999,1910.0,0.2340844910561145,0.1110570641654221,0.0068364425988196,0.0016624828541761,3.596738943215453e-05,1071257594000.0,21590265440.0,142806471573.2825,314927943074.62683,8.491314909201561,2.89161866970634,9102757739862.162,183458168175.7848,1213464176773.997,2676025623881.3003,8.698434438299023e-05,1.7530938355739044e-06,1.1595649237890128e-05,2.55716279722635e-05,5.493149797197168e-05,1.1070965833747826e-06,7.322770403261381e-06,1.6148743087762955e-05
363,363,2.25,0.02,1915,100000.0,226.5,18.76,5.23,,329.6,0.3296,1915.0,0.2145464298803517,0.1157226317894696,0.0067468546743016,0.0008317610782711,4.650549508952267e-05,1037574208000.0,20911406080.0,135746982790.83977,301667241217.9105,9.575570612666628,3.1491839317483445,9913568033465.152,199799344712.9874,1297003085522.5474,2882298631002.111,8.447622400879746e-05,1.702544850028702e-06,1.1052117948133646e-05,2.4560854779112e-05,5.329256207176389e-05,1.0740652552210136e-06,6.972324919660584e-06,1.5494429269413054e-05
364,364,2.25,0.02,1920,100000.0,226.5,18.76,5.23,,322.2,0.3221999999999999,1920.0,0.2317271150820261,0.1167677040675121,0.0069348605371522,-0.0001052887247462,6.64227087309564e-05,1014279156000.0,20441914560.0,130221867077.86264,291636224946.6666,8.564698253534019,2.7650436878656026,8704302228527.159,175427643767.89557,1117533058925.2563,2502752647243.121,8.280146253302846e-05,1.6687914885467774e-06,1.063076272843041e-05,2.380794854192516e-05,5.2182638150752953e-05,1.0516957035771797e-06,6.699655148034565e-06,1.500410168938096e-05
365,365,2.25,0.02,1925,100000.0,226.5,18.76,5.23,,316.1,0.3160999999999999,1925.0,0.2168818256805934,0.1126357459607413,0.0064087412688173,0.0012123338470493,-0.0001763217997086,995076478000.0,20054901280.0,125357520339.394,282941833517.77783,9.610476950642347,3.049378631069936,9599382943035.535,193467217372.5059,1209308901508.5825,2729505792359.567,8.146686659820189e-05,1.6418938677976352e-06,1.026301456456575e-05,2.3164435212630417e-05,5.12783286095623e-05,1.0334701309944654e-06,6.459929727776493e-06,1.4580572083944564e-05
366,366,2.25,0.02,1930,100000.0,226.5,18.76,5.23,,296.0,0.296,1930.0,0.217389541304351,0.1189681280232636,0.0072056403589949,0.0024007023007036,-2.98316423517969e-05,931802080000.0,18779660800.0,115166792000.0,261998392941.17645,9.179563565056528,2.7164220978891143,8551242435712.974,172342856716.15527,1056897360580.4032,2404385892556.9155,7.649050411980523e-05,1.541599608568104e-06,9.45390246171242e-06,2.150713073601361e-05,4.809623768304454e-05,9.693378549270404e-07,5.944491346516153e-06,1.3523405077046536e-05
367,367,2.25,0.02,1935,100000.0,226.5,18.76,5.23,,275.1,0.2751,1935.0,0.2386458167042064,0.1085018699534733,0.0061758022344563,0.0006131336840978,-9.409559450726557e-06,866009298000.0,17453664480.0,105004557095.45451,240779438302.9412,8.514692137828433,2.356182802402221,7417216338306.144,149487546661.84845,899345443846.4998,2062233266817.364,7.127919405768296e-05,1.4365701850554587e-06,8.642678801986665e-06,1.9817990808564328e-05,4.477212463681201e-05,9.023432465128784e-07,5.428668177776231e-06,1.2448142354334024e-05
368,368,2.25,0.02,1940,100000.0,226.5,18.76,5.23,,272.0,0.272,1940.0,0.2097392012951331,0.1188582619072543,0.0061758588353867,0.0015055659372476,-0.0001192859283431,856250560000.0,17256985600.0,101837657212.12125,235396431883.2116,9.569006300497437,2.6120879859170616,8222800737907.193,165723399848.9108,977973973962.2133,2260574234006.916,7.067671363716382e-05,1.4244277159852134e-06,8.405893406085184e-06,1.943011424999231e-05,4.4338894441136114e-05,8.936118685757193e-07,5.273420356374246e-06,1.2189443175476356e-05
369,369,2.25,0.02,1945,100000.0,226.5,18.76,5.23,,270.3,0.2703,1945.0,0.1920218757660904,0.1073321484834225,0.006994773796814,0.0006999726296607,-5.928998415606308e-05,850898994000.0,17149129440.0,99257532606.8182,231294926924.99997,12.080841612347182,3.2552642748413008,10247506831914.916,206529590864.45132,1195373658541.8823,2785520209289.6104,7.042130538586603e-05,1.4192801847359876e-06,8.214658925254647e-06,1.9142214056004625e-05,4.413136182936095e-05,8.894292292172884e-07,5.147931912775404e-06,1.199597153293e-05
370,370,2.25,0.02,1950,100000.0,226.5,18.76,5.23,,254.8,0.2548,1950.0,0.2473599111116754,0.1276457203229159,0.006885119788784,0.0009512772840045,-7.485576615422268e-05,802105304000.0,16165735040.0,91759703296.96973,215572498481.75183,8.026107334435139,2.045278633200305,6438496231741.897,129762293827.66676,736554790196.5927,1730399627356.0923,6.655875029113804e-05,1.341433744963816e-06,7.614226147209121e-06,1.7888219943853724e-05,4.166650930360612e-05,8.397522695396507e-07,4.766589264592778e-06,1.1198222314200693e-05
371,371,2.25,0.02,1955,100000.0,226.5,18.76,5.23,,241.2,0.2411999999999999,1955.0,0.2419777566800575,0.115751919170584,0.0066412542826683,0.0016721674546931,-5.019301472327167e-06,759292776000.0,15302885760.0,85174611428.57143,201756025669.56525,8.363267677314296,2.022740898718914,6367547894349.167,128332391771.04178,714287603934.7548,1691957565028.245,6.318436631836647e-05,1.273425969731541e-06,7.087784869860767e-06,1.6789079306140483e-05,3.950370307167236e-05,7.961627903104971e-07,4.431377020132951e-06,1.0496754852532946e-05
372,372,2.25,0.02,1960,100000.0,226.5,18.76,5.23,,243.0,0.243,1960.0,0.2328229190614593,0.1201735208794899,0.0061971361681994,0.001596154795917,-2.467451286542684e-05,764959140000.0,15417086400.0,84135987473.6842,200949291978.26093,9.026014969606171,2.191097436091659,6897530906867.82,139013738613.34808,758642577928.5159,1811932010032.9285,6.382349858990893e-05,1.2863071249935047e-06,7.019790727498565e-06,1.6765976354263483e-05,3.986030639362201e-05,8.033498202282322e-07,4.3841377454892506e-06,1.0471017246535402e-05
373,373,2.25,0.02,1965,100000.0,226.5,18.76,5.23,,221.2,0.2211999999999999,1965.0,0.1908985291126555,0.1076877905030611,0.0059136564327262,0.0018599841149513,1.6078307697902525e-05,696333176000.0,14033989760.0,75082993726.31577,180837279533.81293,11.640195274581432,2.5966954453378523,8174345328014.653,164746823190.371,881408986579.8132,2122872242824.3225,5.826132345442585e-05,1.1742063209745158e-06,6.282099911631252e-06,1.5130428361979838e-05,3.633984333331595e-05,7.323979479900008e-07,3.91838895955556e-06,9.437434023798145e-06
374,374,2.25,0.02,1970,100000.0,226.5,18.76,5.23,,197.7,0.1977,1970.0,0.2018611748218745,0.1100937333702064,0.0063511271856693,0.0008951757117275,-9.04063105317614e-05,622355646000.0,12543036960.0,65782649312.68656,159776996833.81296,11.070018585466205,2.175358453112312,6847984903228.498,138015181986.02005,723828235965.9869,1758079113178.2212,5.220814298567033e-05,1.0522097313506618e-06,5.5183719845179145e-06,1.3403365664205292e-05,3.2528885346323514e-05,6.555914030649579e-07,3.438285281129736e-06,8.351121492014228e-06
375,375,2.25,0.02,1975,100000.0,226.5,18.76,5.23,,193.6,0.1936,1975.0,0.2218975714494263,0.1074346521871665,0.006496026246902,-0.0008846328075355,2.1008356226288887e-05,609448928000.0,12282913280.0,63138861910.44777,154666700155.3957,9.184307018055314,1.7667008810388576,5561539039492.701,112087984057.3341,576175015314.9731,1411414232602.8423,5.125711323831386e-05,1.0330425536319084e-06,5.310232976046981e-06,1.3008093377204945e-05,3.190214084182644e-05,6.429599124776876e-07,3.305059329368015e-06,8.096164625459764e-06
376,376,2.25,0.02,1980,100000.0,226.5,18.76,5.23,,187.3,0.1873,1980.0,0.2302463289269781,0.1127726604576843,0.0060552036138407,0.0013188195126117,-9.751715910288368e-05,589616654000.0,11883211040.0,59864655473.13432,147908463398.5714,9.311960950981993,1.750633516767636,5510959298114.183,111068593344.61934,559535890768.9058,1382453355254.3418,4.972964471673882e-05,1.0022577535831075e-06,5.049124761949049e-06,1.2474945009626077e-05,3.091044057667104e-05,6.229730558322412e-07,3.138382986796033e-06,7.754047884590899e-06
377,377,2.25,0.02,1985,100000.0,226.5,18.76,5.23,,174.4,0.1744,1985.0,0.2216968792412672,0.1106337357435,0.0060508861138736,0.0017032100483646,8.446681849753632e-06,549007712000.0,11064773120.0,54622983235.82091,136131883862.85716,11.096281435362124,1.922879093345884,6053184928270.978,121996679501.51096,602255690827.6534,1500946980605.9517,4.642326858105728e-05,9.356206171803704e-07,4.618837524553942e-06,1.151110789316328e-05,2.882414431820568e-05,5.809255685994499e-07,2.86782993656787e-06,7.14723123374305e-06
378,378,2.25,0.02,1990,100000.0,226.5,18.76,5.23,,168.3,0.1682999999999999,1990.0,0.2312611718627522,0.1136018544641138,0.0058946976081716,0.0010760191818052,-9.651555228740416e-05,529805034000.0,10677759840.0,51647107714.92537,129845448114.8936,9.297024445110823,1.5625455574720268,4918862164010.792,99135390384.70128,479506587737.5871,1205522448662.4578,4.49140532672257e-05,9.052036946640326e-07,4.378367131570709e-06,1.1007606570116365e-05,2.785720473641593e-05,5.614377419999368e-07,2.7156103874588763e-06,6.827287398383354e-06
379,379,2.25,0.02,1995,100000.0,226.5,18.76,5.23,,147.1,0.1470999999999999,1995.0,0.2178536075760121,0.1173231779153952,0.0060214450321359,0.0010481082944697,-3.943557508921157e-05,463067858000.0,9332730080.0,44225026600.0,112168102058.5714,9.91594313878061,1.4630964728722324,4605798434672.33,92825863102.0842,439874102183.14514,1115654347319.296,3.936690564932415e-05,7.934057571967549e-07,3.7597134403162366e-06,9.53577540379307e-06,2.438360682325002e-05,4.914303960570693e-07,2.3287421956247585e-06,5.906397629321936e-06
380,380,2.25,0.02,2000,100000.0,226.5,18.76,5.23,,140.4,0.1403999999999999,2000.0,0.2275215280219299,0.0970921818350864,0.0056444089226477,0.0031865053448745,-1.4749513603660748e-05,441976392000.0,8907649920.0,41348230560.000015,105808985846.8085,9.598038289062435,1.3531423746009468,4259665132396.289,85849847328.08215,398504578956.5944,1019762267541.798,3.766943778771264e-05,7.591947682494397e-07,3.5240900349082877e-06,9.01804956527479e-06,2.330693455253041e-05,4.697310025153849e-07,2.1804343421239978e-06,5.579671568071406e-06
381,381,2.25,0.02,2005,100000.0,226.5,18.76,5.23,,131.3,0.1312999999999999,2005.0,0.2390783877516014,0.1073540733737088,0.0065241879382767,0.002187494101793,6.281182746339645e-05,413329774000.0,8330302240.0,37874404100.0,97791348836.17024,8.687775415289488,1.1415051106338687,3593435258173.206,72422563443.14368,329275139698.11383,850185258737.7589,3.5321047273788246e-05,7.118649991664623e-07,3.236552752385699e-06,8.356748224989678e-06,2.1827204887927777e-05,4.3990833762400025e-07,2.000079428826416e-06,5.164185939612241e-06
382,382,2.25,0.02,2010,100000.0,226.5,18.76,5.23,,121.4,0.1214,2010.0,0.225874519609647,0.1053821710993441,0.0059367294827413,0.0015953911157494,-3.4141669825317984e-05,382164772000.0,7702198720.0,34295888480.0,89354830245.07045,9.968277497571307,1.19231280440016,3753376861995.616,75646047412.60727,336832182644.0192,877585735059.3094,3.274442618390272e-05,6.599354412520001e-07,2.9385209496617847e-06,7.65605010588173e-06,2.021009286288446e-05,4.0731685070017356e-07,1.8136760417988744e-06,4.725368608805604e-06
383,383,2.25,0.02,2015,100000.0,226.5,18.76,5.23,,106.6,0.1065999999999999,2015.0,0.2236038755027346,0.1009640407448924,0.0052968120419939,0.0040944480036005,0.0001381009464314,335574668000.0,6763215680.0,29488971989.629627,77535337338.02815,9.37867078378687,1.0024804924870243,3155788540739.304,63602174349.74078,277318191023.452,729152562474.4282,2.882872760087069e-05,5.810179406767898e-07,2.533354337457732e-06,6.660947123576181e-06,1.7771022890657065e-05,3.581595159731509e-07,1.5616470676196958e-06,4.106037749753254e-06
384,384,2.25,0.02,2020,100000.0,226.5,18.76,5.23,,100.5,0.1004999999999999,2020.0,0.2617502596635259,0.108048642613641,0.0063361840657333,0.0003916080585865,-0.0001232617943057,316371990000.0,6376202400.0,27220659500.000008,72233051632.86713,8.675227442281365,0.8724271026399801,2746383070568.605,55350963041.57302,236298916413.27817,627045492048.8195,2.725128307488745e-05,5.492259177090132e-07,2.344701556922358e-06,6.221926718007569e-06,1.6777518574102847e-05,3.381363002402304e-07,1.4435384129947132e-06,3.830589950249889e-06
385,385,2.25,0.02,2025,100000.0,226.5,18.76,5.23,,89.4,0.0893999999999999,2025.0,0.2882685658320479,0.1117099654610501,0.0066201980021228,0.0020310961785002,-8.669282021023117e-05,281429412000.0,5671965120.0,23705432841.176468,63492785253.14684,7.270386935976402,0.65648580305107,2066604178288.707,41650610477.41451,174074721648.9143,466242864819.47687,2.4302206055535284e-05,4.897898343548005e-07,2.047029517802936e-06,5.482777152879198e-06,1.4944926849732622e-05,3.01202007317682e-07,1.2588448280332254e-06,3.37169816171901e-06
386,386,2.25,0.02,2030,100000.0,226.5,18.76,5.23,,81.0,0.0809999999999999,2030.0,0.2963099335853906,0.1084730214890594,0.0071081395462246,-0.0011128514634537,-0.0002520753045473,254986380000.0,5139028800.0,21023570250.000004,56840540664.33567,6.8822593414715,0.5581499218071347,1757044790850.4238,35411710159.0693,144867951742.5223,391673374410.7929,2.207411062528153e-05,4.448845080968945e-07,1.8200055055367183e-06,4.920672165412751e-06,1.3559282755393428e-05,2.732755552955815e-07,1.1179598437674487e-06,3.0225809034865526e-06
387,387,2.25,0.02,2035,100000.0,226.5,18.76,5.23,,67.2,0.0671999999999999,2035.0,0.3046866951767466,0.1108540246660998,0.007030680496614,0.0006529794366201,6.949878848913312e-05,211544256000.0,4263490560.0,17070905599.999994,46592537599.99999,6.768926575945663,0.4546532212757819,1431239247511.7358,28845382693.197723,115496164004.98186,315229870643.6456,1.836142773326844e-05,3.700586122693504e-07,1.481705083572902e-06,4.044097099247132e-06,1.1264307390022925e-05,2.2702232209179421e-07,9.089914883080712e-07,2.4809591880745785e-06
388,388,2.25,0.02,2040,100000.0,226.5,18.76,5.23,,60.9,0.0608999999999999,2040.0,0.3054722354028583,0.1129332702081173,0.007033386360012,0.0003854645251617,-0.0002783319171602,191711982000.0,3863788320.0,15139819707.352942,41718066483.33334,6.713697451909866,0.4096249462726029,1289491138367.2288,25988572791.27604,101833297770.13702,280603624660.62885,1.668385631847422e-05,3.362486189093748e-07,1.317552372313802e-06,3.630541084763751e-06,1.0222022202316206e-05,2.0601597031160021e-07,8.072503949577144e-07,2.224394100887951e-06
389,389,2.25,0.02,2045,100000.0,226.5,18.76,5.23,,51.8,0.0518,2045.0,0.30276401959907,0.1124778736304061,0.0070927896900825,0.0008628703318131,-0.0002649265760142,163065364000.0,3286440640.0,12600895423.529408,35056891413.793106,6.7976261023222495,0.3525220349073454,1109732315447.6255,22365690000.28955,85754696840.87343,238577735496.4516,1.4227694335795712e-05,2.8674680957175456e-07,1.0994467742598206e-06,3.058765657915126e-06,8.705920001708452e-06,1.754602485798488e-07,6.727510049720991e-07,1.8716573812515005e-06
390,390,2.25,0.02,2050,100000.0,226.5,18.76,5.23,,47.0,0.0469999999999999,2050.0,0.3017070982660192,0.1097008377410246,0.0071578999711882,0.0020924668002145,-5.7029272010978695e-05,147955060000.0,2981905600.0,11185852481.751831,31423923875.0,6.841747717321231,0.3217135322197735,1012747765157.2028,20411050708.97709,76566810910.50429,215095777575.13885,1.2942887244450809e-05,2.6085263967583425e-07,9.78521636261539e-07,2.748917836891356e-06,7.909497487437186e-06,1.5940904522613066e-07,5.979820636026852e-07,1.6798847361809047e-06
391,391,2.25,0.02,2055,100000.0,226.5,18.76,5.23,,36.4,0.0363999999999999,2055.0,0.2981871007829511,0.1078697544202525,0.007083547823417,-0.0003431313088232,-2.245549829519617e-05,114586472000.0,2309390720.0,8474372858.823527,24041732534.246563,7.043735887076612,0.2557727071632508,805167366695.7705,16227448251.43102,59547068340.99097,168934588329.09476,1.004974722353067e-05,2.02543917892572e-07,7.432404857453452e-07,2.1085677093270785e-06,6.133424257184608e-06,1.2361383341451536e-07,4.536043666370589e-07,1.2868722017228376e-06
392,392,2.25,0.02,2060,100000.0,226.5,18.76,5.23,,30.6,0.0305999999999999,2060.0,0.2985999959370939,0.1123147968540274,0.0067085034413235,0.0018358918464282,-7.56727508549355e-05,96328188000.0,1941410880.0,6968138636.4963455,19964951640.0,6.972996809877692,0.2152271451928102,677530748524.0627,13655043181.328808,49010868824.86372,140424821744.7619,8.470294767955137e-06,1.7071142684958605e-07,6.12719801550726e-07,1.7555507783326029e-06,5.162669653671765e-06,1.0404911836900949e-07,3.7345452694716347e-07,1.0700133793532206e-06
