,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
195,195,2.25,0.02,1075,100000.0,226.5,18.76,5.23,,838.7,0.8387,1075.0,0.1002831187203127,0.120349279476179,0.0066176261591376,0.000427183930205,-1.811509982699375e-05,2640210826000.0,1950481502786.6667,2868088028698.6294,3099045424166.6665,10.8415178481117,9.086163992598122,28603062525419.04,21130791461605.92,31071799420487.914,33573905978882.97,0.0001240425499937,9.163764383465356e-05,0.0001347486909692,0.0001455995457539,6.319430880161802e-05,4.6685412083430575e-05,6.864862410643153e-05,7.417666483162496e-05
196,196,2.25,0.02,1080,100000.0,226.5,18.76,5.23,,820.8,0.8208,1080.0,0.1019903718323802,0.1237954670894242,0.0070544681290894,0.0015167402526385,-2.0682964430575856e-05,2583861984000.0,1878673743360.0,2784554892493.151,3015262703283.583,10.768218474077278,8.828468615817659,27791842633221.668,20206886187395.76,29950481819441.15,32431959240234.668,0.0001219553228586,8.867124650477362e-05,0.0001314277980149,0.000142316942143,6.198838816783821e-05,4.507050220377613e-05,6.680313059264332e-05,7.2337948403032e-05
197,197,2.25,0.02,1085,100000.0,226.5,18.76,5.23,,835.1,0.8351,1085.0,0.1078679948112039,0.1301683799588632,0.0070322207076895,0.0012910441638763,1.6785015824127235e-05,2628878098000.0,1880930013052.6316,2810375071287.671,3049861854701.492,10.199632135245231,8.51455360785045,26803644466441.062,19177678635793.89,28654160223500.664,31095931335641.312,0.0001246636163098,8.919528738562154e-05,0.0001332703558374,0.0001446270210633,6.320937961048329e-05,4.522553529821187e-05,6.757333665034073e-05,7.33316146838541e-05
198,198,2.25,0.02,1090,100000.0,226.5,18.76,5.23,,828.2,0.8282,1090.0,0.1042067772050131,0.1276146433669702,0.0066780612561933,0.0018762823768861,1.816530897581449e-05,2607157036000.0,1835376780666.6667,2764721745643.836,3006926456537.313,10.612742582242143,8.784010991323335,27651890920466.03,19466276037908.28,29323045401697.773,31891904182956.645,0.0001242033252567,8.743619816920207e-05,0.0001317096091555,0.0001432480896039,6.282760286285756e-05,4.422914380959267e-05,6.662461733724934e-05,7.246129735974442e-05
199,199,2.25,0.02,1095,100000.0,226.5,18.76,5.23,,834.0,0.834,1095.0,0.1087418358051535,0.1159801616893425,0.0070233605443071,0.0009740632337242,1.3202815246679956e-05,2625415320000.0,1818268035000.0,2761573709189.19,3010118670000.0,10.306519672472811,8.584635554515666,27024261032904.227,18716029281655.074,28425783993190.914,30984138798313.44,0.0001256422624502,8.701530303343852e-05,0.0001321582783883,0.0001440526826599,6.340288805787225e-05,4.391055533351284e-05,6.669106690033532e-05,7.269334326689359e-05
200,200,2.25,0.02,1100,100000.0,226.5,18.76,5.23,,842.1,0.8421,1100.0,0.1137364126406282,0.1193609700854299,0.0066993931928433,0.000336384402899,2.8039821347135192e-05,2650913958000.0,1805806663776.3164,2765715879079.999,3021349289823.53,9.861364816413154,8.300118694204867,26128607646983.043,17798847699951.934,27260147335009.09,29779785918758.914,0.0001274511539087,8.681992198948265e-05,0.0001329706228708,0.0001452610154272,6.415586576927825e-05,4.370307439699313e-05,6.693423457171965e-05,7.312092453814093e-05
201,201,2.25,0.02,1105,100000.0,226.5,18.76,5.23,,836.3,0.8362999999999999,1105.0,0.1167406100501921,0.1118317188420935,0.0068899040155857,0.001281067401476,3.342932706682284e-06,2632655674000.0,1763754059052.6316,2724210452799.9995,2982708431463.767,9.49870793075955,7.944435093926953,25008922786980.164,16754788525402.176,25878647763322.91,28334250314328.074,0.0001271486619115,8.518355467616963e-05,0.0001315704584005,0.0001440550656428,6.384493991170155e-05,4.277307246493906e-05,6.606524901206857e-05,7.233412347145015e-05
202,202,2.25,0.02,1110,100000.0,226.5,18.76,5.23,,844.1,0.8441000000000001,1110.0,0.104096489523772,0.122245177718224,0.0067505162245863,0.0006575442224861,2.003259408282044e-05,2657209918000.0,1750493703012.9863,2726996551894.737,2992505766666.667,10.750849965874847,9.07487122702357,28567513125245.656,18819458522163.84,29317785268311.85,32172259778018.54,0.0001289341534777,8.493812334408003e-05,0.0001323203671541,0.0001452035065761,6.45731248784945e-05,4.253892314565561e-05,6.626901687212606e-05,7.272118294516376e-05
203,203,2.25,0.02,1115,100000.0,226.5,18.76,5.23,,851.2,0.8512000000000001,1115.0,0.1084530824721923,0.1212594210999912,0.0070004786671879,0.0008625773823058,1.7391780758096067e-05,2679560576000.0,1735487912727.2727,2727212992000.001,2999566625391.3047,10.390998693997616,8.837734925988437,27821012792313.074,18019010972674.566,28315772450667.09,31143532340284.312,0.0001306043302754,8.458933101683638e-05,0.0001329269543405,0.0001462017293934,7.262350937484735e-05,4.703652674575079e-05,7.391502176352275e-05,8.129655917865866e-05
204,204,2.25,0.02,1120,100000.0,226.5,18.76,5.23,,831.7,0.8317,1120.0,0.1083026870958746,0.1296798930896144,0.0066494855739051,0.0012791213416329,-1.199568613619607e-05,2618174966000.0,1666921547415.584,2642619613907.895,2913177509565.2173,10.708586006010592,8.904589107064059,28031468417255.52,17846881632135.598,28293184836020.29,31189910687289.21,0.0001281751935909,8.160569664579125e-05,0.0001293719040929,0.0001426173178272,8.020681332483734e-05,5.106551972917715e-05,8.095566599396787e-05,8.924410619080524e-05
205,205,2.25,0.02,1125,100000.0,226.5,18.76,5.23,,835.4,0.8354000000000001,1125.0,0.1184935766414582,0.1239128826215475,0.0064760576794254,0.0006361310807722,1.2025249039415992e-05,2629822492000.0,1645622650538.4614,2632189060857.1426,2908410729257.143,9.593673392777491,8.01979622085731,25246158107334.39,15797891206303.016,25268877044342.9,27920590585584.49,0.0001293296456188,8.092857782759123e-05,0.0001294460289536,0.0001430300828566,8.089558664794357e-05,5.062075867151442e-05,8.096838432787203e-05,8.946519883838225e-05
206,206,2.25,0.02,1130,100000.0,226.5,18.76,5.23,,855.7,0.8557,1130.0,0.1137852238709456,0.1297852749058629,0.0070157386639315,0.0012924071687051,4.231257740272605e-06,2693726486000.0,1656456161230.7695,2673544190285.714,2960966537366.197,10.155380450617583,8.701966369975871,27393616093356.645,16845186173155.88,27188374000830.496,30111290441491.82,0.0001330659647149,8.18263985775131e-05,0.0001320689902027,0.0001462672141477,8.320416390475336e-05,5.116482711084109e-05,8.258077060579998e-05,9.145870836253384e-05
207,207,2.25,0.02,1135,100000.0,226.5,18.76,5.23,,852.8,0.8528,1135.0,0.1177684205809782,0.123124714089376,0.0066864943079754,0.0009285774272144,5.592127943648733e-06,2684597344000.0,1622014885333.333,2641987519999.9995,2932885139380.2817,9.753279679974712,8.311271319688835,26163715888954.06,15807933626382.863,25748446414108.617,28583494539016.094,0.0001331920273691,8.047368872034594e-05,0.0001310780087223,0.000145510431435,8.325649463946237e-05,5.0302990095591336e-05,8.193505081423729e-05,9.095655869239113e-05
208,208,2.25,0.02,1140,100000.0,226.5,18.76,5.23,,860.3,0.8603,1140.0,0.1165592366417058,0.1220430274135071,0.006708467468836,0.000442479913274,-1.765517292534684e-05,2708207194000.0,1607440108615.3845,2642595532141.026,2940503846680.555,9.995677307185796,8.588983835775759,27037949335345.367,16048212379257.426,26382901673895.742,29357131242794.05,0.0001349651947393,8.01077804430253e-05,0.0001316953966457,0.0001465418433191,8.432868213819754e-05,5.005278262162998e-05,8.22856534549703e-05,9.15619804726328e-05
209,209,2.25,0.02,1145,100000.0,226.5,18.76,5.23,,846.5,0.8465,1145.0,0.1142195925804799,0.1154934303039142,0.0071704684935984,0.0010561021009602,1.3068946141152904e-06,2664765070000.0,1553501621835.443,2578033982307.693,2875491134027.778,10.326429043229693,8.725145245989422,27466582731469.78,16012436255634.225,26572617772866.09,29638603423446.188,0.0001333826865395,7.775928249614403e-05,0.0001290414312397,0.0001439304113128,8.417763425778954e-05,4.90737787034062e-05,8.143787387112874e-05,9.083428918996853e-05
210,210,2.25,0.02,1150,100000.0,226.5,18.76,5.23,,864.7,0.8647,1150.0,0.1117408924381606,0.1179638658363132,0.0073444803281915,0.000560213785611,-3.081483060935329e-05,2722058306000.0,1558380619101.266,2610900899282.052,2919118391916.6665,10.554396237561198,9.132216325820403,28748034349356.12,16458273310510.805,27574085599077.98,30829213178748.69,0.0001368604800665,7.835273740705856e-05,0.0001312716739734,0.0001467683273382,8.725105154176551e-05,4.995129877239778e-05,8.36880857517165e-05,9.35674848361006e-05
211,211,2.25,0.02,1155,100000.0,226.5,18.76,5.23,,838.9,0.8389,1155.0,0.114556632499557,0.1234038602591255,0.0068285887836311,0.0014273184582861,-7.497779869933722e-05,2640840422000.0,1484490998721.519,2511157807150.0,2814398578777.7773,10.145196754168271,8.518569627075097,26816286814639.863,15074192315383.848,25499430950984.016,28578674754630.7,0.0001333396129218,7.495396295306676e-05,0.0001267917618958,0.000142102799539,8.501111140798303e-05,4.778714708588442e-05,8.083650732102245e-05,9.059811003110536e-05
212,212,2.25,0.02,1160,100000.0,226.5,18.76,5.23,,852.9,0.8529000000000002,1160.0,0.1230436232597184,0.1317492827080196,0.0071958997087285,0.0027064429874044,-5.424511659958386e-05,2684912142000.0,1481633048734.1772,2530944501750.0,2843492072671.233,9.520165231402652,8.10959986656253,25528858187941.508,14087760785917.828,24064892946029.97,27036678312939.664,0.0001361517146487,7.513351253098604e-05,0.000128344025938,0.0001441932922974,8.680243449192242e-05,4.79007687596117e-05,8.18247051287854e-05,9.192927787293884e-05
213,213,2.25,0.02,1165,100000.0,226.5,18.76,5.23,,852.0,0.852,1165.0,0.1215224618330011,0.1188852037941104,0.0070720460598194,0.0019684286009038,-1.5206170267462704e-05,2682078960000.0,1452710161500.0,2506273872000.0,2822672265205.4795,9.761515256992526,8.33124503679102,26226592750917.39,14205263289780.229,24507490325045.79,27601378286362.46,0.0001366093043623,7.399249893924016e-05,0.0001276548286988,0.0001437702992132,8.707681039436649e-05,4.716392364932649e-05,8.136909390188075e-05,9.164133543731856e-05
214,214,2.25,0.02,1170,100000.0,226.5,18.76,5.23,,867.2,0.8672000000000001,1170.0,0.1217703673988125,0.1265050960318409,0.0071038594375301,0.0005944174049053,1.160247818096552e-05,2729928256000.0,1451077087999.9998,2528645716000.0,2854918963891.892,9.766248017702978,8.484943873391703,26710433614559.613,14197771733907.6,24741025110646.19,27933380041171.93,0.000139648348994,7.422924729136144e-05,0.0001293518240466,0.0001460421968756,8.900595201377184e-05,4.731058311842013e-05,8.244338244547835e-05,9.308112026200036e-05
215,215,2.25,0.02,1175,100000.0,226.5,18.76,5.23,,858.7,0.8586999999999998,1175.0,0.1255019225691739,0.1160718707443978,0.0065106265812641,0.0012693026597088,1.5315156967558422e-05,2703170426000.0,1409797344699.9998,2481836851525.0,2809026153279.9995,9.42490898552044,8.104969650016027,25514282358857.457,13306585176972.96,23425191985444.81,26513417629481.383,0.000138860323826,7.24204859343243e-05,0.0001274905442777,0.0001442980721927,8.849854724863153e-05,4.6155068774390406e-05,8.125235233247559e-05,9.19641363924465e-05
216,216,2.25,0.02,1180,100000.0,226.5,18.76,5.23,,856.7,0.8567,1180.0,0.1229538461264609,0.1214476437646046,0.0072072610364287,0.0014750276446666,-2.932404895229099e-05,2696874466000.0,1379760219662.4995,2454152132487.8047,2784678220133.333,9.70984290384654,8.322693998184253,26199674252404.062,13404134585173.889,23841668289584.84,27052672708740.625,0.0001391366199578,7.11843193802687e-05,0.0001266141368022,0.0001436665740672,8.865960510613677e-05,4.535954407913984e-05,8.068012125884104e-05,9.154614886871826e-05
217,217,2.25,0.02,1185,100000.0,226.5,18.76,5.23,,853.0,0.8530000000000001,1185.0,0.1322313415969574,0.1133133457988028,0.0069911823889513,0.0005799315779301,-1.8476854768888778e-05,2685226940000.0,1347404237875.0002,2421820224074.0747,2754930233066.6665,9.086692703553243,7.7529837569200355,24406237807109.13,12246662567702.34,22012113551496.76,25039776492864.934,0.0001391227187656,6.980957104862167e-05,0.0001254755078298,0.0001427340752189,8.863773304637162e-05,4.447700690144054e-05,7.994283511388489e-05,9.093859700362664e-05
218,218,2.25,0.02,1190,100000.0,226.5,18.76,5.23,,860.1,0.8601000000000001,1190.0,0.1203338103699251,0.1190040619081119,0.0070709139881894,0.0008462297733563,5.642398833331429e-05,2707577598000.0,1332305758762.5,2420148645768.293,2760044603368.421,10.153455392795347,8.748514983315381,27540150197177.152,13551560159157.191,24616563991808.324,28073818820122.527,0.0001408622928594,6.931348675207143e-05,0.0001259087412879,0.0001435918998266,8.974254977544289e-05,4.415922038953614e-05,8.021572880026161e-05,9.14815665424312e-05
219,219,2.25,0.02,1195,100000.0,226.5,18.76,5.23,,869.8,0.8698,1195.0,0.1266053260760145,0.1285378552646627,0.0071039850801767,0.0010762024790849,-5.193996875131115e-05,2738113004000.0,1320956561999.9995,2425477819951.219,2773185972289.4736,9.553922876082744,8.310239714851548,26160468417558.38,12620677952547.893,23173490580420.98,26495562432270.86,0.0001430599217801,6.901685290512935e-05,0.0001267254735997,0.0001448924013354,9.11188724088932e-05,4.395876731702932e-05,8.0715004707211e-05,9.228602997978277e-05
220,220,2.25,0.02,1200,100000.0,226.5,18.76,5.23,,859.4,0.8594000000000002,1200.0,0.1217011500099033,0.1252045090726993,0.0070697669141891,0.0010668455840173,-8.163894423073243e-05,2705374012000.0,1279373289580.2468,2374841213421.6865,2722301251947.3687,9.949908294331184,8.565012733591356,26962488785090.914,12750580074786.451,23668309556916.797,27131190234583.32,0.0001419408069891,6.712390832392603e-05,0.0001245989932663,0.0001428289156526,9.03921579188287e-05,4.274651560779059e-05,7.934837144275631e-05,9.095773212027574e-05
221,221,2.25,0.02,1205,100000.0,226.5,18.76,5.23,,876.2,0.8762000000000001,1205.0,0.1209934148323782,0.1267769466444614,0.006979117310716,0.0013022601193084,-1.1403892060886648e-05,2758260076000.0,1278348432271.6047,2399281569397.5903,2757499375090.909,10.044661333804886,8.791017652931764,27673947751076.133,12825820171989.637,24072274173622.508,27666315549386.543,0.0001453344969311,6.735700085846883e-05,0.0001264196885996,0.0001452944151111,9.252366799278132e-05,4.288119418315157e-05,8.048201592000344e-05,9.249815087821804e-05
222,222,2.25,0.02,1210,100000.0,226.5,18.76,5.23,,847.4,0.8474,1210.0,0.1336299862198529,0.1175016899172215,0.0073358780359955,0.0013497510627592,-1.927502126101916e-06,2667598252000.0,1211404750074.0742,2299266157428.572,2649465212623.377,9.129333021592537,7.73306875984826,24343545794627.125,11054845678935.11,20982279080230.395,24178070174702.105,0.0001411406931348,6.40945487065812e-05,0.0001216525085506,0.0001401812871432,8.983778443093605e-05,4.079696735225132e-05,7.74333156222261e-05,8.922711073545984e-05
223,223,2.25,0.02,1215,100000.0,226.5,18.76,5.23,,871.2,0.8712,1215.0,0.1221127331614979,0.1249853720233361,0.0066905569000011,0.0006348877526174,6.729137919092432e-06,2742520176000.0,1220092438829.268,2342158038000.0,2706011238857.143,10.016076421622149,8.730701565220418,27484073913282.57,12227115433195.918,23471858182231.605,27118200824832.523,0.0001456936869136,6.481621077727614e-05,0.000124424842113,0.0001437541855367,9.271942904860592e-05,4.124902172270141e-05,7.918394107922254e-05,9.148513081565934e-05
224,224,2.25,0.02,1220,100000.0,226.5,18.76,5.23,,876.0,0.8760000000000001,1220.0,0.1275028240285337,0.1256160350527748,0.0066118258593384,0.0013212044351204,-1.1810714834672238e-05,2757630480000.0,1201594924444.4448,2333379612857.143,2703026030769.2305,9.632380109065462,8.440379468354944,26570145758792.0,11577530969817.812,22482430794791.6,26044024443531.484,0.0001471100532763,6.410093543485533e-05,0.0001244777361038,0.0001441970946715,9.359353242442448e-05,4.078193736893096e-05,7.919452661925757e-05,9.174026625019875e-05
225,225,2.25,0.02,1225,100000.0,226.5,18.76,5.23,,870.2,0.8702,1225.0,0.1294848146889989,0.1241376739800689,0.006996997945028,0.0006948856578245,-1.207444578288288e-05,2739372196000.0,1168879170487.8052,2296451452658.823,2667394539291.139,9.714740740466336,8.448549364497051,26595864428449.43,11348349084116.973,22295660148194.703,25897051757976.4,0.000146734955126,6.261121905223841e-05,0.0001230098273418,0.0001428794592417,9.332941064642024e-05,3.982328661209184e-05,7.823926261926753e-05,9.087715815946087e-05
226,226,2.25,0.02,1230,100000.0,226.5,18.76,5.23,,865.0,0.865,1230.0,0.1219630673269193,0.1252792787947645,0.0067681535145142,0.0010299427261294,6.398483018915463e-05,2723002700000.0,1137512975609.756,2261486576744.185,2633841018354.4307,10.203203566199663,8.828446854276313,27791774128324.742,11609795203723.049,23081403531150.65,26881763529659.062,0.0001464427271138,6.117529823810752e-05,0.0001216224506973,0.0001416476236002,9.312785830078592e-05,3.8903430836807735e-05,7.73438092691432e-05,9.007849061042396e-05
227,227,2.25,0.02,1235,100000.0,226.5,18.76,5.23,,861.0,0.861,1235.0,0.1366616404327942,0.120469101142216,0.0065663775219094,0.0009929674623923,-2.2929685107681507e-05,2710410780000.0,1108256100000.0005,2229961767209.3022,2604210462531.645,9.146152521661964,7.879049841271168,24803091319324.82,10141701566542.168,20406480729351.02,23831247423283.023,0.0001463634412048,5.984634422547084e-05,0.0001204189713279,0.0001406285747276,9.304502147262488e-05,3.804504962221209e-05,7.655180611152392e-05,8.939929703405226e-05
228,228,2.25,0.02,1240,100000.0,226.5,18.76,5.23,,863.3,0.8633000000000001,1240.0,0.1313822226062484,0.12161036417456,0.0070503636564553,0.0007085721932142,3.1578902060033544e-05,2717651134000.0,1087474374365.854,2214879267720.9297,2593691505687.5,9.60288317910709,8.30777189365635,26152699765792.32,10465063178997.068,21314388657725.133,24959802376654.508,0.0001473485711485,5.896187086665689e-05,0.000120088738132,0.0001406275929172,9.364494204157016e-05,3.747223971654311e-05,7.632040700879817e-05,8.937353572911497e-05
229,229,2.25,0.02,1245,100000.0,226.5,18.76,5.23,,866.2,0.8662000000000001,1245.0,0.1348374539097221,0.1288918447939649,0.0070016598649837,0.000455438668707,-6.539572451790953e-06,2726780276000.0,1067529915292.6827,2201326233441.861,2584903104225.0,9.324538855629012,8.075444445334485,25421337605024.05,9952411134470.896,20522613373605.586,24098639361281.047,0.0001484560056786,5.8120277809612926e-05,0.0001198483437366,0.0001407316875866,9.430641075878337e-05,3.6920802007767264e-05,7.613344493219944e-05,8.939955157527225e-05
230,230,2.25,0.02,1250,100000.0,226.5,18.76,5.23,,894.0,0.8939999999999999,1250.0,0.131268691507148,0.1221294846522838,0.0067399129270302,0.0022673979538268,-3.649522687449197e-05,2814294120000.0,1077730846097.5608,2250391597241.3784,2649860923500.0,9.672417067366723,8.650870360770538,27232766878298.44,10428758202901.057,21776114058951.363,25641614455559.496,0.000153835926802,5.891129941763315e-05,0.000123011690416,0.0001448476220612,9.769378317299674e-05,3.74117271003378e-05,7.811879618157129e-05,9.19857440128023e-05
231,231,2.25,0.02,1255,100000.0,226.5,18.76,5.23,,866.3,0.8662999999999998,1255.0,0.1393618658719333,0.1149853005612687,0.0071107443368276,0.001233509039163,1.571820911956393e-05,2727095074000.0,1021293958853.6588,2159847445261.3635,2550361211000.0,9.066115510074065,7.845588137124674,24697754543905.727,9249280581899.297,19560514249730.56,23097176108050.92,0.0001496437659625,5.6041417702953065e-05,0.0001185172122141,0.0001399458566067,9.500964430980796e-05,3.558100217757364e-05,7.524722533297901e-05,8.885238869330582e-05
232,232,2.25,0.02,1260,100000.0,226.5,18.76,5.23,,851.2,0.8512000000000001,1260.0,0.1344781229530326,0.1222719532092753,0.0070525388499291,0.0013484278230979,-1.2084348599455822e-05,2679560576000.0,981108708240.964,2101831403636.364,2488860250074.0737,9.396198289158876,8.000771399482565,25186268350143.12,9221835635194.535,19755959328886.41,23393799231792.383,0.0001476374340723,5.4056763458956325e-05,0.000115805926563,0.0001371302982946,9.369289481597517e-05,3.43052199780752e-05,7.349215031211716e-05,8.702491136436687e-05
233,233,2.25,0.02,1265,100000.0,226.5,18.76,5.23,,876.4,0.8764,1265.0,0.1330128210113571,0.121498257409928,0.0067050741142107,0.0010528545358373,-4.604423755729484e-05,2758889672000.0,987418022795.1808,2143209908000.0,2545024376740.74,9.58939042978568,8.401026896379143,26446264649263.617,9465227484563.928,20544459244288.305,24396186947671.76,0.0001526114866169,5.462028217387834e-05,0.0001185543784195,0.0001407812561527,9.68104496304107e-05,3.464886027525517e-05,7.52060210858012e-05,8.930583804535219e-05
234,234,2.25,0.02,1270,100000.0,226.5,18.76,5.23,,873.8,0.8737999999999999,1270.0,0.132085922879014,0.1252063972475869,0.0070780305536654,0.0006520499118588,7.5572939144338e-06,2750704924000.0,962062959108.4338,2116108369068.1816,2520064774634.1465,9.713991087197936,8.487088381987297,26717184484728.37,9344373269614.908,20553443298403.13,24477011296238.16,0.0001527489607268,5.342416624752282e-05,0.0001175092796542,0.0001399413190164,9.686842736553152e-05,3.387987023339075e-05,7.452056673116503e-05,8.874623717294672e-05
235,235,2.25,0.02,1275,100000.0,226.5,18.76,5.23,,896.3,0.8963000000000001,1275.0,0.1303790336745577,0.1196360572516177,0.0064842255251566,0.0011193445841055,-6.0504471126974166e-05,2821534474000.0,964131336072.2892,2149463557033.7085,2567173824914.635,10.01287289478789,8.97132618998526,28241555419549.8,9650269670747.305,21514603038754.188,25695586042286.395,0.0001573048080491,5.375177803163801e-05,0.0001198358394566,0.0001431238177233,9.97110825490624e-05,3.407173654092784e-05,7.596055981120706e-05,9.072215262039691e-05
236,236,2.25,0.02,1280,100000.0,226.5,18.76,5.23,,870.1,0.8701000000000001,1280.0,0.1364085400526619,0.1241929842379008,0.0072025504994732,0.0009194922724685,5.412483703376823e-05,2739057398000.0,914197192156.6268,2066181889595.505,2474863588602.409,9.711256808965215,8.44170266670559,26574311160735.85,8869533243217.28,20046078803927.324,24011105109340.91,0.000153299818633,5.116587328722629e-05,0.0001156402597364,0.0001385133949917,9.71369285655879e-05,3.242075445890037e-05,7.327431793131775e-05,8.776765605248652e-05
237,237,2.25,0.02,1285,100000.0,226.5,18.76,5.23,,864.5,0.8645000000000002,1285.0,0.1287776180008676,0.1236733378001156,0.0072478032525143,0.0009828017259098,1.268436825868072e-05,2721428710000.0,886976073750.0002,2032691467752.8088,2441879094638.5547,10.09684232107342,8.711870715746628,27424794775756.07,8938370020208.848,20484147220432.305,24607674928832.29,0.000152896942169,4.983262245864036e-05,0.0001142018927964,0.0001371911177922,9.684351649210692e-05,3.156352459672684e-05,7.233442822050256e-05,8.68955918280846e-05
238,238,2.25,0.02,1290,100000.0,226.5,18.76,5.23,,872.2,0.8722000000000001,1290.0,0.1297830766392735,0.116458378100007,0.0068179220498472,0.0009510062213099,1.537486588485178e-05,2745668156000.0,873616546250.0002,2030517650933.3333,2446453746024.0967,10.019631401924276,8.74199313033078,27519619534418.688,8756191063816.561,20351721343126.117,24520616649179.84,0.0001548646807644,4.927483579906076e-05,0.0001145278489358,0.0001379880076021,9.80431197620253e-05,3.119535457441073e-05,7.250631683015114e-05,8.735868429313997e-05
239,239,2.25,0.02,1295,100000.0,226.5,18.76,5.23,,880.0,0.8799999999999999,1295.0,0.1513966201870289,0.1259445848316883,0.0072135064546112,0.0013290442363265,1.556234005583268e-06,2770222400000.0,860278320000.0001,2028315191208.791,2451040742857.143,8.633154881819593,7.597954675019507,23918209357867.91,7427676912797.646,17512553283474.91,21162382353243.992,0.0001568552392677,4.871058790098096e-05,0.0001148470478858,0.0001387825692896,9.925448311195376e-05,3.082296929807276e-05,7.267264025140506e-05,8.781850223240678e-05
240,240,2.25,0.02,1300,100000.0,226.5,18.76,5.23,,870.1,0.8701000000000001,1300.0,0.1376981667498966,0.1225388818755241,0.0066686317677717,0.0020982931835056,-4.634416419433856e-05,2739057398000.0,829943227666.6667,1985451549230.7693,2406434648717.647,9.602238299038984,8.339824874310679,26253601907832.53,7954926070980.529,19030362276765.258,23065444824478.24,0.0001557008332982,4.717785477307386e-05,0.0001128623521778,0.0001367930005251,9.847092483075008e-05,2.983700788637673e-05,7.137829619860474e-05,8.651291702650812e-05
241,241,2.25,0.02,1305,100000.0,226.5,18.76,5.23,,860.6,0.8606,1305.0,0.1399099479931237,0.1167963591988246,0.0071731246353669,0.0008427636188475,3.1199200726145744e-05,2709151588000.0,800744675776.1904,1944071078695.652,2363345700988.236,9.4475663385373,8.142717391460788,25633111493970.74,7576385774532.206,18394168467035.81,22361208623600.96,0.0001545874937236,4.569146779720572e-05,0.0001109310667617,0.0001348553880619,9.83533037817941e-05,2.907031289689238e-05,7.05777462668733e-05,8.579913309402523e-05
242,242,2.25,0.02,1310,100000.0,226.5,18.76,5.23,,873.7,0.8737,1310.0,0.1425261482658925,0.131645810017654,0.0067563890443261,0.000505599173388,-2.024803935045697e-05,2750390126000.0,792772600640.9635,1953744103184.7827,2382325499117.6475,9.24038564509402,8.078048047812185,25429533693551.805,7329810185380.253,18063910654293.7,22026484888864.03,0.0001575303746965,4.540656383527091e-05,0.000111901958099,0.0001364492349566,0.0001008418227415,2.9066652513207067e-05,7.163315293828925e-05,8.734689796319786e-05
243,243,2.25,0.02,1315,100000.0,226.5,18.76,5.23,,875.6,0.8756,1315.0,0.1423236043658107,0.1248754248825627,0.0071083958475142,0.0005555017980054,5.36376970989497e-05,2756371288000.0,774551131828.5715,1938126894956.5225,2370526337581.3955,9.329289784065857,8.151010092462638,25659216750870.53,7210340443881.963,18042133258638.52,22067364209769.81,0.0001584813254354,4.453387340237237e-05,0.0001114352484049,0.0001362966439227,0.0001013738904713,2.84864604214604e-05,7.128047822305218e-05,8.718327547223517e-05
244,244,2.25,0.02,1320,100000.0,226.5,18.76,5.23,,867.2,0.8671999999999999,1320.0,0.1434988134675677,0.1217927888136136,0.0072987944439054,0.0006887925241976,1.0829094030172148e-05,2729928256000.0,747688566400.0001,1899990441290.3225,2330997217471.2646,9.3106463430456,8.075526581114294,25421596166816.176,6962614036391.191,17693061937849.49,21706676649207.4,0.0001575519834804,4.3151250001930433e-05,0.0001096538936366,0.0001345285299321,0.000100713061905,2.7583876868589983e-05,7.009482923671227e-05,8.599561785107594e-05
245,245,2.25,0.02,1325,100000.0,226.5,18.76,5.23,,886.2,0.8862,1325.0,0.1464439901360719,0.1223331267581087,0.006667140443589,0.0005853001407782,-2.3139483790764475e-05,2789739876000.0,744440610050.0,1921730608000.0,2364993902372.093,9.132396086838607,8.092441953023581,25474845419279.176,6797949023135.96,17548514324744.656,21596226443467.48,0.000161601902075,4.312338207622272e-05,0.0001113205299893,0.0001369975445765,0.0001042347883723,2.781499813368704e-05,7.180281751606635e-05,8.836474003781543e-05
246,246,2.25,0.02,1330,100000.0,226.5,18.76,5.23,,869.5,0.8694999999999998,1330.0,0.1435437761469756,0.1212258902440223,0.0069050742979961,0.0015412479021635,-5.999397095730936e-06,2737168610000.0,711496571642.8568,1866099022258.064,2303727057586.207,9.530449312526184,8.279597983435666,26064008859895.805,6775049545480.838,17769464866681.008,21936669235626.15,0.0001591549210546,4.1370553599358784e-05,0.0001085058631326,0.0001339521053405,0.0001035943005828,2.692818755744671e-05,7.062671343040134e-05,8.718973043623521e-05
