,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,PhotonFlux13,PhotonFlux15,PhotonFlux17,PhotonFlux19,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,FluxPerMilPerBwAbs13,FluxPerMilPerBwAbs15,FluxPerMilPerBwAbs17,FluxPerMilPerBwAbs19,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,AXUVCurrentAmp13,AXUVCurrentAmp15,AXUVCurrentAmp17,AXUVCurrentAmp19,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11,GaAsPCurrentAmp13,GaAsPCurrentAmp15,GaAsPCurrentAmp17,GaAsPCurrentAmp19
112,112,0.02,3576,2,100000.0,3.5240643801977,,3521.9,1.926284879266356,3576.0,0.1440024527519199,0.0148768607284385,0.0073375217436595,6241163008.822991,13491699294381.55,16947454367785.396,17479108994462.912,13927039677095.75,10883509567854.91,8591230561527.947,6799785623810.236,5412860510738.459,4314878129556.6367,25.07531949311588,48.30545405971065,156509671153.4625,338331400234213.4,424991384817334.4,438323690137814.4,349248432851707.94,272925815437365.2,215442325106309.44,170518252830778.6,135738325907786.92,108204217093751.84,9.677547106212505e-07,0.0020920228374046,0.0026278722049523,0.0027103105691904,0.0021595267153677,0.0016875969490771,0.0013321561757316,0.0010543747310163,0.000839318128656,0.0006690649851208,3.583625314986175e-07,0.0007746824600667,0.0009731091210261,0.0010036362996352,0.0007996793526959,0.0006249223157305,0.0004933015094085,0.000390438190182,0.0003108020720712,0.0002477568119002
113,113,0.02,3616,2,100000.0,3.58686317822613,,3535.1,1.9397050961694655,3616.0,0.1401357970643402,0.014436559116244,0.0074306800252494,6284644511.589067,13205512294721.725,16797846132827.574,17414672353409.465,14024067845305.236,10959333793357.48,8651084728915.815,6847158989478.215,5450571320236.198,4344939415419.603,25.890821432048547,50.21792358077524,162706072401.71176,341883623737917.9,434887218209513.6,450856517908200.1,363075587489005.0,283731268231380.1,223971939170257.6,177269270240136.6,141112365261978.4,112488148820936.56,9.852153568454671e-07,0.0020701685646307,0.0026333225278646,0.0027300195906661,0.0021984898240717,0.0017180452982027,0.0013561915097316,0.0010733982128593,0.0008544614668937,0.0006811365430042,3.593874634209828e-07,0.0007551573614104,0.0009605850102547,0.0009958582242572,0.0008019664693004,0.0006267096198544,0.0004947123724868,0.0003915548598382,0.000311690979078,0.0002484654068095
114,114,0.02,3656,2,100000.0,3.65028608558341,,3571.5,1.9657629670825545,3656.0,0.1382110543228918,0.014824540616899,0.0074424773726192,6369072013.347476,13021213893954.838,16732574375806.7,17428454466153.926,14212466252006.87,11106560764016.432,8767302833188.19,6939143273801.416,5523793937501.978,4403309046264.921,26.56010726359192,52.20749575102448,169152286233.31927,345822451854786.06,444390203832720.25,462871657328582.9,377460194279906.9,294972350993288.25,232845431049569.1,184292460001116.4,146703063060378.75,116944790482294.84,1.009249320631007e-06,0.0020633541666233,0.0026514599435836,0.0027617297767636,0.0022521211691858,0.0017599563770262,0.001389275299387,0.0010995833647615,0.0008753057379546,0.0006977526167325,3.626005844212448e-07,0.0007413167503722,0.00095260993043,0.0009922274016909,0.0008091364893103,0.0006323127475246,0.0004991353723822,0.0003950555750021,0.0003144776673529,0.0002506868237973
115,115,0.02,3696,2,100000.0,3.69916552933537,,3575.3,1.8876137079901367,3696.0,0.1451583396186379,0.0153969353362851,0.0073047988780497,6115868413.888044,12163782734288.443,15863505601949.115,16531720854577.623,13647447108768.695,10665017450144.275,8418757137636.013,6663276389205.185,5304194519452.286,4228254705897.908,25.53081761462168,48.18771741190167,156128204414.56143,310521651002294.4,404969577129621.6,422028029093434.9,348397196888049.1,272260603377244.4,214917219657081.47,170102642464012.88,135407485927443.7,107940487002659.72,9.794398765203028e-07,0.0019479970877458,0.002540497753789,0.0026475106291866,0.0021856019466795,0.0017079738587467,0.0013482413115062,0.001067105791394,0.0008494524855005,0.0006771436183349,3.465375762182648e-07,0.0006892247349229,0.0008988585773265,0.0009367210162096,0.0007732921839684,0.000604301637541,0.0004770239475102,0.0003775548284105,0.0003005464781398,0.0002395815341755
116,116,0.02,3736,2,100000.0,3.74720977948172,,3555.6,1.785964940241643,3736.0,0.1519534794459104,0.0145651167122231,0.0071520031844772,5786526406.382923,11165852806390.752,14777073915559.354,15462884452612.145,12912526517947.078,10090701912365.28,7965403633477.727,6304456239052.998,5018561482079.016,4000561466141.28,24.67713566684038,44.09590928951324,142870746098.0229,275687624878036.75,364849553461432.56,381782382628605.6,318813424163180.7,249141887485749.8,196667755431229.03,155658559791981.72,123909505103532.2,98774836808509.66,9.363587325775134e-07,0.0018068255543439,0.0023911827633784,0.0025021586131654,0.0020894671717701,0.0016328477898341,0.0012889382553381,0.0010201686191353,0.0008120889007847,0.0006473591237572,3.262452066379122e-07,0.0006295324172531,0.0008331335925067,0.0008717996910712,0.0007280101370345,0.000568915252316,0.0004490906239521,0.0003554461664912,0.0002829472316828,0.0002255522416261
117,117,0.02,3776,2,100000.0,3.81045165225431,,3572.0,1.8833215229023963,3776.0,0.1475813562121856,0.0143482059386696,0.0073919995140061,6101961734.203764,11412928428788.52,15311403981196.48,16117465592998.707,13616414610584.324,10640766604398.54,8399613992144.687,6648124975845.459,5292133479355.733,4218640211301.368,25.74287894899944,48.46332756513227,157021181311.02853,293687765044701.5,394006853104525.4,414749157302402.0,350389858295906.3,273817800742997.3,216146440940489.97,171075546304916.9,136181950458021.66,108557853745896.28,9.974639650517512e-07,0.0018656270457449,0.0025028956900835,0.0026346594484298,0.002225822366458,0.001739404753871,0.0013730522481884,0.0010867431471088,0.0008650844882084,0.0006896047165789,3.421839872481419e-07,0.000640010790964,0.0008586283383726,0.0009038304206387,0.0007635772308037,0.0005967097308493,0.0004710310441748,0.0003728115663536,0.0002967706802984,0.0002365716455048
118,118,0.02,3816,2,100000.0,3.89062691066957,,3591.2,1.9982805948835756,3816.0,0.1451110994314149,0.015036199204696,0.0075197837045318,6474429127.422785,11709924286017.75,16010224126207.203,16925436638663.88,14447568701008.25,11290285361092.2,8912331453180.746,7053930499939.0205,5615168471622.847,4476148532539.209,26.432925933697646,52.80713934891672,171095131490.49017,309449836584652.06,423090800463520.8,447276470285324.7,381795617492667.9,298360337321379.6,235519841496168.6,186409201901676.03,148388061570456.0,118287992141573.44,1.0689594942539586e-06,0.0019333650112123,0.0026433652678896,0.0027944712704724,0.0023853633158814,0.0018640805995477,0.0014714689334483,0.001164637967505,0.0009270914132263,0.0007390337244224,3.610669746234136e-07,0.0006530408862015,0.000892860679223,0.000943900393537,0.0008057142674466,0.0006296383971056,0.0004970242922284,0.0003933846976606,0.0003131475921887,0.0002496265503568
119,119,0.02,3856,2,100000.0,3.93664721150638,,3626.1,2.0387362778836247,3856.0,0.1599956735901741,0.0141793437560507,0.0075995603583399,6605505540.342945,11628951729048.195,16057086924611.428,17060145173330.176,14740063289098.604,11518859970042.48,9092763799360.969,7196739060929.197,5728848940852.986,4566769262459.318,24.17996846373388,49.306531402993286,159753161745.6982,281244455122673.7,388338241329975.1,412597054780247.8,356486222043641.44,278581902426912.1,219907130057350.03,174052055852566.28,138551353242411.1,110446630342704.95,1.1012981950886338e-06,0.0019388286743164,0.0026771063532462,0.0028443405236115,0.0024575265279292,0.0019204737043983,0.0015159845524984,0.001199871181686,0.000955138249444,0.0007613913447525,3.6619822421828875e-07,0.0006446897132533,0.0008901781524515,0.0009457860309439,0.0008171645558944,0.0006385864095164,0.0005040876790164,0.0003989752257686,0.000317597842609,0.000253174080941
120,120,0.02,3896,2,100000.0,4.01765442203109,,3627.2,2.0591440596333763,3896.0,0.1534645971509689,0.0144341441524215,0.00725236389458,6671626753.21214,11391184937891.84,15941893309681.6,17025003085048.754,14887611551149.312,11634163936928.578,9183782505964.855,7268778530505.82,5786194807569.787,4612482693578.764,25.44654583959594,52.39123934060657,169747615463.56525,289828336032235.6,405612974974976.0,433170766868135.1,378788660432585.44,296010502274427.06,233664927459105.25,184941074872341.2,147219382547104.44,117356376122958.7,1.1230446358529494e-06,0.0019174947301044,0.0026835220897448,0.0028658435337135,0.0025060533077829,0.0019583957384472,0.0015459194678715,0.001223564063136,0.000973998588502,0.0007764259210834,3.676171736863586e-07,0.0006276722854422,0.0008784235057653,0.000938104565444,0.0008203309153556,0.0006410608121381,0.0005060409242719,0.000400521179973,0.0003188284747094,0.0002541550830423
121,121,0.02,3936,2,100000.0,4.0610441522259,,3661.7,2.092009018605208,3936.0,0.1527197222539598,0.0147271165048184,0.0075970593301619,6778109220.280874,11188064231500.652,15928556667660.053,17100081718078.973,15125225204515.652,11819850955119.428,9330360222979.229,7384791835676.385,5878545342280.635,4686100201675.666,25.98951624242209,54.34952723476506,176092468240.63876,290661271651523.5,413817300365501.1,444253035616969.6,392947081907351.4,307074828876422.56,242398891467052.16,191853831138720.62,152722171529689.8,121742941005873.72,1.1517001702383632e-06,0.0019010162069242,0.0027064954000601,0.0029055546887432,0.0025699976021059,0.0020083660376069,0.0015853650491552,0.0012547844447349,0.0009988510735708,0.0007962371547326,3.710913248962721e-07,0.0006125297547978,0.0008720646135061,0.0009362038548462,0.0008280834194444,0.0006471191313777,0.00051082324353,0.0004043062891616,0.0003218415502957,0.0002565569653603
122,122,0.02,3976,2,100000.0,4.14177134419615,,3675.7,2.104078279810632,3976.0,0.1476164850472286,0.0142809377237085,0.0071526213705934,6817213626.586447,10836003141024.754,15767962628900.871,16942038309035.207,15212485963030.871,11888042280930.07,9384189127955.418,7427396327731.531,5912459966267.876,4713135346775.815,27.05438396861881,56.918998819769854,184417556176.05432,293132843921814.75,426550977155355.3,458311778496786.8,411524361466936.06,321592343331699.6,253858734736173.6,200924065833787.6,159942386683553.28,127498557356284.48,1.1689090881127556e-06,0.0018579882110433,0.0027036434278755,0.0029049555486061,0.0026083989836589,0.002038375415999,0.0016090538682045,0.001273533666987,0.0010137760918508,0.0008081346782013,3.70766322103901e-07,0.0005893353576651,0.0008575687709402,0.0009214229708581,0.0008273581817317,0.0006465523826811,0.0005103758631429,0.0004039521966131,0.00032155968059,0.0002563322720717
123,123,0.02,4016,2,100000.0,4.20194187461122,,3701.9,2.1337524455895456,4016.0,0.1586991241299983,0.015223005956731,0.0072192087356825,6913357923.710127,10655959713274.188,15721488019103.77,16993204476675.137,15427030181612.412,12055701317580.93,9516535907329.371,7532146132931.094,5995844372106.622,4779605478120.581,25.38502366557738,54.17156272548116,175515863230.55896,270532784251052.9,399136074161345.1,431422325545731.9,391660398505228.8,306069329398968.56,241605169755645.97,191225616420948.5,152222091258602.06,121344300505077.78,1.1960477490140516e-06,0.0018435377958568,0.0027199011773874,0.0029399148991196,0.0026689584028924,0.0020857005499781,0.0016464114075933,0.0013031014055615,0.0010373130168917,0.0008268972091948,3.73406389855956e-07,0.0005755529354754,0.0008491537902649,0.0009178421261767,0.0008332494440303,0.0006511562045327,0.0005140100304806,0.0004068285667257,0.0003238493689799,0.0002581575040979
124,124,0.02,4056,2,100000.0,4.26046906476449,,3716.3,2.1370808977213147,4056.0,0.1611809222167266,0.0142118409435486,0.0072920851125566,6924142108.617061,10279359118039.523,15433998243343.334,16806004179680.418,15451094890525.104,12074507072125.428,9531380803837.066,7543895568956.242,6005197322596.896,4787061210895.745,25.32184500533061,54.10035789600023,175285159583.04074,260222721479761.1,390712784724913.7,425445214494145.8,391145587588081.6,305667022112401.3,241287596216161.03,190974263372880.8,152022005687760.66,121184801687040.5,1.208378062429235e-06,0.0017939192840384,0.0026934896194024,0.0029329274947355,0.0026964732689392,0.0021072024854089,0.0016633846168006,0.0013165353581404,0.0010480068998228,0.0008354218703213,3.71333378486116e-07,0.0005512696143574,0.0008277066850081,0.0009012857063008,0.0008286235575476,0.0006475412310019,0.0005111564407555,0.0004045700080419,0.0003220514794894,0.000256724311052
125,125,0.02,4096,2,100000.0,4.33916476461335,,3705.2,2.146029269265656,4096.0,0.1579943602142975,0.014615902765859,0.0074544100729646,6953134832.420725,9957575809392.645,15266852221555.877,16678939480732.678,15515791616790.691,12125065371350.955,9571290540924.824,7575483320507.766,6030342246636.492,4807105563155.069,26.04647822593489,55.90971346996794,181147471642.6961,259421070500651.3,397741701625351.9,434530293088590.9,404227228387868.2,315889881105318.9,249357322076057.03,197361288548986.8,157106294850609.94,125237758172728.2,1.2237346094649536e-06,0.0017525088234312,0.0026869283986831,0.0029354522792473,0.0027307411192689,0.0021339816492212,0.0016845235673498,0.0013332664109293,0.0010613253866038,0.000846038742346,3.701657825248046e-07,0.0005301139601589,0.0008127652397781,0.0008879408832662,0.0008260180887821,0.0006455051454521,0.0005095491944631,0.0004032979050346,0.0003210388422514,0.0002559170842146
126,126,0.02,4136,2,100000.0,4.39375723050564,,3727.5,2.151932142714152,4136.0,0.1630687308469532,0.0144198381483223,0.0073981383878018,6972260142.393852,9692302370784.54,15050613406142.775,16501015670332.12,15558469391823.316,12158416606334.955,9597617356505.115,7596320463780.956,6046929321026.768,4820327999679.7,25.39972272242941,54.65080834484265,177068619037.29022,246147240785171.3,382227753563829.5,419062398388253.6,395125344333212.5,308777067148361.0,243742605217998.25,192917353457294.6,153568771449007.88,122417810692447.56,1.2372821592923055e-06,0.0017199749523001,0.0026708492043488,0.0029282344436584,0.0027609722258281,0.0021576062345683,0.0017031723550751,0.0013480265500931,0.0010730749591392,0.0008554049496341,3.683764010352329e-07,0.0005120886760069,0.0007951927619877,0.0008718241491166,0.0008220251171248,0.0006423847734101,0.0005070860335237,0.0004013483628562,0.0003194869404039,0.0002546799809625
127,127,0.02,4176,2,100000.0,4.4693171924677,,3782.5,2.193535344132278,4176.0,0.1571455369990871,0.0141017096384383,0.007430012247539,7107054514.988582,9506782181469.293,15082749026253.549,16613836696457.877,15859260538076.371,12393474694347.371,9783167634829.965,7743179764786.943,6163834317011.702,4913519170856.304,26.75810912768935,58.70533856899275,190205296963.53653,254428937358014.6,403657908000394.1,444634234321551.1,424439597853817.6,331685162914809.06,261825810017707.7,207229845148544.44,164962001378869.66,131499958394543.77,1.2713456536984165e-06,0.0017006210071385,0.0026980779984043,0.0029719666608369,0.0028369842827899,0.002217007081295,0.0017500622270045,0.001385138937517,0.0011026176811396,0.0008789550198408,3.725992261292749e-07,0.0004984089648284,0.0007907383576743,0.0008710081909576,0.0008314482731217,0.0006497486505031,0.0005128989347334,0.000405949156863,0.0003231493288342,0.0002575994649782
128,128,0.02,4216,2,100000.0,4.51798023073832,,3753.7,2.172477363929548,4216.0,0.1665454063268952,0.0149095486716266,0.0072145058805639,7038826659.131737,9037505833946.92,14625117613973.72,16215371044370.146,15707011341210.63,12274497106201.947,9689249043125.783,7668845094671.305,6104661392642.029,4866349295202.188,25.39743202630708,55.22733419553714,178936562793.54034,229745710253434.5,371790413804356.06,412216822435489.25,399293626233733.6,312034438204784.9,246313910512095.7,194952489710246.1,155188809089459.4,123709228598003.2,1.268966828059731e-06,0.0016292907422001,0.0026366310760796,0.0029233235816782,0.0028316759774295,0.0022128588205362,0.0017467876707241,0.0013825471922995,0.0011005545638418,0.0008773103996461,3.660618008630792e-07,0.0004700052751821,0.0007605950751265,0.0008432979264326,0.0008168601297036,0.0006383485107642,0.0005038998863732,0.000398826591681,0.0003174795248225,0.0002530797635596
129,129,0.02,4256,2,100000.0,4.6141951946457,,3807.8,2.1993047258698777,4256.0,0.1629716914408163,0.0145465261001885,0.0073933005745443,7125747311.818403,8858799435803.87,14563795894710.332,16200078610757.52,15900973168039.217,12426071701164.809,9808899077379.654,7763545682320.669,6180046279694.357,4926442585948.526,26.225581562422445,57.66562640791109,186836629561.63196,232277143171065.9,381861778073187.3,424765004120673.06,416922478929197.2,325810789204697.7,257188693779283.44,203559661219926.2,162040410206230.2,129171003153720.84,1.2943665960623958e-06,0.0016091693360923,0.0026454616046682,0.0029426865267269,0.0028883550893614,0.0022571516258495,0.0017817515489006,0.0014102203963271,0.0011225833749799,0.0008948707330801,3.675699244210236e-07,0.0004569665603604,0.0007512493949123,0.00083565434052,0.000820225479495,0.0006409784175859,0.0005059758836165,0.0004004697016068,0.0003187874961799,0.0002541224168836
130,130,0.02,4296,2,100000.0,4.6822403967796,,3792.5,2.190459659794185,4296.0,0.1666947134125621,0.014378525605866,0.0073516857683165,7097089297.733162,8450793367485.967,14220464111383.854,15933403565342.906,15837023340311.965,12376097077837.15,9769450082682.068,7732322599073.475,6155191644021.662,4906629637938.977,25.836638578126223,56.62785561641999,183474252197.20084,218470266968148.4,367628038661798.6,411911021753839.1,409419396106716.56,319947384232773.0,252560236049233.2,199896330325962.62,159124274282140.2,126846396580780.8,1.2986100378974003e-06,0.0015463078784592,0.0026020297426017,0.002915459696193,0.0028978242512339,0.0022645514549753,0.0017875928299451,0.0014148436524005,0.0011262636439788,0.000897804470645,3.6301801398515625e-07,0.0004322603388748,0.0007273805391331,0.0008149978499159,0.000810067975652,0.0006330406725357,0.000499709982214,0.0003955103670887,0.0003148396973142,0.000250975417076
131,131,0.02,4336,2,100000.0,4.77464856910558,,3821.9,2.184299873860668,4336.0,0.1622139063979375,0.0143431255600381,0.0073692767298,7077131591.308563,8112489731518.519,13931464595483.34,15700747493310.48,15792488088012.629,12341294287312.771,9741977437418.58,7710578554728.158,6137882645548.477,4892831717447.896,26.834802030871742,58.62081385947272,189931436904.6916,217717702674081.6,373883550795716.94,421366410021889.9,423828484203987.7,331207598306020.8,261448829813248.3,206931472923938.7,164724486945118.28,131310623045218.84,1.3041050414480452e-06,0.0014948907789931,0.0025671549241837,0.0028931811845457,0.0029100862498978,0.0022741337914139,0.001795156939771,0.0014208304926887,0.0011310293723669,0.0009016034854455,3.58908940724e-07,0.0004114159894594,0.000706518896277,0.000796246131458,0.0008008986547636,0.0006258751589785,0.0004940536653175,0.000391033506406,0.0003112759640229,0.0002481345763029
132,132,0.02,4376,2,100000.0,4.83501779085518,,3814.3,2.17966505313982,4376.0,0.1773950241328748,0.0144955751824863,0.0073748229296872,7062114772.173015,7777044909602.877,13640343902548.988,15423309916017.363,15758978334200.896,12315107550239.98,9721306137003.598,7694217637583.562,6124858799322.892,4882449719033.195,24.709896823313564,53.86990623407053,174538496198.3885,192207825443163.6,337117873212813.4,381183456512283.1,389479422072329.9,304364970222498.5,240259781803954.56,190160769006268.9,151374436517738.2,120668589964317.95,1.3102433517969424e-06,0.0014428852713615,0.0025307107702299,0.002861506776949,0.002923783775769,0.0022848379437199,0.0018036065892019,0.0014275182197046,0.0011363530304164,0.0009058472555632,3.5501251080418e-07,0.0003909520489349,0.0006857000903124,0.0007753297921142,0.0007922038435537,0.0006190804586553,0.0004886900611686,0.0003867883219563,0.0003078966528887,0.0002454407482102
133,133,0.02,4416,2,100000.0,4.85986029179908,,3853.4,2.1548693239528776,4416.0,0.1746359024654339,0.0149326930957786,0.0072213480315565,6981776609.607325,7395511519806.276,13243826865014.389,15036678142543.182,15579705212179.309,12175011680333.76,9610717184829.836,7606688713553.658,6055182800307.588,4826907285654.445,25.366482210657274,54.66461150877444,177113341288.4292,187608946698113.88,335968702332927.7,381449659108228.06,395225141208439.2,308855055024575.6,243804167329134.1,192966078625973.8,153607558339656.16,122448729779654.77,1.303888652107697e-06,0.001381156127788,0.0024733640913128,0.0028081898192615,0.0029096033810921,0.002273756445805,0.0017948590704938,0.0014205947351666,0.0011308417013649,0.0009014538829386,3.478463234131345e-07,0.0003684594388746,0.0006598344147212,0.0007491579150545,0.0007762126290977,0.0006065838664456,0.0004788254945748,0.000378980716558,0.0003016815335773,0.000240486347051
134,134,0.02,4456,2,100000.0,4.93811886690595,,3841.1,2.045463942203332,4456.0,0.1747483324262247,0.0144046335638702,0.0073919994792265,6627303172.738795,6705030802542.522,12297329220526.434,14101428417549.771,14743704095401.615,11556871273448.824,9122769182226.86,7220487715977.763,5747753677591.362,4581839230535.464,25.59701797403492,52.37995547407255,169711055735.99506,171701494044009.8,314908292310124.1,361107413038256.1,377554719057114.9,295946748428509.9,233614601414363.6,184901242823476.1,147187674882143.84,117331100261922.5,1.2455402661912428e-06,0.0012601484544983,0.0023111691605992,0.002650232899729,0.0027709426662673,0.0021720069456729,0.0017145399960533,0.0013570238085354,0.0010802370827152,0.0008611142581074,3.27189888470172e-07,0.0003310273007423,0.0006071190152723,0.0006961873738003,0.0007278965173125,0.0005705626141531,0.0004503910193138,0.0003564754031788,0.0002837665390743,0.0002262053549916
135,135,0.02,4496,2,100000.0,5.04311620735308,,3885.6,2.049942917946244,4496.0,0.1720097139972494,0.0142231158318365,0.0074380483512673,6641815054.14583,6445020534022.99,12123362416734.086,13927312184526.78,14599693461613.146,11582177486396.275,9142745414040.246,7236298500350.242,5760339599428.945,4591872136199.587,26.318386122959215,53.96259520783715,174838808473.3924,169658399333440.03,319134788059148.9,366621871842045.6,384321603070216.1,304888662924279.94,240673174626953.7,190487961083665.12,151634892534022.38,120876213265555.23,1.2558751202089445e-06,0.001218664005536,0.0022923597101591,0.0026334615946603,0.0027605995697925,0.0021900291448087,0.0017287663691764,0.0013682836957831,0.0010892003357367,0.0008682593423666,3.2487654416750785e-07,0.0003152505724884,0.0005929999636439,0.0006812380373684,0.0007141267739385,0.0005665285415266,0.0004472066009218,0.0003539550002812,0.0002817602126884,0.0002246060058441
136,136,0.02,4536,2,100000.0,5.1439527597377,,3881.8,2.1240284787219927,4536.0,0.1796509612961017,0.0137762002772366,0.0073802418657197,6881852271.059255,6406069891825.529,12289628777885.45,14247983035267.123,14948912433245.385,12000760904779.26,9473167015100.086,7497820529888.633,5968520025208.799,4757823792337.263,25.31321494777645,53.7677461554553,174207497543.67517,162163522404853.2,311100179255464.4,360674041210794.1,378417397442094.4,303787765778322.44,239804147853330.62,189800143928757.2,151087366696829.4,120439751388219.88,1.3088888408180727e-06,0.0012183977604651,0.0023374169237571,0.0027098846741381,0.0028431974264436,0.0022824759106857,0.0018017420463112,0.0014260424716319,0.0011351782847835,0.0009049108035284,3.334431075829777e-07,0.0003103902507623,0.0005954635248379,0.0006903507301439,0.0007243125281385,0.0005814671474826,0.0004589988456234,0.0003632883240024,0.0002891898556506,0.0002305285682054
137,137,0.02,4576,2,100000.0,5.16882861700551,,3865.9,2.136417234099305,4576.0,0.1840349681422594,0.0151551106619481,0.0071971440644929,6921991838.481748,6161427303142.396,12104940048406.66,14108899413991.809,14873736783799.363,12070757372661.072,9528420864082.9,7541552836370.547,6003332427819.046,4785574604382.443,24.98182074584784,53.377254311503215,172942303969.27042,153940001434375.28,302435522928977.2,352503387473167.3,371612444516685.4,301581486859993.2,238062554229304.4,188421707719606.38,149990084615324.03,119565049657767.22,1.3238495404784464e-06,0.0011783895292406,0.0023151023136885,0.0026983649275677,0.0028446421298798,0.0023085647850935,0.0018223360958437,0.0014423422462619,0.0011481534594889,0.0009152540032936,3.32193634202727e-07,0.0002956933460001,0.0005809287442569,0.0006771008519366,0.000713806197938,0.0005792882818658,0.0004572788915259,0.0003619270150418,0.0002881062074412,0.0002296647347573
138,138,0.02,4616,2,100000.0,5.25364767820562,,3892.3,2.133107490510207,4616.0,0.1810542301550412,0.0151225847719548,0.007407146972159,6911268269.25307,5836182094035.927,11868610077198.793,13873731118278.389,14705643039577.363,12052057321382.67,9513659407675.523,7529869441501.031,5994032048333.682,4778160778742.863,25.60366699639976,54.598246062410944,176898317242.21146,149380801226756.34,303784641091254.5,355106992389920.8,376400308354261.1,308480090252621.9,243508177438352.8,192731808600310.6,153421071435374.75,122300071179800.5,1.328875310029681e-06,0.0011221613729139,0.0022820562422854,0.0026675941408743,0.0028275513541186,0.0023173288585393,0.0018292542847938,0.0014478178532113,0.0011525122287602,0.0009187286094031,3.284664084370944e-07,0.0002773716337912,0.0005640700915258,0.000659365901381,0.0006989035246188,0.0005727886443424,0.0004521482042065,0.0003578661795625,0.0002848736443543,0.0002270878873144
139,139,0.02,4656,2,100000.0,5.3293036223888,,3933.3,2.1517949544031443,4656.0,0.1775665908379778,0.014484371990503,0.0071903287618477,6971815652.266188,5646309960353.851,11735889681314.752,13818827197176.992,14653723639485.412,12157641492377.766,9597005496638.023,7595836189043.099,6046543821872.835,4820020697863.043,26.36010137714465,56.72232144545036,183780321483.2592,148839371472861.72,309363541163486.2,364270748322682.3,386279009043516.94,320481116166794.56,252981553646708.6,200229794702439.72,159389723261715.5,127058000037808.8,1.3473695201353146e-06,0.0010912029693934,0.002268072025561,0.002670619462441,0.0028319711210251,0.0023495795644334,0.0018547123641368,0.0014679674092831,0.0011685519603642,0.00093151472997,3.280845161033045e-07,0.0002657079537823,0.0005522756021071,0.0006502959143257,0.0006895850477355,0.0005721226901183,0.0004516225129075,0.0003574501055075,0.0002845424352623,0.0002268238629849
140,140,0.02,4696,2,100000.0,5.35604891573161,,3920.2,2.10910193283474,4696.0,0.1868625194144442,0.0139035413228603,0.00719682141275,6833490262.384557,5260100220489.84,11271040729068.85,13316869603918.549,14190037804112.129,11916425920516.275,9406594620442.938,7445129822906.631,5926576431265.619,4724388329549.816,25.26203223601293,53.297356606468256,172683435404.95715,132923607376531.84,284821073704966.4,336519509613240.56,358584615248318.5,301130064826545.6,237706210464848.44,188139668820832.9,149765572064175.8,119386078798488.9,1.3270673463938126e-06,0.0010215141857734,0.0021888419441754,0.0025861429707192,0.0027557126872029,0.0023141760824459,0.0018267655447272,0.0014458480656697,0.0011509442109155,0.0009174786592351,3.183707307411668e-07,0.0002450668526136,0.0005251151805804,0.0006204298746603,0.0006611105791439,0.0005551835273726,0.0004382510676251,0.0003468668763938,0.000276117825118,0.0002201081595247
141,141,0.02,4736,2,100000.0,5.48516515738505,,3947.3,2.100733635504026,4736.0,0.1886011672039785,0.0143224301160586,0.0075199857377499,6806376979.033044,5016551921583.614,10982635446415.049,13095973483732.098,13978281610643.787,11869145040597.746,9369272014347.955,7415589733329.211,5903061515766.312,4705643343529.018,25.392767633972888,53.36186717530815,172892449647.9984,127428138814635.84,278975841592510.9,332657879970871.0,355069864184500.44,301494549540491.0,237993927601874.3,188367391128837.7,149946846762615.84,119530582472690.23,1.3279169501078871e-06,0.0009787239743387,0.0021427005602357,0.002555010576226,0.0027271479586474,0.0023156576444782,0.0018279350609509,0.0014467737141607,0.0011516810585811,0.0009180660395807,3.139026826001216e-07,0.0002313579031015,0.0005065071680966,0.0006039720133731,0.0006446631018583,0.0005473920236699,0.0004321006062951,0.0003419989103636,0.0002722427586747,0.0002170191385876
